FeatureCode,DateCode,Measurement,Units,Value,DCLG Dwelling Stock Tenure
E07000053,2014,Numbers of Dwellings,,27380,Private Sector
E07000053,2010,Numbers of Dwellings,,13,Other Public Sector
E07000053,2016,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000053,2015,Numbers of Dwellings,,31700,All tenure types
E07000053,2014,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000053,2013,Numbers of Dwellings,,31410,All tenure types
E07000053,2011,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000053,2013,Numbers of Dwellings,,10,Other Public Sector
E07000053,2014,Numbers of Dwellings,,4150,Private Registered Provider
E07000040,2013,Numbers of Dwellings,,0,Other Public Sector
E07000040,2013,Numbers of Dwellings,,4290,Local-Authority (incl. owned by other LAs)
E07000040,2010,Numbers of Dwellings,,57750,Private Sector
E07000040,2011,Numbers of Dwellings,,58020,Private Sector
E07000040,2012,Numbers of Dwellings,,64210,All tenure types
E07000040,2014,Numbers of Dwellings,,59500,Private Sector
E07000040,2010,Numbers of Dwellings,,1481,Private Registered Provider
E07000040,2014,Numbers of Dwellings,,4280,Local-Authority (incl. owned by other LAs)
E07000040,2010,Numbers of Dwellings,,4285,Local-Authority (incl. owned by other LAs)
E07000040,2013,Numbers of Dwellings,,64680,All tenure types
E07000040,2014,Numbers of Dwellings,,1750,Private Registered Provider
E07000040,2016,Numbers of Dwellings,,0,Other Public Sector
E07000040,2011,Numbers of Dwellings,,1559,Private Registered Provider
E07000040,2014,Numbers of Dwellings,,0,Other Public Sector
E07000040,2015,Numbers of Dwellings,,60330,Private Sector
E07000040,2012,Numbers of Dwellings,,0,Other Public Sector
E07000040,2012,Numbers of Dwellings,,1540,Private Registered Provider
E07000040,2015,Numbers of Dwellings,,4250,Local-Authority (incl. owned by other LAs)
E07000040,2012,Numbers of Dwellings,,58380,Private Sector
E07000040,2015,Numbers of Dwellings,,2050,Private Registered Provider
E07000040,2013,Numbers of Dwellings,,1620,Private Registered Provider
E07000040,2016,Numbers of Dwellings,,2290,Private Registered Provider
E07000040,2015,Numbers of Dwellings,,0,Other Public Sector
E07000040,2011,Numbers of Dwellings,,0,Other Public Sector
E07000040,2010,Numbers of Dwellings,,63520,All tenure types
E07000040,2013,Numbers of Dwellings,,58770,Private Sector
E07000040,2011,Numbers of Dwellings,,4301,Local-Authority (incl. owned by other LAs)
E07000040,2014,Numbers of Dwellings,,65530,All tenure types
E07000040,2016,Numbers of Dwellings,,61140,Private Sector
E07000040,2010,Numbers of Dwellings,,0,Other Public Sector
E07000040,2011,Numbers of Dwellings,,63880,All tenure types
E07000040,2016,Numbers of Dwellings,,4220,Local-Authority (incl. owned by other LAs)
E07000040,2015,Numbers of Dwellings,,66620,All tenure types
E07000040,2012,Numbers of Dwellings,,4300,Local-Authority (incl. owned by other LAs)
E07000040,2016,Numbers of Dwellings,,67650,All tenure types
E10000008,2014,Numbers of Dwellings,,357370,All tenure types
E10000008,2012,Numbers of Dwellings,,25150,Private Registered Provider
E10000008,2016,Numbers of Dwellings,,540,Other Public Sector
E10000008,2013,Numbers of Dwellings,,12400,Local-Authority (incl. owned by other LAs)
E10000008,2013,Numbers of Dwellings,,25690,Private Registered Provider
E10000008,2012,Numbers of Dwellings,,12440,Local-Authority (incl. owned by other LAs)
E10000008,2014,Numbers of Dwellings,,12370,Local-Authority (incl. owned by other LAs)
E10000008,2013,Numbers of Dwellings,,500,Other Public Sector
E10000008,2016,Numbers of Dwellings,,12260,Local-Authority (incl. owned by other LAs)
E10000008,2015,Numbers of Dwellings,,26920,Private Registered Provider
E10000008,2015,Numbers of Dwellings,,530,Other Public Sector
E10000008,2014,Numbers of Dwellings,,530,Other Public Sector
E10000008,2015,Numbers of Dwellings,,361280,All tenure types
E10000008,2013,Numbers of Dwellings,,353940,All tenure types
E10000008,2014,Numbers of Dwellings,,26110,Private Registered Provider
E10000008,2014,Numbers of Dwellings,,318360,Private Sector
E10000008,2016,Numbers of Dwellings,,365220,All tenure types
E10000008,2016,Numbers of Dwellings,,27370,Private Registered Provider
E10000008,2015,Numbers of Dwellings,,12340,Local-Authority (incl. owned by other LAs)
E10000008,2016,Numbers of Dwellings,,325050,Private Sector
E10000008,2012,Numbers of Dwellings,,313580,Private Sector
E10000008,2012,Numbers of Dwellings,,520,Other Public Sector
E10000008,2013,Numbers of Dwellings,,315360,Private Sector
E10000008,2012,Numbers of Dwellings,,351680,All tenure types
E10000008,2015,Numbers of Dwellings,,321490,Private Sector
E07000239,2016,Numbers of Dwellings,,10,Other Public Sector
E07000239,2013,Numbers of Dwellings,,45430,All tenure types
E07000239,2010,Numbers of Dwellings,,35,Other Public Sector
E07000239,2012,Numbers of Dwellings,,6400,Private Registered Provider
E07000239,2015,Numbers of Dwellings,,46260,All tenure types
E07000239,2015,Numbers of Dwellings,,10,Other Public Sector
E07000239,2010,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000239,2014,Numbers of Dwellings,,10,Other Public Sector
E07000239,2011,Numbers of Dwellings,,38570,Private Sector
E07000239,2016,Numbers of Dwellings,,39850,Private Sector
E07000239,2011,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000239,2012,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000239,2015,Numbers of Dwellings,,6580,Private Registered Provider
E07000239,2014,Numbers of Dwellings,,6510,Private Registered Provider
E07000239,2014,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000239,2015,Numbers of Dwellings,,39670,Private Sector
E07000239,2013,Numbers of Dwellings,,6450,Private Registered Provider
E07000239,2016,Numbers of Dwellings,,46490,All tenure types
E07000239,2013,Numbers of Dwellings,,38960,Private Sector
E07000239,2016,Numbers of Dwellings,,6630,Private Registered Provider
E07000239,2013,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000239,2011,Numbers of Dwellings,,20,Other Public Sector
E07000239,2010,Numbers of Dwellings,,38350,Private Sector
E07000239,2012,Numbers of Dwellings,,45200,All tenure types
E07000239,2010,Numbers of Dwellings,,44770,All tenure types
E07000239,2013,Numbers of Dwellings,,10,Other Public Sector
E07000239,2014,Numbers of Dwellings,,39280,Private Sector
E07000239,2012,Numbers of Dwellings,,20,Other Public Sector
E07000239,2016,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000239,2012,Numbers of Dwellings,,38790,Private Sector
E07000239,2010,Numbers of Dwellings,,6382,Private Registered Provider
E07000239,2014,Numbers of Dwellings,,45800,All tenure types
E07000239,2011,Numbers of Dwellings,,6416,Private Registered Provider
E07000239,2015,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000239,2011,Numbers of Dwellings,,45010,All tenure types
E07000235,2015,Numbers of Dwellings,,29870,Private Sector
E07000235,2012,Numbers of Dwellings,,33920,All tenure types
E07000235,2010,Numbers of Dwellings,,33540,All tenure types
E07000235,2013,Numbers of Dwellings,,34090,All tenure types
E07000235,2015,Numbers of Dwellings,,4660,Private Registered Provider
E07000235,2015,Numbers of Dwellings,,34540,All tenure types
E07000235,2011,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000235,2014,Numbers of Dwellings,,4590,Private Registered Provider
E07000235,2015,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000235,2016,Numbers of Dwellings,,30180,Private Sector
E07000235,2010,Numbers of Dwellings,,29090,Private Sector
E07000235,2013,Numbers of Dwellings,,29540,Private Sector
E07000235,2011,Numbers of Dwellings,,0,Other Public Sector
E07000235,2016,Numbers of Dwellings,,0,Other Public Sector
E07000235,2011,Numbers of Dwellings,,33690,All tenure types
E07000235,2013,Numbers of Dwellings,,0,Other Public Sector
E07000235,2012,Numbers of Dwellings,,29300,Private Sector
E07000235,2016,Numbers of Dwellings,,4680,Private Registered Provider
E07000235,2014,Numbers of Dwellings,,34280,All tenure types
E07000235,2014,Numbers of Dwellings,,0,Other Public Sector
E07000235,2015,Numbers of Dwellings,,0,Other Public Sector
E07000235,2011,Numbers of Dwellings,,29030,Private Sector
E07000235,2013,Numbers of Dwellings,,4560,Private Registered Provider
E07000235,2014,Numbers of Dwellings,,29690,Private Sector
E07000235,2014,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000235,2012,Numbers of Dwellings,,0,Other Public Sector
E07000235,2012,Numbers of Dwellings,,4620,Private Registered Provider
E07000235,2016,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000235,2010,Numbers of Dwellings,,4452,Private Registered Provider
E07000235,2010,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000235,2013,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000235,2011,Numbers of Dwellings,,4657,Private Registered Provider
E07000235,2016,Numbers of Dwellings,,34860,All tenure types
E07000235,2010,Numbers of Dwellings,,0,Other Public Sector
E07000235,2012,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E08000031,2015,Numbers of Dwellings,,6050,Private Registered Provider
E08000031,2016,Numbers of Dwellings,,22770,Local-Authority (incl. owned by other LAs)
E08000031,2012,Numbers of Dwellings,,77390,Private Sector
E08000031,2014,Numbers of Dwellings,,107470,All tenure types
E08000031,2014,Numbers of Dwellings,,23090,Local-Authority (incl. owned by other LAs)
E08000031,2015,Numbers of Dwellings,,79130,Private Sector
E08000031,2011,Numbers of Dwellings,,23519,Local-Authority (incl. owned by other LAs)
E08000031,2011,Numbers of Dwellings,,105830,All tenure types
E08000031,2014,Numbers of Dwellings,,78380,Private Sector
E08000031,2010,Numbers of Dwellings,,33,Other Public Sector
E08000031,2015,Numbers of Dwellings,,108140,All tenure types
E08000031,2010,Numbers of Dwellings,,5379,Private Registered Provider
E08000031,2011,Numbers of Dwellings,,76440,Private Sector
E08000031,2015,Numbers of Dwellings,,0,Other Public Sector
E08000031,2012,Numbers of Dwellings,,30,Other Public Sector
E08000031,2016,Numbers of Dwellings,,0,Other Public Sector
E08000031,2013,Numbers of Dwellings,,5940,Private Registered Provider
E08000031,2010,Numbers of Dwellings,,23590,Local-Authority (incl. owned by other LAs)
E08000031,2016,Numbers of Dwellings,,108710,All tenure types
E08000031,2016,Numbers of Dwellings,,79750,Private Sector
E08000031,2010,Numbers of Dwellings,,76540,Private Sector
E08000031,2012,Numbers of Dwellings,,23420,Local-Authority (incl. owned by other LAs)
E08000031,2012,Numbers of Dwellings,,5720,Private Registered Provider
E08000031,2013,Numbers of Dwellings,,77770,Private Sector
E08000031,2013,Numbers of Dwellings,,30,Other Public Sector
E08000031,2013,Numbers of Dwellings,,23300,Local-Authority (incl. owned by other LAs)
E08000031,2015,Numbers of Dwellings,,22960,Local-Authority (incl. owned by other LAs)
E08000031,2014,Numbers of Dwellings,,0,Other Public Sector
E08000031,2011,Numbers of Dwellings,,5840,Private Registered Provider
E08000031,2011,Numbers of Dwellings,,30,Other Public Sector
E08000031,2016,Numbers of Dwellings,,6180,Private Registered Provider
E08000031,2014,Numbers of Dwellings,,5990,Private Registered Provider
E08000031,2013,Numbers of Dwellings,,107040,All tenure types
E08000031,2012,Numbers of Dwellings,,106560,All tenure types
E08000031,2010,Numbers of Dwellings,,105540,All tenure types
E09000030,2015,Numbers of Dwellings,,30810,Private Registered Provider
E09000030,2011,Numbers of Dwellings,,12502,Local-Authority (incl. owned by other LAs)
E09000030,2010,Numbers of Dwellings,,103510,All tenure types
E09000030,2014,Numbers of Dwellings,,12420,Local-Authority (incl. owned by other LAs)
E09000030,2016,Numbers of Dwellings,,11880,Local-Authority (incl. owned by other LAs)
E09000030,2012,Numbers of Dwellings,,108250,All tenure types
E09000030,2011,Numbers of Dwellings,,28627,Private Registered Provider
E09000030,2013,Numbers of Dwellings,,160,Other Public Sector
E09000030,2014,Numbers of Dwellings,,66520,Private Sector
E09000030,2016,Numbers of Dwellings,,113190,All tenure types
E09000030,2014,Numbers of Dwellings,,30770,Private Registered Provider
E09000030,2013,Numbers of Dwellings,,109220,All tenure types
E09000030,2011,Numbers of Dwellings,,64090,Private Sector
E09000030,2016,Numbers of Dwellings,,31450,Private Registered Provider
E09000030,2015,Numbers of Dwellings,,160,Other Public Sector
E09000030,2015,Numbers of Dwellings,,110790,All tenure types
E09000030,2012,Numbers of Dwellings,,12520,Local-Authority (incl. owned by other LAs)
E09000030,2010,Numbers of Dwellings,,62000,Private Sector
E09000030,2013,Numbers of Dwellings,,12610,Local-Authority (incl. owned by other LAs)
E09000030,2012,Numbers of Dwellings,,65440,Private Sector
E09000030,2016,Numbers of Dwellings,,0,Other Public Sector
E09000030,2014,Numbers of Dwellings,,109880,All tenure types
E09000030,2015,Numbers of Dwellings,,67740,Private Sector
E09000030,2014,Numbers of Dwellings,,160,Other Public Sector
E09000030,2016,Numbers of Dwellings,,69850,Private Sector
E09000030,2011,Numbers of Dwellings,,105380,All tenure types
E09000030,2013,Numbers of Dwellings,,65890,Private Sector
E09000030,2015,Numbers of Dwellings,,12080,Local-Authority (incl. owned by other LAs)
E09000030,2010,Numbers of Dwellings,,164,Other Public Sector
E09000030,2011,Numbers of Dwellings,,164,Other Public Sector
E09000030,2010,Numbers of Dwellings,,28480,Private Registered Provider
E09000030,2010,Numbers of Dwellings,,12865,Local-Authority (incl. owned by other LAs)
E09000030,2012,Numbers of Dwellings,,30130,Private Registered Provider
E09000030,2013,Numbers of Dwellings,,30540,Private Registered Provider
E09000030,2012,Numbers of Dwellings,,160,Other Public Sector
E09000001,2015,Numbers of Dwellings,,230,Private Registered Provider
E09000001,2011,Numbers of Dwellings,,4430,Private Sector
E09000001,2010,Numbers of Dwellings,,118,Other Public Sector
E09000001,2014,Numbers of Dwellings,,450,Local-Authority (incl. owned by other LAs)
E09000001,2012,Numbers of Dwellings,,490,Private Registered Provider
E09000001,2014,Numbers of Dwellings,,230,Private Registered Provider
E09000001,2012,Numbers of Dwellings,,430,Local-Authority (incl. owned by other LAs)
E09000001,2012,Numbers of Dwellings,,120,Other Public Sector
E09000001,2013,Numbers of Dwellings,,5570,All tenure types
E09000001,2012,Numbers of Dwellings,,4500,Private Sector
E09000001,2013,Numbers of Dwellings,,120,Other Public Sector
E09000001,2014,Numbers of Dwellings,,120,Other Public Sector
E09000001,2010,Numbers of Dwellings,,4360,Private Sector
E09000001,2016,Numbers of Dwellings,,6310,All tenure types
E09000001,2015,Numbers of Dwellings,,450,Local-Authority (incl. owned by other LAs)
E09000001,2013,Numbers of Dwellings,,230,Private Registered Provider
E09000001,2016,Numbers of Dwellings,,440,Local-Authority (incl. owned by other LAs)
E09000001,2015,Numbers of Dwellings,,0,Other Public Sector
E09000001,2016,Numbers of Dwellings,,0,Other Public Sector
E09000001,2010,Numbers of Dwellings,,549,Private Registered Provider
E09000001,2015,Numbers of Dwellings,,6230,All tenure types
E09000001,2011,Numbers of Dwellings,,5510,All tenure types
E09000001,2015,Numbers of Dwellings,,5550,Private Sector
E09000001,2011,Numbers of Dwellings,,430,Local-Authority (incl. owned by other LAs)
E09000001,2014,Numbers of Dwellings,,6000,All tenure types
E09000001,2014,Numbers of Dwellings,,5200,Private Sector
E09000001,2011,Numbers of Dwellings,,118,Other Public Sector
E09000001,2013,Numbers of Dwellings,,430,Local-Authority (incl. owned by other LAs)
E09000001,2013,Numbers of Dwellings,,4790,Private Sector
E09000001,2011,Numbers of Dwellings,,539,Private Registered Provider
E09000001,2010,Numbers of Dwellings,,430,Local-Authority (incl. owned by other LAs)
E09000001,2010,Numbers of Dwellings,,5460,All tenure types
E09000001,2016,Numbers of Dwellings,,5630,Private Sector
E09000001,2016,Numbers of Dwellings,,230,Private Registered Provider
E09000001,2012,Numbers of Dwellings,,5530,All tenure types
E09000026,2016,Numbers of Dwellings,,102710,All tenure types
E09000026,2014,Numbers of Dwellings,,4560,Local-Authority (incl. owned by other LAs)
E09000026,2012,Numbers of Dwellings,,4680,Local-Authority (incl. owned by other LAs)
E09000026,2010,Numbers of Dwellings,,4877,Local-Authority (incl. owned by other LAs)
E09000026,2011,Numbers of Dwellings,,5111,Local-Authority (incl. owned by other LAs)
E09000026,2010,Numbers of Dwellings,,4441,Private Registered Provider
E09000026,2010,Numbers of Dwellings,,52,Other Public Sector
E09000026,2013,Numbers of Dwellings,,4620,Local-Authority (incl. owned by other LAs)
E09000026,2014,Numbers of Dwellings,,102400,All tenure types
E09000026,2010,Numbers of Dwellings,,100890,All tenure types
E09000026,2015,Numbers of Dwellings,,0,Other Public Sector
E09000026,2016,Numbers of Dwellings,,4480,Local-Authority (incl. owned by other LAs)
E09000026,2011,Numbers of Dwellings,,101350,All tenure types
E09000026,2012,Numbers of Dwellings,,92450,Private Sector
E09000026,2010,Numbers of Dwellings,,91520,Private Sector
E09000026,2014,Numbers of Dwellings,,5650,Other Public Sector
E09000026,2013,Numbers of Dwellings,,87070,Private Sector
E09000026,2011,Numbers of Dwellings,,4457,Private Registered Provider
E09000026,2016,Numbers of Dwellings,,0,Other Public Sector
E09000026,2016,Numbers of Dwellings,,4940,Private Registered Provider
E09000026,2015,Numbers of Dwellings,,102650,All tenure types
E09000026,2014,Numbers of Dwellings,,4830,Private Registered Provider
E09000026,2013,Numbers of Dwellings,,102140,All tenure types
E09000026,2011,Numbers of Dwellings,,91730,Private Sector
E09000026,2012,Numbers of Dwellings,,50,Other Public Sector
E09000026,2013,Numbers of Dwellings,,4800,Private Registered Provider
E09000026,2013,Numbers of Dwellings,,5650,Other Public Sector
E09000026,2012,Numbers of Dwellings,,4690,Private Registered Provider
E09000026,2015,Numbers of Dwellings,,4810,Private Registered Provider
E09000026,2015,Numbers of Dwellings,,93330,Private Sector
E09000026,2015,Numbers of Dwellings,,4510,Local-Authority (incl. owned by other LAs)
E09000026,2011,Numbers of Dwellings,,53,Other Public Sector
E09000026,2016,Numbers of Dwellings,,93290,Private Sector
E09000026,2014,Numbers of Dwellings,,87350,Private Sector
E09000026,2012,Numbers of Dwellings,,101870,All tenure types
E09000033,2012,Numbers of Dwellings,,119250,All tenure types
E09000033,2014,Numbers of Dwellings,,92720,Private Sector
E09000033,2011,Numbers of Dwellings,,90350,Private Sector
E09000033,2016,Numbers of Dwellings,,250,Other Public Sector
E09000033,2013,Numbers of Dwellings,,92140,Private Sector
E09000033,2010,Numbers of Dwellings,,12260,Local-Authority (incl. owned by other LAs)
E09000033,2013,Numbers of Dwellings,,15200,Private Registered Provider
E09000033,2016,Numbers of Dwellings,,94620,Private Sector
E09000033,2010,Numbers of Dwellings,,391,Other Public Sector
E09000033,2013,Numbers of Dwellings,,12140,Local-Authority (incl. owned by other LAs)
E09000033,2014,Numbers of Dwellings,,15190,Private Registered Provider
E09000033,2016,Numbers of Dwellings,,15310,Private Registered Provider
E09000033,2015,Numbers of Dwellings,,12040,Local-Authority (incl. owned by other LAs)
E09000033,2015,Numbers of Dwellings,,15260,Private Registered Provider
E09000033,2016,Numbers of Dwellings,,122020,All tenure types
E09000033,2015,Numbers of Dwellings,,93570,Private Sector
E09000033,2011,Numbers of Dwellings,,118320,All tenure types
E09000033,2010,Numbers of Dwellings,,15336,Private Registered Provider
E09000033,2015,Numbers of Dwellings,,121120,All tenure types
E09000033,2014,Numbers of Dwellings,,370,Other Public Sector
E09000033,2013,Numbers of Dwellings,,119840,All tenure types
E09000033,2012,Numbers of Dwellings,,15140,Private Registered Provider
E09000033,2012,Numbers of Dwellings,,240,Other Public Sector
E09000033,2011,Numbers of Dwellings,,15338,Private Registered Provider
E09000033,2013,Numbers of Dwellings,,370,Other Public Sector
E09000033,2012,Numbers of Dwellings,,12240,Local-Authority (incl. owned by other LAs)
E09000033,2015,Numbers of Dwellings,,250,Other Public Sector
E09000033,2016,Numbers of Dwellings,,11840,Local-Authority (incl. owned by other LAs)
E09000033,2014,Numbers of Dwellings,,120370,All tenure types
E09000033,2010,Numbers of Dwellings,,116640,All tenure types
E09000033,2011,Numbers of Dwellings,,444,Other Public Sector
E09000033,2012,Numbers of Dwellings,,91630,Private Sector
E09000033,2014,Numbers of Dwellings,,12090,Local-Authority (incl. owned by other LAs)
E09000033,2011,Numbers of Dwellings,,12187,Local-Authority (incl. owned by other LAs)
E09000033,2010,Numbers of Dwellings,,88660,Private Sector
E07000095,2012,Numbers of Dwellings,,430,Local-Authority (incl. owned by other LAs)
E07000095,2010,Numbers of Dwellings,,5121,Private Registered Provider
E07000095,2016,Numbers of Dwellings,,10,Other Public Sector
E07000095,2013,Numbers of Dwellings,,350,Local-Authority (incl. owned by other LAs)
E07000095,2011,Numbers of Dwellings,,7,Other Public Sector
E07000095,2012,Numbers of Dwellings,,39370,All tenure types
E07000095,2014,Numbers of Dwellings,,350,Local-Authority (incl. owned by other LAs)
E07000095,2015,Numbers of Dwellings,,5200,Private Registered Provider
E07000095,2016,Numbers of Dwellings,,5230,Private Registered Provider
E07000095,2015,Numbers of Dwellings,,10,Other Public Sector
E07000095,2012,Numbers of Dwellings,,5230,Private Registered Provider
E07000095,2015,Numbers of Dwellings,,34270,Private Sector
E07000095,2014,Numbers of Dwellings,,5160,Private Registered Provider
E07000095,2011,Numbers of Dwellings,,5172,Private Registered Provider
E07000095,2016,Numbers of Dwellings,,350,Local-Authority (incl. owned by other LAs)
E07000095,2012,Numbers of Dwellings,,10,Other Public Sector
E07000095,2010,Numbers of Dwellings,,464,Local-Authority (incl. owned by other LAs)
E07000095,2011,Numbers of Dwellings,,39190,All tenure types
E07000095,2013,Numbers of Dwellings,,33960,Private Sector
E07000095,2016,Numbers of Dwellings,,40000,All tenure types
E07000095,2013,Numbers of Dwellings,,10,Other Public Sector
E07000095,2012,Numbers of Dwellings,,33700,Private Sector
E07000095,2010,Numbers of Dwellings,,12,Other Public Sector
E07000095,2014,Numbers of Dwellings,,34120,Private Sector
E07000095,2013,Numbers of Dwellings,,39550,All tenure types
E07000095,2014,Numbers of Dwellings,,39650,All tenure types
E07000095,2015,Numbers of Dwellings,,39830,All tenure types
E07000095,2011,Numbers of Dwellings,,425,Local-Authority (incl. owned by other LAs)
E07000095,2016,Numbers of Dwellings,,34420,Private Sector
E07000095,2014,Numbers of Dwellings,,10,Other Public Sector
E07000095,2010,Numbers of Dwellings,,38920,All tenure types
E07000095,2013,Numbers of Dwellings,,5230,Private Registered Provider
E07000095,2011,Numbers of Dwellings,,33590,Private Sector
E07000095,2010,Numbers of Dwellings,,33320,Private Sector
E07000095,2015,Numbers of Dwellings,,350,Local-Authority (incl. owned by other LAs)
E07000041,2012,Numbers of Dwellings,,42140,Private Sector
E07000041,2016,Numbers of Dwellings,,130,Other Public Sector
E07000041,2014,Numbers of Dwellings,,4150,Private Registered Provider
E07000041,2015,Numbers of Dwellings,,4230,Private Registered Provider
E07000041,2013,Numbers of Dwellings,,110,Other Public Sector
E07000041,2013,Numbers of Dwellings,,42340,Private Sector
E07000041,2016,Numbers of Dwellings,,4970,Local-Authority (incl. owned by other LAs)
E07000041,2015,Numbers of Dwellings,,43450,Private Sector
E07000041,2016,Numbers of Dwellings,,53480,All tenure types
E07000041,2013,Numbers of Dwellings,,5030,Local-Authority (incl. owned by other LAs)
E07000041,2011,Numbers of Dwellings,,131,Other Public Sector
E07000041,2012,Numbers of Dwellings,,4000,Private Registered Provider
E07000041,2011,Numbers of Dwellings,,50720,All tenure types
E07000041,2012,Numbers of Dwellings,,51310,All tenure types
E07000041,2011,Numbers of Dwellings,,5030,Local-Authority (incl. owned by other LAs)
E07000041,2013,Numbers of Dwellings,,4080,Private Registered Provider
E07000041,2010,Numbers of Dwellings,,131,Other Public Sector
E07000041,2011,Numbers of Dwellings,,4030,Private Registered Provider
E07000041,2010,Numbers of Dwellings,,3966,Private Registered Provider
E07000041,2014,Numbers of Dwellings,,5020,Local-Authority (incl. owned by other LAs)
E07000041,2014,Numbers of Dwellings,,52110,All tenure types
E07000041,2013,Numbers of Dwellings,,51560,All tenure types
E07000041,2014,Numbers of Dwellings,,130,Other Public Sector
E07000041,2010,Numbers of Dwellings,,41230,Private Sector
E07000041,2012,Numbers of Dwellings,,5060,Local-Authority (incl. owned by other LAs)
E07000041,2010,Numbers of Dwellings,,5041,Local-Authority (incl. owned by other LAs)
E07000041,2015,Numbers of Dwellings,,5020,Local-Authority (incl. owned by other LAs)
E07000041,2014,Numbers of Dwellings,,42800,Private Sector
E07000041,2015,Numbers of Dwellings,,120,Other Public Sector
E07000041,2016,Numbers of Dwellings,,44070,Private Sector
E07000041,2012,Numbers of Dwellings,,110,Other Public Sector
E07000041,2015,Numbers of Dwellings,,52830,All tenure types
E07000041,2011,Numbers of Dwellings,,41530,Private Sector
E07000041,2010,Numbers of Dwellings,,50370,All tenure types
E07000041,2016,Numbers of Dwellings,,4310,Private Registered Provider
E07000042,2013,Numbers of Dwellings,,1220,Private Registered Provider
E07000042,2015,Numbers of Dwellings,,1290,Private Registered Provider
E07000042,2011,Numbers of Dwellings,,3082,Local-Authority (incl. owned by other LAs)
E07000042,2015,Numbers of Dwellings,,30850,Private Sector
E07000042,2012,Numbers of Dwellings,,3080,Local-Authority (incl. owned by other LAs)
E07000042,2015,Numbers of Dwellings,,35210,All tenure types
E07000042,2012,Numbers of Dwellings,,34210,All tenure types
E07000042,2011,Numbers of Dwellings,,33970,All tenure types
E07000042,2011,Numbers of Dwellings,,1150,Private Registered Provider
E07000042,2012,Numbers of Dwellings,,1160,Private Registered Provider
E07000042,2012,Numbers of Dwellings,,0,Other Public Sector
E07000042,2012,Numbers of Dwellings,,29970,Private Sector
E07000042,2016,Numbers of Dwellings,,3060,Local-Authority (incl. owned by other LAs)
E07000042,2015,Numbers of Dwellings,,3070,Local-Authority (incl. owned by other LAs)
E07000042,2013,Numbers of Dwellings,,0,Other Public Sector
E07000042,2010,Numbers of Dwellings,,33670,All tenure types
E07000042,2011,Numbers of Dwellings,,0,Other Public Sector
E07000042,2014,Numbers of Dwellings,,1260,Private Registered Provider
E07000042,2014,Numbers of Dwellings,,30550,Private Sector
E07000042,2014,Numbers of Dwellings,,34870,All tenure types
E07000042,2013,Numbers of Dwellings,,30250,Private Sector
E07000042,2013,Numbers of Dwellings,,3070,Local-Authority (incl. owned by other LAs)
E07000042,2011,Numbers of Dwellings,,29740,Private Sector
E07000042,2015,Numbers of Dwellings,,0,Other Public Sector
E07000042,2016,Numbers of Dwellings,,1280,Private Registered Provider
E07000042,2010,Numbers of Dwellings,,3091,Local-Authority (incl. owned by other LAs)
E07000042,2010,Numbers of Dwellings,,1093,Private Registered Provider
E07000042,2016,Numbers of Dwellings,,0,Other Public Sector
E07000042,2013,Numbers of Dwellings,,34540,All tenure types
E07000042,2016,Numbers of Dwellings,,35560,All tenure types
E07000042,2014,Numbers of Dwellings,,3070,Local-Authority (incl. owned by other LAs)
E07000042,2016,Numbers of Dwellings,,31220,Private Sector
E07000042,2014,Numbers of Dwellings,,0,Other Public Sector
E07000190,2013,Numbers of Dwellings,,2250,Private Registered Provider
E07000190,2012,Numbers of Dwellings,,5970,Local-Authority (incl. owned by other LAs)
E07000190,2013,Numbers of Dwellings,,5950,Local-Authority (incl. owned by other LAs)
E07000190,2011,Numbers of Dwellings,,149,Other Public Sector
E07000190,2011,Numbers of Dwellings,,41070,Private Sector
E07000190,2013,Numbers of Dwellings,,0,Other Public Sector
E07000190,2010,Numbers of Dwellings,,1977,Private Registered Provider
E07000190,2014,Numbers of Dwellings,,42530,Private Sector
E07000190,2012,Numbers of Dwellings,,49710,All tenure types
E07000190,2016,Numbers of Dwellings,,2620,Private Registered Provider
E07000190,2014,Numbers of Dwellings,,0,Other Public Sector
E07000190,2016,Numbers of Dwellings,,0,Other Public Sector
E07000190,2015,Numbers of Dwellings,,51500,All tenure types
E07000190,2015,Numbers of Dwellings,,5830,Local-Authority (incl. owned by other LAs)
