FeatureCode,DateCode,Measurement,Units,Value,DCLG Dwelling Stock Tenure
E08000030,2012,Numbers of Dwellings,,111470,All tenure types
E08000030,2016,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E08000030,2012,Numbers of Dwellings,,10,Local-Authority (incl. owned by other LAs)
E08000030,2013,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E08000030,2016,Numbers of Dwellings,,86270,Private Sector
E08000030,2011,Numbers of Dwellings,,26915,Private Registered Provider
E08000030,2011,Numbers of Dwellings,,34,Other Public Sector
E08000030,2013,Numbers of Dwellings,,40,Other Public Sector
E08000030,2015,Numbers of Dwellings,,40,Other Public Sector
E08000030,2014,Numbers of Dwellings,,40,Other Public Sector
E08000030,2013,Numbers of Dwellings,,27240,Private Registered Provider
E08000030,2016,Numbers of Dwellings,,114260,All tenure types
E08000030,2010,Numbers of Dwellings,,26558,Private Registered Provider
E08000030,2015,Numbers of Dwellings,,27820,Private Registered Provider
E08000030,2010,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E08000030,2014,Numbers of Dwellings,,27480,Private Registered Provider
E08000030,2015,Numbers of Dwellings,,113350,All tenure types
E08000030,2011,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E08000030,2015,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E08000030,2011,Numbers of Dwellings,,83990,Private Sector
E08000030,2015,Numbers of Dwellings,,85490,Private Sector
E08000030,2011,Numbers of Dwellings,,110940,All tenure types
E08000030,2013,Numbers of Dwellings,,111880,All tenure types
E07000218,2016,Numbers of Dwellings,,1090,Private Registered Provider
E07000218,2014,Numbers of Dwellings,,970,Other Public Sector
E07000218,2015,Numbers of Dwellings,,1070,Private Registered Provider
E07000218,2015,Numbers of Dwellings,,23650,Private Sector
E07000218,2015,Numbers of Dwellings,,0,Other Public Sector
E07000218,2010,Numbers of Dwellings,,2723,Local-Authority (incl. owned by other LAs)
E07000218,2012,Numbers of Dwellings,,990,Private Registered Provider
E07000218,2011,Numbers of Dwellings,,0,Other Public Sector
E07000218,2015,Numbers of Dwellings,,27410,All tenure types
E07000218,2015,Numbers of Dwellings,,2690,Local-Authority (incl. owned by other LAs)
E07000218,2014,Numbers of Dwellings,,27210,All tenure types
E07000218,2016,Numbers of Dwellings,,23860,Private Sector
E07000218,2013,Numbers of Dwellings,,970,Other Public Sector
E07000218,2011,Numbers of Dwellings,,23320,Private Sector
E07000218,2010,Numbers of Dwellings,,26930,All tenure types
E07000218,2014,Numbers of Dwellings,,1020,Private Registered Provider
E07000218,2013,Numbers of Dwellings,,2730,Local-Authority (incl. owned by other LAs)
E07000218,2011,Numbers of Dwellings,,967,Private Registered Provider
E07000218,2013,Numbers of Dwellings,,22460,Private Sector
E07000218,2011,Numbers of Dwellings,,2745,Local-Authority (incl. owned by other LAs)
E07000218,2013,Numbers of Dwellings,,1000,Private Registered Provider
E07000218,2014,Numbers of Dwellings,,2700,Local-Authority (incl. owned by other LAs)
E07000218,2010,Numbers of Dwellings,,906,Private Registered Provider
E07000218,2016,Numbers of Dwellings,,27620,All tenure types
E07000218,2013,Numbers of Dwellings,,27150,All tenure types
E07000218,2012,Numbers of Dwellings,,22410,Private Sector
E07000218,2012,Numbers of Dwellings,,27120,All tenure types
E07000218,2011,Numbers of Dwellings,,27030,All tenure types
E07000218,2010,Numbers of Dwellings,,23300,Private Sector
E07000218,2010,Numbers of Dwellings,,0,Other Public Sector
E07000218,2012,Numbers of Dwellings,,970,Other Public Sector
E07000218,2016,Numbers of Dwellings,,0,Other Public Sector
E07000218,2012,Numbers of Dwellings,,2740,Local-Authority (incl. owned by other LAs)
E07000218,2014,Numbers of Dwellings,,22510,Private Sector
E07000218,2016,Numbers of Dwellings,,2660,Local-Authority (incl. owned by other LAs)
E07000221,2010,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000221,2011,Numbers of Dwellings,,6849,Private Registered Provider
E07000221,2015,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000221,2012,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000221,2013,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000221,2013,Numbers of Dwellings,,55300,All tenure types
E07000221,2014,Numbers of Dwellings,,48550,Private Sector
E07000221,2011,Numbers of Dwellings,,286,Other Public Sector
E07000221,2011,Numbers of Dwellings,,54780,All tenure types
E07000221,2016,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000221,2016,Numbers of Dwellings,,120,Other Public Sector
E07000221,2014,Numbers of Dwellings,,6970,Private Registered Provider
E07000221,2012,Numbers of Dwellings,,47770,Private Sector
E07000221,2013,Numbers of Dwellings,,120,Other Public Sector
E07000221,2015,Numbers of Dwellings,,56340,All tenure types
E07000221,2010,Numbers of Dwellings,,47440,Private Sector
E07000221,2016,Numbers of Dwellings,,50090,Private Sector
E07000221,2016,Numbers of Dwellings,,7180,Private Registered Provider
E07000221,2014,Numbers of Dwellings,,55630,All tenure types
E07000221,2010,Numbers of Dwellings,,6834,Private Registered Provider
E07000221,2015,Numbers of Dwellings,,120,Other Public Sector
E07000221,2014,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000221,2010,Numbers of Dwellings,,286,Other Public Sector
E07000221,2015,Numbers of Dwellings,,7070,Private Registered Provider
E07000221,2012,Numbers of Dwellings,,290,Other Public Sector
E07000221,2011,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000221,2015,Numbers of Dwellings,,49150,Private Sector
E07000221,2011,Numbers of Dwellings,,47650,Private Sector
E07000221,2014,Numbers of Dwellings,,120,Other Public Sector
E07000221,2012,Numbers of Dwellings,,6880,Private Registered Provider
E07000221,2012,Numbers of Dwellings,,54940,All tenure types
E07000221,2013,Numbers of Dwellings,,48570,Private Sector
E07000221,2010,Numbers of Dwellings,,54560,All tenure types
E07000221,2013,Numbers of Dwellings,,6620,Private Registered Provider
E07000221,2016,Numbers of Dwellings,,57400,All tenure types
E07000238,2014,Numbers of Dwellings,,53550,All tenure types
E07000238,2013,Numbers of Dwellings,,30,Other Public Sector
E07000238,2015,Numbers of Dwellings,,7930,Private Registered Provider
E07000238,2012,Numbers of Dwellings,,7540,Private Registered Provider
E07000238,2016,Numbers of Dwellings,,47250,Private Sector
E07000238,2010,Numbers of Dwellings,,28,Other Public Sector
E07000238,2013,Numbers of Dwellings,,10,Local-Authority (incl. owned by other LAs)
E07000238,2013,Numbers of Dwellings,,7550,Private Registered Provider
E07000238,2015,Numbers of Dwellings,,20,Local-Authority (incl. owned by other LAs)
E07000238,2015,Numbers of Dwellings,,46420,Private Sector
E07000238,2011,Numbers of Dwellings,,9,Local-Authority (incl. owned by other LAs)
E07000238,2010,Numbers of Dwellings,,44190,Private Sector
E07000238,2010,Numbers of Dwellings,,7434,Private Registered Provider
E07000238,2015,Numbers of Dwellings,,30,Other Public Sector
E07000238,2014,Numbers of Dwellings,,7690,Private Registered Provider
E07000238,2016,Numbers of Dwellings,,55300,All tenure types
E07000238,2010,Numbers of Dwellings,,51670,All tenure types
E07000238,2014,Numbers of Dwellings,,30,Other Public Sector
E07000238,2016,Numbers of Dwellings,,8000,Private Registered Provider
E07000238,2013,Numbers of Dwellings,,45110,Private Sector
E07000238,2014,Numbers of Dwellings,,45820,Private Sector
E07000238,2016,Numbers of Dwellings,,30,Other Public Sector
E07000238,2012,Numbers of Dwellings,,10,Local-Authority (incl. owned by other LAs)
E07000238,2011,Numbers of Dwellings,,23,Other Public Sector
E07000238,2011,Numbers of Dwellings,,51930,All tenure types
E07000238,2012,Numbers of Dwellings,,52200,All tenure types
E07000238,2016,Numbers of Dwellings,,20,Local-Authority (incl. owned by other LAs)
E07000238,2012,Numbers of Dwellings,,20,Other Public Sector
E07000238,2014,Numbers of Dwellings,,10,Local-Authority (incl. owned by other LAs)
E07000238,2015,Numbers of Dwellings,,54410,All tenure types
E07000238,2012,Numbers of Dwellings,,44630,Private Sector
E07000238,2011,Numbers of Dwellings,,44430,Private Sector
E07000238,2010,Numbers of Dwellings,,18,Local-Authority (incl. owned by other LAs)
E07000238,2013,Numbers of Dwellings,,52700,All tenure types
E07000238,2011,Numbers of Dwellings,,7465,Private Registered Provider
E08000027,2015,Numbers of Dwellings,,109330,Private Sector
E08000027,2011,Numbers of Dwellings,,23051,Local-Authority (incl. owned by other LAs)
E08000027,2010,Numbers of Dwellings,,105930,Private Sector
E08000027,2013,Numbers of Dwellings,,107740,Private Sector
E08000027,2013,Numbers of Dwellings,,50,Other Public Sector
E08000027,2012,Numbers of Dwellings,,134510,All tenure types
E08000027,2014,Numbers of Dwellings,,22730,Local-Authority (incl. owned by other LAs)
E08000027,2014,Numbers of Dwellings,,4420,Private Registered Provider
E08000027,2016,Numbers of Dwellings,,137130,All tenure types
E08000027,2012,Numbers of Dwellings,,23060,Local-Authority (incl. owned by other LAs)
E08000027,2015,Numbers of Dwellings,,4720,Private Registered Provider
E08000027,2011,Numbers of Dwellings,,4174,Private Registered Provider
E08000027,2013,Numbers of Dwellings,,4500,Private Registered Provider
E08000027,2013,Numbers of Dwellings,,22940,Local-Authority (incl. owned by other LAs)
E08000027,2012,Numbers of Dwellings,,60,Other Public Sector
E08000027,2016,Numbers of Dwellings,,10,Other Public Sector
E08000027,2012,Numbers of Dwellings,,106980,Private Sector
E08000027,2016,Numbers of Dwellings,,22390,Local-Authority (incl. owned by other LAs)
E08000027,2015,Numbers of Dwellings,,136630,All tenure types
E08000027,2013,Numbers of Dwellings,,135230,All tenure types
E08000027,2010,Numbers of Dwellings,,133260,All tenure types
E08000027,2011,Numbers of Dwellings,,133910,All tenure types
E08000027,2010,Numbers of Dwellings,,72,Other Public Sector
E08000027,2015,Numbers of Dwellings,,20,Other Public Sector
E08000027,2011,Numbers of Dwellings,,63,Other Public Sector
E08000027,2016,Numbers of Dwellings,,4760,Private Registered Provider
E08000027,2011,Numbers of Dwellings,,106620,Private Sector
E08000027,2014,Numbers of Dwellings,,360,Other Public Sector
E08000027,2012,Numbers of Dwellings,,4410,Private Registered Provider
E08000027,2014,Numbers of Dwellings,,135910,All tenure types
E08000027,2010,Numbers of Dwellings,,4142,Private Registered Provider
E08000027,2015,Numbers of Dwellings,,22560,Local-Authority (incl. owned by other LAs)
E08000027,2014,Numbers of Dwellings,,108400,Private Sector
E08000027,2010,Numbers of Dwellings,,23107,Local-Authority (incl. owned by other LAs)
E08000027,2016,Numbers of Dwellings,,109980,Private Sector
E07000194,2015,Numbers of Dwellings,,38230,Private Sector
E07000194,2011,Numbers of Dwellings,,160,Other Public Sector
E07000194,2013,Numbers of Dwellings,,160,Other Public Sector
E07000194,2010,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000194,2011,Numbers of Dwellings,,37330,Private Sector
E07000194,2012,Numbers of Dwellings,,5700,Private Registered Provider
E07000194,2011,Numbers of Dwellings,,5675,Private Registered Provider
E07000194,2010,Numbers of Dwellings,,30,Other Public Sector
E07000194,2016,Numbers of Dwellings,,44310,All tenure types
E07000194,2013,Numbers of Dwellings,,37740,Private Sector
E07000194,2016,Numbers of Dwellings,,5720,Private Registered Provider
E07000194,2010,Numbers of Dwellings,,42920,All tenure types
E07000194,2014,Numbers of Dwellings,,38000,Private Sector
E07000194,2015,Numbers of Dwellings,,160,Other Public Sector
E07000194,2012,Numbers of Dwellings,,160,Other Public Sector
E07000194,2010,Numbers of Dwellings,,5672,Private Registered Provider
E07000194,2016,Numbers of Dwellings,,160,Other Public Sector
E07000194,2016,Numbers of Dwellings,,20,Local-Authority (incl. owned by other LAs)
E07000194,2015,Numbers of Dwellings,,20,Local-Authority (incl. owned by other LAs)
E07000194,2010,Numbers of Dwellings,,37220,Private Sector
E07000194,2012,Numbers of Dwellings,,37510,Private Sector
E07000194,2011,Numbers of Dwellings,,43170,All tenure types
E07000194,2014,Numbers of Dwellings,,43930,All tenure types
E07000194,2015,Numbers of Dwellings,,44110,All tenure types
E07000194,2014,Numbers of Dwellings,,160,Other Public Sector
E07000194,2015,Numbers of Dwellings,,5710,Private Registered Provider
E07000194,2013,Numbers of Dwellings,,43610,All tenure types
E07000194,2016,Numbers of Dwellings,,38410,Private Sector
E07000194,2014,Numbers of Dwellings,,5750,Private Registered Provider
E07000194,2012,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000194,2012,Numbers of Dwellings,,43370,All tenure types
E07000194,2013,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000194,2013,Numbers of Dwellings,,5710,Private Registered Provider
E07000194,2011,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000194,2014,Numbers of Dwellings,,20,Local-Authority (incl. owned by other LAs)
E07000199,2015,Numbers of Dwellings,,26510,Private Sector
E07000199,2011,Numbers of Dwellings,,1562,Private Registered Provider
E07000199,2016,Numbers of Dwellings,,32630,All tenure types
E07000199,2014,Numbers of Dwellings,,32500,All tenure types
E07000199,2014,Numbers of Dwellings,,1590,Private Registered Provider
E07000199,2010,Numbers of Dwellings,,1518,Private Registered Provider
E07000199,2016,Numbers of Dwellings,,0,Other Public Sector
E07000199,2012,Numbers of Dwellings,,0,Other Public Sector
E07000199,2016,Numbers of Dwellings,,26580,Private Sector
E07000199,2013,Numbers of Dwellings,,1580,Private Registered Provider
E07000199,2015,Numbers of Dwellings,,4420,Local-Authority (incl. owned by other LAs)
E07000199,2011,Numbers of Dwellings,,0,Other Public Sector
E07000199,2016,Numbers of Dwellings,,4400,Local-Authority (incl. owned by other LAs)
E07000199,2011,Numbers of Dwellings,,32260,All tenure types
E07000199,2013,Numbers of Dwellings,,0,Other Public Sector
E07000199,2010,Numbers of Dwellings,,0,Other Public Sector
E07000199,2011,Numbers of Dwellings,,26170,Private Sector
E07000199,2015,Numbers of Dwellings,,1630,Private Registered Provider
E07000199,2012,Numbers of Dwellings,,4530,Local-Authority (incl. owned by other LAs)
E07000199,2013,Numbers of Dwellings,,4510,Local-Authority (incl. owned by other LAs)
E07000199,2010,Numbers of Dwellings,,25940,Private Sector
E07000199,2014,Numbers of Dwellings,,0,Other Public Sector
E07000199,2012,Numbers of Dwellings,,26220,Private Sector
E07000199,2010,Numbers of Dwellings,,32030,All tenure types
E07000199,2013,Numbers of Dwellings,,32460,All tenure types
E07000199,2015,Numbers of Dwellings,,32560,All tenure types
E07000199,2010,Numbers of Dwellings,,4572,Local-Authority (incl. owned by other LAs)
E07000199,2016,Numbers of Dwellings,,1650,Private Registered Provider
E07000199,2014,Numbers of Dwellings,,4470,Local-Authority (incl. owned by other LAs)
E07000199,2012,Numbers of Dwellings,,32330,All tenure types
E07000199,2014,Numbers of Dwellings,,26440,Private Sector
E07000199,2013,Numbers of Dwellings,,26370,Private Sector
E07000199,2012,Numbers of Dwellings,,1580,Private Registered Provider
E07000199,2015,Numbers of Dwellings,,0,Other Public Sector
E07000199,2011,Numbers of Dwellings,,4525,Local-Authority (incl. owned by other LAs)
E07000236,2012,Numbers of Dwellings,,40,Other Public Sector
E07000236,2013,Numbers of Dwellings,,40,Other Public Sector
E07000236,2011,Numbers of Dwellings,,1680,Private Registered Provider
E07000236,2010,Numbers of Dwellings,,35240,All tenure types
E07000236,2016,Numbers of Dwellings,,10,Other Public Sector
E07000236,2014,Numbers of Dwellings,,1840,Private Registered Provider
E07000236,2012,Numbers of Dwellings,,6070,Local-Authority (incl. owned by other LAs)
E07000236,2013,Numbers of Dwellings,,35560,All tenure types
E07000236,2010,Numbers of Dwellings,,27490,Private Sector
E07000236,2016,Numbers of Dwellings,,28320,Private Sector
E07000236,2014,Numbers of Dwellings,,27930,Private Sector
E07000236,2012,Numbers of Dwellings,,27790,Private Sector
E07000236,2012,Numbers of Dwellings,,1530,Private Registered Provider
E07000236,2013,Numbers of Dwellings,,1740,Private Registered Provider
E07000236,2016,Numbers of Dwellings,,5880,Local-Authority (incl. owned by other LAs)
E07000236,2015,Numbers of Dwellings,,36060,All tenure types
E07000236,2016,Numbers of Dwellings,,2040,Private Registered Provider
E07000236,2011,Numbers of Dwellings,,6071,Local-Authority (incl. owned by other LAs)
E07000236,2011,Numbers of Dwellings,,27610,Private Sector
E07000236,2010,Numbers of Dwellings,,1657,Private Registered Provider
E07000236,2013,Numbers of Dwellings,,6010,Local-Authority (incl. owned by other LAs)
E07000236,2015,Numbers of Dwellings,,28200,Private Sector
E07000236,2015,Numbers of Dwellings,,10,Other Public Sector
E07000236,2013,Numbers of Dwellings,,27770,Private Sector
E07000236,2011,Numbers of Dwellings,,35370,All tenure types
E07000236,2012,Numbers of Dwellings,,35430,All tenure types
E07000236,2016,Numbers of Dwellings,,36240,All tenure types
E07000236,2014,Numbers of Dwellings,,35730,All tenure types
E07000236,2010,Numbers of Dwellings,,17,Other Public Sector
E07000236,2014,Numbers of Dwellings,,10,Other Public Sector
E07000236,2011,Numbers of Dwellings,,12,Other Public Sector
E07000236,2015,Numbers of Dwellings,,5920,Local-Authority (incl. owned by other LAs)
E07000236,2010,Numbers of Dwellings,,6079,Local-Authority (incl. owned by other LAs)
E07000236,2015,Numbers of Dwellings,,1930,Private Registered Provider
E07000236,2014,Numbers of Dwellings,,5950,Local-Authority (incl. owned by other LAs)
E07000222,2012,Numbers of Dwellings,,0,Other Public Sector
E07000222,2016,Numbers of Dwellings,,53780,Private Sector
E07000222,2016,Numbers of Dwellings,,2950,Private Registered Provider
E07000222,2011,Numbers of Dwellings,,60430,All tenure types
E07000222,2015,Numbers of Dwellings,,61580,All tenure types
E07000222,2010,Numbers of Dwellings,,1,Other Public Sector
E07000222,2013,Numbers of Dwellings,,5610,Local-Authority (incl. owned by other LAs)
E07000222,2012,Numbers of Dwellings,,52420,Private Sector
E07000222,2016,Numbers of Dwellings,,0,Other Public Sector
E07000222,2012,Numbers of Dwellings,,60560,All tenure types
E07000222,2014,Numbers of Dwellings,,2570,Private Registered Provider
E07000222,2015,Numbers of Dwellings,,2760,Private Registered Provider
E07000222,2010,Numbers of Dwellings,,60260,All tenure types
E07000222,2012,Numbers of Dwellings,,5610,Local-Authority (incl. owned by other LAs)
E07000222,2013,Numbers of Dwellings,,0,Other Public Sector
E07000222,2015,Numbers of Dwellings,,5550,Local-Authority (incl. owned by other LAs)
E07000222,2014,Numbers of Dwellings,,0,Other Public Sector
E07000222,2013,Numbers of Dwellings,,52500,Private Sector
E07000222,2014,Numbers of Dwellings,,60950,All tenure types
E07000222,2011,Numbers of Dwellings,,1,Other Public Sector
E07000222,2014,Numbers of Dwellings,,52810,Private Sector
E07000222,2013,Numbers of Dwellings,,2620,Private Registered Provider
E07000222,2010,Numbers of Dwellings,,5640,Local-Authority (incl. owned by other LAs)
E07000222,2010,Numbers of Dwellings,,2535,Private Registered Provider
E07000222,2013,Numbers of Dwellings,,60730,All tenure types
E07000222,2015,Numbers of Dwellings,,53260,Private Sector
E07000222,2011,Numbers of Dwellings,,2549,Private Registered Provider
E07000222,2016,Numbers of Dwellings,,5470,Local-Authority (incl. owned by other LAs)
E07000222,2011,Numbers of Dwellings,,52250,Private Sector
E07000222,2014,Numbers of Dwellings,,5570,Local-Authority (incl. owned by other LAs)
E07000222,2012,Numbers of Dwellings,,2540,Private Registered Provider
E07000222,2016,Numbers of Dwellings,,62200,All tenure types
E07000222,2015,Numbers of Dwellings,,0,Other Public Sector
E07000222,2011,Numbers of Dwellings,,5631,Local-Authority (incl. owned by other LAs)
E07000222,2010,Numbers of Dwellings,,52080,Private Sector
E06000008,2013,Numbers of Dwellings,,59850,All tenure types
E06000008,2010,Numbers of Dwellings,,1,Local-Authority (incl. owned by other LAs)
E06000008,2014,Numbers of Dwellings,,50,Other Public Sector
E06000008,2010,Numbers of Dwellings,,47880,Private Sector
E06000008,2012,Numbers of Dwellings,,50,Other Public Sector
E06000008,2015,Numbers of Dwellings,,0,Other Public Sector
E06000008,2014,Numbers of Dwellings,,11460,Private Registered Provider
E06000008,2012,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E06000008,2011,Numbers of Dwellings,,48190,Private Sector
E06000008,2015,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E06000008,2016,Numbers of Dwellings,,0,Other Public Sector
E06000008,2012,Numbers of Dwellings,,59650,All tenure types
E06000008,2015,Numbers of Dwellings,,60290,All tenure types
E06000008,2011,Numbers of Dwellings,,11379,Private Registered Provider
E06000008,2015,Numbers of Dwellings,,11500,Private Registered Provider
E06000008,2010,Numbers of Dwellings,,46,Other Public Sector
E06000008,2013,Numbers of Dwellings,,48360,Private Sector
E06000008,2014,Numbers of Dwellings,,60070,All tenure types
E06000008,2011,Numbers of Dwellings,,59620,All tenure types
E06000008,2011,Numbers of Dwellings,,1,Local-Authority (incl. owned by other LAs)
E06000008,2016,Numbers of Dwellings,,60380,All tenure types
E06000008,2013,Numbers of Dwellings,,11450,Private Registered Provider
E06000008,2011,Numbers of Dwellings,,46,Other Public Sector
E06000008,2014,Numbers of Dwellings,,48570,Private Sector
E06000008,2013,Numbers of Dwellings,,50,Other Public Sector
E06000008,2012,Numbers of Dwellings,,48200,Private Sector
E06000008,2010,Numbers of Dwellings,,11315,Private Registered Provider
E06000008,2012,Numbers of Dwellings,,11410,Private Registered Provider
E06000008,2015,Numbers of Dwellings,,48790,Private Sector
E06000008,2016,Numbers of Dwellings,,11470,Private Registered Provider
E06000008,2016,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E06000008,2016,Numbers of Dwellings,,48910,Private Sector
E06000008,2014,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E06000008,2013,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E06000008,2010,Numbers of Dwellings,,59240,All tenure types
E07000120,2013,Numbers of Dwellings,,160,Local-Authority (incl. owned by other LAs)
E07000120,2013,Numbers of Dwellings,,31010,Private Sector
E07000120,2014,Numbers of Dwellings,,170,Local-Authority (incl. owned by other LAs)
E07000120,2010,Numbers of Dwellings,,5,Local-Authority (incl. owned by other LAs)
E07000120,2014,Numbers of Dwellings,,31190,Private Sector
E07000120,2016,Numbers of Dwellings,,36490,All tenure types
E07000120,2010,Numbers of Dwellings,,35960,All tenure types
E07000120,2010,Numbers of Dwellings,,0,Other Public Sector
E07000120,2014,Numbers of Dwellings,,0,Other Public Sector
E07000120,2011,Numbers of Dwellings,,4863,Private Registered Provider
E07000120,2011,Numbers of Dwellings,,31110,Private Sector
E07000120,2011,Numbers of Dwellings,,5,Local-Authority (incl. owned by other LAs)
E07000120,2015,Numbers of Dwellings,,4910,Private Registered Provider
E07000120,2014,Numbers of Dwellings,,36250,All tenure types
E07000120,2013,Numbers of Dwellings,,36050,All tenure types
E07000120,2015,Numbers of Dwellings,,0,Other Public Sector
E07000120,2012,Numbers of Dwellings,,36040,All tenure types
E07000120,2012,Numbers of Dwellings,,0,Other Public Sector
E07000120,2015,Numbers of Dwellings,,31340,Private Sector
E07000120,2012,Numbers of Dwellings,,4890,Private Registered Provider
E07000120,2016,Numbers of Dwellings,,31490,Private Sector
E07000120,2010,Numbers of Dwellings,,31050,Private Sector
E07000120,2016,Numbers of Dwellings,,0,Other Public Sector
E07000120,2014,Numbers of Dwellings,,4880,Private Registered Provider
E07000120,2012,Numbers of Dwellings,,10,Local-Authority (incl. owned by other LAs)
E07000120,2013,Numbers of Dwellings,,4880,Private Registered Provider
E07000120,2010,Numbers of Dwellings,,4905,Private Registered Provider
E07000120,2015,Numbers of Dwellings,,36400,All tenure types
E07000120,2012,Numbers of Dwellings,,31140,Private Sector
E07000120,2016,Numbers of Dwellings,,100,Local-Authority (incl. owned by other LAs)
E07000120,2016,Numbers of Dwellings,,4900,Private Registered Provider
E07000120,2015,Numbers of Dwellings,,150,Local-Authority (incl. owned by other LAs)
E07000120,2011,Numbers of Dwellings,,0,Other Public Sector
E07000120,2011,Numbers of Dwellings,,35980,All tenure types
E07000120,2013,Numbers of Dwellings,,0,Other Public Sector
E10000017,2015,Numbers of Dwellings,,640,Other Public Sector
E10000017,2014,Numbers of Dwellings,,54370,Private Registered Provider
E10000017,2014,Numbers of Dwellings,,528620,All tenure types
E10000017,2013,Numbers of Dwellings,,525910,All tenure types
E10000017,2015,Numbers of Dwellings,,10110,Local-Authority (incl. owned by other LAs)
E10000017,2016,Numbers of Dwellings,,470010,Private Sector
E10000017,2016,Numbers of Dwellings,,630,Other Public Sector
E10000017,2013,Numbers of Dwellings,,670,Other Public Sector
E10000017,2014,Numbers of Dwellings,,463350,Private Sector
E10000017,2012,Numbers of Dwellings,,10340,Local-Authority (incl. owned by other LAs)
E10000017,2016,Numbers of Dwellings,,55470,Private Registered Provider
E10000017,2012,Numbers of Dwellings,,459770,Private Sector
E10000017,2015,Numbers of Dwellings,,54860,Private Registered Provider
E10000017,2015,Numbers of Dwellings,,532460,All tenure types
E10000017,2016,Numbers of Dwellings,,536230,All tenure types
E10000017,2014,Numbers of Dwellings,,10260,Local-Authority (incl. owned by other LAs)
E10000017,2016,Numbers of Dwellings,,10130,Local-Authority (incl. owned by other LAs)
E10000017,2013,Numbers of Dwellings,,10370,Local-Authority (incl. owned by other LAs)
E10000017,2013,Numbers of Dwellings,,53580,Private Registered Provider
E10000017,2012,Numbers of Dwellings,,770,Other Public Sector
E10000017,2014,Numbers of Dwellings,,650,Other Public Sector
E10000017,2012,Numbers of Dwellings,,523990,All tenure types
E10000017,2013,Numbers of Dwellings,,461300,Private Sector
E10000017,2015,Numbers of Dwellings,,466850,Private Sector
E10000017,2012,Numbers of Dwellings,,53100,Private Registered Provider
E07000125,2013,Numbers of Dwellings,,0,Other Public Sector
E07000125,2016,Numbers of Dwellings,,26950,Private Sector
E07000125,2016,Numbers of Dwellings,,80,Local-Authority (incl. owned by other LAs)
E07000125,2016,Numbers of Dwellings,,31710,All tenure types
E07000125,2014,Numbers of Dwellings,,4670,Private Registered Provider
E07000125,2014,Numbers of Dwellings,,26680,Private Sector
E07000125,2011,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000125,2011,Numbers of Dwellings,,0,Other Public Sector
E07000125,2014,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000125,2011,Numbers of Dwellings,,4576,Private Registered Provider
E07000125,2014,Numbers of Dwellings,,31360,All tenure types
E07000125,2015,Numbers of Dwellings,,26930,Private Sector
E07000125,2011,Numbers of Dwellings,,26270,Private Sector
E07000125,2016,Numbers of Dwellings,,4680,Private Registered Provider
E07000125,2015,Numbers of Dwellings,,0,Other Public Sector
E07000125,2015,Numbers of Dwellings,,31590,All tenure types
E07000125,2012,Numbers of Dwellings,,4540,Private Registered Provider
E07000125,2012,Numbers of Dwellings,,30960,All tenure types
E07000125,2015,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000125,2013,Numbers of Dwellings,,26570,Private Sector
E07000125,2013,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000125,2010,Numbers of Dwellings,,26130,Private Sector
E07000125,2010,Numbers of Dwellings,,0,Other Public Sector
E07000125,2012,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000125,2012,Numbers of Dwellings,,26420,Private Sector
E07000125,2016,Numbers of Dwellings,,0,Other Public Sector
E07000125,2011,Numbers of Dwellings,,30850,All tenure types
E07000125,2012,Numbers of Dwellings,,0,Other Public Sector
E07000125,2013,Numbers of Dwellings,,4550,Private Registered Provider
E07000125,2010,Numbers of Dwellings,,4568,Private Registered Provider
E07000125,2013,Numbers of Dwellings,,31120,All tenure types
E07000125,2014,Numbers of Dwellings,,0,Other Public Sector
E07000125,2010,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
