LA_order,New_geog_code,geog_l,geog_c,geog_n,CL_All_19to21,CL_All_19,CL_All_20,CL_All_21,CL_Acc_Total_SUIT19to21,CL_Acc_Total_SUIT19,CL_Acc_Total_SUIT20,CL_Acc_Total_SUIT21,CL_Acc_SUIT19to21,CL_Acc_SUIT19,CL_Acc_SUIT20,CL_Acc_SUIT21,CL_Acc_NotSUIT19to21,CL_Acc_NotSUIT19,CL_Acc_NotSUIT20,CL_Acc_NotSUIT21,CL_Acc_NoSUITInfo19to21,CL_Acc_NoSUITInfo19,CL_Acc_NoSUITInfo20,CL_Acc_NoSUITInfo21,CL_Acc_SUIT19to21_pc,CL_Acc_SUIT19_pc,CL_Acc_SUIT20_pc,CL_Acc_SUIT21_pc,CL_Acc_NotSUIT19to21_pc,CL_Acc_NotSUIT19_pc,CL_Acc_NotSUIT20_pc,CL_Acc_NotSUIT21_pc,CL_Acc_NoSUITInfo19to21_pc,CL_Acc_NoSUITInfo19_pc,CL_Acc_NoSUITInfo20_pc,CL_Acc_NoSUITInfo21_pc,CL_Acc_P19to21,CL_Acc_P19,CL_Acc_P20,CL_Acc_P21,CL_Acc_CH19to21,CL_Acc_CH19,CL_Acc_CH20,CL_Acc_CH21,CL_Acc_SITA19to21,CL_Acc_SITA19,CL_Acc_SITA20,CL_Acc_SITA21,CL_Acc_SL19to21,CL_Acc_SL19,CL_Acc_SL20,CL_Acc_SL21,CL_Acc_GA19to21,CL_Acc_GA19,CL_Acc_GA20,CL_Acc_GA21,CL_Acc_Dep19to21,CL_Acc_Dep19,CL_Acc_Dep20,CL_Acc_Dep21,CL_Acc_OL19to21,CL_Acc_OL19,CL_Acc_OL20,CL_Acc_OL21,CL_Acc_NK19to21,CL_Acc_NK19,CL_Acc_NK20,CL_Acc_NK21,CL_Acc_NFA19to21,CL_Acc_NFA19,CL_Acc_NFA20,CL_Acc_NFA21,CL_Acc_F19to21,CL_Acc_F19,CL_Acc_F20,CL_Acc_F21,CL_Acc_IL19to21,CL_Acc_IL19,CL_Acc_IL20,CL_Acc_IL21,CL_Acc_EA19to21,CL_Acc_EA19,CL_Acc_EA20,CL_Acc_EA21,CL_Acc_BB19to21,CL_Acc_BB19,CL_Acc_BB20,CL_Acc_BB21,CL_Acc_Cust19to21,CL_Acc_Cust19,CL_Acc_Cust20,CL_Acc_Cust21,CL_Acc_FFC19to21,CL_Acc_FFC19,CL_Acc_FFC20,CL_Acc_FFC21,CL_Acc_OTH19to21,CL_Acc_OTH19,CL_Acc_OTH20,CL_Acc_OTH21,CL_Acc_NoInf19to21,CL_Acc_NoInf19,CL_Acc_NoInf20,CL_Acc_NoInf21,CL_Acc_P19to21_pc,CL_Acc_P19_pc,CL_Acc_P20_pc,CL_Acc_P21_pc,CL_Acc_CH19to21_pc,CL_Acc_CH19_pc,CL_Acc_CH20_pc,CL_Acc_CH21_pc,CL_Acc_SITA19to21_pc,CL_Acc_SITA19_pc,CL_Acc_SITA20_pc,CL_Acc_SITA21_pc,CL_Acc_SL19to21_pc,CL_Acc_SL19_pc,CL_Acc_SL20_pc,CL_Acc_SL21_pc,CL_Acc_GA19to21_pc,CL_Acc_GA19_pc,CL_Acc_GA20_pc,CL_Acc_GA21_pc,CL_Acc_Dep19to21_pc,CL_Acc_Dep19_pc,CL_Acc_Dep20_pc,CL_Acc_Dep21_pc,CL_Acc_OL19to21_pc,CL_Acc_OL19_pc,CL_Acc_OL20_pc,CL_Acc_OL21_pc,CL_Acc_NK19to21_pc,CL_Acc_NK19_pc,CL_Acc_NK20_pc,CL_Acc_NK21_pc,CL_Acc_NFA19to21_pc,CL_Acc_NFA19_pc,CL_Acc_NFA20_pc,CL_Acc_NFA21_pc,CL_Acc_F19to21_pc,CL_Acc_F19_pc,CL_Acc_F20_pc,CL_Acc_F21_pc,CL_Acc_IL19to21_pc,CL_Acc_IL19_pc,CL_Acc_IL20_pc,CL_Acc_IL21_pc,CL_Acc_EA19to21_pc,CL_Acc_EA19_pc,CL_Acc_EA20_pc,CL_Acc_EA21_pc,CL_Acc_BB19to21_pc,CL_Acc_BB19_pc,CL_Acc_BB20_pc,CL_Acc_BB21_pc,CL_Acc_Cust19to21_pc,CL_Acc_Cust19_pc,CL_Acc_Cust20_pc,CL_Acc_Cust21_pc,CL_Acc_FFC19to21_pc,CL_Acc_FFC19_pc,CL_Acc_FFC20_pc,CL_Acc_FFC21_pc,CL_Acc_OTH19to21_pc,CL_Acc_OTH19_pc,CL_Acc_OTH20_pc,CL_Acc_OTH21_pc,CL_Acc_NoInf19to21_pc,CL_Acc_NoInf19_pc,CL_Acc_NoInf20_pc,CL_Acc_NoInf21_pc,CL_Stayput_19&20,CL_Stayput_19,CL_Stayput_20,CL_Stayput_FFC_19&20,CL_Stayput_FFC_19,CL_Stayput_FFC_20,CL_Stayput_FFC_19&20_pc,CL_Stayput_FFC_19_pc,CL_Stayput_FFC_20_pc
157,E06000024,LA,802,North Somerset,103,34,35,34,102,33,35,34,96,30,34,32,c,c,0,c,c,c,c,0,94,91,97,94,c,c,0,c,c,c,c,0,17,8,c,c,7,0,c,c,15,7,c,c,c,c,0,c,0,0,0,0,0,0,0,0,c,0,c,0,c,c,0,0,c,0,0,c,c,c,0,0,43,6,19,18,c,c,0,0,0,0,0,0,c,c,0,c,c,c,c,0,c,0,0,c,c,c,c,0,17,24,c,c,7,0,c,c,15,21,c,c,c,c,0,c,0,0,0,0,0,0,0,0,c,0,c,0,c,c,0,0,c,0,0,c,c,c,0,0,42,18,54,53,c,c,0,0,0,0,0,0,c,c,0,c,c,c,c,0,c,0,0,c,c,c,c,0,23,12,11,c,c,c,c,c,c
161,E06000025,LA,803,South Gloucestershire,110,31,34,45,110,31,34,45,102,30,31,41,c,0,c,c,c,c,c,c,93,97,91,91,c,0,c,c,c,c,c,c,13,7,c,c,8,c,c,c,17,8,c,c,c,c,c,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,0,0,0,0,c,c,0,0,40,6,11,23,0,0,0,0,c,c,c,0,c,0,c,c,6,c,c,c,8,0,c,c,6,c,c,c,12,23,c,c,7,c,c,c,15,26,c,c,c,c,c,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,0,0,0,0,c,c,0,0,36,19,32,51,0,0,0,0,c,c,c,0,c,0,c,c,5,c,c,c,7,0,c,c,5,c,c,c,25,15,10,c,c,c,c,c,c
6,E06000001,LA,805,Hartlepool,73,32,18,23,73,32,18,23,66,30,16,20,c,0,0,c,c,c,c,c,90,94,89,87,c,0,0,c,c,c,c,c,9,c,c,c,c,c,0,0,11,c,c,c,7,c,c,c,0,0,0,0,0,0,0,0,c,c,0,c,0,0,0,0,c,0,0,c,0,0,0,0,23,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,8,c,c,c,c,c,c,0,c,c,c,c,12,c,c,c,c,c,0,0,15,c,c,c,10,c,c,c,0,0,0,0,0,0,0,0,c,c,0,c,0,0,0,0,c,0,0,c,0,0,0,0,32,25,44,30,0,0,0,0,0,0,0,0,0,0,0,0,11,c,c,c,c,c,c,0,c,c,c,c,25,15,10,c,c,c,c,c,c
7,E06000002,LA,806,Middlesbrough,121,44,43,34,121,44,43,34,111,39,42,30,c,c,0,c,c,c,c,c,92,89,98,88,c,c,0,c,c,c,c,c,29,10,13,6,c,0,c,c,7,c,c,c,7,c,c,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,0,0,0,0,0,0,0,0,51,18,21,12,0,0,0,0,0,0,0,0,c,c,0,c,7,c,c,c,c,c,c,c,c,c,c,c,24,23,30,18,c,0,c,c,6,c,c,c,6,c,c,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,0,0,0,0,0,0,0,0,42,41,49,35,0,0,0,0,0,0,0,0,c,c,0,c,6,c,c,c,c,c,c,c,c,c,c,c,39,17,22,6,c,c,15,c,c
11,E06000003,LA,807,Redcar and Cleveland,56,23,19,14,56,23,19,14,50,21,16,13,c,c,c,0,c,0,c,c,89,91,84,93,c,c,c,0,c,0,c,c,11,c,c,c,c,0,0,c,c,c,c,0,c,0,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,c,c,0,c,26,13,6,7,0,0,0,0,0,0,0,0,c,0,c,0,8,c,c,c,c,c,0,0,c,0,c,c,20,c,c,c,c,0,0,c,c,c,c,0,c,0,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,c,c,0,c,46,57,32,50,0,0,0,0,0,0,0,0,c,0,c,0,14,c,c,c,c,c,0,0,c,0,c,c,19,9,10,6,c,c,32,c,c
13,E06000004,LA,808,Stockton-on-Tees,124,39,39,46,122,39,38,45,111,33,36,42,c,c,c,c,c,0,0,c,91,85,95,93,c,c,c,c,c,0,0,c,19,c,c,8,c,c,0,0,c,c,c,c,c,c,0,c,c,0,0,c,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,c,0,c,0,69,17,24,28,0,0,0,0,c,c,0,0,9,c,c,c,10,c,c,c,c,0,c,0,c,0,0,c,15,c,c,17,c,c,0,0,c,c,c,c,c,c,0,c,c,0,0,c,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,c,0,c,0,56,44,62,61,0,0,0,0,c,c,0,0,7,c,c,c,8,c,c,c,c,0,c,0,c,0,0,c,15,6,9,7,c,c,47,c,c
45,E06000010,LA,810,"Kingston Upon Hull, City of",192,62,68,62,190,62,66,62,158,55,57,46,13,c,c,6,19,c,c,10,83,89,86,74,7,c,c,10,10,c,c,16,20,9,c,c,c,c,c,c,39,19,11,9,30,11,10,9,0,0,0,0,0,0,0,0,c,0,0,c,c,0,c,0,c,0,0,c,c,0,c,0,50,9,21,20,0,0,0,0,0,0,0,0,9,c,c,c,15,6,9,0,c,c,0,c,19,c,c,10,10,15,c,c,c,c,c,c,20,31,16,15,16,18,15,15,0,0,0,0,0,0,0,0,c,0,0,c,c,0,c,0,c,0,0,c,c,0,c,0,26,15,31,32,0,0,0,0,0,0,0,0,5,c,c,c,8,10,13,0,c,c,0,c,10,c,c,16,50,21,29,15,6,9,30,29,31
44,E06000011,LA,811,East Riding of Yorkshire,108,40,38,30,107,40,38,29,107,40,38,29,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,12,c,c,c,9,c,c,c,7,c,0,c,11,c,c,c,c,0,0,c,0,0,0,0,c,0,c,c,0,0,0,0,0,0,0,0,0,0,0,0,45,12,20,13,0,0,0,0,0,0,0,0,0,0,0,0,18,7,c,c,c,0,c,0,0,0,0,0,11,c,c,c,8,c,c,c,6,c,0,c,10,c,c,c,c,0,0,c,0,0,0,0,c,0,c,c,0,0,0,0,0,0,0,0,0,0,0,0,42,30,53,43,0,0,0,0,0,0,0,0,0,0,0,0,17,18,c,c,c,0,c,0,0,0,0,0,35,18,17,12,c,c,34,c,c
48,E06000012,LA,812,North East Lincolnshire,75,26,29,20,75,26,29,20,60,24,20,16,c,c,c,c,c,c,c,c,80,92,69,80,c,c,c,c,c,c,c,c,9,c,c,0,c,0,c,c,c,c,c,c,c,c,0,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,c,0,c,0,c,c,0,c,32,12,12,8,0,0,0,0,0,0,0,0,c,c,c,c,c,c,c,c,c,c,0,0,10,c,c,c,12,c,c,0,c,0,c,c,c,c,c,c,c,c,0,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,c,0,c,0,c,c,0,c,43,46,41,40,0,0,0,0,0,0,0,0,c,c,c,c,c,c,c,c,c,c,0,0,13,c,c,c,c,c,c,c,c,c,c,c,c
49,E06000013,LA,813,North Lincolnshire,64,21,20,23,62,21,19,22,55,20,17,18,c,0,c,0,c,c,c,c,89,95,89,82,c,0,c,0,c,c,c,c,c,c,c,0,c,0,0,c,8,c,c,c,c,0,c,c,0,0,0,0,c,0,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,11,10,0,0,0,0,0,0,0,0,c,0,c,0,9,c,c,c,0,0,0,0,6,c,c,c,c,c,c,0,c,0,0,c,13,c,c,c,c,0,c,c,0,0,0,0,c,0,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,55,43,0,0,0,0,0,0,0,0,c,0,c,0,14,c,c,c,0,0,0,0,9,c,c,c,13,6,7,c,c,c,c,c,c
50,E10000023,LA,815,North Yorkshire,187,64,63,60,185,64,62,59,169,58,58,53,7,c,c,c,9,c,c,c,91,91,94,90,4,c,c,c,5,c,c,c,20,c,8,c,18,c,9,c,17,9,c,c,9,c,c,c,c,0,0,c,0,0,0,0,c,0,c,c,c,0,c,0,0,0,0,0,0,0,0,0,71,24,22,25,c,0,0,c,0,0,0,0,6,c,c,c,28,13,9,6,c,0,c,c,9,c,c,c,11,c,13,c,10,c,14,c,9,14,c,c,5,c,c,c,c,0,0,c,0,0,0,0,c,0,c,c,c,0,c,0,0,0,0,0,0,0,0,0,38,38,35,42,c,0,0,c,0,0,0,0,3,c,c,c,15,20,14,10,c,0,c,c,5,c,c,c,52,30,22,22,13,9,42,43,41
54,E06000014,LA,816,York,78,30,20,28,78,30,20,28,60,23,17,20,6,c,c,c,12,c,c,6,77,77,85,71,8,c,c,c,15,c,c,21,c,c,c,c,c,c,0,c,6,c,c,c,c,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,11,14,0,0,0,0,0,0,0,0,6,c,c,c,6,c,c,0,0,0,0,0,12,c,c,6,c,c,c,c,c,c,0,c,8,c,c,c,c,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,33,55,50,0,0,0,0,0,0,0,0,8,c,c,c,8,c,c,0,0,0,0,0,15,c,c,21,24,15,9,6,c,c,25,c,c
86,E06000032,LA,821,Luton,194,80,65,49,194,80,65,49,132,61,44,27,9,c,c,c,53,14,19,20,68,76,68,55,5,c,c,c,27,18,29,41,22,c,11,c,6,c,c,c,30,22,c,c,c,c,c,0,0,0,0,0,0,0,0,0,c,c,0,0,0,0,0,0,c,c,0,c,0,0,0,0,50,16,19,15,0,0,0,0,0,0,0,0,6,c,c,c,16,8,c,c,c,c,c,0,53,14,19,20,11,c,17,c,3,c,c,c,15,28,c,c,c,c,c,0,0,0,0,0,0,0,0,0,c,c,0,0,0,0,0,0,c,c,0,c,0,0,0,0,26,20,29,31,0,0,0,0,0,0,0,0,3,c,c,c,8,10,c,c,c,c,c,0,27,18,29,41,27,14,13,10,c,c,37,c,c
81,E06000055,LA,822,Bedford Borough,114,46,36,32,112,46,35,31,99,40,32,27,c,c,c,c,c,c,0,c,88,87,91,87,c,c,c,c,c,c,0,c,8,c,c,c,0,0,0,0,19,9,c,c,c,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,c,c,c,c,c,0,0,0,0,51,16,15,20,0,0,0,0,0,0,0,0,6,c,c,c,6,c,0,c,12,c,c,c,c,c,0,c,7,c,c,c,0,0,0,0,17,20,c,c,c,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,c,c,c,c,c,0,0,0,0,45,35,42,63,0,0,0,0,0,0,0,0,5,c,c,c,5,c,0,c,11,c,c,c,c,c,0,c,13,c,c,c,c,0,c,c,0
82,E06000056,LA,823,Central Bedfordshire,127,48,39,40,117,43,35,39,108,41,31,36,9,c,c,c,0,0,0,0,92,95,89,92,8,c,c,c,0,0,0,0,15,7,c,c,9,c,c,c,14,8,c,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,9,c,c,0,c,0,0,c,c,c,c,c,61,15,21,25,0,0,0,0,0,0,0,0,8,c,c,c,c,c,0,0,c,c,0,0,0,0,0,0,12,15,c,c,7,c,c,c,11,17,c,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,7,c,c,0,c,0,0,c,c,c,c,c,48,31,54,63,0,0,0,0,0,0,0,0,6,c,c,c,c,c,0,0,c,c,0,0,0,0,0,0,13,7,6,c,c,0,c,c,0
131,E10000002,LA,825,Buckinghamshire,186,56,66,64,182,55,63,64,166,51,59,56,8,c,c,c,8,c,c,c,91,93,94,88,4,c,c,c,4,c,c,c,26,6,10,10,11,c,c,c,20,8,6,6,7,c,c,c,c,c,c,0,0,0,0,0,0,0,0,0,c,0,c,0,c,c,0,0,0,0,0,0,85,22,31,32,0,0,0,0,0,0,0,0,c,c,c,c,15,7,c,c,c,c,c,c,8,c,c,c,14,11,15,16,6,c,c,c,11,14,9,9,4,c,c,c,c,c,c,0,0,0,0,0,0,0,0,0,c,0,c,0,c,c,0,0,0,0,0,0,46,39,47,50,0,0,0,0,0,0,0,0,c,c,c,c,8,13,c,c,c,c,c,c,4,c,c,c,37,17,20,13,7,6,35,41,30
137,E06000042,LA,826,Milton Keynes,167,58,51,58,157,56,48,53,136,53,39,44,8,c,c,c,13,c,c,7,87,95,81,83,5,c,c,c,8,c,c,13,18,c,c,c,6,c,c,c,16,c,c,c,12,c,c,c,c,0,c,0,0,0,0,0,c,0,0,c,9,c,c,c,c,0,c,c,c,c,0,c,70,21,26,23,c,c,c,0,0,0,0,0,c,c,c,c,c,c,0,0,c,c,c,0,13,c,c,7,11,c,c,c,4,c,c,c,10,c,c,c,7,c,c,c,c,0,c,0,0,0,0,0,c,0,0,c,5,c,c,c,c,0,c,c,c,c,0,c,42,36,51,40,c,c,c,0,0,0,0,0,c,c,c,c,c,c,0,0,c,c,c,0,8,c,c,12,35,17,18,c,c,0,c,c,0
57,E10000007,LA,830,Derbyshire,261,86,91,84,258,86,90,82,240,81,86,73,c,c,c,8,c,0,0,c,93,94,96,89,c,c,c,10,c,0,0,c,30,9,12,9,12,c,c,c,38,24,8,6,13,c,c,6,0,0,0,0,0,0,0,0,c,0,0,c,c,0,c,c,c,c,c,c,c,c,0,0,127,34,52,41,c,c,0,0,c,c,0,c,10,c,c,c,6,c,c,c,7,c,c,c,c,0,0,c,11,10,13,11,5,c,c,c,15,28,9,7,5,c,c,7,0,0,0,0,0,0,0,0,c,0,0,c,c,0,c,c,c,c,c,c,c,c,0,0,49,40,57,49,c,c,0,0,c,c,0,c,4,c,c,c,2,c,c,c,3,c,c,c,c,0,0,c,58,31,27,c,c,0,c,c,0
56,E06000015,LA,831,Derby,167,68,57,42,166,68,57,41,143,62,50,31,16,c,c,6,7,c,c,c,86,91,88,76,10,c,c,15,4,c,c,c,43,21,16,6,9,c,c,c,9,c,c,c,10,c,c,c,0,0,0,0,0,0,0,0,c,c,c,0,c,0,0,c,c,c,0,0,0,0,0,0,55,22,16,17,0,0,0,0,0,0,0,0,c,c,c,c,15,7,c,c,9,c,c,c,7,c,c,c,26,31,28,14,5,c,c,c,5,c,c,c,6,c,c,c,0,0,0,0,0,0,0,0,c,c,c,0,c,0,0,c,c,c,0,0,0,0,0,0,33,32,28,40,0,0,0,0,0,0,0,0,c,c,c,c,9,10,c,c,5,c,c,c,4,c,c,c,35,19,16,12,6,6,34,32,38
154,E10000009,LA,835,Dorset,205,73,65,67,205,73,65,67,174,67,52,55,c,c,c,c,c,c,12,c,85,92,80,82,c,c,c,c,c,c,18,c,22,11,c,c,7,c,0,c,9,c,0,c,11,c,c,c,0,0,0,0,0,0,0,0,c,0,c,c,0,0,0,0,c,c,c,c,14,6,c,c,96,28,33,35,c,0,c,0,c,0,0,c,c,c,0,0,9,c,c,c,0,0,0,0,26,c,12,c,11,15,c,c,3,c,0,c,4,c,0,c,5,c,c,c,0,0,0,0,0,0,0,0,c,0,c,c,0,0,0,0,c,c,c,c,7,8,9,c,47,38,51,52,c,0,c,0,c,0,0,c,c,c,0,0,4,c,c,c,0,0,0,0,13,c,18,c,47,27,20,8,c,c,17,c,c
159,E06000029,LA,836,Poole,65,26,22,17,64,26,21,17,58,22,21,15,c,c,0,c,c,c,0,0,91,85,100,88,c,c,0,c,c,c,0,0,7,c,c,c,c,c,c,0,c,c,c,0,7,c,c,c,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,0,c,c,c,c,c,22,8,8,6,0,0,0,0,c,c,0,0,c,0,0,c,7,c,c,c,7,c,c,c,c,c,0,0,11,c,c,c,c,c,c,0,c,c,c,0,11,c,c,c,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,0,c,c,c,c,c,34,31,36,35,0,0,0,0,c,c,0,0,c,0,0,c,11,c,c,c,11,c,c,c,c,c,0,0,11,c,c,c,c,c,c,c,c
150,E06000028,LA,837,Bournemouth,91,34,23,34,91,34,23,34,72,27,19,26,c,c,0,c,c,c,c,c,79,79,83,76,c,c,0,c,c,c,c,c,7,c,c,c,6,c,c,c,c,c,c,c,14,c,c,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,c,0,0,c,c,0,c,0,21,c,c,10,c,c,0,0,c,0,0,c,c,c,0,c,8,c,c,c,7,c,c,c,14,c,c,c,8,c,c,c,7,c,c,c,c,c,c,c,15,c,c,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,c,0,0,c,c,0,c,0,23,c,c,29,c,c,0,0,c,0,0,c,c,c,0,c,9,c,c,c,8,c,c,c,15,c,c,c,24,17,7,c,c,c,c,c,c
4,E06000047,LA,840,Durham,156,50,55,51,153,49,54,50,131,47,41,43,6,c,c,c,16,c,9,c,86,96,76,86,4,c,c,c,10,c,17,c,24,11,c,c,c,c,0,c,8,c,c,c,12,c,c,c,0,0,0,0,0,0,0,0,6,c,c,c,c,c,c,c,0,0,0,0,0,0,0,0,69,14,24,31,0,0,0,0,0,0,0,0,c,0,c,c,9,c,c,c,c,c,0,0,16,c,9,c,15,22,c,c,c,c,0,c,5,c,c,c,8,c,c,c,0,0,0,0,0,0,0,0,4,c,c,c,c,c,c,c,0,0,0,0,0,0,0,0,44,28,44,61,0,0,0,0,0,0,0,0,c,0,c,c,6,c,c,c,c,c,0,0,10,c,16,c,43,19,24,6,c,c,14,c,c
3,E06000005,LA,841,Darlington,69,19,24,26,69,19,24,26,c,19,22,25,c,0,c,c,c,0,c,0,c,100,92,96,c,0,c,c,c,0,c,0,11,c,c,c,c,0,c,0,6,c,c,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,37,14,9,14,0,0,0,0,0,0,0,0,c,0,c,c,6,c,c,c,c,0,0,c,c,0,c,0,16,c,c,c,c,0,c,0,9,c,c,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,54,74,38,54,0,0,0,0,0,0,0,0,c,0,c,c,9,c,c,c,c,0,0,c,c,0,c,0,11,c,c,c,c,c,c,c,c
132,E10000011,LA,845,East Sussex,167,56,57,54,164,56,56,52,131,47,42,42,11,c,c,c,22,c,11,c,80,84,75,81,7,c,c,c,13,c,20,c,16,7,c,c,17,7,c,c,10,c,c,c,22,11,c,c,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,c,c,c,0,c,11,c,c,c,43,10,11,22,c,c,0,0,c,c,c,c,c,c,c,0,11,c,c,c,c,c,0,c,22,c,11,c,10,13,c,c,10,13,c,c,6,c,c,c,13,20,c,c,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,c,c,c,0,c,7,c,c,c,26,18,19,41,c,c,0,0,c,c,c,c,c,c,c,0,7,c,c,c,c,c,0,c,13,c,19,c,57,25,32,8,c,c,14,c,c
130,E06000043,LA,846,Brighton and Hove,219,77,75,67,219,77,75,67,198,70,67,61,13,c,6,c,8,c,c,c,90,91,89,91,6,c,8,c,4,c,c,c,25,10,8,7,c,c,c,c,16,c,c,c,7,c,c,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,0,0,0,0,47,16,18,13,65,16,23,26,c,c,c,c,c,c,0,0,6,c,c,c,29,12,9,8,c,c,0,c,8,c,c,c,11,13,11,10,c,c,c,c,7,c,c,c,3,c,c,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,0,0,0,0,21,21,24,19,30,21,31,39,c,c,c,c,c,c,0,0,3,c,c,c,13,16,12,12,c,c,0,c,4,c,c,c,64,33,31,20,12,8,31,36,26
133,E10000014,LA,850,Hampshire,514,171,176,167,514,171,176,167,338,112,112,114,37,12,14,11,139,47,50,42,66,65,64,68,7,7,8,7,27,27,28,25,54,23,19,12,12,c,c,c,38,20,11,7,28,14,7,7,0,0,0,0,0,0,0,0,49,24,13,12,0,0,0,0,0,0,0,0,c,0,c,c,152,30,57,65,7,c,c,c,c,0,c,0,16,c,c,9,0,0,0,0,12,c,c,c,139,47,50,42,11,13,11,7,2,c,c,c,7,12,6,4,5,8,4,4,0,0,0,0,0,0,0,0,10,14,7,7,0,0,0,0,0,0,0,0,c,0,c,c,30,18,32,39,1,c,c,c,c,0,c,0,3,c,c,5,0,0,0,0,2,c,c,c,27,27,28,25,134,74,60,0,0,0,0,0,0
139,E06000044,LA,851,Portsmouth,123,51,36,36,119,49,35,35,84,39,24,21,7,c,c,c,28,8,10,10,71,80,69,60,6,c,c,c,24,16,29,29,7,c,c,c,0,0,0,0,16,c,c,c,10,c,c,c,0,0,0,0,0,0,0,0,c,c,c,0,c,c,c,c,c,c,0,0,12,6,c,c,19,c,c,9,c,0,0,c,c,0,c,0,c,0,0,c,9,c,c,c,8,c,c,c,28,8,10,10,6,c,c,c,0,0,0,0,13,c,c,c,8,c,c,c,0,0,0,0,0,0,0,0,c,c,c,0,c,c,c,c,c,c,0,0,10,12,c,c,15,c,c,25,c,0,0,c,c,0,c,0,c,0,0,c,7,c,c,c,7,c,c,c,23,16,28,28,41,28,13,6,c,c,15,c,c
142,E06000045,LA,852,Southampton,127,45,44,38,127,45,44,38,106,42,34,30,13,c,c,6,8,c,c,c,83,93,77,79,10,c,c,16,6,c,c,c,25,11,8,6,c,0,c,0,32,15,8,9,c,c,c,c,0,0,0,0,0,0,0,0,c,c,c,c,0,0,0,0,c,c,0,0,c,c,c,c,23,c,c,12,0,0,0,0,c,0,0,c,c,0,c,c,10,c,c,c,8,c,c,c,8,c,c,c,20,24,18,16,c,0,c,0,25,33,18,24,c,c,c,c,0,0,0,0,0,0,0,0,c,c,c,c,0,0,0,0,c,c,0,0,c,c,c,c,18,c,c,32,0,0,0,0,c,0,0,c,c,0,c,c,8,c,c,c,6,c,c,c,c,c,c,c,41,18,23,9,c,c,22,c,c
59,E10000018,LA,855,Leicestershire,184,66,54,64,182,66,53,63,163,60,49,54,c,c,c,8,c,0,0,c,90,91,92,86,c,c,c,13,c,0,0,c,16,c,c,6,18,7,c,c,16,9,c,c,c,c,c,c,0,0,0,0,0,0,0,0,c,c,0,0,c,0,c,c,c,0,c,c,c,c,c,0,87,28,25,34,c,c,0,c,c,0,0,c,6,c,c,c,17,6,c,c,8,c,c,0,c,0,0,c,9,c,c,9,10,11,c,c,9,14,c,c,c,c,c,c,0,0,0,0,0,0,0,0,c,c,0,0,c,0,c,c,c,0,c,c,c,c,c,0,47,42,46,53,c,c,0,c,c,0,0,c,3,c,c,c,9,9,c,c,4,c,c,0,c,0,0,c,25,14,11,11,c,c,44,c,c
