LA_order,New_geog_code,geog_l,geog_c,geog_n,CL_All_19to21,CL_All_19,CL_All_20,CL_All_21,CL_Acc_Total_SUIT19to21,CL_Acc_Total_SUIT19,CL_Acc_Total_SUIT20,CL_Acc_Total_SUIT21,CL_Acc_SUIT19to21,CL_Acc_SUIT19,CL_Acc_SUIT20,CL_Acc_SUIT21,CL_Acc_NotSUIT19to21,CL_Acc_NotSUIT19,CL_Acc_NotSUIT20,CL_Acc_NotSUIT21,CL_Acc_NoSUITInfo19to21,CL_Acc_NoSUITInfo19,CL_Acc_NoSUITInfo20,CL_Acc_NoSUITInfo21,CL_Acc_SUIT19to21_pc,CL_Acc_SUIT19_pc,CL_Acc_SUIT20_pc,CL_Acc_SUIT21_pc,CL_Acc_NotSUIT19to21_pc,CL_Acc_NotSUIT19_pc,CL_Acc_NotSUIT20_pc,CL_Acc_NotSUIT21_pc,CL_Acc_NoSUITInfo19to21_pc,CL_Acc_NoSUITInfo19_pc,CL_Acc_NoSUITInfo20_pc,CL_Acc_NoSUITInfo21_pc,CL_Acc_P19to21,CL_Acc_P19,CL_Acc_P20,CL_Acc_P21,CL_Acc_CH19to21,CL_Acc_CH19,CL_Acc_CH20,CL_Acc_CH21,CL_Acc_SITA19to21,CL_Acc_SITA19,CL_Acc_SITA20,CL_Acc_SITA21,CL_Acc_SL19to21,CL_Acc_SL19,CL_Acc_SL20,CL_Acc_SL21,CL_Acc_GA19to21,CL_Acc_GA19,CL_Acc_GA20,CL_Acc_GA21,CL_Acc_Dep19to21,CL_Acc_Dep19,CL_Acc_Dep20,CL_Acc_Dep21,CL_Acc_OL19to21,CL_Acc_OL19,CL_Acc_OL20,CL_Acc_OL21,CL_Acc_NK19to21,CL_Acc_NK19,CL_Acc_NK20,CL_Acc_NK21,CL_Acc_NFA19to21,CL_Acc_NFA19,CL_Acc_NFA20,CL_Acc_NFA21,CL_Acc_F19to21,CL_Acc_F19,CL_Acc_F20,CL_Acc_F21,CL_Acc_IL19to21,CL_Acc_IL19,CL_Acc_IL20,CL_Acc_IL21,CL_Acc_EA19to21,CL_Acc_EA19,CL_Acc_EA20,CL_Acc_EA21,CL_Acc_BB19to21,CL_Acc_BB19,CL_Acc_BB20,CL_Acc_BB21,CL_Acc_Cust19to21,CL_Acc_Cust19,CL_Acc_Cust20,CL_Acc_Cust21,CL_Acc_FFC19to21,CL_Acc_FFC19,CL_Acc_FFC20,CL_Acc_FFC21,CL_Acc_OTH19to21,CL_Acc_OTH19,CL_Acc_OTH20,CL_Acc_OTH21,CL_Acc_NoInf19to21,CL_Acc_NoInf19,CL_Acc_NoInf20,CL_Acc_NoInf21,CL_Acc_P19to21_pc,CL_Acc_P19_pc,CL_Acc_P20_pc,CL_Acc_P21_pc,CL_Acc_CH19to21_pc,CL_Acc_CH19_pc,CL_Acc_CH20_pc,CL_Acc_CH21_pc,CL_Acc_SITA19to21_pc,CL_Acc_SITA19_pc,CL_Acc_SITA20_pc,CL_Acc_SITA21_pc,CL_Acc_SL19to21_pc,CL_Acc_SL19_pc,CL_Acc_SL20_pc,CL_Acc_SL21_pc,CL_Acc_GA19to21_pc,CL_Acc_GA19_pc,CL_Acc_GA20_pc,CL_Acc_GA21_pc,CL_Acc_Dep19to21_pc,CL_Acc_Dep19_pc,CL_Acc_Dep20_pc,CL_Acc_Dep21_pc,CL_Acc_OL19to21_pc,CL_Acc_OL19_pc,CL_Acc_OL20_pc,CL_Acc_OL21_pc,CL_Acc_NK19to21_pc,CL_Acc_NK19_pc,CL_Acc_NK20_pc,CL_Acc_NK21_pc,CL_Acc_NFA19to21_pc,CL_Acc_NFA19_pc,CL_Acc_NFA20_pc,CL_Acc_NFA21_pc,CL_Acc_F19to21_pc,CL_Acc_F19_pc,CL_Acc_F20_pc,CL_Acc_F21_pc,CL_Acc_IL19to21_pc,CL_Acc_IL19_pc,CL_Acc_IL20_pc,CL_Acc_IL21_pc,CL_Acc_EA19to21_pc,CL_Acc_EA19_pc,CL_Acc_EA20_pc,CL_Acc_EA21_pc,CL_Acc_BB19to21_pc,CL_Acc_BB19_pc,CL_Acc_BB20_pc,CL_Acc_BB21_pc,CL_Acc_Cust19to21_pc,CL_Acc_Cust19_pc,CL_Acc_Cust20_pc,CL_Acc_Cust21_pc,CL_Acc_FFC19to21_pc,CL_Acc_FFC19_pc,CL_Acc_FFC20_pc,CL_Acc_FFC21_pc,CL_Acc_OTH19to21_pc,CL_Acc_OTH19_pc,CL_Acc_OTH20_pc,CL_Acc_OTH21_pc,CL_Acc_NoInf19to21_pc,CL_Acc_NoInf19_pc,CL_Acc_NoInf20_pc,CL_Acc_NoInf21_pc,CL_Stayput_19&20,CL_Stayput_19,CL_Stayput_20,CL_Stayput_FFC_19&20,CL_Stayput_FFC_19,CL_Stayput_FFC_20,CL_Stayput_FFC_19&20_pc,CL_Stayput_FFC_19_pc,CL_Stayput_FFC_20_pc
107,E09000033,LA,213,Westminster,133,52,39,42,124,49,35,40,114,45,32,37,c,c,c,c,c,c,0,c,92,92,91,93,c,c,c,c,c,c,0,c,22,6,7,9,c,c,0,c,52,26,15,11,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,9,c,c,c,c,0,0,c,c,c,c,c,15,c,c,c,0,0,0,0,0,0,0,0,6,c,c,c,14,7,c,c,0,0,0,0,c,c,0,c,17,12,18,21,c,c,0,c,39,50,38,26,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,7,c,c,c,c,0,0,c,c,c,c,c,11,c,c,c,0,0,0,0,0,0,0,0,5,c,c,c,11,13,c,c,0,0,0,0,c,c,0,c,27,16,11,11,c,c,41,c,c
109,E09000002,LA,301,Barking and Dagenham,200,79,73,48,200,79,73,48,160,70,58,32,10,c,c,c,30,c,c,15,80,89,79,67,5,c,c,c,15,c,c,31,24,c,11,c,8,c,c,0,81,42,27,12,c,c,c,c,0,0,0,0,0,0,0,0,11,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,20,6,8,6,0,0,0,0,0,0,0,0,9,c,c,c,7,c,c,c,c,c,c,0,30,c,c,15,12,c,15,c,4,c,c,0,41,53,37,25,c,c,c,c,0,0,0,0,0,0,0,0,6,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,10,8,11,13,0,0,0,0,0,0,0,0,5,c,c,c,4,c,c,c,c,c,c,0,15,c,c,31,44,15,29,c,c,c,c,c,c
110,E09000003,LA,302,Barnet,206,85,62,59,205,84,62,59,168,73,49,46,6,c,c,c,31,7,12,12,82,87,79,78,3,c,c,c,15,8,19,20,13,9,c,c,c,c,0,c,20,14,c,c,c,0,c,c,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,0,0,0,0,0,c,c,c,0,100,35,31,34,6,c,c,c,0,0,0,0,c,c,c,0,13,c,c,c,8,c,c,c,31,7,12,12,6,11,c,c,c,c,0,c,10,16,c,c,c,0,c,c,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,0,0,0,0,0,c,c,c,0,49,41,50,58,3,c,c,c,0,0,0,0,c,c,c,0,6,c,c,c,4,c,c,c,15,8,19,20,34,18,16,9,c,c,26,c,c
111,E09000004,LA,303,Bexley,154,60,58,36,146,58,55,33,132,55,48,29,7,c,c,0,7,c,c,c,90,95,87,88,5,c,c,c,5,c,c,c,11,c,c,c,9,c,c,c,38,27,c,c,7,c,c,c,0,0,0,0,8,c,c,c,c,0,c,0,0,0,0,0,c,0,c,0,0,0,0,0,50,11,22,17,c,0,0,c,0,0,0,0,c,c,c,0,15,8,c,c,0,0,0,0,7,c,c,c,7,c,c,c,6,c,c,c,25,45,c,c,5,c,c,c,0,0,0,0,5,c,c,c,c,0,c,0,0,0,0,0,c,0,c,0,0,0,0,0,32,18,38,47,c,0,0,c,0,0,0,0,c,c,c,0,10,13,c,c,0,0,0,0,5,c,c,c,32,14,18,11,c,c,34,c,c
112,E09000005,LA,304,Brent,236,80,84,72,236,80,84,72,190,72,64,54,18,c,10,c,28,c,c,15,81,90,76,75,8,c,12,c,12,c,c,21,17,9,c,c,c,c,c,c,59,29,20,10,c,0,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,89,22,31,36,0,0,0,0,0,0,0,0,17,c,9,c,17,9,c,c,c,c,0,c,28,c,c,15,7,11,c,c,c,c,c,c,25,36,24,14,c,0,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,38,28,37,50,0,0,0,0,0,0,0,0,7,c,11,c,7,11,c,c,c,c,0,c,12,c,c,21,36,18,18,15,9,6,42,50,33
113,E09000006,LA,305,Bromley,150,56,55,39,149,56,54,39,120,49,43,28,c,c,c,c,c,c,c,10,81,88,80,72,c,c,c,c,c,c,c,26,7,c,c,c,c,c,0,c,48,22,19,7,11,c,c,c,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,0,35,8,12,15,0,0,0,0,0,0,0,0,c,c,c,c,15,c,7,c,0,0,0,0,24,c,c,10,5,c,c,c,c,c,0,c,32,39,35,18,7,c,c,c,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,0,23,14,22,38,0,0,0,0,0,0,0,0,c,c,c,c,10,c,13,c,0,0,0,0,16,c,c,26,30,17,13,10,c,c,33,c,c
114,E09000008,LA,306,Croydon,709,231,250,228,655,226,228,201,538,191,183,164,38,15,8,15,79,20,37,22,82,85,80,82,6,7,4,7,12,9,16,11,26,10,9,7,8,c,c,c,c,c,0,0,11,c,c,c,c,0,c,c,12,c,c,c,c,0,0,c,39,c,c,18,9,c,c,c,c,c,0,c,450,150,159,141,c,c,0,0,0,0,0,0,23,c,c,11,29,16,6,7,9,c,c,c,79,20,37,22,4,4,4,3,1,c,c,c,c,c,0,0,2,c,c,c,c,0,c,c,2,0,c,4,c,0,0,c,6,c,6,8,1,c,c,c,c,c,0,c,63,65,64,62,c,c,0,0,0,0,0,0,3,c,c,5,4,7,2,3,1,c,c,c,11,9,15,10,238,112,126,19,13,6,8,12,5
115,E09000009,LA,307,Ealing,225,90,78,57,223,89,77,57,172,77,52,43,21,c,13,c,30,6,12,12,77,87,68,75,9,c,17,c,13,7,16,21,27,10,8,9,7,c,0,c,55,34,14,7,6,c,c,c,c,c,0,0,0,0,0,0,c,c,c,c,c,0,c,0,0,0,0,0,0,0,0,0,48,9,19,20,8,c,c,0,c,0,c,0,10,c,c,c,18,10,6,c,8,c,c,c,30,6,12,12,12,11,10,16,3,c,0,c,24,38,18,12,3,c,c,c,c,c,0,0,0,0,0,0,c,c,c,c,c,0,c,0,0,0,0,0,0,0,0,0,21,10,24,35,4,c,c,0,c,0,c,0,4,c,c,c,8,11,c,c,4,c,c,c,13,7,15,21,39,21,18,16,10,6,41,48,33
116,E09000010,LA,308,Enfield,226,62,83,81,221,59,82,80,178,53,67,58,9,c,c,c,34,c,c,18,81,90,82,73,4,c,c,c,15,c,c,23,15,c,7,c,c,c,0,c,61,29,20,12,15,c,6,c,0,0,0,0,0,0,0,0,c,0,c,0,c,c,c,c,0,0,0,0,0,0,0,0,57,c,c,26,c,0,0,c,0,0,0,0,9,c,c,c,17,9,c,c,7,c,c,c,34,c,c,18,7,c,8,c,c,c,0,c,27,47,24,15,7,c,7,c,0,0,0,0,0,0,0,0,c,0,c,0,c,c,c,c,0,0,0,0,0,0,0,0,25,c,c,32,c,0,0,c,0,0,0,0,4,c,c,c,8,15,c,c,3,c,c,c,15,c,c,22,52,27,25,14,c,c,27,c,c
98,E09000014,LA,309,Haringey,241,88,68,85,226,84,64,78,208,81,60,67,c,c,c,9,c,0,0,c,92,96,94,86,c,c,c,12,c,0,0,c,20,12,c,c,c,c,c,c,64,38,19,7,15,7,c,c,c,c,c,c,0,0,0,0,c,0,0,c,10,c,c,c,c,0,c,0,c,0,c,c,73,10,21,42,0,0,0,0,0,0,0,0,15,c,c,9,17,9,c,c,11,c,c,c,c,0,0,c,8,14,c,c,c,c,c,c,27,43,28,8,6,8,c,c,c,c,c,c,0,0,0,0,c,0,0,c,4,c,c,c,c,0,c,0,c,0,c,c,30,11,31,49,0,0,0,0,0,0,0,0,6,c,c,11,7,10,c,c,5,c,c,c,c,0,0,c,35,25,10,13,c,c,37,c,c
118,E09000015,LA,310,Harrow,126,42,45,39,110,38,39,33,c,37,37,31,c,0,c,c,c,c,0,0,c,97,95,94,c,0,c,c,c,c,0,0,6,c,0,c,c,c,c,c,65,27,23,15,c,0,c,c,c,0,0,c,c,0,c,c,0,0,0,0,11,c,c,c,c,0,0,c,c,0,c,0,16,0,8,8,0,0,0,0,0,0,0,0,c,0,c,c,c,c,c,c,c,c,c,0,c,c,0,0,5,c,0,c,c,c,c,c,52,64,51,38,c,0,c,c,c,0,0,c,c,0,c,c,0,0,0,0,9,c,c,c,c,0,0,c,c,0,c,0,13,0,18,21,0,0,0,0,0,0,0,0,c,0,c,c,c,c,c,c,c,c,c,0,c,c,0,0,15,9,6,c,c,0,c,c,0
119,E09000016,LA,311,Havering,128,42,38,48,125,42,37,46,107,34,32,41,7,c,c,c,11,c,c,c,86,81,86,89,6,c,c,c,9,c,c,c,6,0,c,c,9,c,c,c,52,24,16,12,c,c,c,c,0,0,0,0,c,0,c,c,0,0,0,0,c,0,0,c,c,c,0,0,c,0,c,c,21,c,c,c,0,0,0,0,0,0,0,0,c,c,0,c,9,c,c,c,c,0,c,c,11,c,c,c,5,0,c,c,7,c,c,c,41,57,42,25,c,c,c,c,0,0,0,0,c,0,c,c,0,0,0,0,c,0,0,c,c,c,0,0,c,0,c,c,16,c,c,c,0,0,0,0,0,0,0,0,c,c,0,c,7,c,c,c,c,0,c,c,9,c,c,c,14,6,8,6,c,c,43,c,c
120,E09000017,LA,312,Hillingdon,279,93,99,87,268,90,95,83,232,78,86,68,6,c,0,c,30,8,9,13,87,87,91,82,2,c,0,c,11,9,9,16,22,7,8,7,c,c,0,c,32,17,c,c,6,0,c,c,0,0,0,0,c,0,c,c,10,c,c,6,9,c,c,c,c,c,0,c,c,c,0,0,139,39,57,43,c,c,0,c,0,0,0,0,c,c,0,c,10,c,c,c,7,c,c,0,30,8,9,13,8,8,8,8,c,c,0,c,11,18,c,c,2,0,c,c,0,0,0,0,c,0,c,c,4,c,c,c,3,c,c,c,c,c,0,c,c,c,0,0,50,42,58,49,c,c,0,c,0,0,0,0,c,c,0,c,4,c,c,c,3,c,c,0,11,9,9,15,42,17,25,8,c,c,19,c,c
121,E09000018,LA,313,Hounslow,212,68,74,70,204,67,68,69,173,61,61,51,10,c,c,c,21,c,c,c,85,91,90,74,5,c,c,c,10,c,c,c,12,c,c,c,7,c,c,c,77,36,29,12,c,c,c,0,0,0,0,0,0,0,0,0,6,c,c,c,8,c,c,c,c,c,0,0,c,c,c,0,46,c,c,29,0,0,0,0,0,0,0,0,8,c,c,c,13,7,6,0,7,c,c,c,21,c,c,16,6,c,c,c,3,c,c,c,36,53,39,17,c,c,c,0,0,0,0,0,0,0,0,0,3,c,c,c,4,c,8,c,c,c,0,0,c,c,c,0,22,c,c,41,0,0,0,0,0,0,0,0,4,c,c,c,6,10,8,0,3,c,c,c,10,c,c,23,31,13,18,13,7,6,42,54,33
122,E09000021,LA,314,Kingston upon Thames,73,26,21,26,72,25,21,26,58,23,16,19,c,0,c,c,c,c,c,6,81,92,76,73,c,0,c,c,c,c,c,23,c,c,c,0,c,c,0,c,31,12,9,10,c,c,c,c,0,0,0,0,0,0,0,0,c,0,c,0,c,c,0,0,0,0,0,0,0,0,0,0,8,c,c,c,0,0,0,0,0,0,0,0,c,0,c,c,c,c,0,c,c,0,c,0,12,c,c,6,c,c,c,0,c,c,0,c,42,46,43,38,c,c,c,c,0,0,0,0,0,0,0,0,c,0,c,0,c,c,0,0,0,0,0,0,0,0,0,0,11,c,c,c,0,0,0,0,0,0,0,0,c,0,c,c,c,c,0,c,c,0,c,0,16,c,c,23,15,c,c,c,c,0,c,c,0
123,E09000024,LA,315,Merton,129,47,38,44,126,46,38,42,111,42,31,38,8,c,c,c,7,c,c,c,88,91,82,90,6,c,c,c,6,c,c,c,13,7,0,6,7,c,c,c,46,21,12,13,c,0,c,0,c,0,0,c,c,0,0,c,0,0,0,0,c,c,0,0,c,c,0,c,0,0,0,0,31,0,15,16,0,0,0,0,0,0,0,0,c,c,c,c,11,c,c,c,c,c,0,c,7,c,c,c,10,15,0,14,5,c,c,c,36,45,32,30,c,0,c,0,c,0,0,c,c,0,0,c,0,0,0,0,c,c,0,0,c,c,0,c,0,0,0,0,24,0,39,36,0,0,0,0,0,0,0,0,c,c,c,c,9,c,c,c,c,c,0,c,5,c,c,c,30,19,11,9,9,0,30,47,0
103,E09000025,LA,316,Newham,289,97,93,99,280,95,92,93,216,73,75,68,21,c,c,9,43,17,10,16,77,77,82,73,8,c,c,10,15,18,11,17,12,c,c,c,0,0,0,0,87,39,27,21,11,c,c,c,0,0,0,0,0,0,0,0,c,0,0,c,9,c,c,c,c,0,0,c,7,c,c,c,56,15,17,24,0,0,0,0,0,0,0,0,9,c,c,c,28,7,11,10,25,7,11,7,43,17,10,16,4,c,c,c,0,0,0,0,30,40,29,21,4,c,c,c,0,0,0,0,0,0,0,0,c,0,0,c,3,c,c,6,c,0,0,c,2,c,c,c,19,15,18,24,0,0,0,0,0,0,0,0,3,c,c,c,10,7,12,10,9,7,12,7,15,18,11,16,64,28,36,18,7,11,28,25,31
124,E09000026,LA,317,Redbridge,152,49,57,46,152,49,57,46,120,41,49,30,10,c,c,c,22,6,6,10,79,84,86,65,7,c,c,c,14,12,11,22,c,0,c,0,c,c,c,c,65,24,27,14,c,c,c,0,0,0,0,0,0,0,0,0,c,c,c,0,0,0,0,0,c,0,c,0,0,0,0,0,21,c,c,9,0,0,0,0,c,0,0,c,9,c,c,c,20,9,c,c,c,0,c,c,22,6,6,10,c,0,c,0,c,c,c,c,43,49,47,30,c,c,c,0,0,0,0,0,0,0,0,0,c,c,c,0,0,0,0,0,c,0,c,0,0,0,0,0,14,c,c,20,0,0,0,0,c,0,0,c,6,c,c,c,13,18,c,c,c,0,c,c,14,12,11,22,54,26,28,17,9,8,31,35,29
125,E09000027,LA,318,Richmond upon Thames,88,30,37,21,87,29,37,21,81,27,36,18,c,0,c,c,c,c,0,c,93,93,97,86,c,0,c,c,c,c,0,c,7,0,7,0,7,c,c,c,39,17,16,6,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,0,0,0,0,0,0,0,0,0,16,c,8,c,0,0,0,0,0,0,0,0,c,0,c,c,c,c,c,0,c,0,0,c,c,c,0,c,8,0,19,0,8,c,c,c,44,57,43,29,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,0,0,0,0,0,0,0,0,0,18,c,22,c,0,0,0,0,0,0,0,0,c,0,c,c,c,c,c,0,c,0,0,c,c,c,0,c,15,7,8,c,c,c,c,c,c
126,E09000029,LA,319,Sutton,141,46,50,45,136,44,49,43,122,42,42,38,c,0,c,c,c,c,c,c,90,95,86,88,c,0,c,c,c,c,c,c,12,c,6,c,c,c,0,c,60,25,20,15,c,c,c,c,c,c,0,0,0,0,0,0,c,0,c,c,c,c,c,c,c,0,0,c,c,c,0,c,31,c,c,14,c,c,c,c,0,0,0,0,c,0,c,c,c,c,0,0,c,c,c,c,10,c,c,c,9,c,12,c,c,c,0,c,43,54,40,33,c,c,c,c,c,c,0,0,0,0,0,0,c,0,c,c,c,c,c,c,c,0,0,c,c,c,0,c,22,c,c,31,c,c,c,c,0,0,0,0,c,0,c,c,c,c,0,0,c,c,c,c,7,c,c,c,10,c,c,c,c,0,c,c,0
127,E09000031,LA,320,Waltham Forest,171,51,61,59,165,50,57,58,135,41,49,45,11,c,c,c,19,c,c,9,82,82,86,78,7,c,c,c,12,c,c,16,10,c,c,c,6,0,c,c,45,23,16,6,c,0,0,c,0,0,0,0,c,0,c,0,0,0,0,0,c,c,c,c,0,0,0,0,c,0,c,c,54,8,21,25,0,0,0,0,0,0,0,0,10,c,c,c,15,c,7,c,c,c,0,c,19,c,c,9,6,c,c,c,4,0,c,c,26,45,26,10,c,0,0,c,0,0,0,0,c,0,c,0,0,0,0,0,c,c,c,c,0,0,0,0,c,0,c,c,32,16,34,42,0,0,0,0,0,0,0,0,6,c,c,c,9,c,11,c,c,c,0,c,11,c,c,15,38,11,27,10,c,c,26,c,c
66,E08000025,LA,330,Birmingham,721,254,225,242,720,253,225,242,618,225,197,196,45,12,12,21,57,16,16,25,86,89,88,81,6,5,5,9,8,6,7,10,86,31,27,28,50,23,14,13,65,36,16,13,20,12,c,c,0,0,0,0,0,0,0,0,c,c,c,0,c,c,0,0,c,c,c,c,8,c,c,c,313,78,112,123,c,0,0,c,0,0,0,0,39,10,11,18,66,38,16,12,8,c,c,c,57,16,16,25,12,12,12,12,7,9,6,5,9,14,7,5,3,5,c,c,0,0,0,0,0,0,0,0,c,c,c,0,c,c,0,0,c,c,c,c,1,c,c,c,43,31,50,51,c,0,0,c,0,0,0,0,5,4,5,7,9,15,7,5,1,c,c,c,8,6,7,10,123,73,50,53,37,16,43,51,32
67,E08000026,LA,331,Coventry,237,89,76,72,235,89,76,70,208,81,71,56,16,c,c,7,11,c,c,c,89,91,93,80,7,c,c,10,5,c,c,c,24,c,c,10,11,c,c,c,35,16,c,c,8,c,c,c,0,0,0,0,0,0,0,0,8,c,c,c,c,0,0,c,c,c,0,c,0,0,0,0,97,29,38,30,c,0,0,c,c,0,0,c,9,c,c,c,16,8,c,c,12,c,c,c,11,c,c,c,10,c,c,14,5,c,c,c,15,18,c,c,3,c,c,c,0,0,0,0,0,0,0,0,3,c,c,c,c,0,0,c,c,c,0,c,0,0,0,0,41,33,50,42,c,0,0,c,c,0,0,c,4,c,c,c,7,9,c,c,5,c,c,c,5,c,c,c,47,26,21,12,c,c,26,c,c
68,E08000027,LA,332,Dudley,211,77,61,73,210,76,61,73,179,66,55,58,11,c,c,c,20,c,c,12,85,87,90,79,5,c,c,c,10,c,c,16,35,15,8,12,c,c,c,c,10,c,c,c,c,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,0,0,0,0,0,7,c,c,c,67,15,25,27,0,0,0,0,0,0,0,0,11,c,c,c,28,14,c,c,23,7,8,8,20,c,c,12,17,19,13,16,c,c,c,c,5,c,c,c,c,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,0,0,0,0,0,3,c,c,c,32,19,41,37,0,0,0,0,0,0,0,0,5,c,c,c,13,18,c,c,11,9,13,11,9,c,c,16,60,34,26,23,14,9,38,41,35
70,E08000028,LA,333,Sandwell,171,59,58,54,167,59,57,51,139,51,47,41,22,7,7,8,6,c,c,c,83,86,82,80,13,12,12,16,4,c,c,c,24,11,c,c,9,c,c,c,33,15,10,8,19,12,c,c,0,0,0,0,c,0,0,c,17,0,7,10,c,0,c,c,c,c,c,c,c,0,c,c,27,6,11,10,c,0,0,c,0,0,0,0,9,c,c,c,6,c,c,c,6,c,c,c,6,c,c,c,14,19,c,c,5,c,c,c,19,25,17,15,11,20,c,c,0,0,0,0,c,0,0,c,10,0,12,19,c,0,c,c,c,c,c,c,c,0,c,c,16,10,19,19,c,0,0,c,0,0,0,0,5,c,c,c,4,c,c,c,4,c,c,c,4,c,c,c,40,19,21,c,c,c,c,c,c
72,E08000029,LA,334,Solihull,147,49,51,47,146,49,51,46,130,45,45,40,c,c,c,0,c,c,c,6,89,92,88,87,c,c,c,0,c,c,c,13,18,7,c,c,c,0,c,c,29,17,c,c,9,c,c,c,c,0,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,c,50,11,20,19,0,0,0,0,0,0,0,0,c,c,c,0,10,c,c,c,9,c,c,c,14,c,c,6,12,14,c,c,c,0,c,c,20,35,c,c,6,c,c,c,c,0,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,c,34,22,39,40,0,0,0,0,0,0,0,0,c,c,c,0,7,c,c,c,6,c,c,c,10,c,c,13,22,8,14,6,c,c,27,c,c
76,E08000030,LA,335,Walsall,144,55,45,44,144,55,45,44,129,48,42,39,c,c,c,c,c,c,c,c,90,87,93,89,c,c,c,c,c,c,c,c,30,10,7,13,11,c,c,c,c,c,c,0,c,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,c,c,c,43,15,12,16,c,c,0,0,0,0,0,0,9,c,c,c,22,10,c,c,c,c,c,c,c,c,c,c,21,18,16,30,8,c,c,c,c,c,c,0,c,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,c,c,c,30,27,27,36,c,c,0,0,0,0,0,0,6,c,c,c,15,18,c,c,c,c,c,c,c,c,c,c,43,22,21,19,10,9,44,45,43
78,E08000031,LA,336,Wolverhampton,190,58,64,68,190,58,64,68,167,50,56,61,13,c,c,6,10,c,c,c,88,86,88,90,7,c,c,9,5,c,c,c,22,c,11,c,7,c,c,0,15,c,c,c,9,c,c,c,0,0,0,0,0,0,0,0,c,0,c,c,0,0,0,0,c,0,c,c,c,c,c,0,90,22,27,41,0,0,0,0,0,0,0,0,9,c,c,c,15,8,c,c,c,c,0,c,10,c,c,c,12,c,17,c,4,c,c,0,8,c,c,c,5,c,c,c,0,0,0,0,0,0,0,0,c,0,c,c,0,0,0,0,c,0,c,c,c,c,c,0,47,38,42,60,0,0,0,0,0,0,0,0,5,c,c,c,8,14,c,c,c,c,0,c,5,c,c,c,43,23,20,13,7,6,30,30,30
24,E08000011,LA,340,Knowsley,87,26,29,32,87,26,29,32,60,18,23,19,c,c,0,c,c,c,c,11,69,69,79,59,c,c,0,c,c,c,c,34,12,6,c,c,c,c,c,c,c,c,0,c,6,0,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,c,c,8,0,0,0,0,0,0,0,0,c,c,0,c,14,c,6,c,c,c,0,c,22,c,c,11,14,23,c,c,c,c,c,c,c,c,0,c,7,0,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,c,c,25,0,0,0,0,0,0,0,0,c,c,0,c,16,c,21,c,c,c,0,c,25,c,c,34,18,6,12,9,c,c,50,c,c
26,E08000012,LA,341,Liverpool,315,111,100,104,312,111,98,103,259,95,86,78,39,12,9,18,14,c,c,7,83,86,88,76,13,11,9,17,4,c,c,7,74,16,28,30,11,c,c,c,18,12,c,c,13,7,c,c,c,0,c,0,0,0,0,0,8,c,c,c,c,0,c,c,6,c,c,c,10,c,c,c,102,35,35,32,0,0,0,0,0,0,0,0,24,6,7,11,27,12,9,6,c,c,0,c,14,c,c,7,23,14,28,29,3,c,c,c,6,11,c,c,4,6,c,c,c,0,c,0,0,0,0,0,3,c,c,c,c,0,c,c,2,c,c,c,3,c,c,c,32,32,35,31,0,0,0,0,0,0,0,0,8,5,7,11,9,11,9,6,c,c,0,c,4,c,c,7,61,32,29,20,12,8,33,38,28
