LA_order,New_geog_code,geog_l,geog_c,geog_n,CL_All_17&18,CL_All_17,CL_All_18,CL_Act_EET17&18,CL_Act_EET17,CL_Act_EET18,CL_Act_HE17&18,CL_Act_HE17,CL_Act_HE18,CL_Act_OE17&18,CL_Act_OE17,CL_Act_OE18,CL_Act_TE17&18,CL_Act_TE17,CL_Act_TE18,CL_Act_NEET17&18,CL_Act_NEET17,CL_Act_NEET18,CL_Act_NEET_ill17&18,CL_Act_NEET_ill17,CL_Act_NEET_ill18,CL_Act_NEET_oth17&18,CL_Act_NEET_oth17,CL_Act_NEET_oth18,CL_Act_NEET_preg17&18,CL_Act_NEET_preg17,CL_Act_NEET_preg18,CL_Act_NoInf17&18,CL_Act_NoInf17,CL_Act_NoInf18,CL_Act_EET17&18_pc,CL_Act_EET17_pc,CL_Act_EET18_pc,CL_Act_HE17&18_pc,CL_Act_HE17_pc,CL_Act_HE18_pc,CL_Act_OE17&18_pc,CL_Act_OE17_pc,CL_Act_OE18_pc,CL_Act_TE17&18_pc,CL_Act_TE17_pc,CL_Act_TE18_pc,CL_Act_NEET17&18_pc,CL_Act_NEET17_pc,CL_Act_NEET18_pc,CL_Act_NEET_ill17&18_pc,CL_Act_NEET_ill17_pc,CL_Act_NEET_ill18_pc,CL_Act_NEET_oth17&18_pc,CL_Act_NEET_oth17_pc,CL_Act_NEET_oth18_pc,CL_Act_NEET_preg17&18_pc,CL_Act_NEET_preg17_pc,CL_Act_NEET_preg18_pc,CL_Act_NoInf17&18_pc,CL_Act_NoInf17_pc,CL_Act_NoInf18_pc,CL_Acc_Total_SUIT17&18,CL_Acc_Total_SUIT17,CL_Acc_Total_SUIT18,CL_Acc_SUIT17&18,CL_Acc_SUIT17,CL_Acc_SUIT18,CL_Acc_NotSUIT17&18,CL_Acc_NotSUIT17,CL_Acc_NotSUIT18,CL_Acc_NoSUITInfo17&18,CL_Acc_NoSUITInfo17,CL_Acc_NoSUITInfo18,CL_Acc_SUIT17&18_pc,CL_Acc_SUIT17_pc,CL_Acc_SUIT18_pc,CL_Acc_NotSUIT17&18_pc,CL_Acc_NotSUIT17_pc,CL_Acc_NotSUIT18_pc,CL_Acc_NoSUITInfo17&18_pc,CL_Acc_NoSUITInfo17_pc,CL_Acc_NoSUITInfo18_pc,CL_Acc_P17&18,CL_Acc_P17,CL_Acc_P18,CL_Acc_CH17&18,CL_Acc_CH17,CL_Acc_CH18,CL_Acc_SITA17&18,CL_Acc_SITA17,CL_Acc_SITA18,CL_Acc_SL17&18,CL_Acc_SL17,CL_Acc_SL18,CL_Acc_GA17&18,CL_Acc_GA17,CL_Acc_GA18,CL_Acc_Dep17&18,CL_Acc_Dep17,CL_Acc_Dep18,CL_Acc_OL17&18,CL_Acc_OL17,CL_Acc_OL18,CL_Acc_NK17&18,CL_Acc_NK17,CL_Acc_NK18,CL_Acc_NFA17&18,CL_Acc_NFA17,CL_Acc_NFA18,CL_Acc_F17&18,CL_Acc_F17,CL_Acc_F18,CL_Acc_IL17&18,CL_Acc_IL17,CL_Acc_IL18,CL_Acc_EA17&18,CL_Acc_EA17,CL_Acc_EA18,CL_Acc_BB17&18,CL_Acc_BB17,CL_Acc_BB18,CL_Acc_Cust17&18,CL_Acc_Cust17,CL_Acc_Cust18,CL_Acc_FFC17&18,CL_Acc_FFC17,CL_Acc_FFC18,CL_Acc_OTH17&18,CL_Acc_OTH17,CL_Acc_OTH18,CL_Acc_NoInf17&18,CL_Acc_NoInf17,CL_Acc_NoInf18,CL_Acc_P17&18_pc,CL_Acc_P17_pc,CL_Acc_P18_pc,CL_Acc_CH17&18_pc,CL_Acc_CH17_pc,CL_Acc_CH18_pc,CL_Acc_SITA17&18_pc,CL_Acc_SITA17_pc,CL_Acc_SITA18_pc,CL_Acc_SL17&18_pc,CL_Acc_SL17_pc,CL_Acc_SL18_pc,CL_Acc_GA17&18_pc,CL_Acc_GA17_pc,CL_Acc_GA18_pc,CL_Acc_Dep17&18_pc,CL_Acc_Dep17_pc,CL_Acc_Dep18_pc,CL_Acc_OL17&18_pc,CL_Acc_OL17_pc,CL_Acc_OL18_pc,CL_Acc_NK17&18_pc,CL_Acc_NK17_pc,CL_Acc_NK18_pc,CL_Acc_NFA17&18_pc,CL_Acc_NFA17_pc,CL_Acc_NFA18_pc,CL_Acc_F17&18_pc,CL_Acc_F17_pc,CL_Acc_F18_pc,CL_Acc_IL17&18_pc,CL_Acc_IL17_pc,CL_Acc_IL18_pc,CL_Acc_EA17&18_pc,CL_Acc_EA17_pc,CL_Acc_EA18_pc,CL_Acc_BB17&18_pc,CL_Acc_BB17_pc,CL_Acc_BB18_pc,CL_Acc_Cust17&18_pc,CL_Acc_Cust17_pc,CL_Acc_Cust18_pc,CL_Acc_FFC17&18_pc,CL_Acc_FFC17_pc,CL_Acc_FFC18_pc,CL_Acc_Oth17&18_pc,CL_Acc_Oth17_pc,CL_Acc_Oth18_pc,CL_Acc_NoInf17&18_pc,CL_Acc_NoInf17_pc,CL_Acc_NoInf18_pc,CL_InTouch_IT17&18,CL_InTouch_IT17,CL_InTouch_IT18,CL_InTouch_Refu17&18,CL_InTouch_Refu17,CL_InTouch_Refu18,CL_InTouch_NoServ17&18,CL_InTouch_NoServ17,CL_InTouch_NoServ18,CL_InTouch_Not17&18,CL_InTouch_Not17,CL_InTouch_Not18,CL_InTouch_IT17&18_pc,CL_InTouch_IT17_pc,CL_InTouch_IT18_pc,CL_InTouch_Refu17&18_pc,CL_InTouch_Refu17_pc,CL_InTouch_Refu18_pc,CL_InTouch_NoServ17&18_pc,CL_InTouch_NoServ17_pc,CL_InTouch_NoServ18_pc,CL_InTouch_Not17&18_pc,CL_InTouch_Not17_pc,CL_InTouch_Not18_pc,CL_Stayput_18,CL_Stayput_FFC_18,CL_Stayput_FFC_18_pc
119,E09000016,LA,311,Havering,55,0,55,36,0,36,7,0,7,14,0,14,15,0,15,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,65,0,65,13,0,13,25,0,25,27,0,27,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,55,0,55,49,0,49,c,0,c,c,0,c,89,0,89,c,0,c,c,0,c,c,0,c,c,0,c,31,0,31,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,11,0,11,0,0,0,c,0,c,c,0,c,c,0,c,56,0,56,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,20,0,20,0,0,0,c,0,c,54,0,54,0,0,0,0,0,0,c,0,c,98,0,98,0,0,0,0,0,0,c,0,c,21,11,52
120,E09000017,LA,312,Hillingdon,92,7,85,64,c,c,15,c,c,37,c,c,12,0,12,c,c,c,c,0,c,c,c,c,c,0,c,c,c,c,70,c,c,16,c,c,40,c,c,13,0,14,c,c,c,c,0,c,c,c,c,c,0,c,c,c,c,90,7,83,81,c,c,c,c,c,c,c,c,90,c,c,c,c,c,c,c,c,12,c,c,6,0,6,11,0,11,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,36,0,36,0,0,0,0,0,0,c,c,c,10,0,10,c,c,c,c,c,c,13,c,c,7,0,7,12,0,13,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,39,0,42,0,0,0,0,0,0,c,c,c,11,0,12,c,c,c,c,c,c,88,c,c,0,0,0,0,0,0,c,c,c,96,c,c,0,0,0,0,0,0,c,c,c,16,10,63
121,E09000018,LA,313,Hounslow,63,0,63,37,0,37,0,0,0,24,0,24,13,0,13,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,59,0,59,0,0,0,38,0,38,21,0,21,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,63,0,63,c,0,59,0,0,0,c,0,c,c,0,94,0,0,0,c,0,c,c,0,c,c,0,c,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,15,0,15,c,0,c,c,0,c,c,0,c,c,0,c,57,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,24,0,24,c,0,c,c,0,c,59,0,59,0,0,0,0,0,0,c,0,c,94,0,94,0,0,0,0,0,0,c,0,c,20,15,75
122,E09000021,LA,314,Kingston upon Thames,31,c,c,23,c,c,c,0,c,17,0,c,c,c,c,c,c,6,c,0,c,c,c,c,0,0,0,c,0,c,74,c,c,c,0,c,55,0,c,c,c,c,c,c,21,c,0,c,c,c,c,0,0,0,c,0,c,31,c,c,c,c,c,c,c,c,c,0,c,c,c,c,c,c,c,c,0,c,c,c,c,c,0,c,14,0,14,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,c,0,c,0,c,c,0,c,c,0,c,c,c,c,c,0,c,45,0,48,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,c,0,c,0,c,c,0,c,c,0,c,30,c,c,0,0,0,0,0,0,c,0,c,97,c,c,0,0,0,0,0,0,c,0,c,9,c,c
123,E09000024,LA,315,Merton,33,0,33,26,0,26,0,0,0,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,79,0,79,0,0,0,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,33,0,33,c,0,31,c,0,c,c,0,c,c,0,94,c,0,c,c,0,c,c,0,c,c,0,c,15,0,15,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,7,0,7,0,0,0,c,0,c,c,0,c,c,0,c,45,0,45,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,21,0,21,0,0,0,c,0,c,31,0,31,0,0,0,c,0,c,c,0,c,94,0,94,0,0,0,c,0,c,c,0,c,13,7,54
103,E09000025,LA,316,Newham,113,c,c,71,c,c,c,0,c,61,c,c,c,0,7,32,0,32,c,0,c,26,0,26,c,0,c,10,c,c,63,c,c,c,0,c,54,c,c,c,0,6,28,0,29,c,0,c,23,0,24,c,0,c,9,c,c,111,c,c,95,0,95,6,c,c,10,c,c,86,0,88,5,c,c,9,c,c,6,0,6,0,0,0,50,0,50,7,0,7,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,c,c,25,0,25,c,0,c,10,c,c,5,0,5,0,0,0,44,0,45,6,0,6,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,c,c,22,0,23,c,0,c,9,c,c,99,c,c,c,0,c,c,0,c,12,c,c,88,c,c,c,0,c,c,0,c,11,c,c,37,23,62
124,E09000026,LA,317,Redbridge,51,c,c,36,c,c,0,0,0,29,c,c,7,0,7,c,c,13,c,0,c,c,c,c,0,0,0,c,0,c,71,c,c,0,0,0,57,c,c,14,0,15,c,c,28,c,0,c,c,c,c,0,0,0,c,0,c,51,c,c,c,c,c,c,c,c,c,0,c,c,c,c,c,c,c,c,0,c,8,c,c,c,0,c,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,c,13,0,13,c,c,c,c,0,c,16,c,c,c,0,c,45,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,c,25,0,28,c,c,c,c,0,c,50,c,c,0,0,0,c,0,c,0,0,0,98,c,c,0,0,0,c,0,c,0,0,0,19,13,68
125,E09000027,LA,318,Richmond upon Thames,29,0,29,20,0,20,0,0,0,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,0,0,0,c,0,c,69,0,69,0,0,0,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,0,0,0,c,0,c,29,0,29,c,0,26,c,0,c,c,0,c,c,0,90,c,0,c,c,0,c,c,0,c,c,0,c,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,9,0,9,0,0,0,c,0,c,c,0,c,c,0,c,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,31,0,31,0,0,0,c,0,c,27,0,27,0,0,0,c,0,c,c,0,c,93,0,93,0,0,0,c,0,c,c,0,c,10,9,90
126,E09000029,LA,319,Sutton,48,c,c,33,0,33,c,0,c,22,0,22,c,0,c,c,c,9,c,0,c,c,0,c,c,c,0,c,0,c,69,0,70,c,0,c,46,0,47,c,0,c,c,c,19,c,0,c,c,0,c,c,c,0,c,0,c,47,c,c,c,c,c,c,0,c,c,0,c,c,c,c,c,0,c,c,0,c,c,0,c,7,c,6,20,0,20,10,0,10,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,15,c,13,42,0,43,21,0,21,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,c,0,c,c,0,c,43,c,c,c,0,c,c,0,c,0,0,0,90,c,c,c,0,c,c,0,c,0,0,0,7,c,c
127,E09000031,LA,320,Waltham Forest,79,c,c,38,c,c,c,0,c,20,0,20,c,c,c,c,0,36,c,0,c,30,0,30,c,0,c,c,0,c,48,c,c,c,0,c,25,0,26,c,c,c,c,0,46,c,0,c,38,0,38,c,0,c,c,0,c,76,c,c,69,c,c,c,0,c,c,0,c,91,c,c,c,0,c,c,0,c,c,c,c,c,0,c,37,0,37,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,20,0,20,c,0,c,c,0,c,c,c,c,c,0,c,47,0,47,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,25,0,26,c,0,c,c,0,c,72,c,c,c,0,c,0,0,0,c,0,c,91,c,c,c,0,c,0,0,0,c,0,c,27,20,74
66,E08000025,LA,330,Birmingham,288,13,275,212,c,c,26,0,c,136,c,c,50,c,43,63,0,63,c,0,c,53,0,53,c,0,c,13,c,11,74,c,c,9,0,c,47,c,c,17,c,16,22,0,23,c,0,c,18,0,19,c,0,c,5,c,4,287,13,274,244,c,c,30,6,24,13,c,c,85,c,c,10,46,9,5,c,c,34,c,c,24,c,c,70,0,70,18,0,18,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,c,0,c,31,0,31,c,0,c,0,0,0,28,6,22,59,0,59,7,c,c,13,c,c,12,c,c,8,c,c,24,0,25,6,0,7,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,c,0,c,11,0,11,c,0,c,0,0,0,10,46,8,20,0,21,2,c,c,5,c,c,275,11,264,c,c,c,6,0,6,c,0,c,95,85,96,c,c,c,2,0,2,c,0,c,73,58,79
67,E08000026,LA,331,Coventry,105,c,c,63,0,63,c,0,c,47,0,47,c,0,c,c,c,40,7,0,7,28,c,c,6,c,c,c,0,c,60,0,61,c,0,c,45,0,45,c,0,c,c,c,38,7,0,7,27,c,c,6,c,c,c,0,c,104,c,c,98,c,c,6,0,6,0,0,0,94,c,c,6,0,6,0,0,0,c,0,c,9,0,9,57,0,57,c,0,c,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,0,0,0,11,c,c,0,0,0,0,0,0,c,0,c,15,0,15,c,0,c,0,0,0,c,0,c,9,0,9,54,0,55,c,0,c,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,0,0,0,10,c,c,0,0,0,0,0,0,c,0,c,14,0,14,c,0,c,0,0,0,102,c,c,c,0,c,0,0,0,c,0,c,97,c,c,c,0,c,0,0,0,c,0,c,22,15,68
68,E08000027,LA,332,Dudley,66,c,c,42,c,c,c,0,c,30,0,30,c,c,c,c,c,21,0,0,0,c,c,c,c,0,c,c,c,c,64,c,c,c,0,c,45,0,48,c,c,c,c,c,33,0,0,0,c,c,c,c,0,c,c,c,c,66,c,c,c,c,c,c,0,c,c,c,c,c,c,c,c,0,c,c,c,c,13,c,c,c,0,c,c,0,c,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,11,c,c,0,0,0,0,0,0,c,0,c,19,0,19,8,0,8,c,c,c,20,c,c,c,0,c,c,0,c,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,17,c,c,0,0,0,0,0,0,c,0,c,29,0,30,12,0,13,c,c,c,64,c,c,c,c,0,0,0,0,c,0,c,97,c,c,c,c,0,0,0,0,c,0,c,24,19,79
70,E08000028,LA,333,Sandwell,93,c,c,51,c,c,c,0,c,32,c,c,c,0,15,c,c,37,c,0,c,c,c,c,c,0,c,c,c,c,55,c,c,c,0,c,34,c,c,c,0,17,c,c,42,c,0,c,c,c,c,c,0,c,c,c,c,92,c,c,77,c,c,c,c,c,c,c,c,84,c,c,c,c,c,c,c,c,17,c,c,9,0,9,29,0,29,8,0,8,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,c,0,c,0,0,0,0,0,0,8,c,c,12,0,12,c,0,c,c,c,c,18,c,c,10,0,10,31,0,33,9,0,9,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,c,0,c,0,0,0,0,0,0,9,c,c,13,0,14,c,0,c,c,c,c,87,c,c,c,0,c,0,0,0,c,c,c,94,c,c,c,0,c,0,0,0,c,c,c,23,11,48
72,E08000029,LA,334,Solihull,61,6,55,42,c,c,c,0,c,28,c,c,c,c,c,c,c,c,0,0,0,9,c,c,6,0,c,c,0,c,69,c,c,c,0,c,46,c,c,c,c,c,c,c,c,0,0,0,15,c,c,10,0,c,c,0,c,61,6,55,55,6,49,c,0,c,c,0,c,90,100,89,c,0,c,c,0,c,10,c,c,c,0,c,19,c,c,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,0,0,0,c,0,c,12,0,12,c,0,c,c,0,c,16,c,c,c,0,c,31,c,c,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,0,0,0,c,0,c,20,0,22,c,0,c,c,0,c,57,6,51,0,0,0,0,0,0,c,0,c,93,100,93,0,0,0,0,0,0,c,0,c,20,12,60
76,E08000030,LA,335,Walsall,53,c,c,33,0,33,c,0,c,c,0,c,14,0,14,c,0,15,c,0,c,c,0,c,c,0,c,c,c,c,62,0,63,c,0,c,c,0,c,26,0,27,c,0,29,c,0,c,c,0,c,c,0,c,c,c,c,53,c,c,45,0,45,c,0,c,c,c,c,85,0,87,c,0,c,c,c,c,10,0,10,c,0,c,c,0,c,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,9,0,9,0,0,0,0,0,0,c,0,c,12,0,12,c,0,c,c,c,c,19,0,19,c,0,c,c,0,c,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,17,0,17,0,0,0,0,0,0,c,0,c,23,0,23,c,0,c,c,c,c,48,0,48,0,0,0,0,0,0,c,c,c,91,0,92,0,0,0,0,0,0,c,c,c,18,12,67
78,E08000031,LA,336,Wolverhampton,48,6,42,33,c,c,c,0,c,22,c,c,c,c,c,c,c,c,0,0,0,11,c,c,0,0,0,c,0,c,69,c,c,c,0,c,46,c,c,c,c,c,c,c,c,0,0,0,23,c,c,0,0,0,c,0,c,48,6,42,37,c,c,c,c,c,c,0,c,77,c,c,c,c,c,c,0,c,7,c,c,c,0,c,7,0,7,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,c,c,0,0,0,0,0,0,7,c,c,10,0,10,c,c,c,c,0,c,15,c,c,c,0,c,15,0,17,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,c,c,0,0,0,0,0,0,15,c,c,21,0,24,c,c,c,c,0,c,44,6,38,0,0,0,0,0,0,c,0,c,92,100,90,0,0,0,0,0,0,c,0,c,18,10,56
24,E08000011,LA,340,Knowsley,34,c,c,14,c,c,c,0,c,7,0,7,c,c,c,20,0,20,c,0,c,c,0,c,c,0,c,0,0,0,41,c,c,c,0,c,21,0,21,c,c,c,59,0,61,c,0,c,c,0,c,c,0,c,0,0,0,34,c,c,34,c,c,0,0,0,0,0,0,100,c,c,0,0,0,0,0,0,15,c,c,c,0,c,c,0,c,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,44,c,c,c,0,c,c,0,c,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,34,c,c,0,0,0,0,0,0,0,0,0,100,c,c,0,0,0,0,0,0,0,0,0,12,7,58
26,E08000012,LA,341,Liverpool,151,6,145,77,c,c,6,0,c,54,c,c,17,0,17,53,c,c,c,0,10,41,c,c,c,0,c,21,c,19,51,c,c,4,0,c,36,c,c,11,0,12,35,c,c,c,0,7,27,c,c,c,0,c,14,c,13,151,6,145,124,c,c,6,c,c,21,c,c,82,c,c,4,c,c,14,c,c,25,c,c,c,0,c,44,0,44,8,0,8,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,12,0,12,0,0,0,0,0,0,c,c,c,26,0,26,c,0,c,21,c,c,17,c,c,c,0,c,29,0,30,5,0,6,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,8,0,8,0,0,0,0,0,0,c,c,c,17,0,18,c,0,c,14,c,c,124,c,c,c,c,c,c,c,c,22,c,c,82,c,c,c,c,c,c,c,c,15,c,c,35,25,71
32,E08000013,LA,342,St. Helens,46,c,c,24,0,24,0,0,0,13,0,13,11,0,11,c,0,20,c,0,c,c,0,c,c,0,c,c,c,c,52,0,53,0,0,0,28,0,29,24,0,24,c,0,44,c,0,c,c,0,c,c,0,c,c,c,c,46,c,c,c,0,42,c,0,c,c,c,c,c,0,93,c,0,c,c,c,c,8,0,8,c,0,c,11,0,11,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,8,0,8,0,0,0,0,0,0,c,0,c,6,0,6,0,0,0,c,c,c,17,0,18,c,0,c,24,0,24,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,17,0,18,0,0,0,0,0,0,c,0,c,13,0,13,0,0,0,c,c,c,44,0,44,0,0,0,0,0,0,c,c,c,96,0,98,0,0,0,0,0,0,c,c,c,14,6,43
31,E08000014,LA,343,Sefton,46,c,c,28,c,c,c,0,c,c,c,c,c,0,c,c,c,15,c,0,c,c,c,c,c,0,c,c,0,c,61,c,c,c,0,c,c,c,c,c,0,c,c,c,34,c,0,c,c,c,c,c,0,c,c,0,c,46,c,c,c,c,c,0,0,0,c,0,c,c,c,c,0,0,0,c,0,c,c,0,c,c,0,c,10,c,c,6,c,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,c,0,c,c,0,c,c,0,c,22,c,c,13,c,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,22,0,23,0,0,0,c,0,c,44,c,c,c,0,c,0,0,0,c,0,c,96,c,c,c,0,c,0,0,0,c,0,c,16,10,63
38,E08000015,LA,344,Wirral,69,c,c,44,c,c,0,0,0,16,0,c,28,c,c,25,c,c,0,0,0,c,0,c,c,0,c,0,0,0,64,c,c,0,0,0,23,0,c,41,c,c,36,c,c,0,0,0,c,0,c,c,0,c,0,0,0,69,c,c,c,c,c,c,0,c,0,0,0,c,c,c,c,0,c,0,0,0,17,c,c,c,0,c,17,0,17,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,0,0,0,10,0,10,0,0,0,0,0,0,c,0,c,13,0,13,c,0,c,0,0,0,25,c,c,c,0,c,25,0,25,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,0,0,0,14,0,15,0,0,0,0,0,0,c,0,c,19,0,19,c,0,c,0,0,0,68,c,c,c,0,c,0,0,0,0,0,0,99,c,c,c,0,c,0,0,0,0,0,0,20,10,50
18,E08000001,LA,350,Bolton,46,c,c,30,c,c,c,0,c,19,0,19,c,c,c,c,c,13,c,0,c,c,c,c,c,0,c,c,0,c,65,c,c,c,0,c,41,0,43,c,c,c,c,c,30,c,0,c,c,c,c,c,0,c,c,0,c,46,c,c,c,c,c,0,0,0,c,0,c,c,c,c,0,0,0,c,0,c,11,c,c,0,0,0,13,c,c,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,6,0,6,0,0,0,0,0,0,0,0,0,8,0,8,c,0,c,c,0,c,24,c,c,0,0,0,28,c,c,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,13,0,14,0,0,0,0,0,0,0,0,0,17,0,18,c,0,c,c,0,c,44,c,c,0,0,0,0,0,0,c,0,c,96,c,c,0,0,0,0,0,0,c,0,c,16,8,50
19,E08000002,LA,351,Bury,46,c,c,28,c,c,0,0,0,21,c,c,7,0,c,c,c,16,c,0,c,c,c,c,c,0,c,c,0,c,61,c,c,0,0,0,46,c,c,15,0,c,c,c,38,c,0,c,c,c,c,c,0,c,c,0,c,46,c,c,c,c,c,c,0,c,c,0,c,c,c,c,c,0,c,c,0,c,11,c,c,c,0,c,15,0,15,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,0,0,0,6,0,6,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,c,0,c,24,c,c,c,0,c,33,0,36,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,0,0,0,13,0,14,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,c,0,c,45,c,c,0,0,0,0,0,0,c,0,c,98,c,c,0,0,0,0,0,0,c,0,c,8,c,c
27,E08000003,LA,352,Manchester,182,13,169,107,c,c,7,c,c,78,c,c,22,0,22,61,c,c,c,0,6,50,c,c,c,0,c,14,c,11,59,c,c,4,c,c,43,c,c,12,0,13,34,c,c,c,0,4,27,c,c,c,0,c,8,c,7,182,13,169,142,7,135,26,c,c,14,c,c,78,54,80,14,c,c,8,c,c,28,6,22,c,0,c,31,0,31,21,0,21,0,0,0,0,0,0,c,0,c,0,0,0,c,c,c,9,0,9,8,c,c,c,0,c,0,0,0,10,c,c,35,0,35,19,c,c,14,c,c,15,46,13,c,0,c,17,0,18,12,0,12,0,0,0,0,0,0,c,0,c,0,0,0,c,c,c,5,0,5,4,c,c,c,0,c,0,0,0,5,c,c,19,0,21,10,c,c,8,c,c,168,10,158,0,0,0,0,0,0,14,c,c,92,77,93,0,0,0,0,0,0,8,c,c,62,30,48
