LA_order,New_geog_code,geog_l,geog_c,geog_n,CL_All_17&18,CL_All_17,CL_All_18,CL_Act_EET17&18,CL_Act_EET17,CL_Act_EET18,CL_Act_HE17&18,CL_Act_HE17,CL_Act_HE18,CL_Act_OE17&18,CL_Act_OE17,CL_Act_OE18,CL_Act_TE17&18,CL_Act_TE17,CL_Act_TE18,CL_Act_NEET17&18,CL_Act_NEET17,CL_Act_NEET18,CL_Act_NEET_ill17&18,CL_Act_NEET_ill17,CL_Act_NEET_ill18,CL_Act_NEET_oth17&18,CL_Act_NEET_oth17,CL_Act_NEET_oth18,CL_Act_NEET_preg17&18,CL_Act_NEET_preg17,CL_Act_NEET_preg18,CL_Act_NoInf17&18,CL_Act_NoInf17,CL_Act_NoInf18,CL_Act_EET17&18_pc,CL_Act_EET17_pc,CL_Act_EET18_pc,CL_Act_HE17&18_pc,CL_Act_HE17_pc,CL_Act_HE18_pc,CL_Act_OE17&18_pc,CL_Act_OE17_pc,CL_Act_OE18_pc,CL_Act_TE17&18_pc,CL_Act_TE17_pc,CL_Act_TE18_pc,CL_Act_NEET17&18_pc,CL_Act_NEET17_pc,CL_Act_NEET18_pc,CL_Act_NEET_ill17&18_pc,CL_Act_NEET_ill17_pc,CL_Act_NEET_ill18_pc,CL_Act_NEET_oth17&18_pc,CL_Act_NEET_oth17_pc,CL_Act_NEET_oth18_pc,CL_Act_NEET_preg17&18_pc,CL_Act_NEET_preg17_pc,CL_Act_NEET_preg18_pc,CL_Act_NoInf17&18_pc,CL_Act_NoInf17_pc,CL_Act_NoInf18_pc,CL_Acc_Total_SUIT17&18,CL_Acc_Total_SUIT17,CL_Acc_Total_SUIT18,CL_Acc_SUIT17&18,CL_Acc_SUIT17,CL_Acc_SUIT18,CL_Acc_NotSUIT17&18,CL_Acc_NotSUIT17,CL_Acc_NotSUIT18,CL_Acc_NoSUITInfo17&18,CL_Acc_NoSUITInfo17,CL_Acc_NoSUITInfo18,CL_Acc_SUIT17&18_pc,CL_Acc_SUIT17_pc,CL_Acc_SUIT18_pc,CL_Acc_NotSUIT17&18_pc,CL_Acc_NotSUIT17_pc,CL_Acc_NotSUIT18_pc,CL_Acc_NoSUITInfo17&18_pc,CL_Acc_NoSUITInfo17_pc,CL_Acc_NoSUITInfo18_pc,CL_Acc_P17&18,CL_Acc_P17,CL_Acc_P18,CL_Acc_CH17&18,CL_Acc_CH17,CL_Acc_CH18,CL_Acc_SITA17&18,CL_Acc_SITA17,CL_Acc_SITA18,CL_Acc_SL17&18,CL_Acc_SL17,CL_Acc_SL18,CL_Acc_GA17&18,CL_Acc_GA17,CL_Acc_GA18,CL_Acc_Dep17&18,CL_Acc_Dep17,CL_Acc_Dep18,CL_Acc_OL17&18,CL_Acc_OL17,CL_Acc_OL18,CL_Acc_NK17&18,CL_Acc_NK17,CL_Acc_NK18,CL_Acc_NFA17&18,CL_Acc_NFA17,CL_Acc_NFA18,CL_Acc_F17&18,CL_Acc_F17,CL_Acc_F18,CL_Acc_IL17&18,CL_Acc_IL17,CL_Acc_IL18,CL_Acc_EA17&18,CL_Acc_EA17,CL_Acc_EA18,CL_Acc_BB17&18,CL_Acc_BB17,CL_Acc_BB18,CL_Acc_Cust17&18,CL_Acc_Cust17,CL_Acc_Cust18,CL_Acc_FFC17&18,CL_Acc_FFC17,CL_Acc_FFC18,CL_Acc_OTH17&18,CL_Acc_OTH17,CL_Acc_OTH18,CL_Acc_NoInf17&18,CL_Acc_NoInf17,CL_Acc_NoInf18,CL_Acc_P17&18_pc,CL_Acc_P17_pc,CL_Acc_P18_pc,CL_Acc_CH17&18_pc,CL_Acc_CH17_pc,CL_Acc_CH18_pc,CL_Acc_SITA17&18_pc,CL_Acc_SITA17_pc,CL_Acc_SITA18_pc,CL_Acc_SL17&18_pc,CL_Acc_SL17_pc,CL_Acc_SL18_pc,CL_Acc_GA17&18_pc,CL_Acc_GA17_pc,CL_Acc_GA18_pc,CL_Acc_Dep17&18_pc,CL_Acc_Dep17_pc,CL_Acc_Dep18_pc,CL_Acc_OL17&18_pc,CL_Acc_OL17_pc,CL_Acc_OL18_pc,CL_Acc_NK17&18_pc,CL_Acc_NK17_pc,CL_Acc_NK18_pc,CL_Acc_NFA17&18_pc,CL_Acc_NFA17_pc,CL_Acc_NFA18_pc,CL_Acc_F17&18_pc,CL_Acc_F17_pc,CL_Acc_F18_pc,CL_Acc_IL17&18_pc,CL_Acc_IL17_pc,CL_Acc_IL18_pc,CL_Acc_EA17&18_pc,CL_Acc_EA17_pc,CL_Acc_EA18_pc,CL_Acc_BB17&18_pc,CL_Acc_BB17_pc,CL_Acc_BB18_pc,CL_Acc_Cust17&18_pc,CL_Acc_Cust17_pc,CL_Acc_Cust18_pc,CL_Acc_FFC17&18_pc,CL_Acc_FFC17_pc,CL_Acc_FFC18_pc,CL_Acc_Oth17&18_pc,CL_Acc_Oth17_pc,CL_Acc_Oth18_pc,CL_Acc_NoInf17&18_pc,CL_Acc_NoInf17_pc,CL_Acc_NoInf18_pc,CL_InTouch_IT17&18,CL_InTouch_IT17,CL_InTouch_IT18,CL_InTouch_Refu17&18,CL_InTouch_Refu17,CL_InTouch_Refu18,CL_InTouch_NoServ17&18,CL_InTouch_NoServ17,CL_InTouch_NoServ18,CL_InTouch_Not17&18,CL_InTouch_Not17,CL_InTouch_Not18,CL_InTouch_IT17&18_pc,CL_InTouch_IT17_pc,CL_InTouch_IT18_pc,CL_InTouch_Refu17&18_pc,CL_InTouch_Refu17_pc,CL_InTouch_Refu18_pc,CL_InTouch_NoServ17&18_pc,CL_InTouch_NoServ17_pc,CL_InTouch_NoServ18_pc,CL_InTouch_Not17&18_pc,CL_InTouch_Not17_pc,CL_InTouch_Not18_pc,CL_Stayput_18,CL_Stayput_FFC_18,CL_Stayput_FFC_18_pc
128,E12000008,REGION,J,SOUTH EAST,1610,60,1560,1020,20,1000,40,0,40,750,10,730,240,c,240,430,10,420,40,c,40,360,10,350,30,c,30,160,30,140,63,32,64,2,0,2,46,25,47,15,c,15,27,20,27,2,c,3,22,16,22,2,c,2,10,48,9,1600,50,1550,1370,30,1350,70,c,70,160,30,130,86,48,87,4,c,4,10,46,9,170,20,160,80,c,80,330,c,330,160,c,150,c,c,c,0,0,0,60,c,60,10,0,10,10,0,10,80,0,80,160,c,160,c,0,c,10,0,10,30,c,30,290,0,290,70,0,70,160,30,130,11,32,10,5,c,5,21,c,21,10,c,10,c,c,c,0,0,0,4,c,4,1,0,1,-,0,1,5,0,5,10,c,10,c,0,c,-,0,-,2,c,2,18,0,18,4,0,4,10,45,9,1450,30,1420,20,c,20,10,c,10,130,20,110,90,52,91,1,c,1,1,c,1,8,39,7,530,270,50
148,E12000009,REGION,K,SOUTH WEST,920,50,880,600,30,570,40,c,40,350,10,340,200,10,190,280,10,260,50,c,50,210,10,200,20,c,20,50,10,40,65,56,65,4,c,5,38,27,39,22,27,22,30,29,30,5,c,5,22,22,22,2,c,2,5,16,5,920,40,870,830,40,790,40,0,40,50,10,40,90,84,91,4,0,5,5,16,5,130,20,110,40,0,40,170,c,170,110,c,110,c,0,c,c,0,c,10,c,c,c,c,c,10,0,10,40,c,40,110,c,100,c,0,c,c,0,c,10,0,10,190,0,190,40,0,40,50,10,40,14,53,12,4,0,4,18,c,19,12,c,12,c,0,c,c,0,c,1,c,c,c,c,c,1,0,1,5,c,5,11,c,12,c,0,c,c,0,c,2,0,2,21,0,22,4,0,4,5,16,5,870,40,830,0,0,0,c,c,c,60,10,50,94,80,95,0,0,0,c,c,c,6,18,5,320,180,56
95,E09000001,LA,201,City of London,c,0,c,c,0,c,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,c,0,0
94,E09000007,LA,202,Camden,59,0,59,38,0,38,0,0,0,c,0,c,c,0,c,c,0,c,0,0,0,19,0,19,0,0,0,c,0,c,64,0,64,0,0,0,c,0,c,c,0,c,c,0,c,0,0,0,32,0,32,0,0,0,c,0,c,59,0,59,51,0,51,c,0,6,c,0,c,86,0,86,c,0,10,c,0,c,c,0,c,c,0,c,30,0,30,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,7,0,7,c,0,c,c,0,c,c,0,c,51,0,51,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,12,0,12,c,0,c,57,0,57,0,0,0,0,0,0,c,0,c,97,0,97,0,0,0,0,0,0,c,0,c,10,0,0
117,E09000011,LA,203,Greenwich,79,7,72,50,c,c,c,0,c,42,c,c,c,0,7,23,c,c,c,0,c,c,c,c,c,0,c,6,c,c,63,c,c,c,0,c,53,c,c,c,0,10,29,c,c,c,0,c,c,c,c,c,0,c,8,c,c,79,7,72,72,c,c,c,c,0,c,c,c,91,c,c,c,c,0,c,c,c,7,c,c,c,0,c,33,0,33,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,0,0,0,c,c,0,23,0,23,0,0,0,6,c,c,9,c,c,c,0,c,42,0,46,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,0,0,0,c,c,0,29,0,32,0,0,0,8,c,c,73,c,c,0,0,0,0,0,0,6,c,c,92,c,c,0,0,0,0,0,0,8,c,c,32,22,69
96,E09000012,LA,204,Hackney,77,c,c,66,c,c,0,0,0,55,c,c,11,c,c,c,0,c,0,0,0,c,0,c,c,0,c,c,c,0,86,c,c,0,0,0,71,c,c,14,c,c,c,0,c,0,0,0,c,0,c,c,0,c,c,c,0,77,c,c,68,c,c,c,c,c,c,c,0,88,c,c,c,c,c,c,c,0,11,c,c,c,0,c,43,0,43,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,c,c,11,0,11,0,0,0,c,c,0,14,c,c,c,0,c,56,0,59,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,c,c,14,0,15,0,0,0,c,c,0,76,c,c,0,0,0,c,c,0,0,0,0,99,c,c,0,0,0,c,c,0,0,0,0,19,11,58
97,E09000013,LA,205,Hammersmith and Fulham,68,c,c,40,c,c,c,0,c,c,c,c,c,0,c,21,c,20,c,0,c,c,c,c,c,0,c,7,0,c,59,c,c,c,0,c,c,c,c,c,0,c,31,c,31,c,0,c,c,c,c,c,0,c,10,0,c,68,c,c,59,c,c,c,0,c,c,0,6,87,c,c,c,0,c,c,0,9,c,c,c,0,0,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,14,0,14,10,c,c,6,0,6,c,c,c,0,0,0,46,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,21,0,22,15,c,c,9,0,9,61,c,c,0,0,0,0,0,0,7,0,7,90,c,c,0,0,0,0,0,0,10,0,11,21,11,52
99,E09000019,LA,206,Islington,91,c,c,48,c,c,6,0,c,33,c,c,9,0,9,c,0,39,c,0,c,32,0,32,c,0,c,c,0,c,53,c,c,7,0,c,36,c,c,10,0,10,c,0,44,c,0,c,35,0,36,c,0,c,c,0,c,91,c,c,77,c,c,c,c,c,c,0,c,85,c,c,c,c,c,c,0,c,10,c,c,c,0,c,36,0,36,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,0,0,0,0,0,0,7,c,c,23,0,23,c,0,c,c,0,c,11,c,c,c,0,c,40,0,40,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,0,0,0,0,0,0,8,c,c,25,0,26,c,0,c,c,0,c,87,c,c,0,0,0,0,0,0,c,0,c,96,c,c,0,0,0,0,0,0,c,0,c,33,23,70
100,E09000020,LA,207,Kensington and Chelsea,37,c,c,30,c,c,0,0,0,c,c,c,c,0,c,c,0,6,c,0,c,c,0,c,c,0,c,c,0,c,81,c,c,0,0,0,c,c,c,c,0,c,c,0,17,c,0,c,c,0,c,c,0,c,c,0,c,37,c,c,c,c,c,c,0,c,c,0,c,c,c,c,c,0,c,c,0,c,c,0,c,c,0,c,18,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,12,0,12,0,0,0,c,0,c,c,0,c,c,0,c,49,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,32,0,33,0,0,0,c,0,c,36,c,c,c,0,c,0,0,0,0,0,0,97,c,c,c,0,c,0,0,0,0,0,0,12,12,100
101,E09000022,LA,208,Lambeth,118,7,111,73,c,c,10,0,c,49,c,c,14,0,14,c,c,c,0,0,0,c,c,c,c,0,c,c,c,c,62,c,c,8,0,c,42,c,c,12,0,13,c,c,c,0,0,0,c,c,c,c,0,c,c,c,c,118,7,111,101,c,c,c,c,c,c,c,c,86,c,c,c,c,c,c,c,c,12,c,c,c,0,c,48,0,48,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,0,0,0,0,0,0,0,0,0,12,c,c,32,0,32,c,0,c,c,c,c,10,c,c,c,0,c,41,0,43,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,0,0,0,0,0,0,0,0,0,10,c,c,27,0,29,c,0,c,c,c,c,113,6,107,0,0,0,0,0,0,c,c,c,96,86,96,0,0,0,0,0,0,c,c,c,42,30,71
102,E09000023,LA,209,Lewisham,106,c,c,56,0,56,0,0,0,32,0,32,24,0,24,40,0,40,c,0,c,c,0,c,c,0,c,10,c,c,53,0,54,0,0,0,30,0,31,23,0,23,38,0,38,c,0,c,c,0,c,c,0,c,9,c,c,106,c,c,87,0,87,9,0,9,10,c,c,82,0,84,8,0,9,9,c,c,8,0,8,c,0,c,38,0,38,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,c,0,c,31,0,31,c,0,c,10,c,c,8,0,8,c,0,c,36,0,37,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,c,0,c,29,0,30,c,0,c,9,c,c,96,0,96,0,0,0,c,c,c,c,0,c,91,0,92,0,0,0,c,c,c,c,0,c,46,31,67
104,E09000028,LA,210,Southwark,118,c,c,76,c,c,c,0,c,58,c,c,c,c,c,35,0,35,0,0,0,c,0,c,c,0,c,7,0,c,64,c,c,c,0,c,49,c,c,c,c,c,30,0,31,0,0,0,c,0,c,c,0,c,6,0,c,116,c,c,109,c,c,c,0,c,c,0,c,94,c,c,c,0,c,c,0,c,11,c,c,0,0,0,56,0,56,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,11,0,11,7,0,7,0,0,0,0,0,0,c,0,c,24,0,24,0,0,0,c,0,c,9,c,c,0,0,0,47,0,50,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,9,0,10,6,0,6,0,0,0,0,0,0,c,0,c,20,0,21,0,0,0,c,0,c,111,c,c,c,0,c,0,0,0,c,0,c,94,c,c,c,0,c,0,0,0,c,0,c,37,23,62
105,E09000030,LA,211,Tower Hamlets,83,c,c,56,0,56,c,0,c,46,0,46,c,0,c,c,c,24,0,0,0,13,c,c,12,c,c,c,c,c,67,0,69,c,0,c,55,0,57,c,0,c,c,c,30,0,0,0,16,c,c,14,c,c,c,c,c,83,c,c,77,c,c,c,0,c,c,c,c,93,c,c,c,0,c,c,c,c,12,c,c,c,0,c,42,0,42,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,17,0,17,c,0,c,c,c,c,14,c,c,c,0,c,51,0,52,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,20,0,21,c,0,c,c,c,c,75,c,c,0,0,0,0,0,0,8,c,c,90,c,c,0,0,0,0,0,0,10,c,c,26,17,65
106,E09000032,LA,212,Wandsworth,66,0,66,49,0,49,c,0,c,43,0,43,c,0,c,17,0,17,c,0,c,c,0,c,0,0,0,0,0,0,74,0,74,c,0,c,65,0,65,c,0,c,26,0,26,c,0,c,c,0,c,0,0,0,0,0,0,66,0,66,c,0,61,c,0,c,0,0,0,c,0,92,c,0,c,0,0,0,0,0,0,c,0,c,25,0,25,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,c,0,c,0,0,0,0,0,0,c,0,c,7,0,7,c,0,c,0,0,0,0,0,0,c,0,c,38,0,38,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,c,0,c,0,0,0,0,0,0,c,0,c,11,0,11,c,0,c,0,0,0,66,0,66,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,14,7,50
107,E09000033,LA,213,Westminster,55,0,55,46,0,46,c,0,c,38,0,38,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,84,0,84,c,0,c,69,0,69,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,c,0,c,54,0,54,c,0,49,c,0,c,c,0,c,c,0,91,c,0,c,c,0,c,c,0,c,c,0,c,33,0,33,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,c,0,c,c,0,c,c,0,c,60,0,60,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,c,0,c,50,0,50,0,0,0,c,0,c,c,0,c,91,0,91,0,0,0,c,0,c,c,0,c,14,c,c
109,E09000002,LA,301,Barking and Dagenham,76,7,69,52,c,c,c,0,c,40,c,c,c,c,c,c,c,c,0,0,0,c,c,c,c,0,c,c,0,c,68,c,c,c,0,c,53,c,c,c,c,c,c,c,c,0,0,0,c,c,c,c,0,c,c,0,c,76,7,69,65,6,59,c,c,c,c,0,c,86,86,86,c,c,c,c,0,c,18,6,12,c,0,c,23,0,23,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,0,0,0,0,0,0,7,c,c,15,0,15,0,0,0,c,0,c,24,86,17,c,0,c,30,0,33,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,0,0,0,0,0,0,9,c,c,20,0,22,0,0,0,c,0,c,73,7,66,0,0,0,0,0,0,c,0,c,96,100,96,0,0,0,0,0,0,c,0,c,19,10,53
110,E09000003,LA,302,Barnet,105,0,105,64,0,64,c,0,c,50,0,50,c,0,c,c,0,c,6,0,6,31,0,31,0,0,0,c,0,c,61,0,61,c,0,c,48,0,48,c,0,c,c,0,c,6,0,6,30,0,30,0,0,0,c,0,c,104,0,104,97,0,97,c,0,c,c,0,c,93,0,93,c,0,c,c,0,c,12,0,12,c,0,c,41,0,41,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,21,0,21,c,0,c,0,0,0,c,0,c,12,0,12,c,0,c,c,0,c,11,0,11,c,0,c,39,0,39,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,20,0,20,c,0,c,0,0,0,c,0,c,11,0,11,c,0,c,c,0,c,101,0,101,0,0,0,c,0,c,0,0,0,96,0,96,0,0,0,c,0,c,0,0,0,19,12,63
111,E09000004,LA,303,Bexley,57,c,c,42,c,c,0,0,0,30,c,c,12,0,c,15,c,c,c,0,c,c,0,c,c,c,0,0,0,0,74,c,c,0,0,0,53,c,c,21,0,c,26,c,c,c,0,c,c,0,c,c,c,0,0,0,0,56,c,c,c,c,c,c,0,c,0,0,0,c,c,c,c,0,c,0,0,0,c,c,c,c,0,c,29,0,29,6,0,6,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,10,0,10,0,0,0,0,0,0,c,c,c,c,0,c,51,0,53,11,0,11,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,c,0,c,18,0,18,0,0,0,0,0,0,56,c,c,0,0,0,0,0,0,c,0,c,98,c,c,0,0,0,0,0,0,c,0,c,16,9,56
112,E09000005,LA,304,Brent,81,c,c,57,0,57,0,0,0,46,0,46,11,0,11,c,0,20,c,0,c,c,0,c,c,0,c,c,c,c,70,0,72,0,0,0,57,0,58,14,0,14,c,0,25,c,0,c,c,0,c,c,0,c,c,c,c,81,c,c,75,0,75,c,0,c,c,c,c,93,0,95,c,0,c,c,c,c,c,0,c,c,0,c,41,0,41,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,23,0,23,c,0,c,c,c,c,c,0,c,c,0,c,51,0,52,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,28,0,29,c,0,c,c,c,c,77,0,77,0,0,0,c,c,0,c,c,c,95,0,97,0,0,0,c,c,0,c,c,c,26,22,85
113,E09000006,LA,305,Bromley,54,c,c,38,c,c,c,0,c,31,c,c,c,c,c,c,0,15,c,0,c,c,0,c,c,0,c,c,0,c,70,c,c,c,0,c,57,c,c,c,c,c,c,0,29,c,0,c,c,0,c,c,0,c,c,0,c,54,c,c,c,c,c,c,0,c,c,0,c,c,c,c,c,0,c,c,0,c,c,c,c,c,0,c,26,0,26,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,12,0,12,0,0,0,c,0,c,c,c,c,c,0,c,48,0,50,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,c,22,0,23,0,0,0,c,0,c,53,c,c,c,0,c,0,0,0,0,0,0,98,c,c,c,0,c,0,0,0,0,0,0,15,10,67
114,E09000008,LA,306,Croydon,236,10,226,128,c,c,8,0,8,94,c,c,26,c,c,44,c,42,c,0,c,c,c,c,c,0,c,64,c,60,54,c,c,3,0,4,40,c,c,11,c,c,19,c,19,c,0,c,c,c,c,c,0,c,27,c,27,233,10,223,163,6,157,10,0,10,60,c,c,70,60,70,4,0,4,26,c,c,9,c,c,0,0,0,11,c,c,c,0,c,c,0,c,0,0,0,c,0,c,c,0,c,c,0,c,0,0,0,117,c,c,0,0,0,0,0,0,7,0,7,21,0,21,c,0,c,60,c,c,4,c,c,0,0,0,5,c,c,c,0,c,c,0,c,0,0,0,c,0,c,c,0,c,c,0,c,0,0,0,50,c,c,0,0,0,0,0,0,3,0,3,9,0,9,c,0,c,25,c,c,172,6,166,c,0,c,c,0,c,62,c,c,73,60,73,c,0,c,c,0,c,26,c,c,127,20,16
115,E09000009,LA,307,Ealing,89,c,c,60,c,c,0,0,0,52,c,c,8,0,c,20,0,20,c,0,c,13,0,13,c,0,c,9,c,c,67,c,c,0,0,0,58,c,c,9,0,c,22,0,23,c,0,c,15,0,15,c,0,c,10,c,c,88,c,c,78,c,c,c,0,c,c,c,c,89,c,c,c,0,c,c,c,c,6,c,c,0,0,0,53,0,53,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,13,0,13,0,0,0,9,c,c,7,c,c,0,0,0,60,0,62,c,0,c,0,0,0,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,15,0,15,0,0,0,10,c,c,80,c,c,c,0,c,8,c,7,0,0,0,90,c,c,c,0,c,9,c,8,0,0,0,21,13,62
116,E09000010,LA,308,Enfield,76,c,c,53,0,53,c,0,c,40,0,40,c,0,c,c,0,18,c,0,c,c,0,c,c,0,c,c,c,c,70,0,72,c,0,c,53,0,54,c,0,c,c,0,24,c,0,c,c,0,c,c,0,c,c,c,c,74,c,c,68,0,68,c,0,c,c,c,c,92,0,94,c,0,c,c,c,c,6,0,6,c,0,c,33,0,33,c,0,c,0,0,0,c,0,c,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,25,0,25,0,0,0,c,c,c,8,0,8,c,0,c,43,0,45,c,0,c,0,0,0,c,0,c,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,33,0,34,0,0,0,c,c,c,71,0,71,0,0,0,c,c,0,c,c,c,93,0,96,0,0,0,c,c,0,c,c,c,29,23,79
98,E09000014,LA,309,Haringey,82,6,76,65,c,c,8,0,8,50,c,c,7,c,c,17,c,16,c,0,c,c,c,c,c,0,c,0,0,0,79,c,c,10,0,11,61,c,c,9,c,c,21,c,21,c,0,c,c,c,c,c,0,c,0,0,0,82,6,76,75,c,c,7,c,c,0,0,0,91,c,c,9,c,c,0,0,0,14,c,c,c,0,c,45,0,45,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,c,c,12,0,12,c,0,c,0,0,0,17,c,c,c,0,c,55,0,59,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,c,c,15,0,16,c,0,c,0,0,0,81,6,75,0,0,0,0,0,0,c,0,c,99,100,99,0,0,0,0,0,0,c,0,c,25,11,44
118,E09000015,LA,310,Harrow,63,c,c,38,c,c,c,0,c,27,c,c,c,0,6,c,0,21,0,0,0,c,0,c,c,0,c,c,c,c,60,c,c,c,0,c,43,c,c,c,0,10,c,0,35,0,0,0,c,0,c,c,0,c,c,c,c,62,c,c,55,c,c,c,0,c,c,c,c,89,c,c,c,0,c,c,c,c,8,c,c,c,0,c,30,0,30,c,0,c,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,6,0,6,c,0,c,c,c,c,13,c,c,c,0,c,48,0,50,c,0,c,0,0,0,0,0,0,c,0,c,c,0,c,0,0,0,0,0,0,c,0,c,0,0,0,0,0,0,c,0,c,10,0,10,c,0,c,c,c,c,57,c,c,0,0,0,c,0,c,c,c,c,90,c,c,0,0,0,c,0,c,c,c,c,9,c,c
