LA_order,New_geog_code,geog_l,geog_c,geog_n,CLA_Mar2015,CLA_Mar2016,CLA_Mar2017,CLA_Mar2018,CLA_Mar2019,CLA_Pop2014,CLA_Pop2015,CLA_Pop2016,CLA_Pop2017,CLA_Pop2018,CLA_Rate2015,CLA_Rate2016,CLA_Rate2017,CLA_Rate2018,CLA_Rate2019,CLA_2015,CLA_2016,CLA_2017,CLA_2018,CLA_2019,CLA_stp2015,CLA_stp2016,CLA_stp2017,CLA_stp2018,CLA_stp2019,CLA_male,CLA_female,CLA_male_pc,CLA_female_pc,CLA_U1,CLA_1to4,CLA_5to9,CLA_10to15,CLA_16over,CLA_U1_pc,CLA_1to4_pc,CLA_5to9_pc,CLA_10to15_pc,CLA_16over_pc,CLA_White,CLA_Mixed,CLA_Asian,CLA_Black,CLA_EOTH,CLA_Oth,CLA_White_pc,CLA_Mixed_pc,CLA_Asian_pc,CLA_Black_pc,CLA_EOTH_pc,CLA_Oth_pc,CLA_Fost,CLA_Adopt,CLA_Parent,CLA_Ocom,CLA_Secure,CLA_Ores,CLA_RSch,CLA_OthPl,CLA_Fost_pc,CLA_Adopt_pc,CLA_Parent_pc,CLA_OCom_pc,CLA_Secure_pc,CLA_Ores_pc,CLA_RSch_pc,CLA_OthPl_pc,CLA_ICO,CLA_FCO,CLA_FrAd,CLA_PlaceO,CLA_S20,CLA_CPG,CLA_YJLS,CLA_ICO_pc,CLA_FCO_pc,CLA_FrAd_pc,CLA_PlaceO_pc,CLA_S20_pc,CLA_CPG_pc,CLA_YJLS_pc,CLA_UASC2015,CLA_UASC2016,CLA_UASC2017,CLA_UASC2018,CLA_UASC2019,CLA_UASC2015_pc,CLA_UASC2016_pc,CLA_UASC2017_pc,CLA_UASC2018_pc,CLA_UASC2019_pc,CLA_OwnP,CLA_OthLA,CLA_OthPP,CLA_Priv,CLA_Vol,CLA_Par,CLA_Nrep,CLA_OwnP_pc,CLA_OthLA_pc,CLA_OthPP_pc,CLA_Priv_pc,CLA_Vol_pc,CLA_Par_pc,CLA_Nrep_pc,CLA_LTE20,CLA_GT20,CLA_NoInfo,CLA_InLA,CLA_OutLA,CLA_InLA_LTE20,CLA_OutLA_LTE20,CLA_InLA_GT20,CLA_OutLA_GT20,CLA_InLA_NoInfo,CLA_OutLA_NoInfo,CLA_LAPl,CLA_IntPl,CLA_ExtPl,CLA_NetGain,CLA_LTE20_pc,CLA_GT20_pc,CLA_NoInfo_pc,CLA_InLA_pc,CLA_OutLA_pc,CLA_InLA_LTE20_pc,CLA_OutLA_LTE20_pc,CLA_InLA_GT20_pc,CLA_OutLA_GT20_pc,CLA_InLA_NoInfo_pc,CLA_OutLA_NoInfo_pc,CLA_IntPl_pc,CLA_ExtPl_pc,CLA_3_Pl,CLA_3_Pl_pc,CLA_2andhalfyears,CLA_SamePl_2years,CLA_SamePl_2years_pc,CLA_NewPl_All_Place,CLA_NewPl_InLA_LTE20,CLA_NewPl_OutLA_LTE20,CLA_NewPl_InLA_GT20,CLA_NewPl_OutLA_GT20,CLA_NewPl_NoInfo,CLA_NewPl_InLA_LTE20_pc,CLA_NewPl_OutLA_LTE20_pc,CLA_NewPl_InLA_GT20_pc,CLA_NewPl_OutLA_GT20_pc,CLA_NewPl_NoInfo_pc,CLA_RPC_All_Place,CLA_RPC_CarePlan,CLA_RPC_Resign,CLA_RPC_Alleg,CLA_RPC_Standards,CLA_RPC_Approval,CLA_RPC_CarerBehav,CLA_RPC_CarerOther,CLA_RPC_Custody,CLA_RPC_Child,CLA_RPC_Auth,CLA_RPC_Status,CLA_RPC_Other,CLA_RPC_CarePlan_pc,CLA_RPC_Resign_pc,CLA_RPC_Alleg_pc,CLA_RPC_Standards_pc,CLA_RPC_Approval_pc,CLA_RPC_CarerBehav_pc,CLA_RPC_CarerOther_pc,CLA_RPC_Custody_pc,CLA_RPC_Child_pc,CLA_RPC_Auth_pc,CLA_RPC_Status_pc,CLA_RPC_Other_pc
146,E06000040,LA,868,Windsor and Maidenhead,99,89,109,107,124,33399,33797,34246,34352,34604,30,26,32,31,36,145,130,142,154,169,0,0,0,0,c,62,62,50,50,c,c,15,52,42,c,c,12,42,34,78,19,11,c,c,c,63,15,9,c,c,c,94,c,c,0,19,c,c,0,76,c,c,0,15,c,c,0,23,53,0,8,40,0,0,19,43,0,6,32,0,0,9,c,7,7,10,9,c,6,7,8,58,0,c,55,c,c,0,47,0,c,44,c,c,0,82,32,10,49,75,48,34,0,32,c,c,91,49,42,-33,66,26,8,0,60,39,27,0,26,c,c,54,46,19,15,25,19,76,162,55,46,0,49,12,34,28,0,30,7,93,43,c,c,c,c,24,6,0,c,c,6,c,46,c,c,c,c,26,6,0,c,c,6,c
144,E06000037,LA,869,West Berkshire,171,157,161,145,172,35677,35796,36045,35790,35623,48,44,45,41,48,236,223,230,229,223,c,6,c,c,c,107,65,62,38,10,10,23,63,66,6,6,13,37,38,127,10,c,15,10,c,74,6,c,9,6,c,124,c,c,c,37,c,c,0,72,c,c,c,22,c,c,0,19,102,0,6,45,0,0,11,59,0,3,26,0,0,10,13,16,16,30,6,8,10,11,17,96,c,0,50,20,c,0,56,c,0,29,12,c,0,99,43,30,100,72,82,17,c,42,17,c,229,100,129,57,58,25,17,0,42,48,10,c,24,10,c,44,56,17,10,50,27,54,180,81,8,0,43,48,45,4,0,24,27,107,26,c,0,c,c,15,c,0,7,c,16,33,24,c,0,c,c,14,c,0,7,c,15,31
140,E06000038,LA,870,Reading,209,220,263,279,273,35786,36426,36656,37093,37080,58,60,72,75,74,289,337,362,368,366,c,0,c,c,0,151,122,55,45,20,34,57,110,52,7,12,21,40,19,164,71,c,24,c,0,60,26,c,9,c,0,194,7,14,21,26,11,0,0,71,3,5,8,10,4,0,0,62,156,0,21,34,0,0,23,57,0,8,12,0,0,c,6,11,9,c,c,3,4,3,c,91,c,c,150,10,14,0,33,c,c,55,4,5,0,184,c,c,88,185,88,96,0,c,0,c,136,88,48,-137,67,c,c,32,68,32,35,0,c,0,c,65,35,33,12,97,64,66,294,105,94,0,86,9,36,32,0,29,3,205,18,c,0,0,0,22,11,0,c,c,57,87,9,c,0,0,0,11,5,0,c,c,28,42
141,E06000039,LA,871,Slough,196,179,190,206,213,39829,40559,41429,42180,42699,49,44,46,49,50,305,321,295,313,337,c,7,6,7,c,103,110,48,52,17,33,31,83,49,8,15,15,39,23,104,44,40,19,c,c,49,21,19,9,c,c,143,c,18,0,39,c,c,0,67,c,8,0,18,c,c,0,65,99,0,c,26,0,c,31,46,0,c,12,0,c,10,12,14,8,c,5,7,7,4,c,0,6,0,104,85,18,0,0,3,0,49,40,8,0,150,c,c,66,147,62,88,0,c,c,0,135,66,69,-78,70,c,c,31,69,29,41,0,c,c,0,49,51,23,11,54,35,65,320,95,128,0,88,9,30,40,0,28,3,179,92,0,c,c,c,25,14,0,c,0,11,27,51,0,c,c,c,14,8,0,c,0,6,15
147,E06000041,LA,872,Wokingham,75,81,75,106,110,36869,37353,38167,38702,39532,20,22,20,27,28,112,111,104,141,162,0,c,c,c,c,63,47,57,43,7,12,18,36,37,6,11,16,33,34,71,11,12,c,8,c,65,10,11,c,7,c,80,c,8,c,11,c,0,0,73,c,7,c,10,c,0,0,30,41,0,10,29,0,0,27,37,0,9,26,0,0,c,c,8,14,12,c,c,11,13,11,68,0,c,25,c,8,0,62,0,c,23,c,7,0,73,23,14,43,67,42,31,0,23,c,c,114,43,71,c,66,21,13,0,61,38,28,0,21,c,c,38,62,11,10,15,12,80,157,68,49,0,27,13,43,31,0,17,8,94,34,0,0,0,0,12,0,0,15,c,26,c,36,0,0,0,0,13,0,0,16,c,28,c
83,E10000003,LA,873,Cambridgeshire,535,607,686,700,772,131150,132680,133720,134525,135719,41,46,51,52,57,788,875,964,1008,1023,12,c,7,c,c,432,340,56,44,41,94,146,276,215,5,12,19,36,28,600,54,15,46,33,24,78,7,2,6,4,3,572,40,6,c,145,c,0,c,74,5,1,c,19,c,0,c,160,351,0,c,160,c,0,21,45,0,c,21,c,0,19,61,67,62,78,4,10,10,9,10,238,c,c,420,102,6,c,31,c,c,54,13,1,c,320,371,81,347,425,241,79,94,277,12,69,578,347,231,-194,41,48,10,0,55,31,10,12,36,2,9,60,40,60,8,194,136,70,782,280,46,92,256,108,36,6,12,33,14,447,262,c,c,c,c,75,24,c,32,17,22,0,59,c,c,c,c,17,5,c,7,4,5,0
88,E06000031,LA,874,Peterborough,342,360,357,369,370,46592,47640,48915,50009,51137,73,76,73,74,72,509,542,536,528,540,13,13,14,8,8,216,154,58,42,24,37,60,154,95,6,10,16,42,26,270,47,22,21,c,c,73,13,6,6,c,c,289,c,c,46,15,13,c,0,78,c,c,12,4,4,c,0,63,215,0,c,60,0,c,17,58,0,c,16,0,c,12,28,26,22,23,4,8,7,6,6,165,0,c,176,22,c,0,45,0,c,48,6,c,0,239,108,23,148,222,128,111,c,104,16,c,291,148,143,-79,65,29,6,0,60,35,30,c,28,4,c,51,49,28,8,118,79,67,436,175,92,c,128,c,40,21,c,29,c,258,48,c,c,0,c,60,19,0,18,11,32,62,19,c,c,0,c,23,7,0,7,4,12,24
23,E06000006,LA,876,Halton,232,239,266,262,265,28242,28279,28359,28408,28617,82,85,94,92,93,330,310,336,342,323,9,12,15,17,15,137,128,52,48,10,37,76,99,43,4,14,29,37,16,c,c,0,0,c,0,c,c,0,0,c,0,171,11,30,c,42,c,0,c,65,4,11,c,16,c,0,c,37,182,0,29,c,0,c,14,69,0,11,c,0,c,c,6,7,c,c,c,3,3,c,c,125,c,c,98,c,30,c,47,c,c,37,c,11,c,233,c,c,148,117,148,85,0,c,0,c,290,148,142,25,88,c,c,56,44,56,32,0,c,0,c,51,49,22,8,117,80,68,215,112,72,0,c,c,52,33,0,c,c,212,73,c,c,c,c,33,7,0,c,c,21,61,34,c,c,c,c,16,3,0,c,c,10,29
36,E06000007,LA,877,Warrington,300,346,382,401,385,44450,44468,44648,44646,44484,67,78,86,90,87,398,470,503,520,515,0,0,0,0,0,227,158,59,41,15,49,77,172,72,4,13,20,45,19,332,17,c,c,17,c,86,4,c,c,4,c,261,17,46,c,50,c,c,c,68,4,12,c,13,c,c,c,51,262,0,25,47,0,0,13,68,0,6,12,0,0,c,c,7,22,19,c,c,2,5,5,224,c,c,103,c,46,c,58,c,c,27,c,12,c,320,39,26,229,156,227,93,c,38,c,c,366,229,137,-19,83,10,7,0,41,59,24,c,10,c,c,63,37,47,12,155,101,65,384,219,78,c,51,c,57,20,c,13,c,266,110,c,0,c,0,39,24,c,35,9,41,c,41,c,0,c,0,15,9,c,13,3,15,c
153,E10000008,LA,878,Devon,701,708,682,698,750,142130,142591,143543,144720,145878,49,50,48,48,51,1029,1075,1009,989,991,39,25,19,19,15,436,314,58,42,45,85,129,294,197,6,11,17,39,26,695,16,c,c,10,14,93,2,c,c,1,2,574,11,21,c,124,c,7,6,77,1,3,c,17,c,1,1,131,413,0,c,163,c,0,17,55,0,c,22,c,0,c,c,24,23,19,c,c,4,3,3,422,c,0,262,34,21,c,56,c,0,35,5,3,c,445,285,20,570,180,387,58,168,117,c,c,880,570,310,130,59,38,3,0,24,52,8,22,16,c,c,65,35,99,13,211,142,67,883,417,59,197,192,18,47,7,22,22,2,562,263,0,c,7,0,82,55,c,13,9,60,67,47,0,c,1,0,15,10,c,2,2,11,12
158,E06000026,LA,879,Plymouth,392,407,391,418,412,51671,51868,52254,52417,52552,76,78,75,80,78,591,583,565,600,574,19,24,20,25,0,229,183,56,44,28,46,94,152,92,7,11,23,37,22,389,7,c,7,c,c,94,2,c,2,c,c,307,20,9,18,49,9,0,0,75,5,2,4,12,2,0,0,69,251,0,c,57,0,c,17,61,0,c,14,0,c,c,7,8,11,9,c,2,2,3,2,183,c,c,188,18,9,0,44,c,c,46,4,2,0,322,69,21,271,141,259,63,c,67,c,11,344,271,73,-68,78,17,5,0,34,63,15,c,16,c,3,79,21,43,10,112,78,70,519,288,94,0,96,41,55,18,0,18,8,325,107,c,0,c,0,21,11,c,9,0,139,29,33,c,0,c,0,6,3,c,3,0,43,9
163,E06000027,LA,880,Torbay,306,279,289,329,362,25077,25262,25374,25417,25423,122,110,114,129,142,424,399,392,422,476,28,18,19,14,19,193,169,53,47,13,54,64,167,64,4,15,18,46,18,325,28,c,c,c,c,90,8,c,c,c,c,275,21,8,c,50,c,c,0,76,6,2,c,14,c,c,0,53,200,0,c,70,c,0,15,55,0,c,19,c,0,0,0,c,c,c,0,0,c,c,c,175,13,c,151,12,c,0,48,4,c,42,3,c,0,233,121,8,185,177,178,55,c,118,c,c,245,185,60,-117,64,33,2,0,49,49,15,c,33,c,c,76,24,40,11,129,83,64,405,205,58,c,133,c,51,14,c,33,c,365,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,100
84,E10000012,LA,881,Essex,1027,1006,1014,1015,1054,300324,302994,305817,308028,311172,34,33,33,33,34,1529,1445,1481,1463,1502,36,27,18,13,9,617,437,59,41,48,89,150,442,325,5,8,14,42,31,817,91,c,48,72,c,78,9,c,5,7,c,750,38,c,131,87,22,c,0,71,4,c,12,8,2,c,0,119,569,0,c,276,0,c,11,54,0,c,26,0,c,90,105,101,92,108,9,10,10,9,10,607,14,10,378,20,25,0,58,1,1,36,2,2,0,645,297,112,827,227,583,62,150,147,94,18,1449,827,622,395,61,28,11,0,22,55,6,14,14,9,2,57,43,132,13,315,205,65,1221,629,78,206,150,158,52,6,17,12,13,712,267,c,c,10,0,101,36,8,32,16,21,208,38,c,c,1,0,14,5,1,4,2,3,29
89,E06000033,LA,882,Southend-on-Sea,228,262,282,289,308,38232,38427,38781,39115,39540,60,68,73,74,78,330,358,413,401,399,0,0,0,0,0,174,134,56,44,8,43,50,125,82,3,14,16,41,27,245,26,10,13,c,c,80,8,3,4,c,c,224,10,c,0,60,c,0,0,73,3,c,0,19,c,0,0,68,148,0,25,61,c,c,22,48,0,8,20,c,c,c,c,11,16,21,c,c,4,6,7,198,9,c,84,c,10,0,64,3,c,27,c,3,0,237,49,22,161,147,144,93,c,44,12,c,254,161,93,-54,77,16,7,0,48,47,30,c,14,4,c,63,37,37,12,91,60,66,345,160,92,c,64,c,46,27,c,19,c,228,124,c,c,c,0,31,14,0,c,0,40,8,54,c,c,c,0,14,6,0,c,0,18,4
91,E06000034,LA,883,Thurrock,284,333,333,299,293,40121,40999,42030,42824,43762,71,81,79,70,67,411,473,529,514,499,0,0,0,0,0,174,119,59,41,14,25,40,128,86,5,9,14,44,29,201,25,c,47,12,c,69,9,c,16,4,c,218,11,c,31,24,0,c,0,74,4,c,11,8,0,c,0,30,170,0,c,70,c,0,10,58,0,c,24,c,0,41,67,55,37,32,14,20,17,12,11,128,c,0,136,16,c,0,44,c,0,46,5,c,0,213,49,31,120,173,110,103,c,48,c,22,208,120,88,-85,73,17,11,0,59,38,35,c,16,c,8,58,42,24,8,92,61,66,369,94,93,c,c,139,25,25,c,c,38,168,56,c,c,9,c,43,c,c,16,9,14,12,33,c,c,5,c,26,c,c,10,5,8,7
69,E06000019,LA,884,Herefordshire,270,286,300,313,333,36082,36059,35895,35933,36103,75,79,84,87,92,368,384,378,407,407,c,c,c,c,c,175,158,53,47,14,44,85,133,57,4,13,26,40,17,317,9,0,c,c,0,95,3,0,c,c,0,270,c,18,14,21,c,c,0,81,c,5,4,6,c,c,0,35,260,0,20,18,0,0,11,78,0,6,5,0,0,c,6,9,8,6,c,2,3,3,2,218,0,c,90,c,18,0,65,0,c,27,c,5,0,247,72,14,260,73,234,13,19,53,7,7,352,260,92,19,74,22,4,0,22,70,4,6,16,2,2,74,26,30,9,142,92,65,284,183,18,14,54,15,64,6,5,19,5,187,40,0,c,c,c,29,25,0,7,c,32,43,21,0,c,c,c,16,13,0,4,c,17,23
79,E10000034,LA,885,Worcestershire,688,694,767,796,833,114986,115223,116054,116938,117783,60,60,66,68,71,948,923,1012,1042,1036,c,0,0,c,0,488,345,59,41,39,117,158,328,191,5,14,19,39,23,705,73,13,11,31,0,85,9,2,1,4,0,607,19,52,c,143,c,0,c,73,2,6,c,17,c,0,c,49,575,0,c,169,0,c,6,69,0,c,20,0,c,12,26,30,25,37,2,4,4,3,4,413,c,c,304,40,52,c,50,c,c,36,5,6,c,657,132,44,609,224,575,82,24,108,10,34,1029,609,420,196,79,16,5,0,27,69,10,3,13,1,4,59,41,92,11,278,197,71,924,591,84,34,140,75,64,9,4,15,8,680,324,14,c,18,c,131,45,c,50,28,59,c,48,2,c,3,c,19,7,c,7,4,9,c
135,E10000016,LA,886,Kent,1867,2314,1901,1641,1590,328257,330334,332979,336090,340140,57,70,57,49,47,2723,3359,3183,2655,2325,c,13,10,9,8,973,617,61,39,64,84,200,693,549,4,5,13,44,35,1214,88,55,94,139,0,76,6,3,6,9,0,1168,38,18,102,239,18,c,c,73,2,1,6,15,1,c,c,160,914,0,c,449,0,c,10,57,0,c,28,0,c,367,868,484,234,255,20,38,25,14,16,1066,c,9,439,51,18,c,67,c,1,28,3,1,c,1019,312,259,1376,214,949,70,214,98,213,46,2548,1376,1172,958,64,20,16,0,13,60,4,13,6,13,3,54,46,165,10,548,386,70,1867,815,127,285,194,446,44,7,15,10,24,1136,391,16,c,c,c,158,43,c,19,c,82,414,34,1,c,c,c,14,4,c,2,c,7,36
136,E06000035,LA,887,Medway,426,430,390,414,424,62498,63103,63624,63943,64391,68,68,61,65,66,615,629,564,562,577,69,68,61,46,52,237,187,56,44,30,53,74,179,88,7,13,17,42,21,373,28,c,14,c,0,88,7,c,3,c,0,357,10,c,0,50,c,0,0,84,2,c,0,12,c,0,0,53,226,0,c,102,0,c,13,53,0,c,24,0,c,c,c,c,c,11,c,c,c,c,3,248,c,c,137,26,6,0,58,c,c,32,6,1,0,336,66,22,239,185,232,104,0,66,7,15,635,239,396,211,79,16,5,0,44,55,25,0,16,2,4,38,62,40,9,170,121,71,432,226,89,0,88,29,52,21,0,20,7,263,102,0,c,6,c,57,29,c,18,14,26,c,39,0,c,2,c,22,11,c,7,5,10,c
25,E10000017,LA,888,Lancashire,1591,1660,1842,1949,2116,244635,245325,246552,247856,249727,65,68,75,79,85,2185,2234,2375,2599,2753,103,60,14,14,20,1128,988,53,47,133,352,476,803,352,6,17,22,38,17,1844,120,93,14,32,13,87,6,4,1,2,1,1337,53,360,61,222,76,0,7,63,3,17,3,10,4,0,-,454,1387,0,c,178,c,c,21,66,0,c,8,c,c,c,7,11,25,22,c,-,1,1,1,877,18,9,799,46,360,7,41,1,-,38,2,17,-,1686,407,23,1623,493,1407,279,206,201,10,13,2565,1623,942,449,80,19,1,0,23,66,13,10,9,-,1,63,37,226,11,781,535,69,2382,1548,282,264,248,40,65,12,11,10,2,1543,341,19,c,39,121,188,97,0,102,c,270,347,22,1,c,3,8,12,6,0,7,c,17,22
16,E06000008,LA,889,Blackburn with Darwen,316,344,368,375,403,38267,38285,38480,38657,38481,83,90,96,97,105,434,484,501,529,545,0,0,0,0,c,229,174,57,43,39,84,73,143,64,10,21,18,35,16,328,19,40,c,c,0,81,5,10,c,c,0,257,c,61,c,48,c,0,18,64,c,15,c,12,c,0,4,108,237,0,35,c,0,c,27,59,0,9,c,0,c,c,0,6,c,c,c,0,2,c,c,207,c,c,96,10,61,18,51,c,c,24,2,15,4,344,c,c,229,174,228,116,c,c,0,c,368,229,139,-35,85,c,c,57,43,57,29,c,c,0,c,62,38,46,11,127,82,65,451,267,125,c,c,c,59,28,c,c,c,295,77,c,c,c,c,23,21,0,12,c,51,97,26,c,c,c,c,8,7,0,4,c,17,33
17,E06000009,LA,890,Blackpool,454,469,525,533,568,28847,28724,28660,28760,28904,157,163,183,185,197,631,678,732,733,730,34,28,24,28,29,313,255,55,45,49,83,114,238,84,9,15,20,42,15,520,32,c,0,10,c,92,6,c,0,2,c,404,25,57,c,70,c,0,0,71,4,10,c,12,c,0,0,84,389,0,c,52,0,c,15,68,0,c,9,0,c,0,0,0,0,c,0,0,0,0,c,315,c,c,164,c,57,0,55,c,c,29,c,10,0,448,c,c,322,246,317,131,c,114,0,c,465,322,143,-103,79,c,c,57,43,56,23,c,20,0,c,69,31,67,12,206,129,63,603,340,134,c,121,c,56,22,c,20,c,393,192,8,12,c,0,57,33,c,28,7,17,31,49,2,3,c,0,15,8,c,7,2,4,8
63,E10000024,LA,891,Nottinghamshire,839,816,769,790,869,163094,163263,164126,165481,166542,51,50,47,48,52,1215,1196,1107,1079,1153,22,26,25,22,18,497,372,57,43,49,113,143,380,184,6,13,16,44,21,752,72,11,c,23,c,87,8,1,c,3,c,655,28,20,56,104,c,c,0,75,3,2,6,12,c,c,0,133,476,0,c,187,0,c,15,55,0,c,22,0,c,31,38,37,30,23,4,5,5,4,3,435,c,c,375,29,20,0,50,c,c,43,3,2,0,657,187,25,557,312,504,153,40,147,13,12,1199,557,642,330,76,22,3,0,36,58,18,5,17,1,1,46,54,33,4,286,255,89,932,567,140,41,160,24,61,15,4,17,3,556,68,6,8,8,c,115,41,c,48,c,c,251,12,1,1,1,c,21,7,c,9,c,c,45
62,E06000018,LA,892,Nottingham,578,594,622,616,629,64985,65906,67073,67939,68651,89,90,93,91,92,854,831,824,830,838,82,84,82,73,64,360,269,57,43,40,64,94,265,166,6,10,15,42,26,392,109,43,63,c,c,62,17,7,10,c,c,453,16,8,6,135,11,0,0,72,3,1,1,21,2,0,0,107,319,0,77,117,0,9,17,51,0,12,19,0,1,11,16,34,33,43,2,3,5,5,7,279,9,8,302,23,8,0,44,1,1,48,4,1,0,472,113,44,244,385,210,262,c,112,33,c,431,244,187,-198,75,18,7,0,61,33,42,c,18,5,c,57,43,63,10,230,158,69,662,237,197,c,169,c,36,30,c,26,c,428,29,0,0,c,0,77,21,0,c,13,84,191,7,0,0,c,0,18,5,0,c,3,20,45
71,E06000051,LA,893,Shropshire,310,284,292,338,396,59778,59352,59461,59691,59839,52,48,49,57,66,399,389,401,423,483,c,c,0,0,0,209,187,53,47,21,64,84,144,83,5,16,21,36,21,350,17,c,c,17,c,88,4,c,c,4,c,264,c,41,14,65,c,0,c,67,c,10,4,16,c,0,c,78,237,0,c,72,0,c,20,60,0,c,18,0,c,c,c,19,17,14,c,c,7,5,4,229,0,0,118,c,41,c,58,0,0,30,c,10,c,256,122,18,278,118,210,46,57,65,11,7,596,278,318,200,65,31,5,0,30,53,12,14,16,3,2,47,53,25,6,117,82,70,390,189,52,49,76,24,48,13,13,19,6,242,62,0,0,0,0,c,6,0,c,0,161,7,26,0,0,0,0,c,2,0,c,0,67,3
75,E06000020,LA,894,Telford and Wrekin,293,299,379,370,388,39029,39208,39488,40141,40620,75,76,96,92,96,415,404,475,485,480,c,0,0,0,0,202,186,52,48,27,72,79,141,69,7,19,20,36,18,336,32,12,c,c,0,87,8,3,c,c,0,282,19,28,c,45,c,c,0,73,5,7,c,12,c,c,0,53,231,0,60,c,0,c,14,60,0,15,c,0,c,0,c,c,c,c,0,c,c,c,c,192,c,c,157,c,28,0,49,c,c,40,c,7,0,318,c,c,223,165,222,96,0,c,c,c,376,223,153,-12,82,c,c,57,43,57,25,0,c,c,c,59,41,35,9,148,99,67,396,219,93,0,c,c,55,23,0,c,c,283,67,c,6,0,c,29,9,c,c,c,63,95,24,c,2,0,c,10,3,c,c,c,22,34
20,E06000049,LA,895,Cheshire East,358,391,428,477,485,75095,74987,75472,75834,76523,48,52,57,63,63,476,527,562,622,631,37,37,35,35,29,255,230,53,47,18,71,92,196,108,4,15,19,40,22,447,16,7,7,8,0,92,3,1,1,2,0,319,12,55,c,71,c,c,18,66,2,11,c,15,c,c,4,68,343,0,34,40,0,0,14,71,0,7,8,0,0,c,c,c,17,15,c,c,c,4,3,198,c,0,194,c,55,18,41,c,0,40,c,11,4,358,112,15,272,213,259,99,7,105,6,9,407,272,135,-78,74,23,3,0,44,53,20,1,22,1,2,67,33,67,14,181,110,61,633,380,96,9,117,31,60,15,1,18,5,478,187,c,c,c,c,54,21,c,17,13,87,90,39,c,c,c,c,11,4,c,4,3,18,19
21,E06000050,LA,896,Cheshire West and Chester,496,462,480,488,478,66155,66246,66586,67284,68054,75,70,72,73,70,637,643,655,681,609,0,c,c,c,0,267,211,56,44,14,75,99,209,81,3,16,21,44,17,454,10,c,6,c,c,95,2,c,1,c,c,319,c,70,23,47,0,c,c,67,c,15,5,10,0,c,c,75,343,0,28,32,0,0,16,72,0,6,7,0,0,c,c,6,c,c,c,c,1,c,c,234,17,0,144,c,70,c,49,4,0,30,c,15,c,384,c,c,280,198,274,110,c,85,0,c,456,280,176,-22,80,c,c,59,41,57,23,c,18,0,c,61,39,36,8,203,139,68,431,248,81,c,96,c,58,19,c,22,c,316,39,0,0,0,0,0,0,0,0,0,47,230,12,0,0,0,0,0,0,0,0,0,15,73
152,E06000052,LA,908,Cornwall,439,430,414,465,453,104923,105465,106179,107044,107810,42,41,39,43,42,677,676,623,687,687,143,112,99,78,73,247,206,55,45,36,50,59,191,117,8,11,13,42,26,425,20,c,c,c,0,94,4,c,c,c,0,337,12,37,24,32,c,c,c,74,3,8,5,7,c,c,c,77,287,0,c,56,c,0,17,63,0,c,12,c,0,0,0,c,c,c,0,0,c,c,c,298,c,c,97,14,37,c,66,c,c,21,3,8,c,252,186,15,371,82,243,c,127,59,c,14,514,371,143,61,56,41,3,0,18,54,c,28,13,c,3,72,28,53,12,126,89,71,669,366,15,155,92,41,55,2,23,14,6,432,265,0,c,0,0,31,17,0,35,c,75,c,61,0,c,0,0,7,4,0,8,c,17,c
22,E10000006,LA,909,Cumbria,685,659,632,666,683,93352,92933,92763,92624,92500,73,71,68,72,74,887,890,893,879,885,18,12,7,c,c,393,290,58,42,42,71,126,331,113,6,10,18,48,17,644,24,c,c,c,0,94,4,c,c,c,0,483,22,47,c,106,c,0,0,71,3,7,c,16,c,0,0,139,450,0,50,44,0,0,20,66,0,7,6,0,0,0,0,c,c,8,0,0,c,c,1,307,c,c,252,73,c,0,45,c,c,37,11,c,0,270,402,11,457,226,254,16,203,199,0,11,629,457,172,-54,40,59,2,0,33,37,2,30,29,0,2,73,27,50,7,280,189,68,670,253,18,175,211,13,38,3,26,31,2,444,103,9,c,c,c,56,20,0,26,9,130,78,23,2,c,c,c,13,5,0,6,2,29,18
155,E10000013,LA,916,Gloucestershire,519,558,611,656,718,123845,124796,126254,127004,128136,42,45,48,52,56,758,839,887,883,960,59,48,30,18,10,396,322,55,45,36,89,113,290,190,5,12,16,40,26,583,68,c,33,19,c,81,9,c,5,3,c,554,6,22,43,77,7,0,9,77,1,3,6,11,1,0,1,103,317,0,c,241,c,c,14,44,0,c,34,c,c,c,11,25,35,34,c,2,4,5,5,403,c,c,230,42,22,9,56,c,c,32,6,3,1,502,179,37,547,171,473,29,44,135,30,7,725,547,178,7,70,25,5,0,24,66,4,6,19,4,1,75,25,90,13,214,137,64,851,567,35,47,165,37,67,4,6,19,4,515,9,10,c,15,c,69,60,c,30,c,42,270,2,2,c,3,c,13,12,c,6,c,8,52
85,E10000015,LA,919,Hertfordshire,1003,1009,905,891,930,261708,264237,267176,269296,271005,38,38,34,33,34,1487,1496,1374,1295,1299,c,c,c,0,0,550,380,59,41,43,67,121,408,291,5,7,13,44,31,659,108,27,88,48,0,71,12,3,9,5,0,655,29,15,80,138,c,c,c,70,3,2,9,15,c,c,c,85,538,0,c,248,c,c,9,58,0,c,27,c,c,48,75,80,84,102,5,7,9,9,11,517,c,8,350,32,15,c,56,c,1,38,3,2,c,601,227,102,604,326,503,98,32,195,69,33,835,604,231,-95,65,24,11,0,35,54,11,3,21,7,4,72,28,122,13,308,217,70,1123,549,151,49,248,126,49,13,4,22,11,702,258,c,12,c,c,162,66,0,22,14,113,40,37,c,2,c,c,23,9,0,3,2,16,6
