time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Category,CPP_start,CPP_start_rate,CPP_child_start,CPP_child_start_rate,CPP_end,CPP_end_rate,CPP_child_end,CPP_child_end_rate,CPP_anypoint,CPP_anypoint_rate,CPP_child_anypoint,CPP_child_anypoint_rate,CPP_At31,CPP_At31_rate
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Child Protection Plans,1404,41.3,1403,41.2,1558,45.8,1554,45.7,2861,84.1,2827,83.1,1303,38.3
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Child Protection Plans,469,72.8,464,72.1,458,71.1,455,70.7,813,126.3,797,123.8,355,55.1
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Child Protection Plans,202,29.6,198,29,171,25,171,25,307,45,302,44.2,136,19.9
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Child Protection Plans,744,51.4,743,51.3,839,57.9,838,57.9,1431,98.8,1422,98.2,592,40.9
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Child Protection Plans,253,57.4,251,57,344,78.1,344,78.1,539,122.4,532,120.8,195,44.3
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Child Protection Plans,331,89.3,331,89.3,371,100.1,368,99.2,626,168.8,618,166.7,255,68.8
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Child Protection Plans,263,61.6,261,61.1,210,49.2,210,49.2,428,100.2,414,97,218,51.1
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Child Protection Plans,383,75.3,382,75.1,407,80.1,405,79.7,712,140.1,703,138.3,305,60
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Child Protection Plans,1136,43.4,1135,43.3,1173,44.8,1168,44.6,2132,81.4,2106,80.4,959,36.6
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Child Protection Plans,202,56.7,202,56.7,251,70.5,251,70.5,369,103.6,368,103.3,118,33.1
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Child Protection Plans,814,46.6,782,44.8,859,49.2,848,48.5,1492,85.4,1439,82.4,621,35.6
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Child Protection Plans,92,26.6,92,26.6,76,22,76,22,166,48,166,48,90,26
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Child Protection Plans,196,49.6,196,49.6,195,49.3,195,49.3,322,81.5,313,79.2,127,32.1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Child Protection Plans,99,27.5,99,27.5,181,50.4,181,50.4,272,75.7,270,75.1,91,25.3
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Child Protection Plans,208,57.2,204,56.1,253,69.6,247,67.9,389,106.9,375,103.1,136,37.4
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,Bristol City of,Child Protection Plans,510,54.2,510,54.2,529,56.3,528,56.2,878,93.4,871,92.6,349,37.1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Child Protection Plans,440,40.8,440,40.8,376,34.9,375,34.8,825,76.5,822,76.2,449,41.6
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Child Protection Plans,681,46.7,681,46.7,646,44.3,646,44.3,1164,79.8,1155,79.2,518,35.5
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Child Protection Plans,481,62.7,481,62.7,422,55,422,55,727,94.8,722,94.1,305,39.8
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Child Protection Plans,987,77,985,76.9,878,68.5,878,68.5,1640,128,1623,126.7,762,59.5
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Child Protection Plans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Child Protection Plans,223,51.3,222,51.1,215,49.5,212,48.8,361,83.1,350,80.6,146,33.6
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Child Protection Plans,282,53.7,282,53.7,362,68.9,362,68.9,617,117.4,614,116.8,255,48.5
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Child Protection Plans,107,35.4,107,35.4,152,50.4,152,50.4,226,74.9,226,74.9,74,24.5
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Child Protection Plans,483,43.6,483,43.6,509,46,509,46,911,82.3,905,81.8,402,36.3
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Child Protection Plans,254,43.1,253,43,291,49.4,286,48.6,492,83.6,477,81,201,34.1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Child Protection Plans,420,83.6,420,83.6,448,89.2,448,89.2,781,155.5,778,154.9,333,66.3
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Child Protection Plans,244,96,241,94.8,211,83,211,83,390,153.4,380,149.5,179,70.4
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Child Protection Plans,530,50.1,528,50,485,45.9,485,45.9,885,83.7,864,81.7,400,37.8
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Child Protection Plans,282,55.3,282,55.3,271,53.2,270,53,592,116.1,583,114.4,321,63
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Child Protection Plans,10,68.8,10,68.8,11,75.7,11,75.7,14,96.4,14,96.4,c,c
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Child Protection Plans,256,40.2,256,40.2,262,41.2,260,40.8,456,71.6,454,71.3,194,30.5
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Child Protection Plans,200,54.2,200,54.2,176,47.7,176,47.7,318,86.2,318,86.2,142,38.5
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Child Protection Plans,293,48.5,293,48.5,441,73,441,73,628,104,627,103.8,187,31
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Child Protection Plans,225,53.4,225,53.4,255,60.6,255,60.6,441,104.8,437,103.8,186,44.2
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Child Protection Plans,55,19.2,55,19.2,82,28.6,81,28.2,133,46.4,131,45.7,51,17.8
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Child Protection Plans,316,50.5,316,50.5,359,57.3,357,57,613,97.9,610,97.4,254,40.6
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Child Protection Plans,366,53.5,366,53.5,459,67,458,66.9,693,101.2,692,101.1,234,34.2
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Child Protection Plans,354,40.9,354,40.9,401,46.3,401,46.3,681,78.7,681,78.7,280,32.3
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Child Protection Plans,327,50.2,327,50.2,346,53.1,346,53.1,674,103.5,673,103.3,328,50.4
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Child Protection Plans,379,53.4,379,53.4,385,54.2,385,54.2,667,94,662,93.3,282,39.7
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Child Protection Plans,287,45,287,45,390,61.1,390,61.1,573,89.8,568,89,183,28.7
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Child Protection Plans,83,17.5,83,17.5,101,21.3,101,21.3,162,34.1,162,34.1,61,12.9
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Child Protection Plans,337,53.2,337,53.2,351,55.4,351,55.4,658,103.8,657,103.6,307,48.4
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Child Protection Plans,248,26.8,248,26.8,240,25.9,240,25.9,408,44,408,44,168,18.1
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Child Protection Plans,151,26.6,151,26.6,189,33.2,189,33.2,309,54.4,309,54.4,120,21.1
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Child Protection Plans,348,44.7,348,44.7,370,47.5,370,47.5,668,85.8,665,85.4,298,38.3
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Child Protection Plans,353,47,352,46.9,331,44.1,331,44.1,575,76.6,573,76.3,244,32.5
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Child Protection Plans,787,83.1,786,83,658,69.5,658,69.5,1353,142.9,1343,141.8,695,73.4
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Child Protection Plans,236,28.9,235,28.8,271,33.2,271,33.2,477,58.4,469,57.4,206,25.2
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Child Protection Plans,356,42.1,356,42.1,309,36.6,307,36.3,587,69.5,581,68.8,278,32.9
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Child Protection Plans,222,32.2,222,32.2,274,39.8,274,39.8,499,72.4,497,72.1,225,32.6
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Child Protection Plans,339,58.1,334,57.2,291,49.9,291,49.9,571,97.8,558,95.6,280,48
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Child Protection Plans,230,40,230,40,235,40.8,235,40.8,442,76.8,434,75.4,207,36
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Child Protection Plans,503,68.6,503,68.6,497,67.7,497,67.7,872,118.8,867,118.2,375,51.1
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Child Protection Plans,311,47.9,310,47.8,294,45.3,294,45.3,539,83.1,538,82.9,245,37.8
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Child Protection Plans,136,34.9,136,34.9,145,37.2,145,37.2,274,70.3,273,70,129,33.1
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Child Protection Plans,203,42.9,202,42.7,220,46.5,220,46.5,404,85.5,399,84.4,184,38.9
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Child Protection Plans,363,47.7,362,47.5,399,52.4,398,52.3,649,85.2,647,85,250,32.8
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Child Protection Plans,126,27.7,126,27.7,129,28.3,129,28.3,225,49.4,225,49.4,96,21.1
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Child Protection Plans,267,55.7,266,55.5,345,72,341,71.1,532,111,523,109.1,187,39
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Child Protection Plans,262,39.1,262,39.1,205,30.6,205,30.6,423,63.1,423,63.1,218,32.5
2018,Reporting year,National,E92000001,England,,,,,,Child Protection Plans,68770,58,68590,57.8,65920,55.6,65720,55.4,119720,100.9,118480,99.8,53790,45.3
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Child Protection Plans,4630,87.7,4620,87.5,4330,82.1,4320,81.8,7800,147.8,7730,146.5,3470,65.7
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Child Protection Plans,10740,69.6,10710,69.4,10730,69.5,10680,69.2,19010,123.2,18800,121.8,8290,53.7
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Child Protection Plans,6700,57.8,6670,57.5,6330,54.6,6310,54.5,11670,100.7,11570,99.8,5340,46.1
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Child Protection Plans,6110,61.8,6100,61.7,5910,59.7,5890,59.6,10840,109.7,10750,108.7,4940,49.9
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Child Protection Plans,8750,68.2,8720,68,8030,62.6,8000,62.4,14440,112.5,14210,110.8,6410,49.9
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Child Protection Plans,5180,39.1,5160,39,5310,40.1,5280,39.9,9150,69.1,9040,68.3,3840,29
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,Child Protection Plans,10100,50.5,10080,50.4,9900,49.4,9870,49.3,17820,89.1,17700,88.4,7930,39.6
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Child Protection Plans,10490,54,10470,53.8,9470,48.7,9460,48.7,18450,94.9,18260,94,8980,46.2
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Child Protection Plans,6080,55.4,6070,55.3,5930,54,5900,53.8,10530,96.1,10420,95,4610,42
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Child Protection Plans,3930,53.2,3920,53.2,3860,52.3,3860,52.3,7070,95.9,7050,95.5,3220,43.6
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Child Protection Plans,6170,48.8,6160,48.7,6040,47.8,6020,47.6,10750,85.1,10660,84.3,4710,37.3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Child Protection Plans,139,61.8,139,61.8,93,41.4,93,41.4,208,92.5,204,90.8,115,51.2
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Child Protection Plans,785,78.1,784,78,789,78.5,786,78.2,1285,127.8,1274,126.7,496,49.3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Child Protection Plans,354,89,354,89,370,93,367,92.3,665,167.2,656,164.9,295,74.2
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Child Protection Plans,186,92.8,183,91.3,155,77.3,155,77.3,324,161.6,321,160.1,169,84.3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Child Protection Plans,286,88.3,286,88.3,294,90.8,294,90.8,560,172.9,558,172.2,266,82.1
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Child Protection Plans,596,103.6,596,103.6,502,87.2,502,87.2,990,172,976,169.6,488,84.8
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Child Protection Plans,180,44,179,43.8,175,42.8,173,42.3,325,79.5,321,78.5,150,36.7
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Child Protection Plans,511,86.7,509,86.4,350,59.4,350,59.4,741,125.8,739,125.4,391,66.4
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Child Protection Plans,224,81.4,224,81.4,268,97.4,267,97,424,154.1,423,153.7,156,56.7
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Child Protection Plans,283,95.6,282,95.2,225,76,225,76,454,153.3,450,152,229,77.3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Child Protection Plans,301,69.6,300,69.4,393,90.9,392,90.6,609,140.8,603,139.4,216,49.9
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Child Protection Plans,782,143.6,781,143.5,715,131.3,712,130.8,1210,222.2,1203,221,495,90.9
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Child Protection Plans,341,88.2,341,88.2,376,97.3,376,97.3,656,169.7,656,169.7,280,72.4
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Child Protection Plans,448,155.8,448,155.8,535,186,533,185.3,810,281.6,805,279.9,275,95.6
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Child Protection Plans,299,44.3,299,44.3,255,37.8,255,37.8,520,77.1,520,77.1,265,39.3
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Child Protection Plans,264,61.2,264,61.2,225,52.2,225,52.2,424,98.3,424,98.3,199,46.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Child Protection Plans,452,59.6,449,59.2,440,58,440,58,726,95.7,718,94.7,286,37.7
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Child Protection Plans,302,44.9,302,44.9,337,50.1,337,50.1,552,82,549,81.6,215,32
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Child Protection Plans,740,79.9,736,79.5,649,70.1,648,70,1263,136.4,1246,134.5,614,66.3
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Child Protection Plans,234,82.4,233,82,190,66.9,189,66.5,369,129.9,363,127.8,179,63
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Child Protection Plans,233,70.8,227,68.9,267,81.1,267,81.1,452,137.3,445,135.1,185,56.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Child Protection Plans,1513,61,1513,61,1676,67.6,1666,67.2,2921,117.9,2889,116.6,1245,50.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Child Protection Plans,536,57.3,536,57.3,546,58.4,540,57.7,911,97.4,898,96,365,39
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Child Protection Plans,1157,95.5,1151,95,1114,91.9,1112,91.8,2096,173,2053,169.4,982,81
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Child Protection Plans,729,123.4,726,122.9,494,83.6,492,83.3,1043,176.6,1037,175.6,549,92.9
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Child Protection Plans,314,60.2,314,60.2,225,43.2,225,43.2,465,89.2,465,89.2,240,46
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Child Protection Plans,456,81.9,456,81.9,535,96.1,524,94.1,882,158.5,853,153.3,347,62.3
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Child Protection Plans,310,57.9,310,57.9,307,57.4,307,57.4,545,101.8,538,100.5,238,44.5
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Child Protection Plans,161,43.9,161,43.9,264,72,264,72,391,106.7,390,106.4,127,34.7
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans,437,69.5,437,69.5,344,54.7,343,54.5,676,107.5,673,107,332,52.8
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans,576,116,574,115.6,464,93.5,464,93.5,949,191.2,946,190.6,485,97.7
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans,261,46.9,261,46.9,257,46.2,257,46.2,516,92.7,504,90.6,259,46.5
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans,208,46.6,206,46.1,274,61.4,274,61.4,440,98.6,433,97,166,37.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans,387,56.8,387,56.8,447,65.7,442,64.9,647,95,641,94.2,200,29.4
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans,382,56.4,381,56.3,506,74.7,504,74.4,759,112.1,754,111.4,253,37.4
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Child Protection Plans,250,49.8,250,49.8,317,63.2,317,63.2,506,100.8,506,100.8,189,37.7
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Child Protection Plans,582,41.1,582,41.1,570,40.3,570,40.3,1140,80.5,1140,80.5,570,40.3
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Child Protection Plans,320,69.3,319,69.1,312,67.6,310,67.1,565,122.4,559,121.1,253,54.8
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Child Protection Plans,491,74.5,488,74.1,540,82,535,81.2,914,138.8,896,136,374,56.8
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans,260,41.5,260,41.5,270,43.1,270,43.1,473,75.5,469,74.9,203,32.4
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Child Protection Plans,492,87.2,492,87.2,467,82.7,467,82.7,900,159.4,894,158.4,433,76.7
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Child Protection Plans,533,53.4,533,53.4,618,61.9,618,61.9,970,97.2,964,96.6,352,35.3
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Child Protection Plans,674,40.5,666,40.1,664,39.9,662,39.8,1186,71.3,1174,70.6,522,31.4
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Child Protection Plans,312,90.7,312,90.7,246,71.5,245,71.2,511,148.6,508,147.7,265,77.1
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Child Protection Plans,169,47.4,169,47.4,151,42.3,151,42.3,280,78.5,280,78.5,129,36.2
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Child Protection Plans,577,49.1,568,48.3,486,41.3,486,41.3,1001,85.1,979,83.3,515,43.8
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Child Protection Plans,852,149.6,845,148.4,570,100.1,570,100.1,1221,214.4,1210,212.5,651,114.3
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Child Protection Plans,617,52.9,617,52.9,606,51.9,603,51.7,1065,91.3,1058,90.7,459,39.3
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Child Protection Plans,363,50.7,361,50.4,302,42.2,302,42.2,564,78.7,560,78.2,262,36.6
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Child Protection Plans,203,55.6,203,55.6,208,56.9,208,56.9,374,102.4,369,101,166,45.4
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Child Protection Plans,633,106.1,630,105.6,471,78.9,471,78.9,990,165.9,979,164.1,519,87
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Child Protection Plans,1010,66,1007,65.8,956,62.4,954,62.3,1927,125.9,1904,124.4,971,63.4
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Child Protection Plans,741,88.4,741,88.4,522,62.3,522,62.3,1136,135.6,1132,135.1,614,73.3
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Child Protection Plans,537,38.8,537,38.8,571,41.3,571,41.3,965,69.7,964,69.6,394,28.5
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Child Protection Plans,517,35.7,511,35.3,593,41,588,40.6,892,61.7,872,60.3,299,20.7
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Child Protection Plans,981,58.4,980,58.4,1157,68.9,1153,68.7,1891,112.6,1874,111.6,734,43.7
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Child Protection Plans,748,110.1,747,110,635,93.5,635,93.5,1212,178.4,1206,177.5,577,84.9
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Child Protection Plans,921,55.7,920,55.6,976,59,974,58.9,1787,108,1775,107.3,811,49
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Child Protection Plans,23,29.6,23,29.6,24,30.9,24,30.9,43,55.4,43,55.4,19,24.5
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Child Protection Plans,1682,58.4,1673,58.1,1481,51.4,1477,51.3,2674,92.8,2617,90.8,1193,41.4
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Child Protection Plans,590,76,587,75.7,636,82,636,82,1100,141.8,1090,140.5,464,59.8
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Child Protection Plans,528,76.7,528,76.7,511,74.3,510,74.1,919,133.6,900,130.8,408,59.3
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Child Protection Plans,308,85.7,308,85.7,225,62.6,222,61.8,422,117.4,413,114.9,197,54.8
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Child Protection Plans,1020,125.8,1019,125.7,608,75,608,75,1433,176.7,1429,176.2,825,101.8
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Child Protection Plans,214,35.9,212,35.5,264,44.2,264,44.2,454,76.1,449,75.2,190,31.8
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Child Protection Plans,260,55.7,259,55.4,237,50.7,234,50.1,442,94.6,429,91.8,205,43.9
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Child Protection Plans,968,57.3,968,57.3,860,50.9,859,50.8,1503,89,1487,88,643,38.1
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Child Protection Plans,362,63.2,362,63.2,494,86.3,493,86.1,774,135.1,767,133.9,280,48.9
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Child Protection Plans,251,62.5,250,62.3,355,88.4,355,88.4,584,145.5,567,141.3,229,57
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Child Protection Plans,687,102.2,686,102.1,604,89.9,599,89.1,1012,150.6,993,147.7,408,60.7
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Child Protection Plans,674,58.9,672,58.7,545,47.6,545,47.6,1106,96.7,1091,95.3,561,49
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Child Protection Plans,522,86.9,520,86.5,436,72.6,435,72.4,814,135.5,803,133.6,378,62.9
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Child Protection Plans,682,58.3,679,58.1,774,66.2,762,65.2,1198,102.4,1176,100.6,424,36.3
