time_period,time_identifier,geographic_level,country_code,country_name,placement_duration,placement_group,number,percentage
2018,Reporting year,National,E92000001,England,3. From 1 month to under 3 months,"Secure units, children’s homes and semi-independent living accommodation",2370,20
2018,Reporting year,National,E92000001,England,4. From 3 months to under 6 months,All placements,15210,16
2018,Reporting year,National,E92000001,England,4. From 3 months to under 6 months,Foster placements,8420,14
2018,Reporting year,National,E92000001,England,4. From 3 months to under 6 months,Other placements,130,14
2018,Reporting year,National,E92000001,England,4. From 3 months to under 6 months,Other placements in the community,1470,22
2018,Reporting year,National,E92000001,England,4. From 3 months to under 6 months,Other residential settings,620,16
2018,Reporting year,National,E92000001,England,4. From 3 months to under 6 months,Placed for adoption,1150,28
2018,Reporting year,National,E92000001,England,4. From 3 months to under 6 months,Placed with parents or other person with parental responsibility,1270,21
2018,Reporting year,National,E92000001,England,4. From 3 months to under 6 months,Residential schools,c,c
2018,Reporting year,National,E92000001,England,4. From 3 months to under 6 months,"Secure units, children’s homes and semi-independent living accommodation",2160,18
2018,Reporting year,National,E92000001,England,5. From 6 months to under 1 year,All placements,18320,20
2018,Reporting year,National,E92000001,England,5. From 6 months to under 1 year,Foster placements,11320,19
2018,Reporting year,National,E92000001,England,5. From 6 months to under 1 year,Other placements,70,8
2018,Reporting year,National,E92000001,England,5. From 6 months to under 1 year,Other placements in the community,1460,21
2018,Reporting year,National,E92000001,England,5. From 6 months to under 1 year,Other residential settings,400,10
2018,Reporting year,National,E92000001,England,5. From 6 months to under 1 year,Placed for adoption,2060,51
2018,Reporting year,National,E92000001,England,5. From 6 months to under 1 year,Placed with parents or other person with parental responsibility,880,15
2018,Reporting year,National,E92000001,England,5. From 6 months to under 1 year,Residential schools,30,23
2018,Reporting year,National,E92000001,England,5. From 6 months to under 1 year,"Secure units, children’s homes and semi-independent living accommodation",2120,18
2018,Reporting year,National,E92000001,England,6. From 1 years to under 2 years,All placements,14100,15
2018,Reporting year,National,E92000001,England,6. From 1 years to under 2 years,Foster placements,9840,17
2018,Reporting year,National,E92000001,England,6. From 1 years to under 2 years,Other placements,30,3
2018,Reporting year,National,E92000001,England,6. From 1 years to under 2 years,Other placements in the community,870,13
2018,Reporting year,National,E92000001,England,6. From 1 years to under 2 years,Other residential settings,130,3
2018,Reporting year,National,E92000001,England,6. From 1 years to under 2 years,Placed for adoption,500,12
2018,Reporting year,National,E92000001,England,6. From 1 years to under 2 years,Placed with parents or other person with parental responsibility,910,15
2018,Reporting year,National,E92000001,England,6. From 1 years to under 2 years,Residential schools,30,25
2018,Reporting year,National,E92000001,England,6. From 1 years to under 2 years,"Secure units, children’s homes and semi-independent living accommodation",1800,15
2018,Reporting year,National,E92000001,England,7. From 2 years to under 5 years,All placements,10030,11
2018,Reporting year,National,E92000001,England,7. From 2 years to under 5 years,Foster placements,7940,13
2018,Reporting year,National,E92000001,England,7. From 2 years to under 5 years,Other placements,c,c
2018,Reporting year,National,E92000001,England,7. From 2 years to under 5 years,Other placements in the community,20,~
2018,Reporting year,National,E92000001,England,7. From 2 years to under 5 years,Other residential settings,60,2
2018,Reporting year,National,E92000001,England,7. From 2 years to under 5 years,Placed for adoption,80,2
2018,Reporting year,National,E92000001,England,7. From 2 years to under 5 years,Placed with parents or other person with parental responsibility,730,12
2018,Reporting year,National,E92000001,England,7. From 2 years to under 5 years,Residential schools,30,26
2018,Reporting year,National,E92000001,England,7. From 2 years to under 5 years,"Secure units, children’s homes and semi-independent living accommodation",1160,10
2018,Reporting year,National,E92000001,England,8. From 5 years and over,All placements,2410,3
2018,Reporting year,National,E92000001,England,8. From 5 years and over,Foster placements,2210,4
2018,Reporting year,National,E92000001,England,8. From 5 years and over,Other placements,c,c
2018,Reporting year,National,E92000001,England,8. From 5 years and over,Other placements in the community,0,0
2018,Reporting year,National,E92000001,England,8. From 5 years and over,Other residential settings,0,0
2018,Reporting year,National,E92000001,England,8. From 5 years and over,Placed for adoption,10,~
2018,Reporting year,National,E92000001,England,8. From 5 years and over,Placed with parents or other person with parental responsibility,70,1
2018,Reporting year,National,E92000001,England,8. From 5 years and over,Residential schools,c,c
2018,Reporting year,National,E92000001,England,8. From 5 years and over,"Secure units, children’s homes and semi-independent living accommodation",120,1
2018,Reporting year,National,E92000001,England,All placements,All placements,93060,100
2018,Reporting year,National,E92000001,England,All placements,Foster placements,59520,64
2018,Reporting year,National,E92000001,England,All placements,Other placements,880,1
2018,Reporting year,National,E92000001,England,All placements,Other placements in the community,6810,7
2018,Reporting year,National,E92000001,England,All placements,Other residential settings,3840,4
2018,Reporting year,National,E92000001,England,All placements,Placed for adoption,4040,4
2018,Reporting year,National,E92000001,England,All placements,Placed with parents or other person with parental responsibility,5900,6
2018,Reporting year,National,E92000001,England,All placements,Residential schools,110,~
2018,Reporting year,National,E92000001,England,All placements,"Secure units, children’s homes and semi-independent living accommodation",11960,13
2018,Reporting year,National,E92000001,England,Average duration (days),All placements,358,z
2018,Reporting year,National,E92000001,England,Average duration (days),Foster placements,423,z
2018,Reporting year,National,E92000001,England,Average duration (days),Other placements,85,z
2018,Reporting year,National,E92000001,England,Average duration (days),Other placements in the community,166,z
2018,Reporting year,National,E92000001,England,Average duration (days),Other residential settings,100,z
2018,Reporting year,National,E92000001,England,Average duration (days),Placed for adoption,257,z
2018,Reporting year,National,E92000001,England,Average duration (days),Placed with parents or other person with parental responsibility,330,z
2018,Reporting year,National,E92000001,England,Average duration (days),Residential schools,544,z
2018,Reporting year,National,E92000001,England,Average duration (days),"Secure units, children’s homes and semi-independent living accommodation",292,z
2018,Reporting year,National,E92000001,England,Median duration (days),All placements,173,z
2018,Reporting year,National,E92000001,England,Median duration (days),Foster placements,201,z
2018,Reporting year,National,E92000001,England,Median duration (days),Other placements,26,z
2018,Reporting year,National,E92000001,England,Median duration (days),Other placements in the community,111,z
2018,Reporting year,National,E92000001,England,Median duration (days),Other residential settings,48,z
2018,Reporting year,National,E92000001,England,Median duration (days),Placed for adoption,218,z
2018,Reporting year,National,E92000001,England,Median duration (days),Placed with parents or other person with parental responsibility,155,z
2018,Reporting year,National,E92000001,England,Median duration (days),Residential schools,438,z
2018,Reporting year,National,E92000001,England,Median duration (days),"Secure units, children’s homes and semi-independent living accommodation",144,z
