LA_order,New_geog_code,geog_l,geog_c,geog_n,CL_All_17&18,CL_All_17,CL_All_18,CL_Act_EET17&18,CL_Act_EET17,CL_Act_EET18,CL_Act_HE17&18,CL_Act_HE17,CL_Act_HE18,CL_Act_OE17&18,CL_Act_OE17,CL_Act_OE18,CL_Act_TE17&18,CL_Act_TE17,CL_Act_TE18,CL_Act_NEET17&18,CL_Act_NEET17,CL_Act_NEET18,CL_Act_NEET_ill17&18,CL_Act_NEET_ill17,CL_Act_NEET_ill18,CL_Act_NEET_oth17&18,CL_Act_NEET_oth17,CL_Act_NEET_oth18,CL_Act_NEET_preg17&18,CL_Act_NEET_preg17,CL_Act_NEET_preg18,CL_Act_NoInf17&18,CL_Act_NoInf17,CL_Act_NoInf18,CL_Act_EET17&18_pc,CL_Act_EET17_pc,CL_Act_EET18_pc,CL_Act_HE17&18_pc,CL_Act_HE17_pc,CL_Act_HE18_pc,CL_Act_OE17&18_pc,CL_Act_OE17_pc,CL_Act_OE18_pc,CL_Act_TE17&18_pc,CL_Act_TE17_pc,CL_Act_TE18_pc,CL_Act_NEET17&18_pc,CL_Act_NEET17_pc,CL_Act_NEET18_pc,CL_Act_NEET_ill17&18_pc,CL_Act_NEET_ill17_pc,CL_Act_NEET_ill18_pc,CL_Act_NEET_oth17&18_pc,CL_Act_NEET_oth17_pc,CL_Act_NEET_oth18_pc,CL_Act_NEET_preg17&18_pc,CL_Act_NEET_preg17_pc,CL_Act_NEET_preg18_pc,CL_Act_NoInf17&18_pc,CL_Act_NoInf17_pc,CL_Act_NoInf18_pc,CL_Acc_Total_SUIT17&18,CL_Acc_Total_SUIT17,CL_Acc_Total_SUIT18,CL_Acc_SUIT17&18,CL_Acc_SUIT17,CL_Acc_SUIT18,CL_Acc_NotSUIT17&18,CL_Acc_NotSUIT17,CL_Acc_NotSUIT18,CL_Acc_NoSUITInfo17&18,CL_Acc_NoSUITInfo17,CL_Acc_NoSUITInfo18,CL_Acc_SUIT17&18_pc,CL_Acc_SUIT17_pc,CL_Acc_SUIT18_pc,CL_Acc_NotSUIT17&18_pc,CL_Acc_NotSUIT17_pc,CL_Acc_NotSUIT18_pc,CL_Acc_NoSUITInfo17&18_pc,CL_Acc_NoSUITInfo17_pc,CL_Acc_NoSUITInfo18_pc,CL_Acc_P17&18,CL_Acc_P17,CL_Acc_P18,CL_Acc_CH17&18,CL_Acc_CH17,CL_Acc_CH18,CL_Acc_SITA17&18,CL_Acc_SITA17,CL_Acc_SITA18,CL_Acc_SL17&18,CL_Acc_SL17,CL_Acc_SL18,CL_Acc_GA17&18,CL_Acc_GA17,CL_Acc_GA18,CL_Acc_Dep17&18,CL_Acc_Dep17,CL_Acc_Dep18,CL_Acc_OL17&18,CL_Acc_OL17,CL_Acc_OL18,CL_Acc_NK17&18,CL_Acc_NK17,CL_Acc_NK18,CL_Acc_NFA17&18,CL_Acc_NFA17,CL_Acc_NFA18,CL_Acc_F17&18,CL_Acc_F17,CL_Acc_F18,CL_Acc_IL17&18,CL_Acc_IL17,CL_Acc_IL18,CL_Acc_EA17&18,CL_Acc_EA17,CL_Acc_EA18,CL_Acc_BB17&18,CL_Acc_BB17,CL_Acc_BB18,CL_Acc_Cust17&18,CL_Acc_Cust17,CL_Acc_Cust18,CL_Acc_FFC17&18,CL_Acc_FFC17,CL_Acc_FFC18,CL_Acc_OTH17&18,CL_Acc_OTH17,CL_Acc_OTH18,CL_Acc_NoInf17&18,CL_Acc_NoInf17,CL_Acc_NoInf18,CL_Acc_P17&18_pc,CL_Acc_P17_pc,CL_Acc_P18_pc,CL_Acc_CH17&18_pc,CL_Acc_CH17_pc,CL_Acc_CH18_pc,CL_Acc_SITA17&18_pc,CL_Acc_SITA17_pc,CL_Acc_SITA18_pc,CL_Acc_SL17&18_pc,CL_Acc_SL17_pc,CL_Acc_SL18_pc,CL_Acc_GA17&18_pc,CL_Acc_GA17_pc,CL_Acc_GA18_pc,CL_Acc_Dep17&18_pc,CL_Acc_Dep17_pc,CL_Acc_Dep18_pc,CL_Acc_OL17&18_pc,CL_Acc_OL17_pc,CL_Acc_OL18_pc,CL_Acc_NK17&18_pc,CL_Acc_NK17_pc,CL_Acc_NK18_pc,CL_Acc_NFA17&18_pc,CL_Acc_NFA17_pc,CL_Acc_NFA18_pc,CL_Acc_F17&18_pc,CL_Acc_F17_pc,CL_Acc_F18_pc,CL_Acc_IL17&18_pc,CL_Acc_IL17_pc,CL_Acc_IL18_pc,CL_Acc_EA17&18_pc,CL_Acc_EA17_pc,CL_Acc_EA18_pc,CL_Acc_BB17&18_pc,CL_Acc_BB17_pc,CL_Acc_BB18_pc,CL_Acc_Cust17&18_pc,CL_Acc_Cust17_pc,CL_Acc_Cust18_pc,CL_Acc_FFC17&18_pc,CL_Acc_FFC17_pc,CL_Acc_FFC18_pc,CL_Acc_OTH17&18_pc,CL_Acc_OTH17_pc,CL_Acc_OTH18_pc,CL_Acc_NoInf17&18_pc,CL_Acc_NoInf17_pc,CL_Acc_NoInf18_pc,CL_InTouch_IT17&18,CL_InTouch_IT17,CL_InTouch_IT18,CL_InTouch_Refu17&18,CL_InTouch_Refu17,CL_InTouch_Refu18,CL_InTouch_NoServ17&18,CL_InTouch_NoServ17,CL_InTouch_NoServ18,CL_InTouch_Not17&18,CL_InTouch_Not17,CL_InTouch_Not18,CL_InTouch_IT17&18_pc,CL_InTouch_IT17_pc,CL_InTouch_IT18_pc,CL_InTouch_Refu17&18_pc,CL_InTouch_Refu17_pc,CL_InTouch_Refu18_pc,CL_InTouch_NoServ17&18_pc,CL_InTouch_NoServ17_pc,CL_InTouch_NoServ18_pc,CL_InTouch_Not17&18_pc,CL_InTouch_Not17_pc,CL_InTouch_Not18_pc,CL_Stayput_18,CL_Stayput_FFC_18,CL_Stayput_FFC_18_pc
154,E10000009,LA,835,Dorset,84,7,77,52,x,47,x,0,x,31,x,x,x,x,x,25,0,x,x,0,x,19,0,19,x,0,x,7,x,x,62,x,61,x,0,x,37,x,x,x,x,x,30,0,x,x,0,x,23,0,25,x,0,x,8,x,x,84,7,77,76,x,x,x,0,x,x,x,x,90,x,x,x,0,x,x,x,x,9,x,x,x,0,x,11,0,11,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,x,x,6,0,6,0,0,0,0,0,0,x,0,x,19,0,19,0,0,0,7,x,x,11,x,x,x,0,x,13,0,14,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,x,x,7,0,8,0,0,0,0,0,0,x,0,x,23,0,25,0,0,0,8,x,x,77,x,x,x,0,x,x,x,x,0,0,0,92,x,x,x,0,x,x,x,x,0,0,0,27,18,67
159,E06000029,LA,836,Poole,27,0,27,16,0,16,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,59,0,59,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,27,0,27,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,x,x,x
150,E06000028,LA,837,Bournemouth,35,x,x,22,x,21,x,0,x,10,0,10,x,x,x,x,0,11,x,0,x,8,0,x,0,0,0,x,x,x,63,x,64,x,0,x,29,0,30,x,x,x,x,0,33,x,0,x,23,0,x,0,0,0,x,x,x,34,x,x,x,x,x,x,0,x,x,x,x,x,x,x,x,0,x,x,x,x,x,x,x,x,0,x,8,0,8,6,0,6,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,6,0,6,x,0,x,x,x,x,x,x,x,x,0,x,23,0,24,17,0,18,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,17,0,18,x,0,x,x,x,x,x,x,32,0,0,0,x,x,0,x,0,x,x,x,97,0,0,0,x,x,0,x,0,x,17,6,35
4,E06000047,LA,840,Durham,62,11,51,51,x,43,0,0,0,41,x,x,10,x,x,x,x,x,x,0,x,x,x,x,0,0,0,x,0,x,82,x,84,0,0,0,66,x,x,16,x,x,x,x,x,x,0,x,x,x,x,0,0,0,x,0,x,62,11,51,x,11,x,x,0,x,x,0,x,x,100,x,x,0,x,x,0,x,18,x,x,x,0,x,x,x,x,11,x,x,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,13,0,13,x,0,x,29,x,x,x,0,x,x,x,x,18,x,x,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,21,0,25,x,0,x,x,11,x,0,0,0,x,0,x,x,0,x,x,100,x,0,0,0,x,0,x,x,0,x,19,x,26
3,E06000005,LA,841,Darlington,20,x,x,12,x,11,0,0,0,x,0,x,x,x,x,8,0,8,x,0,x,x,0,x,0,0,0,0,0,0,60,x,58,0,0,0,x,0,x,x,x,x,40,0,42,x,0,x,x,0,x,0,0,0,0,0,0,20,x,x,x,0,x,x,x,0,0,0,0,x,0,x,x,x,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,x,0,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,x,0,x,0,x,x,0,x,0,0,0,20,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,x,x,x
132,E10000011,LA,845,East Sussex,57,x,x,40,x,38,0,0,0,32,x,x,x,0,x,x,0,13,x,0,x,12,0,x,0,0,0,x,0,x,70,x,69,0,0,0,56,x,x,x,0,x,x,0,24,x,0,x,21,0,x,0,0,0,x,0,x,57,x,x,49,x,x,x,0,x,x,0,x,86,x,x,x,0,x,x,0,x,7,x,x,6,0,6,7,0,7,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,x,0,x,0,0,0,0,0,0,x,0,x,16,0,16,x,0,x,x,0,x,12,x,x,11,0,11,12,0,13,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,x,0,x,0,0,0,0,0,0,x,0,x,28,0,29,x,0,x,x,0,x,x,x,51,0,0,0,0,0,0,x,0,x,x,x,93,0,0,0,0,0,0,x,0,x,25,16,64
130,E06000043,LA,846,Brighton and Hove,79,x,x,62,x,60,x,0,x,49,x,x,x,x,x,x,0,16,x,0,x,14,0,x,0,0,0,x,0,x,78,x,78,x,0,x,62,x,x,x,x,x,x,0,21,x,0,x,18,0,x,0,0,0,x,0,x,79,x,x,x,x,x,x,0,x,x,0,x,x,x,x,x,0,x,x,0,x,11,x,x,x,0,x,18,0,18,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,x,0,x,0,0,0,0,0,0,x,0,x,18,0,18,x,x,0,x,0,x,14,x,x,x,0,x,23,0,23,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,x,0,x,0,0,0,0,0,0,x,0,x,23,0,23,x,x,0,x,0,x,x,x,76,x,0,x,0,0,0,0,0,0,x,x,99,x,0,x,0,0,0,0,0,0,33,18,55
133,E10000014,LA,850,Hampshire,188,17,171,86,x,81,x,x,x,63,x,x,x,0,20,51,x,49,x,0,x,42,x,x,x,x,x,51,10,41,46,x,47,x,x,x,34,x,x,x,0,12,27,x,29,x,0,x,22,x,x,x,x,x,27,59,24,188,17,171,120,x,x,17,x,x,51,10,41,64,x,x,9,x,x,27,59,24,24,x,x,x,0,x,28,x,x,13,0,13,0,0,0,0,0,0,38,x,x,0,0,0,0,0,0,x,0,x,10,x,x,0,0,0,0,0,0,x,0,x,0,0,0,16,x,x,51,10,41,13,x,x,x,0,x,15,x,x,7,0,8,0,0,0,0,0,0,20,x,x,0,0,0,0,0,0,x,0,x,5,x,x,0,0,0,0,0,0,x,0,x,0,0,0,9,x,x,27,59,24,137,x,130,x,0,x,x,x,x,x,8,x,73,x,76,x,0,x,x,x,x,x,47,x,74,0,-
139,E06000044,LA,851,Portsmouth,53,x,x,34,0,34,x,0,x,24,0,24,x,0,x,11,x,10,0,0,0,x,x,x,x,0,x,x,x,7,64,0,67,x,0,x,45,0,47,x,0,x,21,x,20,0,0,0,x,x,x,x,0,x,x,x,14,53,x,x,44,x,x,x,0,x,x,x,x,83,x,x,x,0,x,x,x,x,x,0,x,0,0,0,x,0,x,7,0,7,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,9,x,x,x,0,x,0,0,0,x,0,x,0,0,0,17,0,17,x,0,x,8,x,7,x,0,x,0,0,0,x,0,x,13,0,14,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,17,x,x,x,0,x,0,0,0,x,0,x,0,0,0,32,0,33,x,0,x,15,x,14,45,x,44,0,0,0,x,x,x,x,0,x,85,x,86,0,0,0,x,x,x,x,0,x,28,17,61
142,E06000045,LA,852,Southampton,52,x,x,25,0,25,0,0,0,14,0,14,11,0,11,x,x,20,0,0,0,19,x,x,x,0,x,x,x,x,48,0,53,0,0,0,27,0,30,21,0,23,x,x,43,0,0,0,37,x,x,x,0,x,x,x,x,51,x,x,41,x,x,x,0,x,x,x,x,80,x,x,x,0,x,x,x,x,12,0,12,x,0,x,16,x,x,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,7,0,7,x,0,x,x,x,x,23,0,26,x,0,x,31,x,x,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,13,0,15,x,0,x,x,x,x,x,x,45,0,0,0,0,0,0,x,x,x,x,x,96,0,0,0,0,0,0,x,x,x,18,7,39
59,E10000018,LA,855,Leicestershire,71,x,x,52,x,50,x,0,x,32,x,x,x,x,x,19,x,18,x,0,x,x,x,x,x,0,x,0,0,0,73,x,74,x,0,x,45,x,x,x,x,x,27,x,26,x,0,x,x,x,x,x,0,x,0,0,0,71,x,x,65,x,x,6,0,6,0,0,0,92,x,x,8,0,9,0,0,0,9,x,x,x,0,x,15,0,15,8,0,8,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,7,0,7,8,0,8,0,0,0,0,0,0,x,0,x,12,0,12,x,0,x,0,0,0,13,x,x,x,0,x,21,0,22,11,0,12,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,10,0,10,11,0,12,0,0,0,0,0,0,x,0,x,17,0,18,x,0,x,0,0,0,x,x,67,0,0,0,0,0,0,x,0,x,x,x,99,0,0,0,0,0,0,x,0,x,14,12,86
58,E06000016,LA,856,Leicester,82,x,x,52,x,51,x,0,x,39,x,x,x,0,12,30,x,29,x,0,x,20,x,x,x,0,x,0,0,0,63,x,64,x,0,x,48,x,x,x,0,15,37,x,36,x,0,x,24,x,x,x,0,x,0,0,0,82,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,22,x,x,x,0,x,30,0,30,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,27,x,x,x,0,x,37,0,38,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,82,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,19,9,47
64,E06000017,LA,857,Rutland,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0
73,E10000028,LA,860,Staffordshire,146,x,x,93,x,90,x,0,x,62,x,x,x,x,x,43,0,43,x,0,x,37,0,37,x,0,x,10,0,10,64,x,63,x,0,x,42,x,x,x,x,x,29,0,30,x,0,x,25,0,26,x,0,x,7,0,7,144,x,x,131,x,x,x,x,x,x,0,x,91,x,x,x,x,x,x,0,x,15,x,x,x,0,x,46,0,46,10,0,10,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,22,0,22,x,0,x,0,0,0,x,x,0,25,0,25,6,0,6,10,0,10,10,x,x,x,0,x,32,0,32,7,0,7,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,15,0,15,x,0,x,0,0,0,x,x,0,17,0,17,4,0,4,7,0,7,133,x,130,0,0,0,x,0,x,x,0,9,91,x,91,0,0,0,x,0,x,x,0,6,33,25,76
74,E06000021,LA,861,Stoke-on-Trent,51,8,43,23,x,18,x,0,x,11,x,x,x,x,x,28,x,25,x,0,x,21,x,x,x,x,x,0,0,0,45,x,42,x,0,x,22,x,x,x,x,x,55,x,58,x,0,x,41,x,x,x,x,x,0,0,0,51,8,43,x,8,x,x,0,x,0,0,0,x,100,x,x,0,x,0,0,0,9,x,x,x,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,25,x,x,0,0,0,0,0,0,0,0,0,x,0,x,x,x,x,0,0,0,18,x,x,x,0,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,49,x,x,0,0,0,0,0,0,0,0,0,x,0,x,x,x,x,0,0,0,51,8,43,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,x,x,x
164,E06000054,LA,865,Wiltshire,66,x,x,48,x,45,x,0,x,36,x,x,x,x,10,x,x,16,x,0,x,15,x,x,0,0,0,x,0,x,73,x,73,x,0,x,55,x,x,x,x,16,x,x,26,x,0,x,23,x,x,0,0,0,x,0,x,65,x,x,x,x,x,x,0,x,x,0,x,x,x,x,x,0,x,x,0,x,16,x,x,x,0,x,15,x,x,7,0,7,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,9,0,9,0,0,0,0,0,0,x,0,x,10,0,10,x,0,x,x,0,x,24,x,x,x,0,x,23,x,x,11,0,11,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,14,0,15,0,0,0,0,0,0,x,0,x,15,0,16,x,0,x,x,0,x,x,x,61,x,0,x,0,0,0,0,0,0,x,x,98,x,0,x,0,0,0,0,0,0,19,9,47
162,E06000030,LA,866,Swindon,45,x,x,31,x,28,0,0,0,25,x,x,x,x,x,14,0,14,x,0,x,x,0,x,0,0,0,0,0,0,69,x,67,0,0,0,56,x,x,x,x,x,31,0,33,x,0,x,x,0,x,0,0,0,0,0,0,44,x,x,38,x,x,6,x,x,0,0,0,86,x,x,14,x,x,0,0,0,7,x,x,x,0,x,7,0,7,6,0,6,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,x,x,x,0,x,9,0,9,0,0,0,16,x,x,x,0,x,16,0,17,13,0,14,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,x,x,x,0,x,20,0,21,0,0,0,45,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,18,x,22
129,E06000036,LA,867,Bracknell Forest,19,0,19,x,0,x,0,0,0,x,0,x,x,0,x,10,0,10,0,0,0,10,0,10,0,0,0,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,53,0,53,0,0,0,53,0,53,0,0,0,x,0,x,19,0,19,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,6,x,50
146,E06000040,LA,868,Windsor and Maidenhead,21,0,21,x,0,x,x,0,x,11,0,11,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,52,0,52,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,0,0,0,21,0,21,21,0,21,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,9,0,9,x,0,x,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,43,0,43,x,0,x,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,11,9,82
144,E06000037,LA,869,West Berkshire,27,x,x,21,x,20,x,x,x,13,0,13,x,0,x,6,x,x,x,x,x,x,0,x,x,0,x,0,0,0,78,x,80,x,x,x,48,0,52,x,0,x,22,x,x,x,x,x,x,0,x,x,0,x,0,0,0,27,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,6,x,x,0,0,0,x,0,x,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,7,0,7,0,0,0,0,0,0,22,x,x,0,0,0,x,0,x,26,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,26,0,28,0,0,0,0,0,0,x,x,24,0,0,0,x,0,x,0,0,0,x,x,96,0,0,0,x,0,x,0,0,0,13,7,54
140,E06000038,LA,870,Reading,39,x,x,28,x,27,x,0,x,19,x,x,x,0,8,x,x,9,0,0,0,x,0,x,x,x,x,x,0,x,72,x,73,x,0,x,49,x,x,x,0,22,x,x,24,0,0,0,x,0,x,x,x,x,x,0,x,39,x,x,x,x,x,x,0,x,x,0,x,x,x,x,x,0,x,x,0,x,x,x,x,x,0,x,9,0,9,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,7,x,x,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,x,x,x,x,0,x,23,0,24,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,18,x,x,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,x,x,36,0,0,0,0,0,0,x,0,x,x,x,97,0,0,0,0,0,0,x,0,x,14,x,36
141,E06000039,LA,871,Slough,30,x,x,19,x,18,0,0,0,12,x,x,7,0,7,x,0,x,x,0,x,x,0,x,0,0,0,x,0,6,63,x,62,0,0,0,40,x,x,23,0,24,x,0,x,x,0,x,x,0,x,0,0,0,x,0,21,30,x,x,23,x,x,x,0,x,x,0,x,77,x,x,x,0,x,x,0,x,x,x,x,x,0,x,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,6,0,6,x,x,x,x,0,x,43,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,20,0,21,24,x,23,0,0,0,0,0,0,6,0,x,80,x,79,0,0,0,0,0,0,20,0,x,7,x,29
147,E06000041,LA,872,Wokingham,17,0,17,x,0,x,x,0,x,9,0,9,x,0,x,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,53,0,53,x,0,x,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,17,0,17,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,12,x,33
83,E10000003,LA,873,Cambridgeshire,118,x,x,71,0,71,x,0,x,58,0,58,x,0,x,x,x,44,x,0,x,36,x,x,x,0,x,x,x,x,60,0,61,x,0,x,49,0,50,x,0,x,x,x,38,x,0,x,31,x,x,x,0,x,x,x,x,114,x,x,107,x,x,x,0,x,x,x,x,94,x,x,x,0,x,x,x,x,14,x,x,x,0,x,51,0,51,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,12,0,12,x,0,x,x,0,x,x,0,x,17,0,17,x,0,x,x,x,x,12,x,x,x,0,x,43,0,44,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,10,0,10,x,0,x,x,0,x,x,0,x,14,0,15,x,0,x,x,x,x,111,x,110,0,0,0,0,0,0,7,x,x,94,x,95,0,0,0,0,0,0,6,x,x,27,17,63
88,E06000031,LA,874,Peterborough,62,x,x,34,x,33,0,0,0,24,x,x,10,0,10,x,x,25,x,0,x,18,0,18,x,x,x,x,0,x,55,x,55,0,0,0,39,x,x,16,0,17,x,x,42,x,0,x,29,0,30,x,x,x,x,0,x,62,x,x,x,x,x,x,x,x,x,0,x,x,x,x,x,x,x,x,0,x,6,0,6,x,0,x,13,0,13,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,19,x,x,0,0,0,0,0,0,x,0,x,11,0,11,0,0,0,x,0,x,10,0,10,x,0,x,21,0,22,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,31,x,x,0,0,0,0,0,0,x,0,x,18,0,18,0,0,0,x,0,x,x,x,58,0,0,0,x,0,x,x,0,x,x,x,97,0,0,0,x,0,x,x,0,x,18,9,50
