LA_order,New_geog_code,geog_l,geog_c,geog_n,CL_All_19to21,CL_All_19,CL_All_20,CL_All_21,CL_Acc_Total_SUIT19to21,CL_Acc_Total_SUIT19,CL_Acc_Total_SUIT20,CL_Acc_Total_SUIT21,CL_Acc_SUIT19to21,CL_Acc_SUIT19,CL_Acc_SUIT20,CL_Acc_SUIT21,CL_Acc_NotSUIT19to21,CL_Acc_NotSUIT19,CL_Acc_NotSUIT20,CL_Acc_NotSUIT21,CL_Acc_NoSUITInfo19to21,CL_Acc_NoSUITInfo19,CL_Acc_NoSUITInfo20,CL_Acc_NoSUITInfo21,CL_Acc_SUIT19to21_pc,CL_Acc_SUIT19_pc,CL_Acc_SUIT20_pc,CL_Acc_SUIT21_pc,CL_Acc_NotSUIT19to21_pc,CL_Acc_NotSUIT19_pc,CL_Acc_NotSUIT20_pc,CL_Acc_NotSUIT21_pc,CL_Acc_NoSUITInfo19to21_pc,CL_Acc_NoSUITInfo19_pc,CL_Acc_NoSUITInfo20_pc,CL_Acc_NoSUITInfo21_pc,CL_Acc_P19to21,CL_Acc_P19,CL_Acc_P20,CL_Acc_P21,CL_Acc_CH19to21,CL_Acc_CH19,CL_Acc_CH20,CL_Acc_CH21,CL_Acc_SITA19to21,CL_Acc_SITA19,CL_Acc_SITA20,CL_Acc_SITA21,CL_Acc_SL19to21,CL_Acc_SL19,CL_Acc_SL20,CL_Acc_SL21,CL_Acc_GA19to21,CL_Acc_GA19,CL_Acc_GA20,CL_Acc_GA21,CL_Acc_Dep19to21,CL_Acc_Dep19,CL_Acc_Dep20,CL_Acc_Dep21,CL_Acc_OL19to21,CL_Acc_OL19,CL_Acc_OL20,CL_Acc_OL21,CL_Acc_NK19to21,CL_Acc_NK19,CL_Acc_NK20,CL_Acc_NK21,CL_Acc_NFA19to21,CL_Acc_NFA19,CL_Acc_NFA20,CL_Acc_NFA21,CL_Acc_F19to21,CL_Acc_F19,CL_Acc_F20,CL_Acc_F21,CL_Acc_IL19to21,CL_Acc_IL19,CL_Acc_IL20,CL_Acc_IL21,CL_Acc_EA19to21,CL_Acc_EA19,CL_Acc_EA20,CL_Acc_EA21,CL_Acc_BB19to21,CL_Acc_BB19,CL_Acc_BB20,CL_Acc_BB21,CL_Acc_Cust19to21,CL_Acc_Cust19,CL_Acc_Cust20,CL_Acc_Cust21,CL_Acc_FFC19to21,CL_Acc_FFC19,CL_Acc_FFC20,CL_Acc_FFC21,CL_Acc_OTH19to21,CL_Acc_OTH19,CL_Acc_OTH20,CL_Acc_OTH21,CL_Acc_NoInf19to21,CL_Acc_NoInf19,CL_Acc_NoInf20,CL_Acc_NoInf21,CL_Acc_P19to21_pc,CL_Acc_P19_pc,CL_Acc_P20_pc,CL_Acc_P21_pc,CL_Acc_CH19to21_pc,CL_Acc_CH19_pc,CL_Acc_CH20_pc,CL_Acc_CH21_pc,CL_Acc_SITA19to21_pc,CL_Acc_SITA19_pc,CL_Acc_SITA20_pc,CL_Acc_SITA21_pc,CL_Acc_SL19to21_pc,CL_Acc_SL19_pc,CL_Acc_SL20_pc,CL_Acc_SL21_pc,CL_Acc_GA19to21_pc,CL_Acc_GA19_pc,CL_Acc_GA20_pc,CL_Acc_GA21_pc,CL_Acc_Dep19to21_pc,CL_Acc_Dep19_pc,CL_Acc_Dep20_pc,CL_Acc_Dep21_pc,CL_Acc_OL19to21_pc,CL_Acc_OL19_pc,CL_Acc_OL20_pc,CL_Acc_OL21_pc,CL_Acc_NK19to21_pc,CL_Acc_NK19_pc,CL_Acc_NK20_pc,CL_Acc_NK21_pc,CL_Acc_NFA19to21_pc,CL_Acc_NFA19_pc,CL_Acc_NFA20_pc,CL_Acc_NFA21_pc,CL_Acc_F19to21_pc,CL_Acc_F19_pc,CL_Acc_F20_pc,CL_Acc_F21_pc,CL_Acc_IL19to21_pc,CL_Acc_IL19_pc,CL_Acc_IL20_pc,CL_Acc_IL21_pc,CL_Acc_EA19to21_pc,CL_Acc_EA19_pc,CL_Acc_EA20_pc,CL_Acc_EA21_pc,CL_Acc_BB19to21_pc,CL_Acc_BB19_pc,CL_Acc_BB20_pc,CL_Acc_BB21_pc,CL_Acc_Cust19to21_pc,CL_Acc_Cust19_pc,CL_Acc_Cust20_pc,CL_Acc_Cust21_pc,CL_Acc_FFC19to21_pc,CL_Acc_FFC19_pc,CL_Acc_FFC20_pc,CL_Acc_FFC21_pc,CL_Acc_OTH19to21_pc,CL_Acc_OTH19_pc,CL_Acc_OTH20_pc,CL_Acc_OTH21_pc,CL_Acc_NoInf19to21_pc,CL_Acc_NoInf19_pc,CL_Acc_NoInf20_pc,CL_Acc_NoInf21_pc,CL_Stayput_19&20,CL_Stayput_19,CL_Stayput_20,CL_Stayput_FFC_19&20,CL_Stayput_FFC_19,CL_Stayput_FFC_20,CL_Stayput_FFC_19&20_pc,CL_Stayput_FFC_19_pc,CL_Stayput_FFC_20_pc
14,E08000024,LA,394,Sunderland,151,63,53,35,150,63,53,34,138,x,x,x,12,x,x,x,0,0,0,0,92,x,x,x,8,x,x,x,0,0,0,0,18,x,9,x,x,x,x,0,15,7,7,x,x,x,x,x,0,0,0,0,0,0,0,0,7,x,x,x,x,0,0,x,0,0,0,0,19,13,x,x,49,16,17,16,0,0,0,0,0,0,0,0,9,x,x,x,19,10,7,x,7,x,x,x,0,0,0,0,12,x,17,x,x,x,x,0,10,11,13,x,x,x,x,x,0,0,0,0,0,0,0,0,5,x,x,x,x,0,0,x,0,0,0,0,13,21,x,x,32,25,32,46,0,0,0,0,0,0,0,0,6,x,x,x,13,16,13,x,5,x,x,x,0,0,0,0,23,x,x,10,x,x,43,x,x
149,E06000022,LA,800,Bath and North East Somerset,66,28,22,16,65,27,22,16,x,x,x,x,x,x,x,0,x,0,0,x,x,x,x,x,x,x,x,0,x,0,0,x,13,9,x,x,x,x,x,x,7,x,x,x,x,x,0,0,x,x,0,0,0,0,0,0,10,x,7,x,0,0,0,0,x,x,0,0,0,0,0,0,18,x,7,8,0,0,0,0,0,0,0,0,x,x,x,0,x,x,0,x,x,x,x,0,x,0,0,x,20,32,x,x,x,x,x,x,11,x,x,x,x,x,0,0,x,x,0,0,0,0,0,0,15,x,32,x,0,0,0,0,x,x,0,0,0,0,0,0,27,x,32,50,0,0,0,0,0,0,0,0,x,x,x,0,x,x,0,x,x,x,x,0,x,0,0,x,21,12,9,x,x,0,x,x,0
151,E06000023,LA,801,"Bristol, City of",307,94,109,104,305,94,108,103,270,81,99,90,28,x,x,x,7,x,x,x,89,86,92,87,9,x,x,x,2,x,x,x,33,14,11,8,15,8,x,x,50,19,15,16,14,x,6,x,0,0,0,0,0,0,0,0,x,x,x,0,x,0,x,x,6,x,x,x,x,x,x,0,113,17,46,50,x,x,x,x,x,x,0,x,9,x,x,x,37,14,13,10,x,x,x,x,7,x,x,x,11,15,10,8,5,9,x,x,16,20,14,15,5,x,6,x,0,0,0,0,0,0,0,0,x,x,x,0,x,0,x,x,2,x,x,x,x,x,x,0,37,18,42,48,x,x,x,x,x,x,0,x,3,x,x,x,12,15,12,10,x,x,x,x,2,x,x,x,88,33,55,27,14,13,31,42,24
157,E06000024,LA,802,North Somerset,105,35,34,36,104,35,34,35,95,x,x,x,x,0,x,x,x,x,0,0,91,x,x,x,x,0,x,x,x,x,0,0,13,x,x,6,9,x,x,x,22,8,7,7,x,x,x,0,0,0,0,0,0,0,0,0,x,0,0,x,x,0,0,x,x,0,x,x,x,x,0,x,35,11,10,14,x,x,0,0,x,0,x,0,x,0,x,x,8,6,x,x,x,0,x,0,x,x,0,0,12,x,x,17,9,x,x,x,21,23,21,19,x,x,x,0,0,0,0,0,0,0,0,0,x,0,0,x,x,0,0,x,x,0,x,x,x,x,0,x,33,31,29,39,x,x,0,0,x,0,x,0,x,0,x,x,8,17,x,x,x,0,x,0,x,x,0,0,21,11,10,7,x,x,33,x,x
161,E06000025,LA,803,South Gloucestershire,112,34,45,33,112,34,45,33,102,x,x,x,x,x,0,x,x,x,x,x,91,x,x,x,x,x,0,x,x,x,x,x,13,x,x,7,x,x,x,0,19,10,6,x,x,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,32,x,16,13,x,x,0,0,0,0,0,0,x,x,0,x,9,x,x,x,19,7,9,x,8,x,x,x,12,x,x,21,x,x,x,0,17,29,13,x,x,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,29,x,36,39,x,x,0,0,0,0,0,0,x,x,0,x,8,x,x,x,17,21,20,x,7,x,x,x,27,10,17,x,x,x,x,x,x
6,E06000001,LA,805,Hartlepool,63,18,23,22,63,18,23,22,x,x,23,x,x,x,0,x,x,x,0,0,x,x,100,x,x,x,0,x,x,x,0,0,7,0,x,x,x,x,x,x,7,x,x,x,6,x,x,0,0,0,0,0,0,0,0,0,7,x,x,x,0,0,0,0,x,0,0,x,0,0,0,0,19,x,7,7,x,0,0,x,0,0,0,0,0,0,0,0,x,x,x,x,6,x,x,x,x,x,0,0,11,0,x,x,x,x,x,x,11,x,x,x,10,x,x,0,0,0,0,0,0,0,0,0,11,x,x,x,0,0,0,0,x,0,0,x,0,0,0,0,30,x,30,32,x,0,0,x,0,0,0,0,0,0,0,0,x,x,x,x,10,x,x,x,x,x,0,0,21,10,11,x,x,x,x,x,x
7,E06000002,LA,806,Middlesbrough,121,43,34,44,120,42,34,44,105,x,x,36,8,x,x,x,7,x,x,x,88,x,x,82,7,x,x,x,6,x,x,x,26,11,x,10,x,0,x,x,18,10,x,x,12,x,x,x,0,0,0,0,0,0,0,0,8,0,x,x,x,x,0,0,x,x,x,0,0,0,0,0,33,14,9,10,0,0,0,0,x,0,x,0,x,0,x,x,x,0,0,x,x,x,0,x,7,x,x,x,21,26,x,23,x,0,x,x,15,23,x,x,10,x,x,x,0,0,0,0,0,0,0,0,7,0,x,x,x,x,0,0,x,x,x,0,0,0,0,0,27,33,26,23,0,0,0,0,x,0,x,0,x,0,x,x,x,0,0,x,x,x,0,x,6,x,x,x,32,22,10,0,0,0,0,0,0
11,E06000003,LA,807,Redcar and Cleveland,51,19,14,18,51,19,14,18,x,x,14,18,x,x,0,0,0,0,0,0,x,x,100,100,x,x,0,0,0,0,0,0,8,6,x,0,x,x,0,0,x,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,x,x,x,0,0,0,0,0,0,0,0,x,x,0,0,7,x,x,x,0,0,0,0,0,0,0,0,16,32,x,0,x,x,0,0,x,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,x,x,x,0,0,0,0,0,0,0,0,x,x,0,0,14,x,x,x,0,0,0,0,0,0,0,0,16,10,6,x,x,x,x,x,x
13,E06000004,LA,808,Stockton-on-Tees,114,39,46,29,112,38,45,29,103,x,x,x,x,x,x,x,x,0,x,0,92,x,x,x,x,x,x,x,x,0,x,0,19,7,9,x,x,x,0,0,11,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,54,15,20,19,0,0,0,0,x,x,0,0,6,x,x,x,12,x,x,x,x,0,x,0,x,0,x,0,17,18,20,x,x,x,0,0,10,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0,47,38,43,66,0,0,0,0,x,x,0,0,5,x,x,x,11,x,x,x,x,0,x,0,x,0,x,0,18,9,9,9,x,x,50,x,x
45,E06000010,LA,810,"Kingston Upon Hull, City of",185,68,63,54,185,68,63,54,150,58,47,45,24,x,x,x,11,x,x,x,81,85,75,83,13,x,x,x,6,x,x,x,20,6,7,7,x,x,x,x,26,15,6,x,36,22,9,x,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,8,x,x,x,x,0,0,x,54,8,22,24,x,x,0,0,0,0,0,0,13,x,6,x,x,x,0,0,x,x,x,x,11,x,x,x,11,9,11,13,x,x,x,x,14,22,10,x,19,32,14,x,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,4,x,x,x,x,0,0,x,29,12,35,44,x,x,0,0,0,0,0,0,7,x,10,x,x,x,0,0,x,x,x,x,6,x,x,x,50,29,21,x,x,0,x,x,0
44,E06000011,LA,811,East Riding of Yorkshire,99,38,28,33,98,38,27,33,x,38,27,x,x,0,0,x,0,0,0,0,x,100,100,x,x,0,0,x,0,0,0,0,21,7,6,8,8,x,x,x,10,x,x,x,x,x,x,x,x,0,x,0,0,0,0,0,x,x,0,0,0,0,0,0,x,0,0,x,0,0,0,0,35,12,8,15,0,0,0,0,0,0,0,0,0,0,0,0,15,7,7,x,0,0,0,0,0,0,0,0,21,18,21,24,8,x,x,x,10,x,x,x,x,x,x,x,x,0,x,0,0,0,0,0,x,x,0,0,0,0,0,0,x,0,0,x,0,0,0,0,35,32,29,45,0,0,0,0,0,0,0,0,0,0,0,0,15,18,25,x,0,0,0,0,0,0,0,0,33,17,16,14,7,7,42,41,44
48,E06000012,LA,812,North East Lincolnshire,71,28,19,24,71,28,19,24,60,x,x,x,x,x,x,x,x,x,x,x,85,x,x,x,x,x,x,x,x,x,x,x,12,x,x,x,x,x,x,x,x,x,0,x,x,x,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,x,0,0,30,13,6,11,0,0,0,0,0,0,0,0,x,x,x,x,x,x,x,x,x,x,x,0,6,x,x,x,17,x,x,x,x,x,x,x,x,x,0,x,x,x,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,x,0,0,42,46,32,46,0,0,0,0,0,0,0,0,x,x,x,x,x,x,x,x,x,x,x,0,8,x,x,x,9,x,x,x,x,x,x,x,x
49,E06000013,LA,813,North Lincolnshire,57,20,22,15,56,19,22,15,47,x,x,x,x,x,x,x,x,x,x,x,84,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,x,x,x,x,13,x,x,x,x,0,0,x,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,x,7,6,0,0,0,0,0,0,0,0,x,x,x,x,7,x,x,0,0,0,0,0,6,x,x,x,x,x,x,0,x,x,x,x,23,x,x,x,x,0,0,x,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,x,32,40,0,0,0,0,0,0,0,0,x,x,x,x,12,x,x,0,0,0,0,0,11,x,x,x,18,7,11,7,x,x,39,x,x
50,E10000023,LA,815,North Yorkshire,174,63,60,51,172,62,60,50,147,56,53,38,13,x,x,x,12,x,x,x,85,90,88,76,8,x,x,x,7,x,x,x,17,x,7,x,18,8,7,x,12,7,x,x,x,x,0,0,x,0,0,x,0,0,0,0,x,x,0,0,x,x,0,0,0,0,0,0,x,0,x,0,61,16,23,22,x,0,x,x,0,0,0,0,11,x,x,x,28,14,12,x,6,x,x,x,12,x,x,8,10,x,12,x,10,13,12,x,7,11,x,x,x,x,0,0,x,0,0,x,0,0,0,0,x,x,0,0,x,x,0,0,0,0,0,0,x,0,x,0,35,25,38,43,x,0,x,x,0,0,0,0,6,x,x,x,16,22,20,x,3,x,x,x,7,x,x,16,47,22,25,26,14,12,55,64,48
54,E06000014,LA,816,York,80,20,28,32,79,20,28,31,65,x,21,x,7,x,x,x,7,x,x,x,82,x,75,x,9,x,x,x,9,x,x,x,9,x,x,x,x,0,x,x,x,x,x,x,8,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,0,x,32,6,11,15,0,0,0,0,0,0,0,0,6,x,x,x,8,x,x,x,0,0,0,0,7,x,x,x,11,x,x,x,x,0,x,x,x,x,x,x,10,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,0,x,40,30,39,47,0,0,0,0,0,0,0,0,8,x,x,x,10,x,x,x,0,0,0,0,9,x,x,x,16,9,7,x,x,x,x,x,x
86,E06000032,LA,821,Luton,170,65,50,55,169,64,50,55,107,47,28,32,13,x,6,x,49,x,16,x,63,73,56,58,8,x,12,x,29,x,32,x,23,7,7,9,x,x,0,x,8,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,6,x,x,x,x,x,0,0,53,23,13,17,0,0,0,0,0,0,0,0,6,x,x,0,7,x,x,x,8,x,x,x,49,12,16,21,14,11,14,16,x,x,0,x,5,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,4,x,x,x,x,x,0,0,31,35,26,31,0,0,0,0,0,0,0,0,4,x,x,0,4,x,x,x,5,x,x,x,29,18,32,38,26,13,13,6,x,x,23,x,x
81,E06000055,LA,822,Bedford,108,36,32,40,107,35,32,40,96,x,x,34,x,x,x,x,x,0,x,x,90,x,x,85,x,x,x,x,x,0,x,x,8,x,x,x,x,0,0,x,14,9,x,x,x,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,x,x,0,x,x,x,0,x,53,13,20,20,x,x,0,0,0,0,0,0,6,0,x,x,x,x,x,x,6,x,x,x,x,0,x,x,7,x,x,x,x,0,0,x,13,25,x,x,x,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,x,x,0,x,x,x,0,x,49,36,63,50,x,x,0,0,0,0,0,0,6,0,x,x,x,x,x,x,6,x,x,x,x,0,x,x,13,x,x,x,x,x,x,x,x
82,E06000056,LA,823,Central Bedfordshire,105,40,39,26,97,35,37,25,x,x,x,x,x,x,x,x,0,0,0,0,x,x,x,x,x,x,x,x,0,0,0,0,16,6,x,x,7,x,x,x,10,x,9,0,x,0,0,x,0,0,0,0,x,0,x,0,0,0,0,0,7,x,x,x,0,0,0,0,x,x,x,0,55,22,19,14,x,0,x,0,0,0,0,0,x,x,x,x,x,x,0,0,x,0,x,0,0,0,0,0,15,15,x,x,7,x,x,x,10,x,23,0,x,0,0,x,0,0,0,0,x,0,x,0,0,0,0,0,7,x,x,x,0,0,0,0,x,x,x,0,52,55,49,54,x,0,x,0,0,0,0,0,x,x,x,x,x,x,0,0,x,0,x,0,0,0,0,0,12,6,6,x,x,0,x,x,0
131,E10000002,LA,825,Buckinghamshire,199,68,64,67,191,67,60,64,153,60,52,41,14,x,x,7,24,x,x,16,80,90,87,64,7,x,x,11,13,x,x,25,15,6,6,x,11,x,x,6,17,14,x,x,8,x,x,x,0,0,0,0,x,0,0,x,x,0,0,x,7,x,x,x,x,x,x,x,x,0,x,x,82,26,29,27,x,0,0,x,x,0,x,0,6,x,x,x,16,10,6,0,x,0,x,x,24,x,x,16,8,9,9,x,6,x,x,9,9,21,x,x,4,x,x,x,0,0,0,0,x,0,0,x,x,0,0,x,4,x,x,x,x,x,x,x,x,0,x,x,41,38,45,40,x,0,0,x,x,0,x,0,3,x,x,x,8,15,9,0,x,0,x,x,12,x,x,24,47,21,26,14,8,6,30,38,23
137,E06000042,LA,826,Milton Keynes,149,51,58,40,143,48,57,38,119,42,46,31,8,x,x,x,16,x,x,x,83,88,81,82,6,x,x,x,11,x,x,x,15,x,10,0,10,x,x,x,17,8,9,0,11,6,x,x,0,0,0,0,x,x,0,0,x,x,0,x,x,x,x,x,x,x,0,0,x,0,x,x,51,12,20,19,x,x,x,0,0,0,0,0,x,x,x,x,x,x,x,0,7,x,x,x,16,x,8,6,10,x,17,0,7,x,x,x,11,16,16,0,7,12,x,x,0,0,0,0,x,x,0,0,x,x,0,x,x,x,x,x,x,x,0,0,x,0,x,x,34,24,34,48,x,x,x,0,0,0,0,0,x,x,x,x,x,x,x,0,5,x,x,x,11,x,14,15,39,18,21,x,0,x,x,0,x
57,E10000007,LA,830,Derbyshire,265,91,83,91,265,91,83,91,251,x,77,x,x,x,x,x,x,x,x,x,95,x,93,x,x,x,x,x,x,x,x,x,x,0,x,0,10,x,x,x,15,7,x,x,15,9,x,x,0,0,0,0,0,0,0,0,9,x,x,x,0,0,0,0,x,0,0,x,x,x,0,x,127,36,39,52,x,0,0,x,x,0,x,0,9,x,x,x,13,x,x,x,55,22,17,16,x,x,x,x,x,0,x,0,4,x,x,x,6,8,x,x,6,10,x,x,0,0,0,0,0,0,0,0,3,x,x,x,0,0,0,0,x,0,0,x,x,x,0,x,48,40,47,57,x,0,0,x,x,0,x,0,3,x,x,x,5,x,x,x,21,24,20,18,x,x,x,x,60,27,33,10,x,x,17,x,x
56,E06000015,LA,831,Derby,136,57,42,37,133,56,41,36,114,x,34,27,10,x,x,x,9,x,x,x,86,x,83,75,8,x,x,x,7,x,x,x,32,15,10,7,7,x,x,x,7,x,x,x,11,7,x,x,x,0,0,x,0,0,0,0,x,x,x,x,x,x,x,0,x,0,0,x,0,0,0,0,38,12,13,13,x,0,x,0,0,0,0,0,x,x,x,0,17,12,x,x,x,0,x,x,9,x,x,x,24,26,24,19,5,x,x,x,5,x,x,x,8,12,x,x,x,0,0,x,0,0,0,0,x,x,x,x,x,x,x,0,x,0,0,x,0,0,0,0,28,21,31,35,x,0,x,0,0,0,0,0,x,x,x,0,13,21,x,x,x,0,x,x,7,x,x,x,29,16,13,12,x,x,41,x,x
154,E10000009,LA,835,Dorset,208,67,67,74,208,67,67,74,175,56,59,60,7,x,x,x,26,x,x,x,84,84,88,81,3,x,x,x,13,x,x,x,23,8,8,7,9,x,x,6,15,x,7,x,13,6,x,x,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,x,0,x,0,10,6,x,x,99,26,33,40,0,0,0,0,x,x,0,0,x,x,0,x,x,x,x,0,0,0,0,0,26,9,6,11,11,12,12,9,4,x,x,8,7,x,10,x,6,9,x,x,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,x,0,x,0,5,9,x,x,48,39,49,54,0,0,0,0,x,x,0,0,x,x,0,x,x,x,x,0,0,0,0,0,13,13,9,15,31,20,11,x,x,0,x,x,0
159,E06000029,LA,836,Poole,60,22,17,21,60,22,17,21,x,x,x,x,x,x,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,0,0,x,x,x,x,x,x,0,0,x,x,0,0,9,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,x,x,0,20,x,x,12,0,0,0,0,0,0,0,0,x,0,x,x,12,x,x,x,x,0,0,x,x,x,0,0,x,x,x,x,x,x,0,0,x,x,0,0,15,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,x,x,0,33,x,x,57,0,0,0,0,0,0,0,0,x,0,x,x,20,x,x,x,x,0,0,x,x,x,0,0,15,6,9,9,x,x,60,x,x
150,E06000028,LA,837,Bournemouth,88,23,34,31,88,23,34,31,69,17,25,x,9,x,x,x,10,x,x,x,78,74,74,x,10,x,x,x,11,x,x,x,x,x,0,x,10,x,x,x,x,x,x,x,7,x,x,x,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,x,x,0,x,0,0,0,0,35,6,15,14,0,0,0,0,x,0,x,0,x,0,x,x,11,x,x,x,x,x,0,0,10,x,x,x,x,x,0,x,11,x,x,x,x,x,x,x,8,x,x,x,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,x,x,0,x,0,0,0,0,40,26,44,45,0,0,0,0,x,0,x,0,x,0,x,x,13,x,x,x,x,x,0,0,11,x,x,x,21,7,14,8,x,x,38,x,x
4,E06000047,LA,840,Durham,160,57,51,52,160,57,51,52,139,x,x,37,7,x,0,6,14,0,x,9,87,x,x,71,4,x,0,12,9,0,x,17,31,17,9,x,7,x,x,x,11,8,x,x,10,x,x,x,0,0,0,0,0,0,0,0,x,x,x,x,0,0,0,0,0,0,0,0,x,0,0,x,59,14,20,25,0,0,0,0,0,0,0,0,7,x,0,6,12,6,x,x,x,x,x,0,14,0,x,9,19,30,18,x,4,x,x,x,7,14,x,x,6,x,x,x,0,0,0,0,0,0,0,0,x,x,x,x,0,0,0,0,0,0,0,0,x,0,0,x,37,25,39,48,0,0,0,0,0,0,0,0,4,x,0,12,8,11,x,x,x,x,x,0,9,0,x,17,40,24,16,11,x,x,28,x,x
3,E06000005,LA,841,Darlington,67,23,26,18,67,23,26,18,x,x,x,18,x,x,x,0,0,0,0,0,x,x,x,100,x,x,x,0,0,0,0,0,17,x,7,x,x,x,x,0,x,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,x,0,x,29,6,13,10,0,0,0,0,0,0,0,0,x,x,x,0,6,x,x,0,0,0,0,0,0,0,0,0,25,x,27,x,x,x,x,0,x,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,x,0,x,43,26,50,56,0,0,0,0,0,0,0,0,x,x,x,0,9,x,x,0,0,0,0,0,0,0,0,0,14,x,x,6,x,x,43,x,x
132,E10000011,LA,845,East Sussex,154,57,54,43,152,56,53,43,119,42,44,33,x,x,x,x,x,x,x,x,78,75,83,77,x,x,x,x,x,x,x,x,x,x,x,x,15,x,6,x,x,x,x,x,6,x,x,x,0,0,0,0,0,0,0,0,6,x,x,x,x,x,x,0,0,0,0,0,8,x,x,x,53,11,20,22,0,0,0,0,0,0,0,0,x,x,x,x,21,14,6,x,0,0,0,0,30,13,8,9,x,x,x,x,10,x,11,x,x,x,x,x,4,x,x,x,0,0,0,0,0,0,0,0,4,x,x,x,x,x,x,0,0,0,0,0,5,x,x,x,34,19,37,51,0,0,0,0,0,0,0,0,x,x,x,x,14,25,11,x,0,0,0,0,19,23,15,21,65,32,33,19,13,6,29,41,18
130,E06000043,LA,846,Brighton and Hove,195,75,67,53,195,75,67,53,178,x,57,x,x,x,x,x,x,x,x,0,91,x,85,x,x,x,x,x,x,x,x,0,26,7,7,12,x,x,x,x,21,14,x,x,14,8,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,7,6,56,14,24,18,7,x,x,x,0,0,0,0,8,x,x,x,29,14,11,x,x,0,0,x,x,x,x,0,13,9,10,23,x,x,x,x,11,19,x,x,7,11,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,10,11,29,19,36,34,4,x,x,x,0,0,0,0,4,x,x,x,15,19,16,x,x,0,0,x,x,x,x,0,69,31,38,23,14,9,33,45,24
133,E10000014,LA,850,Hampshire,530,176,167,187,530,176,167,187,375,129,126,120,50,14,16,20,105,33,25,47,71,73,75,64,9,8,10,11,20,19,15,25,69,27,24,18,13,x,x,x,48,21,17,10,27,16,7,x,0,0,0,0,0,0,0,0,39,19,12,8,0,0,0,0,0,0,0,0,x,x,x,x,174,41,60,73,x,x,x,x,0,0,0,0,18,x,8,x,0,0,0,0,27,8,6,13,105,33,25,47,13,15,14,10,2,x,x,x,9,12,10,5,5,9,4,x,0,0,0,0,0,0,0,0,7,11,7,4,0,0,0,0,0,0,0,0,x,x,x,x,33,23,36,39,x,x,x,x,0,0,0,0,3,x,5,x,0,0,0,0,5,5,4,7,20,19,15,25,122,60,62,0,0,0,0,0,0
