time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Section47,Section47_rate,Section47_child,Section47_child_rate,ICPC,ICPC_rate,ICPC_child,ICPC_child_rate,Duration_0-10_days,Duration_11-15_days,Duration_16-20_days,Duration_21+_days,Duration_25th_Percentile,Duration_median,Duration_75th_Percentile
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Section 47s and Initial Child Protection Conferences,1048,208.1,1019,202.4,278,55.2,276,54.8,19,241,10,8,14,15,15
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Section 47s and Initial Child Protection Conferences,807,315.7,687,268.8,311,121.7,309,120.9,24,197,43,47,13,14,17
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Section 47s and Initial Child Protection Conferences,1135,107,1015,95.7,522,49.2,519,48.9,16,469,26,11,14,14,15
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Section 47s and Initial Child Protection Conferences,711,135.7,679,129.6,296,56.5,293,55.9,96,125,49,26,10,13,16
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Section 47s and Initial Child Protection Conferences,20,123.4,17,104.9,9,55.5,9,55.5,0,9,0,0,13,13,13
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Section 47s and Initial Child Protection Conferences,924,144.7,850,133.1,432,67.6,425,66.5,24,272,43,93,13,14,19
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Section 47s and Initial Child Protection Conferences,703,189.8,626,169,203,54.8,200,54,51,49,14,89,11,16,32
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Section 47s and Initial Child Protection Conferences,904,151.1,816,136.3,266,44.4,261,43.6,25,127,38,76,13,15,23
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Section 47s and Initial Child Protection Conferences,848,199.9,755,178,256,60.3,253,59.6,21,154,34,47,12,14,18
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Section 47s and Initial Child Protection Conferences,254,87.8,239,82.6,80,27.7,80,27.7,47,c,c,20,3,7,18
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Section 47s and Initial Child Protection Conferences,1077,173.5,1006,162,487,78.4,481,77.5,81,260,31,115,13,15,20
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Section 47s and Initial Child Protection Conferences,1046,152.6,946,138,424,61.8,410,59.8,71,242,41,70,11,13,16
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Section 47s and Initial Child Protection Conferences,1589,184.6,1458,169.4,470,54.6,467,54.3,206,111,69,84,7,11,18
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Section 47s and Initial Child Protection Conferences,753,115.3,706,108.1,344,52.7,343,52.5,37,206,57,44,12,14,16
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Section 47s and Initial Child Protection Conferences,1344,185.9,1239,171.4,487,67.4,484,67,70,328,31,58,12,13,14
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Section 47s and Initial Child Protection Conferences,1439,223.2,1246,193.3,419,65,408,63.3,53,309,15,42,12,14,15
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Section 47s and Initial Child Protection Conferences,578,118.5,535,109.7,79,16.2,79,16.2,45,9,7,18,3,9,20
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Section 47s and Initial Child Protection Conferences,1047,164.8,996,156.7,463,72.9,460,72.4,52,278,51,82,12,14,17
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Section 47s and Initial Child Protection Conferences,745,79.5,646,69,248,26.5,245,26.2,72,126,12,38,10,13,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Section 47s and Initial Child Protection Conferences,685,120,639,111.9,278,48.7,276,48.3,34,185,25,34,12,14,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Section 47s and Initial Child Protection Conferences,1326,170.7,1202,154.7,419,53.9,415,53.4,67,271,25,56,11,13,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Section 47s and Initial Child Protection Conferences,814,108.6,751,100.2,474,63.2,471,62.8,60,305,41,68,12,13,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Section 47s and Initial Child Protection Conferences,1739,183.2,1509,159,740,78,730,76.9,32,524,75,109,14,15,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Section 47s and Initial Child Protection Conferences,1305,158.8,1200,146,305,37.1,303,36.9,96,86,41,82,9,13,21
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Section 47s and Initial Child Protection Conferences,1388,164.6,1308,155.1,398,47.2,389,46.1,103,259,18,18,10,13,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Section 47s and Initial Child Protection Conferences,936,135.6,867,125.6,308,44.6,306,44.3,55,181,19,53,11,14,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Section 47s and Initial Child Protection Conferences,1325,223.2,1146,193,488,82.2,484,81.5,53,253,132,50,13,15,17
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Section 47s and Initial Child Protection Conferences,703,120.5,603,103.3,216,37,209,35.8,16,150,15,35,13,14,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Section 47s and Initial Child Protection Conferences,1133,152.9,1003,135.4,375,50.6,369,49.8,72,254,14,35,11,13,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Section 47s and Initial Child Protection Conferences,845,129.5,729,111.8,293,44.9,291,44.6,37,200,32,24,12,13,14
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Section 47s and Initial Child Protection Conferences,648,163.9,552,139.6,275,69.6,269,68.1,46,215,c,c,12,13,14
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Section 47s and Initial Child Protection Conferences,412,86.9,364,76.8,156,32.9,153,32.3,15,114,8,19,12,14,14
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Section 47s and Initial Child Protection Conferences,1562,204.9,1391,182.4,417,54.7,405,53.1,52,346,10,9,12,14,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Section 47s and Initial Child Protection Conferences,532,116,404,88.1,192,41.9,187,40.8,22,153,c,c,12,13,14
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Section 47s and Initial Child Protection Conferences,1011,208.6,917,189.2,351,72.4,334,68.9,32,247,27,45,13,14,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Section 47s and Initial Child Protection Conferences,944,141.4,876,131.2,298,44.6,292,43.7,76,117,26,79,10,14,22
2019,Reporting year,National,E92000001,England,,,,,,Section 47s and Initial Child Protection Conferences,201170,168.3,179160,149.9,77440,64.8,76360,63.9,10890,50060,6820,9660,12,14,15
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Section 47s and Initial Child Protection Conferences,12860,242.8,11450,216.1,5330,100.6,5250,99.1,550,3820,460,500,13,14,15
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Section 47s and Initial Child Protection Conferences,30750,198,27270,175.6,12280,79.1,12100,77.9,1400,7890,1370,1620,12,14,15
2019,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Section 47s and Initial Child Protection Conferences,22120,189.8,19430,166.7,8480,72.7,8370,71.8,1360,5330,720,1070,12,14,15
2019,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Section 47s and Initial Child Protection Conferences,15180,152.3,13400,134.5,6490,65.2,6370,63.9,1070,4580,370,470,11,13,14
2019,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Section 47s and Initial Child Protection Conferences,24170,187,21990,170.1,9160,70.9,9070,70.2,1190,6370,710,900,12,14,15
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Section 47s and Initial Child Protection Conferences,14080,105.4,12560,94,5660,42.4,5580,41.8,900,3790,370,600,12,13,15
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,Section 47s and Initial Child Protection Conferences,30960,153.1,28310,140,11230,55.5,11130,55,2170,6470,990,1590,11,14,15
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Section 47s and Initial Child Protection Conferences,33690,172.1,29400,150.2,11900,60.8,11660,59.6,1390,7800,1210,1500,12,14,15
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Section 47s and Initial Child Protection Conferences,17370,157.6,15360,139.3,6920,62.8,6840,62,860,4020,630,1400,12,14,18
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Section 47s and Initial Child Protection Conferences,12620,168.5,11710,156.3,4260,56.9,4240,56.5,1010,2210,400,640,11,13,15
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Section 47s and Initial Child Protection Conferences,18340,144.1,16600,130.4,6970,54.7,6890,54.1,1160,4260,590,950,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Section 47s and Initial Child Protection Conferences,638,284.1,526,234.3,220,98,217,96.6,29,176,6,9,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Section 47s and Initial Child Protection Conferences,1822,180.3,1644,162.7,736,72.8,735,72.7,72,460,63,141,13,14,17
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000020,Gateshead,Section 47s and Initial Child Protection Conferences,582,147,551,139.1,389,98.2,386,97.5,33,344,c,c,13,15,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Section 47s and Initial Child Protection Conferences,497,248.4,440,219.9,206,103,195,97.5,31,149,10,16,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Section 47s and Initial Child Protection Conferences,1097,337.4,928,285.4,372,114.4,361,111,45,254,42,31,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Section 47s and Initial Child Protection Conferences,2408,414.8,2036,350.7,819,141.1,800,137.8,217,357,102,143,10,14,17
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Section 47s and Initial Child Protection Conferences,393,95,384,92.8,228,55.1,228,55.1,c,189,19,c,13,13,14
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000048,Northumberland,Section 47s and Initial Child Protection Conferences,1343,227.6,1232,208.8,685,116.1,677,114.7,50,559,23,53,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Section 47s and Initial Child Protection Conferences,762,275.8,673,243.6,230,83.3,224,81.1,21,169,25,15,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Section 47s and Initial Child Protection Conferences,448,149.7,412,137.7,258,86.2,258,86.2,16,208,12,22,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Section 47s and Initial Child Protection Conferences,943,216.7,884,203.1,396,91,393,90.3,22,355,c,c,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Section 47s and Initial Child Protection Conferences,1927,353.2,1737,318.3,787,144.2,776,142.2,13,599,136,39,15,15,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Section 47s and Initial Child Protection Conferences,1144,297.3,948,246.4,423,109.9,420,109.1,56,154,65,148,14,16,25
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Section 47s and Initial Child Protection Conferences,1421,491.6,1156,399.9,516,178.5,502,173.7,51,400,17,48,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Section 47s and Initial Child Protection Conferences,1199,177.2,1057,156.2,347,51.3,347,51.3,40,269,20,18,11,13,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Section 47s and Initial Child Protection Conferences,692,160.4,613,142.1,368,85.3,353,81.8,61,218,37,52,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Section 47s and Initial Child Protection Conferences,776,101.4,691,90.3,416,54.4,400,52.3,23,302,44,47,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Section 47s and Initial Child Protection Conferences,576,84.6,562,82.6,315,46.3,314,46.1,47,241,c,c,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Section 47s and Initial Child Protection Conferences,1518,164.1,1377,148.9,785,84.9,769,83.1,51,559,90,85,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Section 47s and Initial Child Protection Conferences,500,174.7,410,143.3,152,53.1,151,52.8,43,87,12,10,10,12,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Section 47s and Initial Child Protection Conferences,621,185.5,573,171.2,275,82.1,271,81,12,249,c,c,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Section 47s and Initial Child Protection Conferences,5583,223.6,4803,192.3,1970,78.9,1962,78.6,221,1017,350,382,12,14,19
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Section 47s and Initial Child Protection Conferences,2226,234.6,2094,220.6,885,93.3,877,92.4,71,450,173,191,13,15,19
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Section 47s and Initial Child Protection Conferences,3027,248.2,2716,222.7,1024,84,1005,82.4,179,796,30,19,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Section 47s and Initial Child Protection Conferences,1436,241.7,1272,214.1,533,89.7,528,88.9,21,401,34,76,13,14,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Section 47s and Initial Child Protection Conferences,904,171.6,809,153.5,446,84.6,443,84.1,17,189,89,151,14,17,22
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Section 47s and Initial Child Protection Conferences,1640,289.9,1512,267.3,639,113,614,108.5,122,465,29,23,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Section 47s and Initial Child Protection Conferences,511,94.9,489,90.8,341,63.3,340,63.2,44,254,17,26,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Section 47s and Initial Child Protection Conferences,1061,288.4,887,241.1,388,105.5,369,100.3,22,201,90,75,13,15,20
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Section 47s and Initial Child Protection Conferences,936,148.2,840,133,392,62.1,391,61.9,106,240,15,31,10,12,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Section 47s and Initial Child Protection Conferences,1412,281.1,1253,249.5,453,90.2,449,89.4,51,279,51,72,13,14,16
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Section 47s and Initial Child Protection Conferences,609,108.6,578,103.1,267,47.6,263,46.9,73,148,19,27,10,12,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Section 47s and Initial Child Protection Conferences,650,146.1,585,131.5,252,56.6,248,55.8,20,183,22,27,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Section 47s and Initial Child Protection Conferences,912,133.4,830,121.4,416,60.8,412,60.2,18,363,24,11,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Section 47s and Initial Child Protection Conferences,1399,207,1215,179.8,675,99.9,673,99.6,55,421,107,92,13,14,17
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Section 47s and Initial Child Protection Conferences,942,185.7,840,165.6,342,67.4,342,67.4,33,145,15,149,12,15,33
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Section 47s and Initial Child Protection Conferences,4336,305.3,3868,272.4,1239,87.3,1237,87.1,207,611,183,238,12,14,19
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Section 47s and Initial Child Protection Conferences,1410,306.4,1151,250.1,338,73.4,338,73.4,35,242,41,20,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Section 47s and Initial Child Protection Conferences,1168,175.8,1023,154,502,75.5,498,74.9,66,427,c,c,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Section 47s and Initial Child Protection Conferences,487,77.4,465,73.9,302,48,295,46.9,80,211,c,c,10,12,14
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Section 47s and Initial Child Protection Conferences,2140,375.3,1826,320.2,685,120.1,683,119.8,183,386,72,44,10,12,14
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Section 47s and Initial Child Protection Conferences,1583,158,1399,139.7,525,52.4,516,51.5,121,277,49,78,11,13,15
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Section 47s and Initial Child Protection Conferences,1529,90.9,1410,83.8,681,40.5,676,40.2,59,450,86,86,13,14,16
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Section 47s and Initial Child Protection Conferences,815,236.2,703,203.8,339,98.3,333,96.5,48,173,48,70,12,14,19
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Section 47s and Initial Child Protection Conferences,519,145.3,487,136.4,202,56.6,198,55.4,79,119,c,c,10,12,13
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Section 47s and Initial Child Protection Conferences,761,64.8,726,61.8,567,48.3,558,47.5,73,490,c,c,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Section 47s and Initial Child Protection Conferences,2168,379,1739,304,810,141.6,795,139,42,628,29,111,14,15,15
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Section 47s and Initial Child Protection Conferences,2095,178.3,1842,156.8,951,80.9,930,79.2,168,638,72,73,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Section 47s and Initial Child Protection Conferences,1687,231.4,1496,205.2,761,104.4,740,101.5,128,348,97,188,12,14,20
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Section 47s and Initial Child Protection Conferences,476,130.2,453,123.9,232,63.4,227,62.1,36,185,c,c,12,14,14
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Section 47s and Initial Child Protection Conferences,1504,251.1,1278,213.4,615,102.7,609,101.7,46,514,34,21,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Section 47s and Initial Child Protection Conferences,2404,156.8,2273,148.3,1257,82,1224,79.9,280,803,77,97,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Section 47s and Initial Child Protection Conferences,1104,131.4,889,105.8,535,63.7,525,62.5,39,442,33,21,13,14,14
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Section 47s and Initial Child Protection Conferences,1174,83.7,1018,72.6,544,38.8,543,38.7,63,416,18,47,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Section 47s and Initial Child Protection Conferences,1399,96.1,1291,88.6,513,35.2,508,34.9,78,396,23,16,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Section 47s and Initial Child Protection Conferences,2222,130.5,1886,110.8,952,55.9,927,54.5,171,536,100,145,11,14,16
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Section 47s and Initial Child Protection Conferences,2113,307.8,1832,266.9,847,123.4,829,120.8,105,622,50,70,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Section 47s and Initial Child Protection Conferences,3185,191.2,2865,172,1193,71.6,1167,70.1,287,818,36,52,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Section 47s and Initial Child Protection Conferences,70,89.7,65,83.3,37,47.4,37,47.4,c,c,0,0,11,12,14
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Section 47s and Initial Child Protection Conferences,4602,159.6,4195,145.5,1803,62.5,1791,62.1,214,1274,142,173,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Section 47s and Initial Child Protection Conferences,2267,287,1927,243.9,528,66.8,520,65.8,78,361,33,56,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Section 47s and Initial Child Protection Conferences,1666,240.5,1500,216.6,680,98.2,669,96.6,45,462,100,72,13,14,16
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Section 47s and Initial Child Protection Conferences,459,127.1,453,125.5,234,64.8,226,62.6,45,129,28,32,11,14,16
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Section 47s and Initial Child Protection Conferences,2559,312.4,2353,287.2,953,116.3,946,115.5,39,712,63,139,13,14,14
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Section 47s and Initial Child Protection Conferences,1022,170.8,894,149.4,393,65.7,390,65.2,74,292,16,11,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Section 47s and Initial Child Protection Conferences,775,165.1,684,145.7,271,57.7,269,57.3,36,223,c,c,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Section 47s and Initial Child Protection Conferences,2187,128.9,2123,125.2,1074,63.3,1064,62.7,145,809,71,49,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Section 47s and Initial Child Protection Conferences,1789,310.9,1606,279.1,463,80.5,463,80.5,72,311,34,46,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Section 47s and Initial Child Protection Conferences,924,227.5,830,204.3,332,81.7,328,80.7,68,221,18,25,11,13,15
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Section 47s and Initial Child Protection Conferences,2060,302.2,1824,267.6,674,98.9,658,96.5,120,474,22,58,11,13,14
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Section 47s and Initial Child Protection Conferences,1205,103.9,1146,98.9,623,53.7,616,53.1,57,461,48,57,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Section 47s and Initial Child Protection Conferences,1095,178.8,1018,166.2,440,71.8,440,71.8,119,198,41,82,10,14,17
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Section 47s and Initial Child Protection Conferences,1556,132.1,1436,121.9,693,58.8,688,58.4,75,439,83,96,12,14,16
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Section 47s and Initial Child Protection Conferences,382,95.3,356,88.8,131,32.7,130,32.4,17,87,16,11,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Section 47s and Initial Child Protection Conferences,1865,137.4,1700,125.3,785,57.8,782,57.6,81,550,62,92,12,14,14
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Section 47s and Initial Child Protection Conferences,887,141.9,673,107.7,286,45.7,285,45.6,28,217,17,24,12,13,14
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Section 47s and Initial Child Protection Conferences,1451,46.6,1414,45.4,853,27.4,839,27,289,508,13,43,10,12,14
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Section 47s and Initial Child Protection Conferences,1512,55.8,1415,52.2,765,28.2,764,28.2,58,514,77,116,12,14,16
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Section 47s and Initial Child Protection Conferences,1239,215.9,1082,188.6,293,51.1,282,49.2,c,241,c,33,14,14,15
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Section 47s and Initial Child Protection Conferences,2613,153,2255,132,1040,60.9,1006,58.9,163,743,46,88,12,13,15
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Section 47s and Initial Child Protection Conferences,964,188.5,882,172.5,399,78,398,77.8,26,348,18,7,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Section 47s and Initial Child Protection Conferences,752,190.2,631,159.6,255,64.5,249,63,25,173,19,38,13,14,15
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Section 47s and Initial Child Protection Conferences,1718,112.5,1485,97.2,608,39.8,604,39.5,123,291,79,115,11,14,18
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Section 47s and Initial Child Protection Conferences,700,160,664,151.7,243,55.5,240,54.8,70,117,22,34,10,13,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Section 47s and Initial Child Protection Conferences,702,247.7,590,208.2,253,89.3,241,85.1,24,175,20,34,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Section 47s and Initial Child Protection Conferences,778,152.5,697,136.7,391,76.7,381,74.7,56,268,35,32,12,14,15
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Section 47s and Initial Child Protection Conferences,2174,174.9,1904,153.2,797,64.1,787,63.3,51,535,82,129,13,15,16
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Section 47s and Initial Child Protection Conferences,1329,124.9,1231,115.7,717,67.4,711,66.8,62,477,38,140,13,14,15
