time_period,time_identifier,geographic_level,country_code,country_name,children_in_need,"children_in_need_per_10,000_children",child_protection_plans,"child_protection_plans_per_10,000_children",referrals,completed_assessments,factor_identified
2022,Reporting year,National,E92000001,England,404310,334.3,"50,920",42.1,"650,270","645,070","160,690"
