time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Category,CINPlan_start,CINPlan_start_rate,CINPlan_child_start,CINPlan_child_start_rate,CINPlan_end,CINPlan_end_rate,CINPlan_child_end,CINPlan_child_end_rate,CINPlan_anypoint,CINPlan_anypoint_rate,CINPlan_child_anypoint,CINPlan_child_anypoint_rate,CINPlan_At31,CINPlan_At31_rate
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,CIN Plans,837,122.6,823,120.5,839,122.9,834,122.2,1344,196.8,1316,192.7,505,74
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,CIN Plans,1245,143.9,1227,141.8,1266,146.3,1243,143.7,2151,248.6,2100,242.7,885,102.3
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,CIN Plans,903,137,892,135.3,885,134.3,880,133.5,1760,267,1725,261.7,875,132.8
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,CIN Plans,1358,183.4,1330,179.6,1464,197.7,1450,195.8,2025,273.5,1980,267.4,561,75.8
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,CIN Plans,1198,184.3,1153,177.4,1078,165.9,1064,163.7,1945,299.3,1900,292.4,867,133.4
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,CIN Plans,505,99.6,505,99.6,194,38.3,194,38.3,505,99.6,505,99.6,311,61.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,CIN Plans,1655,258.2,1613,251.7,1536,239.7,1499,233.9,2489,388.3,2396,373.8,953,148.7
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,CIN Plans,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,CIN Plans,1006,175.2,947,164.9,970,168.9,914,159.2,1494,260.2,1379,240.1,524,91.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,CIN Plans,1149,147.5,1142,146.6,1138,146.1,1134,145.6,1273,163.5,1266,162.6,135,17.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,CIN Plans,820,108.7,750,99.4,116,15.4,110,14.6,1006,133.3,896,118.7,890,117.9
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,CIN Plans,1424,149.4,1407,147.6,1281,134.4,1272,133.5,2219,232.8,2182,228.9,938,98.4
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,CIN Plans,1070,130.2,1057,128.6,1070,130.2,1057,128.6,1715,208.6,1660,201.9,645,78.5
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,CIN Plans,1135,134.5,1110,131.5,944,111.9,932,110.4,1967,233.1,1905,225.7,1023,121.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,CIN Plans,508,73.1,502,72.2,498,71.7,494,71.1,741,106.6,727,104.6,243,35
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,CIN Plans,752,125.4,746,124.4,699,116.6,691,115.2,1269,211.6,1252,208.8,570,95
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,CIN Plans,621,105.2,621,105.2,530,89.8,530,89.8,938,158.9,938,158.9,408,69.1
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,CIN Plans,1198,160.5,1172,157,1116,149.5,1095,146.7,1893,253.6,1812,242.7,777,104.1
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,CIN Plans,921,140,895,136.1,840,127.7,811,123.3,1358,206.5,1288,195.8,518,78.8
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,CIN Plans,445,111.1,435,108.6,455,113.6,441,110.1,703,175.5,669,167.1,248,61.9
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,CIN Plans,137,28.7,136,28.5,123,25.8,119,24.9,278,58.2,269,56.3,155,32.5
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,CIN Plans,800,104.6,784,102.6,678,88.7,668,87.4,1531,200.3,1499,196.1,853,111.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,CIN Plans,472,103.1,463,101.1,423,92.4,419,91.5,723,157.9,702,153.3,300,65.5
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,CIN Plans,796,161.3,792,160.5,822,166.6,815,165.1,1568,317.7,1547,313.5,746,151.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,CIN Plans,1051,156.5,1030,153.4,1057,157.4,1035,154.2,1528,227.6,1483,220.9,471,70.2
