time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Assessments_completed,Assessments_completed_rate,Same_day,1-10_days,11-20_days,21-30_days,31-40_days,41-45_days,46-50_days,51-60_days,61+_days,25th_Percentile_days,Median_days,75th_Percentile_days
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of assessment,2510,690.2,80,247,382,480,491,286,83,106,355,19,32,45
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of assessment,3037,486.9,11,303,596,279,375,685,230,160,398,17,39,46
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of assessment,2758,558.3,13,194,518,431,468,301,183,250,400,20,35,49
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of assessment,1439,261.6,102,357,549,191,101,30,23,22,64,9,14,24
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of assessment,2000,447.9,37,179,337,302,410,214,180,152,189,19,35,46
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of assessment,4582,674.5,15,475,606,1230,775,760,322,238,161,21,30,43
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of assessment,3876,572.4,48,409,956,869,667,288,201,209,229,15,27,40
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of assessment,1777,356.4,0,134,298,242,393,381,116,92,121,21,37,44
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of assessment,10221,725,492,3356,2535,1378,962,968,203,130,197,5,15,30
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of assessment,3164,686.4,47,615,869,603,680,324,17,c,c,11,21,35
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of assessment,6000,914.7,87,589,881,1257,1672,645,325,288,256,20,32,41
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of assessment,2929,466.7,c,c,139,239,787,1011,304,183,159,36,42,45
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of assessment,3899,696.2,290,389,378,511,494,352,132,273,1080,18,38,64
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of assessment,4358,439.6,c,c,626,873,648,312,290,347,1097,24,39,61
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of assessment,10574,641.6,174,1875,1615,1264,1470,2049,381,550,1196,14,34,44
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of assessment,1947,568.3,14,147,211,194,326,462,93,160,340,26,42,51
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of assessment,1900,536.7,17,170,507,685,306,195,c,c,10,17,24,32
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of assessment,4110,349.9,9,439,471,459,666,1721,117,87,141,23,41,44
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of assessment,5728,1011.8,327,1027,1154,952,1079,360,256,281,292,11,24,38
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of assessment,5328,458.1,128,540,546,717,843,391,402,503,1258,22,39,59
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of assessment,2910,412.8,58,369,325,371,453,333,205,260,536,20,38,53
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of assessment,1060,289.3,21,136,142,100,196,70,55,126,214,18,37,55
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of assessment,4537,764.9,149,631,1179,1069,583,261,156,160,349,15,23,36
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of assessment,8036,525,169,1307,1405,1087,1140,585,393,512,1438,14,31,50
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of assessment,3090,370.7,23,467,714,583,369,497,217,132,88,14,26,43
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of assessment,2518,184,167,699,495,382,338,84,77,91,161,7,17,34
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of assessment,6817,474.2,75,874,1106,908,1537,1525,254,189,349,18,35,42
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Duration of assessment,9392,567.9,158,2292,3138,1382,838,245,243,408,688,10,16,31
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of assessment,4229,630.5,129,708,1135,840,670,315,145,105,182,13,22,35
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of assessment,9126,556,11,2015,2730,980,2091,793,293,129,84,11,19,35
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of assessment,366,473.2,11,21,44,44,140,43,15,22,26,24,34,43
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of assessment,15525,542,1333,2220,4734,2600,2374,828,470,470,496,11,19,34
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of assessment,4576,597.5,21,404,1119,1048,823,622,204,142,193,17,27,41
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of assessment,5201,763,7,205,2543,595,548,326,211,365,401,15,17,41
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of assessment,1675,466.6,103,507,393,232,175,70,43,49,103,8,16,31
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of assessment,4330,541.6,258,327,847,751,910,222,203,236,576,16,30,44
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of assessment,1346,226.4,30,415,218,207,243,77,21,36,99,7,21,38
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of assessment,2180,473.2,1107,74,130,133,163,161,119,167,126,0,0,42
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of assessment,10489,621.8,432,2301,1333,1459,1345,1983,435,487,714,9,27,43
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of assessment,5131,904.2,90,565,507,474,1452,1333,298,220,192,23,38,43
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of assessment,3248,822.5,19,304,576,454,540,563,247,239,306,19,37,45
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of assessment,4285,647,76,722,1785,935,528,105,36,35,63,12,17,27
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of assessment,4438,391.8,138,586,719,743,799,315,188,325,625,16,31,46
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of assessment,4458,752,199,1104,705,686,662,477,256,202,167,8,24,40
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of assessment,6146,529.6,198,1007,1202,869,694,482,435,541,718,13,28,47
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of assessment,1782,460.6,c,297,247,196,262,232,c,172,254,16,36,50
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of assessment,5658,423.1,157,927,664,626,1096,1124,487,210,367,15,35,45
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Duration of assessment,2119,349.3,40,317,406,388,406,422,57,42,41,16,28,41
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Duration of assessment,8961,293,180,1246,2422,2307,1462,554,266,251,273,16,23,34
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Duration of assessment,6735,252.1,97,528,1388,1155,2949,107,103,117,291,17,31,34
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Duration of assessment,3678,646.6,49,834,1110,651,381,192,170,179,112,11,19,34
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Duration of assessment,8242,487.5,258,1050,1341,1419,1524,683,429,560,978,16,31,45
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Duration of assessment,2395,489.6,13,149,333,328,884,249,128,160,151,24,35,42
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Duration of assessment,2012,518.8,21,222,235,266,365,174,125,175,429,21,38,55
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Duration of assessment,6564,431.7,62,559,1115,1547,1549,756,378,374,224,20,30,41
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Duration of assessment,2444,581.5,107,226,183,351,1322,100,70,43,42,25,34,36
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Duration of assessment,1393,494.4,21,243,304,261,275,145,71,47,25,13,25,39
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of assessment,3020,590.4,160,355,368,511,455,275,136,170,590,17,33,51
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Duration of assessment,6680,545.9,183,927,1116,1915,1734,331,162,88,224,15,28,34
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Duration of assessment,3143,296.4,38,287,384,531,529,302,208,405,459,23,37,52
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Duration of assessment,19841,701,368,4507,7448,3377,1531,554,411,486,1159,11,17,27
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Duration of assessment,2691,1067.1,11,509,854,410,263,84,85,133,342,12,20,39
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Duration of assessment,16366,491.5,334,1622,2110,4208,4375,2442,891,287,97,21,30,40
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Duration of assessment,2818,442.9,21,154,310,830,626,760,41,34,42,23,32,43
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Duration of assessment,2517,373.7,18,481,539,494,594,144,85,81,81,13,25,35
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Duration of assessment,6720,470.6,45,528,722,774,997,414,358,581,2301,26,44,73
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Duration of assessment,2950,670.6,62,838,655,628,228,366,74,55,44,10,19,32
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Duration of assessment,2945,803.4,31,324,438,368,604,292,209,286,393,19,35,49
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Duration of assessment,2339,564.6,14,66,240,570,598,518,147,87,99,24,38,44
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Duration of assessment,2655,532.8,39,252,500,396,368,250,146,254,450,18,34,52
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Duration of assessment,12022,463.7,39,1064,2383,1641,1572,2379,1171,983,790,18,36,45
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Duration of assessment,1503,417,36,128,239,205,501,344,27,14,9,20,33,41
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Duration of assessment,7633,443.8,719,4675,928,569,371,137,57,59,118,2,5,13
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Duration of assessment,668,195.1,7,49,115,73,87,53,54,81,149,20,42,57
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Duration of assessment,875,229.3,0,76,173,290,145,65,47,44,35,19,26,38
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Duration of assessment,1336,379.6,21,146,275,220,207,147,78,75,167,16,31,45
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Duration of assessment,1040,294.5,10,59,114,167,242,278,53,41,76,25,38,44
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Duration of assessment,4849,517.5,996,1096,698,578,474,414,111,138,344,2,15,37
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Duration of assessment,3026,285,40,376,462,470,941,452,123,86,76,17,33,40
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Duration of assessment,5625,391.9,108,901,949,1161,1248,667,213,126,252,14,28,40
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Duration of assessment,4370,566.4,28,779,732,654,578,343,212,315,729,15,30,49
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Duration of assessment,7321,579.9,580,929,1516,1362,1057,510,312,399,656,13,25,41
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Duration of assessment,15,392.7,0,c,c,0,c,c,c,0,c,13,42,47
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Duration of assessment,1512,351,23,84,160,245,172,258,182,125,263,25,44,51
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Duration of assessment,3900,746.4,29,365,452,824,1777,226,55,62,110,22,33,36
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Duration of assessment,1262,418.2,43,162,393,352,153,43,27,42,47,14,21,30
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Duration of assessment,4944,450.2,711,333,902,1042,893,529,148,172,214,13,26,39
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Duration of assessment,2182,378.1,c,220,573,437,406,188,c,106,143,15,27,40
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Duration of assessment,2994,605.1,46,281,445,432,395,170,139,260,826,20,38,66
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Duration of assessment,1012,398.8,c,123,381,145,86,62,c,59,121,13,20,43
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Duration of assessment,4893,464.7,102,991,1070,1092,820,304,170,133,211,11,23,37
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Duration of assessment,1747,364.7,0,47,145,485,756,93,61,59,101,28,32,36
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Duration of assessment,74,670.3,c,6,c,10,26,21,c,0,c,26,37,43
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Duration of assessment,3667,588.1,48,191,363,437,647,277,307,518,879,28,43,60
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Duration of assessment,1860,530.8,6,90,160,215,349,376,141,184,339,30,42,54
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Duration of assessment,2778,457.1,82,269,354,400,517,657,296,145,58,20,36,45
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Duration of assessment,2788,684.3,21,183,230,516,718,746,159,122,93,27,37,43
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Duration of assessment,1523,536.8,9,414,239,129,272,206,91,93,70,10,28,43
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Duration of assessment,1579,253,86,510,230,229,204,75,39,56,150,2,19,37
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Duration of assessment,2655,390.7,22,208,406,466,750,288,141,129,245,21,33,43
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Duration of assessment,4408,515.2,373,678,216,308,403,906,810,480,234,13,44,48
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Duration of assessment,3379,529.5,8,90,176,244,532,1330,334,228,437,38,44,47
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Duration of assessment,2192,329.3,48,232,254,313,647,163,172,157,206,21,35,45
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Duration of assessment,2808,452.4,33,186,507,572,667,360,206,155,122,20,32,42
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Duration of assessment,1276,289.4,39,109,110,147,317,297,115,78,64,25,38,45
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Duration of assessment,2360,381.7,14,183,226,246,660,503,182,174,172,28,38,45
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Duration of assessment,4270,472.6,171,891,503,501,781,1009,105,127,182,11,32,43
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Duration of assessment,3129,553.4,20,254,570,1021,822,347,56,30,9,19,27,36
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Duration of assessment,3753,491.3,20,141,468,1108,1244,564,67,54,87,24,31,39
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Duration of assessment,2703,368.9,27,354,360,249,390,441,222,252,408,18,40,50
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Duration of assessment,3622,383.5,220,187,531,699,1060,212,164,207,342,20,32,41
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Duration of assessment,3722,454.7,36,187,365,456,817,1351,331,127,52,28,41,45
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Duration of assessment,4321,515,100,320,871,1106,809,264,174,240,437,19,29,41
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Duration of assessment,3502,520.4,c,163,140,336,729,1672,162,c,205,35,43,45
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Duration of assessment,2872,498.8,45,137,368,590,989,233,145,193,172,25,34,41
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Duration of assessment,2243,402.3,22,116,242,499,463,187,160,190,364,24,36,50
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Duration of assessment,4194,583.5,52,1301,2222,296,152,82,22,17,50,10,13,17
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Duration of assessment,3466,547.8,250,773,720,446,307,204,121,196,449,8,20,43
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Duration of assessment,1929,505.3,46,468,243,253,356,486,32,32,13,9,29,42
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Duration of assessment,1665,356.2,37,112,158,344,696,167,66,45,40,25,33,38
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Duration of assessment,4488,590.3,31,384,657,1464,1526,137,75,74,140,21,26,35
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Duration of assessment,2105,469.2,48,414,214,164,210,947,64,32,12,13,41,44
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Duration of assessment,2319,495,c,164,563,415,401,305,c,145,203,17,31,44
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Duration of assessment,3152,477.6,60,331,605,711,891,327,100,56,71,17,29,37
2016,Reporting year,National,E92000001,England,,,,,,Duration of assessment,571640,489.5,18210,93310,103480,91190,102860,67900,23990,25050,45650,14,28,42
2016,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Duration of assessment,31360,598.1,770,3930,3850,5140,5380,6670,1340,1380,2900,19,35,45
2016,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Duration of assessment,86320,567.3,2470,8990,15990,15090,17320,12080,4490,3970,5910,16,31,43
2016,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Duration of assessment,57630,503,1260,10390,10520,8430,9720,7290,1850,2330,5830,13,29,43
2016,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Duration of assessment,44880,461.9,2000,12740,7560,5120,6750,4840,1480,1470,2930,10,21,40
2016,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Duration of assessment,64330,509.6,3140,12640,12010,8750,9400,6850,2850,3260,5450,11,25,42
2016,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Duration of assessment,55200,424.7,1100,7900,12660,10220,12430,4700,1930,1620,2650,15,26,37
2016,Reporting year,Regional,E92000001,England,E12000007,London,,,,Duration of assessment,87460,448.1,2700,12080,13660,13450,17810,12270,4180,4310,6990,16,32,43
2016,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Duration of assessment,91320,475.9,2420,16520,17880,15770,13990,8960,3940,4370,7480,13,26,42
2016,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Duration of assessment,53140,491.1,2350,8110,9350,9220,10070,4230,1940,2360,5530,13,28,41
2016,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Duration of assessment,30550,426.3,1090,3440,3500,4250,6430,5230,1930,1920,2760,19,35,45
2016,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Duration of assessment,56910,460.8,1610,8640,10170,9200,11380,7040,2260,2390,4230,14,29,42
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Duration of assessment,1210,533.7,133,325,155,171,108,186,55,49,28,6,20,41
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Duration of assessment,5188,517.6,10,785,771,703,1350,745,262,263,299,17,35,42
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Duration of assessment,2193,550.5,c,120,242,232,332,1108,56,c,56,28,42,45
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Duration of assessment,1172,591.2,18,131,131,216,468,81,40,49,38,21,36,40
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Duration of assessment,2548,797.5,66,229,140,311,537,951,51,64,199,28,40,44
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Duration of assessment,2468,436.8,28,306,220,243,357,428,162,211,513,23,42,56
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Duration of assessment,1641,406.1,c,479,247,486,107,233,34,27,c,9,24,32
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Duration of assessment,5907,996.8,53,675,590,1412,689,1236,307,272,673,22,34,45
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Duration of assessment,1530,558.9,350,65,109,242,191,314,93,71,95,9,30,44
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Duration of assessment,1953,669,6,128,287,337,430,253,160,112,240,23,36,46
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Duration of assessment,2559,598.1,c,229,432,379,532,949,11,20,c,20,36,44
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of assessment,2994,551.1,98,460,529,403,281,190,108,200,725,14,31,59
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of assessment,2367,618.3,20,233,382,404,352,278,134,225,339,19,34,49
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of assessment,1622,564.7,c,270,421,369,174,100,c,64,170,13,23,39
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of assessment,3967,599.9,49,379,1519,234,408,1049,73,57,199,14,22,44
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of assessment,2083,488.7,7,210,349,538,703,136,48,32,60,19,30,35
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of assessment,4200,560.1,70,454,1380,1052,569,209,147,128,191,15,22,33
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of assessment,2743,414.1,354,266,427,545,577,348,94,76,56,11,26,38
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of assessment,4764,512.6,12,303,898,1267,1272,740,142,45,85,20,29,36
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of assessment,1320,466.8,9,116,155,134,248,414,58,52,134,24,40,44
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of assessment,2758,848.7,95,508,634,590,652,121,70,56,32,11,23,34
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of assessment,14278,582,173,921,1498,2156,3952,1725,939,1074,1840,25,35,47
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of assessment,6781,744.2,1191,1092,1024,898,713,312,239,441,871,5,21,43
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of assessment,8707,741.5,40,486,1282,1188,1833,2399,948,356,175,24,38,45
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of assessment,2267,388.9,83,216,272,288,423,444,184,174,183,20,38,45
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of assessment,3195,628.5,60,583,626,651,958,164,62,56,35,13,25,35
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of assessment,2874,534.1,22,225,318,596,715,823,112,41,22,23,35,43
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of assessment,2530,475.7,6,163,433,280,407,631,206,213,191,22,40,45
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of assessment,2564,707,59,479,630,591,442,169,46,60,88,13,22,34
