time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Assessments_completed,Assessments_completed_rate,Same_day,1-10_days,11-20_days,21-30_days,31-40_days,41-45_days,46-50_days,51-60_days,61+_days,25th_Percentile_days,Median_days,75th_Percentile_days
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Duration of assessment,3068,327.5,64,432,552,653,690,196,175,130,176,16,28,38
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Duration of assessment,3023,529.5,14,160,351,570,995,649,135,106,43,25,35,42
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Duration of assessment,3660,471.1,6,83,309,552,1221,1022,209,132,126,30,39,44
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Duration of assessment,3588,478.5,c,120,369,836,1041,740,289,132,c,26,36,43
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Duration of assessment,5373,566,236,222,607,1064,1100,841,550,342,411,23,36,45
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Duration of assessment,5152,627,63,264,267,424,947,1584,837,507,259,35,43,47
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Duration of assessment,5245,622.1,106,505,669,1688,1395,440,198,162,82,21,29,36
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Duration of assessment,3642,527.5,8,64,195,334,818,2093,50,31,49,35,43,45
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Duration of assessment,2570,432.8,7,80,335,564,1025,495,31,14,19,25,34,39
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Duration of assessment,2376,407.1,17,266,456,772,420,117,81,105,142,18,26,36
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Duration of assessment,4596,620.4,76,651,2206,966,375,93,51,80,98,13,17,25
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Duration of assessment,3346,512.9,171,380,284,295,603,492,272,302,547,21,40,51
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Duration of assessment,2572,650.7,53,663,321,211,433,757,59,35,40,9,32,43
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Duration of assessment,1592,335.8,13,51,176,340,778,112,43,42,37,27,33,37
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Duration of assessment,3816,500.5,24,132,352,1230,1648,233,37,66,94,24,33,35
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Duration of assessment,2129,464.2,68,510,255,151,279,749,47,21,49,9,34,44
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Duration of assessment,2281,470.7,0,74,264,583,551,398,188,118,105,25,35,44
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Duration of assessment,3828,573.4,70,281,493,778,1366,713,56,30,41,22,33,39
2019,Reporting year,National,E92000001,England,,,,,,Duration of assessment,644730,539.3,16440,79120,110460,104990,123970,101090,34150,32170,42330,16,32,44
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Duration of assessment,36370,686.6,220,3570,6050,5690,6080,8590,1810,1660,2700,19,36,45
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Duration of assessment,98470,634,1620,9680,17210,17710,19250,17200,5970,4840,4990,18,32,44
2019,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Duration of assessment,74100,635.9,1730,11050,12260,10310,12530,12940,3270,3460,6560,15,32,44
2019,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Duration of assessment,50860,510.5,1060,8950,10780,8000,8610,5450,2330,2460,3220,13,26,41
2019,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Duration of assessment,73440,568.3,4680,9910,13590,11580,12450,9820,3620,3560,4240,13,28,42
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Duration of assessment,50700,379.5,1280,6610,7110,7930,13270,6080,2850,2460,3100,17,33,42
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,Duration of assessment,103640,512.6,3040,7910,14370,17720,25140,18990,5550,4680,6240,21,34,44
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Duration of assessment,101970,520.9,1870,15000,20450,16110,16410,14140,5460,5790,6750,14,29,44
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Duration of assessment,55190,500.6,940,6440,8630,9950,10230,7910,3290,3270,4530,18,32,44
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Duration of assessment,39130,522.3,880,2630,4390,5940,10210,7810,2600,2200,2480,24,36,44
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Duration of assessment,64510,506.8,2160,5270,9980,11780,14930,11180,2950,2480,3760,19,33,43
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Duration of assessment,1021,454.7,0,104,135,131,179,287,68,57,60,21,39,45
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Duration of assessment,5860,580,32,593,684,815,1291,1140,284,368,653,22,37,45
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Duration of assessment,2114,533.8,23,221,288,242,371,745,88,74,62,20,39,45
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Duration of assessment,1408,703.8,c,c,145,257,401,125,115,90,190,25,38,47
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Duration of assessment,3572,1098.6,21,494,464,434,522,1045,156,141,295,19,38,45
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Duration of assessment,5871,1011.3,80,714,1712,900,622,383,324,320,816,15,24,45
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Duration of assessment,1683,406.9,13,225,162,159,261,586,124,85,68,22,41,44
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Duration of assessment,4105,695.6,9,427,644,1169,329,1277,145,72,33,20,26,44
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Duration of assessment,1500,543,9,114,202,94,184,523,123,101,150,26,43,45
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Duration of assessment,1521,508.4,c,c,191,474,365,172,91,72,105,24,32,42
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Duration of assessment,2694,619,c,182,438,246,352,1418,42,7,c,23,42,45
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of assessment,5018,919.7,25,363,983,768,1205,885,253,276,260,19,35,43
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of assessment,3288,854.4,12,275,488,478,703,440,366,296,230,22,36,46
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of assessment,2889,999.5,69,380,454,484,512,349,165,184,292,17,32,45
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of assessment,3809,562.9,58,480,1405,358,315,675,149,149,220,14,20,44
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of assessment,2934,680.1,34,246,445,620,824,392,151,136,86,21,32,41
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of assessment,2989,390.6,195,185,539,454,708,329,254,231,94,17,33,43
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of assessment,2579,379,53,165,315,362,514,499,266,142,263,24,38,46
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of assessment,4570,494.1,14,310,666,844,1002,925,354,224,231,23,35,45
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of assessment,1681,587.4,22,113,174,153,346,799,36,13,25,27,41,44
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of assessment,1989,594.1,437,307,414,338,390,81,15,c,c,4,15,30
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of assessment,16140,646.3,123,2264,2452,3460,2742,2253,1136,1001,709,17,30,44
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of assessment,7510,791.3,223,628,1041,984,1043,1456,715,690,730,20,39,47
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of assessment,10387,851.7,66,925,2250,1937,2200,2361,437,133,78,18,31,42
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of assessment,3981,670,36,278,661,599,884,1036,262,125,100,21,36,44
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of assessment,3560,675.7,35,334,374,511,1224,493,166,184,239,24,35,43
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of assessment,3849,680.4,16,348,611,724,891,997,172,38,52,20,33,43
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of assessment,3121,579.8,9,235,325,388,469,627,237,328,503,26,42,52
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of assessment,3174,862.9,33,209,765,899,655,240,77,112,184,19,27,37
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of assessment,3551,562.4,25,414,487,543,623,918,216,136,189,19,36,44
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of assessment,4229,842,24,345,860,734,972,501,298,285,210,19,32,43
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of assessment,1409,251.2,63,256,453,298,154,59,24,22,80,11,19,30
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of assessment,1707,383.7,c,149,271,278,475,295,88,78,c,21,34,42
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of assessment,3578,523.2,19,311,505,990,631,711,141,131,139,21,30,42
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of assessment,5542,820.1,51,526,1256,1274,969,762,241,197,266,16,28,41
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of assessment,2693,530.9,c,220,834,302,507,823,c,c,0,16,30,42
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of assessment,10908,768.1,433,2525,1447,1370,1577,2358,533,273,392,9,28,43
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of assessment,4272,928.3,78,710,1048,631,842,835,73,48,7,12,26,40
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of assessment,6842,1029.7,301,923,901,1210,1605,1063,242,269,328,17,31,41
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of assessment,2331,370.3,6,160,110,202,773,708,244,83,45,33,40,44
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of assessment,3740,655.9,9,166,627,665,771,901,90,157,354,22,37,44
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of assessment,4963,495.4,186,1001,1155,648,594,263,232,297,587,11,23,43
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of assessment,9546,567.6,184,1325,1475,1290,1402,2021,304,483,1062,16,35,44
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of assessment,2258,654.4,38,131,210,209,259,195,82,133,1001,29,51,117
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of assessment,1730,484.4,c,187,213,393,475,435,14,c,c,22,32,41
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of assessment,4717,401.5,54,754,1577,618,626,940,62,42,44,13,20,39
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of assessment,4920,860.2,c,498,901,908,1008,675,412,280,c,19,32,44
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of assessment,6889,586.3,170,919,934,937,1062,944,583,685,655,17,35,47
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of assessment,7269,997.2,241,1391,688,804,808,556,360,654,1767,13,37,60
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of assessment,1025,280.3,16,144,137,126,225,218,35,50,74,16,36,43
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of assessment,3823,638.2,51,168,389,450,705,751,345,455,509,29,42,51
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of assessment,10269,670,433,1616,1716,1437,1844,1179,518,523,1003,13,30,44
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of assessment,2660,316.7,16,257,392,352,473,769,149,59,193,21,38,45
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of assessment,4172,297.3,149,472,753,773,734,307,241,310,427,16,30,44
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of assessment,6655,456.9,165,3096,888,788,936,580,148,25,29,2,11,31
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Duration of assessment,5405,317.5,189,490,927,948,962,415,347,479,648,18,32,47
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of assessment,5559,809.7,49,702,888,958,1278,585,335,425,339,17,33,43
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of assessment,11926,716.1,7,2142,4796,2268,1621,617,230,177,68,12,18,29
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of assessment,393,503.4,c,8,33,23,59,245,18,c,0,36,44,44
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of assessment,12888,446.9,636,1254,4234,2642,2005,979,369,356,413,14,21,35
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of assessment,4994,632.2,8,275,560,665,1031,1506,466,234,249,27,40,45
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of assessment,4403,635.7,87,545,1374,677,539,681,225,160,115,13,23,42
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of assessment,1541,426.8,395,308,183,198,121,73,36,42,185,0,15,35
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of assessment,6253,763.3,138,269,1288,1033,1643,637,368,419,458,19,34,43
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of assessment,3310,553.2,170,1355,498,250,343,488,61,52,93,3,12,37
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of assessment,2043,435.2,863,51,110,198,263,301,121,41,95,0,20,41
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of assessment,10758,634.3,433,2605,1164,1345,1507,2129,402,442,731,8,29,43
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of assessment,4948,859.8,757,345,451,431,918,982,354,372,338,13,37,45
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of assessment,2389,588.1,37,257,539,794,387,132,65,86,92,17,26,34
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of assessment,5143,754.6,629,301,1029,901,851,309,293,387,443,14,27,43
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of assessment,6119,527.8,64,539,715,967,1580,881,475,518,380,23,36,44
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of assessment,3415,557.6,118,627,620,699,540,222,132,181,276,13,25,40
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of assessment,5238,444.7,347,1176,828,784,719,497,250,265,372,8,24,41
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of assessment,1687,420.8,33,139,102,190,283,433,187,155,165,29,42,47
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of assessment,6789,500.2,276,1978,1067,725,728,750,438,352,475,6,22,43
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Duration of assessment,2013,322,27,240,391,384,403,485,47,26,10,16,30,42
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Duration of assessment,7776,249.9,89,559,1258,1523,1725,1392,405,332,493,21,33,43
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Duration of assessment,5920,218.4,91,444,948,994,3033,113,76,68,153,20,32,34
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Duration of assessment,3085,537.7,42,319,503,560,485,385,402,173,216,18,34,46
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Duration of assessment,7350,430.3,143,694,732,908,1689,1259,535,628,762,23,37,46
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Duration of assessment,3288,643,73,436,384,434,802,305,237,288,329,18,34,46
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Duration of assessment,2926,740,30,666,375,570,870,138,56,69,152,11,28,38
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Duration of assessment,6677,437.1,344,889,1108,1291,1311,736,411,307,280,15,28,41
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Duration of assessment,3184,727.6,133,250,244,346,1942,80,60,60,69,27,34,35
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Duration of assessment,1703,601,35,284,664,291,210,109,33,41,36,12,18,31
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of assessment,2470,484.3,28,293,289,644,661,261,100,98,96,21,30,39
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Duration of assessment,7819,628.9,209,1539,816,880,1553,746,501,776,799,12,34,47
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Duration of assessment,3598,338.2,39,244,460,470,534,337,382,563,569,24,42,54
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Duration of assessment,18003,633.9,216,3994,8167,2295,1188,496,289,469,889,11,15,25
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Duration of assessment,1965,790.1,20,557,826,208,162,109,28,29,26,9,14,23
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Duration of assessment,17703,520.5,184,1289,2241,4452,4901,3240,765,397,234,22,32,41
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Duration of assessment,3420,531.1,11,123,288,345,555,837,236,306,719,32,44,55
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Duration of assessment,2249,329.4,26,567,685,461,300,72,31,43,64,10,18,29
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Duration of assessment,5404,373.2,24,263,519,670,1016,660,477,707,1068,29,42,56
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Duration of assessment,3737,848.4,225,1166,752,720,320,375,41,29,109,9,16,29
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Duration of assessment,2676,721.7,35,325,673,539,544,244,117,125,74,15,27,38
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Duration of assessment,1853,434,12,65,149,406,435,410,225,122,29,26,40,45
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Duration of assessment,2448,481.6,38,259,372,275,362,312,139,198,493,18,39,55
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Duration of assessment,11842,452.1,35,610,2030,1662,1908,2407,1235,1099,856,23,39,46
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Duration of assessment,2069,580.8,321,458,249,200,275,488,62,c,c,3,21,41
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Duration of assessment,10412,596.1,393,2742,823,1115,1177,2642,648,570,300,7,32,45
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Duration of assessment,861,248.8,c,c,76,60,95,274,97,92,126,36,45,51
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Duration of assessment,1733,438.4,12,183,374,413,209,116,49,124,253,17,26,45
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Duration of assessment,1253,348.6,25,78,202,280,229,81,36,101,221,21,32,51
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Duration of assessment,1808,497.1,85,264,295,243,295,384,111,86,45,14,31,44
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Duration of assessment,4596,488.9,19,1172,757,945,478,575,198,214,238,10,23,41
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Duration of assessment,4974,461.4,9,373,545,617,1597,1167,359,202,105,27,37,43
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Duration of assessment,5700,390.7,73,590,794,845,1102,709,355,429,803,20,37,47
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Duration of assessment,5202,678.2,45,608,944,823,1086,874,371,301,150,17,32,43
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Duration of assessment,8087,631.1,57,734,1171,1633,1340,1233,658,519,742,21,34,45
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Duration of assessment,0,0,z,z,z,z,z,z,z,z,z,z,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Duration of assessment,1354,311.7,18,73,138,176,182,427,101,90,149,26,43,46
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Duration of assessment,3698,703.7,49,430,495,933,762,797,113,83,36,20,30,42
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Duration of assessment,1224,405.5,c,c,141,208,285,199,91,90,178,27,39,48
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Duration of assessment,4112,371.5,269,186,626,898,693,455,185,270,530,20,32,45
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Duration of assessment,2458,417.6,50,313,350,398,517,263,131,181,255,18,33,45
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Duration of assessment,4204,836.8,144,790,937,690,565,215,184,223,456,12,24,41
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Duration of assessment,1877,738.3,c,128,322,298,392,169,c,184,267,21,36,50
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Duration of assessment,4639,438.9,95,670,914,962,711,360,276,296,355,14,26,42
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Duration of assessment,1313,257.5,c,26,140,396,623,52,19,c,38,25,32,34
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Duration of assessment,42,289.1,0,c,6,c,9,13,c,0,c,21,41,45
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Duration of assessment,4290,673.9,32,273,405,592,954,455,450,589,540,27,39,51
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Duration of assessment,1322,358.3,6,53,59,124,393,361,89,90,147,34,41,45
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Duration of assessment,2832,468.9,259,331,394,433,406,828,142,27,12,14,30,44
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Duration of assessment,2526,600,9,191,359,501,726,524,89,84,43,22,34,41
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Duration of assessment,1378,480.5,13,401,188,82,234,250,77,52,81,10,31,43
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Duration of assessment,3692,589.5,263,159,546,697,856,669,165,146,191,20,33,42
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Duration of assessment,3693,539.5,17,258,709,620,902,451,184,207,345,20,33,44
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Duration of assessment,4371,504.9,130,124,203,478,563,1243,709,433,488,33,45,49
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Duration of assessment,3134,481.3,7,86,171,272,671,1746,93,28,60,36,42,45
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Duration of assessment,5364,755.8,89,340,471,843,2467,711,160,142,141,26,35,39
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Duration of assessment,3658,573,c,c,487,589,1079,391,341,320,317,26,36,46
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Duration of assessment,1519,320.2,46,257,253,312,322,117,79,64,69,14,28,39
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Duration of assessment,3655,576.5,30,237,349,793,1242,554,204,138,108,27,36,41
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Duration of assessment,3660,394.8,68,531,1009,881,552,170,96,144,209,15,24,35
