time_period,time_identifier,geographic_level,country_code,country_name,children_in_need,"children_in_need_per_10,000_children",child_protection_plans,"child_protection_plans_per_10,000_children",referrals,completed_assessments,factor_identified
2021,Financial year,National,E92000001,England,"388,490",321.2,"50,010",41.4,"597,760","625,960","168,960"
