time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_phase,revenue_state,number_schools,PercSchools,total_revenue_balance,average_revenue_balance,B01,B02,B06,total_income,perc_BalanceofIncome,NumOverThresh,PercOverThresh,ValueOverThresh,AveValueOverThresh
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Primary,Surplus,48,94.1,6.597143,0.137440,5094457.119141,1481450.080078,21236.229453,125.795841,5.2443,8,15.7,0.3815,47682
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Primary,Total,51,100.0,6.307877,0.123684,5094457.119141,1590635.947266,-377216.333047,131.455905,4.7985,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Pupil referral unit,Surplus,1,100.0,0.128519,0.128519,0.000000,128518.859375,0.000000,2.451932,5.2415,0,0.0,0.0000,0
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Pupil referral unit,Total,1,100.0,0.128519,0.128519,0.000000,128518.859375,0.000000,2.451932,5.2415,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Secondary,Deficit,7,70.0,-6.602840,-0.943263,0.000000,-6602840.105469,0.000000,48.328990,-13.6623,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Secondary,Surplus,2,20.0,0.292245,0.146122,0.000000,292244.679688,0.000000,9.211966,3.1724,1,10.0,0.1554,155401
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Secondary,Total,10,100.0,-6.310595,-0.631060,0.000000,-6310595.425781,0.000000,66.041061,-9.5556,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Special,Surplus,5,100.0,1.292780,0.258556,1111354.992188,181425.500000,0.000000,18.509790,6.9843,1,20.0,0.0088,8777
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Special,Total,5,100.0,1.292780,0.258556,1111354.992188,181425.500000,0.000000,18.509790,6.9843,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Total,Deficit,10,14.9,-6.892107,-0.689211,0.000000,-6493654.238281,-398452.562500,53.989054,-12.7657,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Total,Surplus,56,83.6,8.310687,0.148405,6205812.111328,2083639.119141,21236.229453,155.969529,5.3284,10,14.9,0.5456,54563
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Total,Total,67,100.0,1.418581,0.021173,6205812.111328,-4410015.119141,-377216.333047,218.458688,0.6494,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Nursery,Deficit,2,50.0,-0.340802,-0.170401,0.000000,-340801.816406,0.000000,1.874828,-18.1778,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Nursery,Surplus,2,50.0,0.558205,0.279102,225538.703125,332666.062500,0.000000,3.293330,16.9496,1,25.0,0.3720,372043
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Nursery,Total,4,100.0,0.217403,0.054351,225538.703125,-8135.753906,0.000000,5.168158,4.2066,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary,Deficit,1,2.1,-0.081151,-0.081151,0.000000,-81150.828125,0.000000,1.501670,-5.4040,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary,Surplus,47,97.9,10.818581,0.230183,4459223.427734,6377646.192383,-18288.448608,119.870960,9.0252,25,52.1,2.9512,118048
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary,Total,48,100.0,10.737430,0.223696,4459223.427734,6296495.364258,-18288.448608,121.372630,8.8467,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Pupil referral unit,Surplus,1,100.0,0.794785,0.794785,0.000000,794785.000000,0.000000,4.526573,17.5582,1,100.0,0.4327,432659
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Pupil referral unit,Total,1,100.0,0.794785,0.794785,0.000000,794785.000000,0.000000,4.526573,17.5582,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Secondary,Deficit,1,16.7,-0.840468,-0.840468,0.000000,-840468.062500,0.000000,12.128990,-6.9294,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Secondary,Surplus,5,83.3,2.227030,0.445406,291115.515625,1935914.515625,0.000000,44.717768,4.9802,2,33.3,0.3733,186635
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Secondary,Total,6,100.0,1.386562,0.231094,291115.515625,1095446.453125,0.000000,56.846758,2.4391,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Special,Deficit,1,50.0,-0.300431,-0.300431,0.000000,-300430.843750,0.000000,1.409600,-21.3132,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Special,Surplus,1,50.0,0.431882,0.431882,0.000000,431882.375000,0.000000,1.749457,24.6867,1,50.0,0.2919,291926
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Special,Total,2,100.0,0.131452,0.065726,0.000000,131451.531250,0.000000,3.159057,4.1611,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Total,Deficit,5,8.2,-1.562852,-0.312570,0.000000,-1562851.550781,0.000000,16.915087,-9.2394,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Total,Surplus,56,91.8,14.830483,0.264830,4975877.646484,9872894.145508,-18288.448608,174.158088,8.5155,30,49.2,4.4211,147370
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Total,Total,61,100.0,13.267632,0.217502,4975877.646484,8310042.594727,-18288.448608,191.073176,6.9437,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Nursery,Surplus,1,100.0,0.004617,0.004617,4616.830078,0.000000,0.000000,0.400426,1.1530,0,0.0,0.0000,0
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Nursery,Total,1,100.0,0.004617,0.004617,4616.830078,0.000000,0.000000,0.400426,1.1530,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary,Surplus,32,100.0,10.353268,0.323540,9878644.480469,404989.158691,69633.851563,91.281693,11.3421,21,65.6,3.9847,189746
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary,Total,32,100.0,10.353268,0.323540,9878644.480469,404989.158691,69633.851563,91.281693,11.3421,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Pupil referral unit,Surplus,1,100.0,0.053190,0.053190,53190.148438,0.000000,0.000000,1.847818,2.8785,0,0.0,0.0000,0
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Pupil referral unit,Total,1,100.0,0.053190,0.053190,53190.148438,0.000000,0.000000,1.847818,2.8785,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Secondary,Surplus,2,100.0,2.603276,1.301638,2603275.687500,0.000000,0.000000,15.692312,16.5895,2,100.0,1.8187,909330
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Secondary,Total,2,100.0,2.603276,1.301638,2603275.687500,0.000000,0.000000,15.692312,16.5895,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Special,Deficit,1,33.3,-0.241519,-0.241519,0.000000,-241518.828125,0.000000,2.519199,-9.5871,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Special,Surplus,2,66.7,0.460830,0.230415,460830.234375,0.000000,0.000000,6.925755,6.6539,1,33.3,0.0332,33240
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Special,Total,3,100.0,0.219311,0.073104,460830.234375,-241518.828125,0.000000,9.444954,2.3220,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Total,Deficit,1,2.6,-0.241519,-0.241519,0.000000,-241518.828125,0.000000,2.519199,-9.5871,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Total,Surplus,38,97.4,13.475180,0.354610,13000557.380859,404989.158691,69633.851563,116.148003,11.6017,24,61.5,5.8366,243190
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Total,Total,39,100.0,13.233662,0.339325,13000557.380859,163470.330566,69633.851563,118.667202,11.1519,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary,Deficit,13,30.2,-0.681082,-0.052391,0.000000,-681082.426695,0.000000,21.852860,-3.1167,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary,Surplus,30,69.8,4.616534,0.153884,3496410.196777,1120124.156250,0.000000,68.526065,6.7369,11,25.6,0.6993,63573
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary,Total,43,100.0,3.935452,0.091522,3496410.196777,439041.729555,0.000000,90.378925,4.3544,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Secondary,Deficit,2,100.0,-1.056112,-0.528056,0.000000,-1056111.750000,0.000000,2.490407,-42.4072,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Secondary,Total,2,100.0,-1.056112,-0.528056,0.000000,-1056111.750000,0.000000,2.490407,-42.4072,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Special,Deficit,1,100.0,-0.094437,-0.094437,0.000000,-94437.382813,0.000000,3.972300,-2.3774,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Special,Total,1,100.0,-0.094437,-0.094437,0.000000,-94437.382813,0.000000,3.972300,-2.3774,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Total,Deficit,16,34.8,-1.831632,-0.114477,0.000000,-1831631.559507,0.000000,28.315568,-6.4686,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Total,Surplus,30,65.2,4.616534,0.153884,3496410.196777,1120124.156250,0.000000,68.526065,6.7369,11,23.9,0.6993,63573
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Total,Total,46,100.0,2.784903,0.060541,3496410.196777,-711507.403257,0.000000,96.841632,2.8757,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Nursery,Surplus,1,100.0,0.180099,0.180099,82761.000000,97337.539063,0.000000,1.057344,17.0331,1,100.0,0.0955,95511
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Nursery,Total,1,100.0,0.180099,0.180099,82761.000000,97337.539063,0.000000,1.057344,17.0331,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary,Deficit,1,2.0,-0.013225,-0.013225,448.850006,-13673.719727,0.000000,1.238475,-1.0678,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary,Surplus,48,98.0,12.006653,0.250139,3381075.898376,8608882.897148,16694.639969,103.653510,11.5835,29,59.2,5.0428,173888
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary,Total,49,100.0,11.993429,0.244764,3381524.748383,8595209.177422,16694.639969,104.891986,11.4341,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Secondary,Deficit,1,50.0,-3.386991,-3.386991,0.000000,-3386991.000000,0.000000,4.062756,-83.3668,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Secondary,Surplus,1,50.0,0.508923,0.508923,60624.839844,448298.375000,0.000000,8.249602,6.1691,1,50.0,0.0964,96443
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Secondary,Total,2,100.0,-2.878068,-1.439034,60624.839844,-2938692.625000,0.000000,12.312359,-23.3754,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Special,Surplus,2,100.0,1.860116,0.930058,972524.000000,986742.375000,-99150.101563,10.165323,18.2986,2,100.0,1.0469,523445
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Special,Total,2,100.0,1.860116,0.930058,972524.000000,986742.375000,-99150.101563,10.165323,18.2986,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Total,Deficit,2,3.7,-3.400216,-1.700108,448.850006,-3400664.719727,0.000000,5.301231,-64.1401,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Total,Surplus,52,96.3,14.555791,0.279919,4496985.738220,10141261.186211,-82455.461594,123.125781,11.8219,33,61.1,6.2816,190352
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Total,Total,54,100.0,11.155576,0.206585,4497434.588226,6740596.466484,-82455.461594,128.427012,8.6863,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary,Deficit,3,6.1,-0.191716,-0.063905,0.000000,-191786.482422,70.660004,6.875882,-2.7882,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary,Surplus,45,91.8,9.579112,0.212869,5519885.001953,3900011.576492,159215.356559,110.888533,8.6385,21,42.9,3.3768,160798
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary,Total,49,100.0,9.387396,0.191580,5519885.001953,3708225.094070,159286.016563,118.495472,7.9222,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Pupil referral unit,Surplus,1,100.0,0.007484,0.007484,0.000000,7484.000000,0.000000,5.094610,0.1469,0,0.0,0.0000,0
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Pupil referral unit,Total,1,100.0,0.007484,0.007484,0.000000,7484.000000,0.000000,5.094610,0.1469,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Secondary,Surplus,2,100.0,1.015258,0.507629,0.000000,1015257.667969,0.000000,17.786453,5.7080,1,50.0,0.4284,428433
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Secondary,Total,2,100.0,1.015258,0.507629,0.000000,1015257.667969,0.000000,17.786453,5.7080,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Special,Surplus,4,100.0,0.836043,0.209011,0.000000,802137.129883,33906.240234,16.702919,5.0054,1,25.0,0.2220,221961
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Special,Total,4,100.0,0.836043,0.209011,0.000000,802137.129883,33906.240234,16.702919,5.0054,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Total,Deficit,3,5.4,-0.191716,-0.063905,0.000000,-191786.482422,70.660004,6.875882,-2.7882,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Total,Surplus,52,92.9,11.437897,0.219960,5519885.001953,5724890.374343,193121.596794,150.472515,7.6013,23,41.1,4.0272,175094
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Total,Total,56,100.0,11.246181,0.200825,5519885.001953,5533103.891921,193192.256797,158.079454,7.1143,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston Upon Thames,Nursery,Surplus,1,100.0,0.191450,0.191450,0.000000,191450.046875,0.000000,0.888008,21.5595,1,100.0,0.1204,120409
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston Upon Thames,Nursery,Total,1,100.0,0.191450,0.191450,0.000000,191450.046875,0.000000,0.888008,21.5595,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston Upon Thames,Primary,Surplus,30,100.0,5.801953,0.193398,318742.406250,5256445.912109,226764.859375,63.733876,9.1034,13,43.3,1.5449,118838
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston Upon Thames,Primary,Total,30,100.0,5.801953,0.193398,318742.406250,5256445.912109,226764.859375,63.733876,9.1034,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston Upon Thames,Pupil referral unit,Surplus,1,100.0,0.353518,0.353518,0.000000,353518.156250,0.000000,2.174461,16.2577,1,100.0,0.1796,179561
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston Upon Thames,Pupil referral unit,Total,1,100.0,0.353518,0.353518,0.000000,353518.156250,0.000000,2.174461,16.2577,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston Upon Thames,Secondary,Deficit,1,100.0,-1.600000,-1.600000,0.000000,-1600000.000000,0.000000,3.153478,-50.7376,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston Upon Thames,Secondary,Total,1,100.0,-1.600000,-1.600000,0.000000,-1600000.000000,0.000000,3.153478,-50.7376,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston Upon Thames,Total,Deficit,1,3.0,-1.600000,-1.600000,0.000000,-1600000.000000,0.000000,3.153478,-50.7376,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston Upon Thames,Total,Surplus,32,97.0,6.346921,0.198341,318742.406250,5801414.115234,226764.859375,66.796345,9.5019,15,45.5,1.8449,122991
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston Upon Thames,Total,Total,33,100.0,4.746921,0.143846,318742.406250,4201414.115234,226764.859375,69.949824,6.7862,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary,Deficit,7,17.9,-0.368906,-0.052701,0.000000,-374407.924561,5502.229980,17.017888,-2.1678,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary,Surplus,32,82.1,4.539698,0.141866,1512901.545898,1992169.603775,1034627.277649,74.754019,6.0728,11,28.2,0.6942,63105
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary,Total,39,100.0,4.170793,0.106943,1512901.545898,1617761.679214,1040129.507629,91.771907,4.5447,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Pupil referral unit,Surplus,1,100.0,0.474343,0.474343,191489.000000,255604.265625,27250.000000,2.331021,20.3492,1,100.0,0.2879,287862
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Pupil referral unit,Total,1,100.0,0.474343,0.474343,191489.000000,255604.265625,27250.000000,2.331021,20.3492,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Secondary,Surplus,5,100.0,2.582742,0.516548,1442459.250000,1091078.841309,49203.880127,40.619985,6.3583,3,60.0,0.7453,248421
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Secondary,Total,5,100.0,2.582742,0.516548,1442459.250000,1091078.841309,49203.880127,40.619985,6.3583,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Special,Surplus,3,100.0,1.166781,0.388927,347988.046875,359976.156250,458816.632813,10.809737,10.7938,2,66.7,0.6022,301087
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Special,Total,3,100.0,1.166781,0.388927,347988.046875,359976.156250,458816.632813,10.809737,10.7938,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Total,Deficit,7,14.6,-0.368906,-0.052701,0.000000,-374407.924561,5502.229980,17.017888,-2.1678,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Total,Surplus,41,85.4,8.763564,0.213745,3494837.842773,3698828.866959,1569897.790588,128.514762,6.8191,17,35.4,2.3295,137027
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Total,Total,48,100.0,8.394659,0.174889,3494837.842773,3324420.942398,1575400.020569,145.532650,5.7682,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary,Surplus,46,100.0,10.683470,0.232249,10683605.562500,0.000000,-135.680000,130.796413,8.1680,23,50.0,1.9971,86832
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary,Total,46,100.0,10.683470,0.232249,10683605.562500,0.000000,-135.680000,130.796413,8.1680,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Pupil referral unit,Surplus,2,100.0,0.384072,0.192036,384072.382813,0.000000,0.000000,1.972723,19.4692,2,100.0,0.2263,113127
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Pupil referral unit,Total,2,100.0,0.384072,0.192036,384072.382813,0.000000,0.000000,1.972723,19.4692,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Secondary,Deficit,3,27.3,-0.779862,-0.259954,0.000000,-779861.582031,0.000000,22.939458,-3.3997,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Secondary,Surplus,8,72.7,5.313838,0.664230,5313837.890625,0.000000,0.000000,67.622321,7.8581,6,54.5,2.2111,368524
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Secondary,Total,11,100.0,4.533976,0.412180,5313837.890625,-779861.582031,0.000000,90.561779,5.0065,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Special,Surplus,3,100.0,0.966809,0.322270,966809.390625,0.000000,0.000000,12.931362,7.4765,1,33.3,0.0721,72058
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Special,Total,3,100.0,0.966809,0.322270,966809.390625,0.000000,0.000000,12.931362,7.4765,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Total,Deficit,3,4.8,-0.779862,-0.259954,0.000000,-779861.582031,0.000000,22.939458,-3.3997,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Total,Surplus,59,95.2,17.348190,0.294037,17348325.226563,0.000000,-135.680000,213.322818,8.1324,32,51.6,4.5066,140831
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Total,Total,62,100.0,16.568328,0.267231,17348325.226563,-779861.582031,-135.680000,236.262276,7.0127,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond Upon Thames,Nursery,Surplus,1,100.0,0.043299,0.043299,17546.339844,25752.250000,0.000000,0.854185,5.0690,0,0.0,0.0000,0
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond Upon Thames,Nursery,Total,1,100.0,0.043299,0.043299,17546.339844,25752.250000,0.000000,0.854185,5.0690,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond Upon Thames,Primary,Surplus,39,100.0,8.372569,0.214681,2045532.545898,6058832.060547,268204.534851,86.640766,9.6635,18,46.2,2.4596,136644
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond Upon Thames,Primary,Total,39,100.0,8.372569,0.214681,2045532.545898,6058832.060547,268204.534851,86.640766,9.6635,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond Upon Thames,Secondary,Surplus,2,100.0,0.601373,0.300686,0.000000,601372.789063,0.000000,11.345431,5.3006,1,50.0,0.2098,209837
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond Upon Thames,Secondary,Total,2,100.0,0.601373,0.300686,0.000000,601372.789063,0.000000,11.345431,5.3006,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond Upon Thames,Total,Surplus,42,100.0,9.017241,0.214696,2063078.885742,6685957.099609,268204.534851,98.840381,9.1230,19,45.2,2.6694,140497
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond Upon Thames,Total,Total,42,100.0,9.017241,0.214696,2063078.885742,6685957.099609,268204.534851,98.840381,9.1230,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Nursery,Surplus,2,100.0,0.132680,0.066340,0.000000,132680.242188,0.000000,1.192384,11.1273,1,50.0,0.0378,37812
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Nursery,Total,2,100.0,0.132680,0.066340,0.000000,132680.242188,0.000000,1.192384,11.1273,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary,Deficit,2,8.7,-0.042871,-0.021436,0.000000,-42871.399414,0.000000,3.198569,-1.3403,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary,Surplus,21,91.3,3.445711,0.164081,1853236.230469,1713736.660156,-121261.589844,47.558464,7.2452,8,34.8,0.8446,105573
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary,Total,23,100.0,3.402840,0.147950,1853236.230469,1670865.260742,-121261.589844,50.757033,6.7042,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Pupil referral unit,Surplus,2,100.0,0.539698,0.269849,127530.000000,412168.437500,0.000000,5.561602,9.7040,1,50.0,0.2085,208456
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Pupil referral unit,Total,2,100.0,0.539698,0.269849,127530.000000,412168.437500,0.000000,5.561602,9.7040,:,:,:,:
201819,Financial year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Secondary,Deficit,1,50.0,-0.220988,-0.220988,0.000000,-220987.984375,0.000000,6.463819,-3.4188,:,:,:,:
