time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,ReportGroup,Description,school_expenditure,OtherEdComm,cyps_spend,NetExpend,NetExpendpPupil,GrossExpend,GrossExpendpPupil
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,East Riding of Yorkshire,811,E06000011,Yearly totals,Yearly totals,181.749,22.0461,36.8792,173.85601,4910.44,186.44991,5268.80
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,East Riding of Yorkshire,811,E06000011,Yearly totals,Yearly totals,182.717,24.9679,36.0796,172.48834,4783.90,184.15042,5108.02
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,East Riding of Yorkshire,811,E06000011,Yearly totals,Yearly totals,185.982,25.9133,36.7434,175.40295,4727.74,187.16803,5047.94
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North East Lincolnshire,812,E06000012,Yearly totals,Yearly totals,34.4287,7.8892,56.3817,10.26400,5190.39,10.67541,5398.44
201819,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North East Lincolnshire,812,E06000012,Yearly totals,Yearly totals,33.3868,7.90969,41.5926,9.79716,4862.12,10.21376,5068.86
201718,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North East Lincolnshire,812,E06000012,Yearly totals,Yearly totals,31.2139,8.10922,40.15,9.68408,4963.65,10.15542,5205.24
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North East Lincolnshire,812,E06000012,Yearly totals,Yearly totals,31.7918,8.53657,38.5261,13.38498,4877.44,14.00265,5133.02
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North East Lincolnshire,812,E06000012,Yearly totals,Yearly totals,37.7874,9.61524,35.1888,17.01342,4747.25,17.71351,4950.15
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North East Lincolnshire,812,E06000012,Yearly totals,Yearly totals,38.1472,7.31991,42.1318,23.40434,4619.02,24.22210,4801.48
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Lincolnshire,813,E06000013,Yearly totals,Yearly totals,82.494,12.521,31.6095,72.46285,5754.22,75.61861,6004.81
201819,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Lincolnshire,813,E06000013,Yearly totals,Yearly totals,81.7279,12.3656,28.1588,69.66096,5102.76,72.63516,5323.88
201718,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Lincolnshire,813,E06000013,Yearly totals,Yearly totals,80.2091,12.6132,28.3845,69.22745,5031.25,72.28304,5253.32
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Lincolnshire,813,E06000013,Yearly totals,Yearly totals,78.747,12.8454,28.8303,70.22380,5167.12,73.14673,5382.20
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Lincolnshire,813,E06000013,Yearly totals,Yearly totals,74.4011,13.0801,28.8698,68.10391,5083.52,70.69746,5277.11
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Lincolnshire,813,E06000013,Yearly totals,Yearly totals,72.3918,13.7036,27.2739,64.34971,4880.44,66.94298,5079.19
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,York,816,E06000014,Yearly totals,Yearly totals,77.8728,11.5009,25.2905,56.29115,5408.88,60.31678,5796.95
201819,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,York,816,E06000014,Yearly totals,Yearly totals,79.9763,11.0003,23.9102,60.07707,5028.66,64.06128,5356.41
201718,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,York,816,E06000014,Yearly totals,Yearly totals,91.1111,9.94804,23.144,77.06209,5042.49,82.04851,5365.56
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,York,816,E06000014,Yearly totals,Yearly totals,96.6187,10.0679,23.4215,88.59674,4855.28,93.94397,5146.94
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,York,816,E06000014,Yearly totals,Yearly totals,105.026,10.0518,22.6972,96.94495,4734.10,102.24553,4992.95
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,York,816,E06000014,Yearly totals,Yearly totals,107.223,8.30332,23.1754,98.55058,4607.58,103.85907,4855.63
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Barnsley,370,E08000016,Yearly totals,Yearly totals,90.8752,10.7063,40.186,59.71941,4903.18,64.64508,5304.29
201819,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Barnsley,370,E08000016,Yearly totals,Yearly totals,102.93,9.89894,39.4401,71.25182,4808.83,77.19621,5200.45
201718,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Barnsley,370,E08000016,Yearly totals,Yearly totals,105.55,8.89426,37.6898,83.00480,4758.44,89.64172,5140.08
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Barnsley,370,E08000016,Yearly totals,Yearly totals,112.624,10.4945,37.8859,95.12047,4880.97,102.26876,5248.18
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Barnsley,370,E08000016,Yearly totals,Yearly totals,116.609,15.176,44.423,101.40556,4729.25,109.49399,5111.94
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Barnsley,370,E08000016,Yearly totals,Yearly totals,134.204,21.9421,49.4949,125.19318,4996.61,134.36804,5374.58
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Doncaster,371,E08000017,Yearly totals,Yearly totals,100.234,17.7254,64.2074,66.66251,5396.54,69.28588,5605.14
201819,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Doncaster,371,E08000017,Yearly totals,Yearly totals,104.838,17.7666,63.1456,77.93189,5422.87,80.76370,5624.23
201718,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Doncaster,371,E08000017,Yearly totals,Yearly totals,104.846,13.52,61.4191,83.77641,5276.16,86.53912,5450.81
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Doncaster,371,E08000017,Yearly totals,Yearly totals,118.884,15.6768,58.0117,108.29911,5253.94,111.81046,5426.78
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Doncaster,371,E08000017,Yearly totals,Yearly totals,120.666,15.1248,54.7707,111.99656,5086.14,115.73636,5256.20
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Doncaster,371,E08000017,Yearly totals,Yearly totals,124.775,14.0851,56.9023,114.83703,4958.53,118.40046,5113.27
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Rotherham,372,E08000018,Yearly totals,Yearly totals,89.7313,10.4134,81.2305,60.17957,6218.88,63.55880,6568.17
201819,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Rotherham,372,E08000018,Yearly totals,Yearly totals,100.372,10.2963,84.1815,70.87404,5743.17,74.51038,6034.10
201718,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Rotherham,372,E08000018,Yearly totals,Yearly totals,106.678,10.0284,81.7952,84.23587,5564.19,88.53040,5848.04
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Rotherham,372,E08000018,Yearly totals,Yearly totals,116.67,11.7207,73.947,103.82016,5583.81,109.24935,5847.89
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Rotherham,372,E08000018,Yearly totals,Yearly totals,130.349,11.5374,68.7196,124.35353,5643.79,129.66165,5891.51
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Rotherham,372,E08000018,Yearly totals,Yearly totals,147.212,11.5389,57.175,142.72662,5530.43,148.50250,5738.41
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Sheffield,373,E08000019,Yearly totals,Yearly totals,209.996,37.7051,107.793,157.00510,5705.00,168.59729,6127.71
201819,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Sheffield,373,E08000019,Yearly totals,Yearly totals,211.153,36.3004,101.942,159.82381,5238.25,172.28820,5654.65
201718,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Sheffield,373,E08000019,Yearly totals,Yearly totals,218.351,40.2598,92.9809,172.34350,5194.53,184.88415,5585.34
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Sheffield,373,E08000019,Yearly totals,Yearly totals,230.243,46.0237,86.6807,194.23912,5164.24,207.60796,5522.60
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Sheffield,373,E08000019,Yearly totals,Yearly totals,271.21,45.2568,82.3495,211.95284,5213.91,225.40094,5547.39
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Sheffield,373,E08000019,Yearly totals,Yearly totals,282.754,63.1703,80.7884,221.05555,5043.73,235.38982,5368.53
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Bradford,380,E08000032,Yearly totals,Yearly totals,267.187,31.6014,110.759,224.58198,5586.66,236.51083,5882.37
201819,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Bradford,380,E08000032,Yearly totals,Yearly totals,286.919,29.0181,97.4881,244.19932,5544.55,256.72960,5823.24
201718,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Bradford,380,E08000032,Yearly totals,Yearly totals,298.402,29.982,91.6621,260.82686,5378.91,274.13112,5653.89
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Bradford,380,E08000032,Yearly totals,Yearly totals,347.595,29.4468,90.3286,324.70490,5473.35,342.01732,5764.93
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Bradford,380,E08000032,Yearly totals,Yearly totals,402.415,30.426,92.8128,386.55725,5482.32,404.27194,5732.73
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Bradford,380,E08000032,Yearly totals,Yearly totals,409.654,32.4197,92.2017,389.73189,5427.62,407.11516,5673.24
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Calderdale,381,E08000033,Yearly totals,Yearly totals,93.9512,8.09569,47.6701,78.95109,5447.22,85.91684,5928.81
201819,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Calderdale,381,E08000033,Yearly totals,Yearly totals,97.8531,7.53228,45.179,80.12325,5245.36,87.15685,5725.87
201718,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Calderdale,381,E08000033,Yearly totals,Yearly totals,102.241,7.71311,44.9898,88.98266,5277.66,96.17389,5702.18
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Calderdale,381,E08000033,Yearly totals,Yearly totals,115.956,8.65953,45.0707,92.99779,5277.26,102.00385,5794.09
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Calderdale,381,E08000033,Yearly totals,Yearly totals,102.391,9.76728,44.7161,91.90083,5235.02,99.22136,5652.03
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Calderdale,381,E08000033,Yearly totals,Yearly totals,107.03,11.0733,45.0099,92.41271,5044.34,99.23322,5422.78
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kirklees,382,E08000034,Yearly totals,Yearly totals,255.655,15.8484,78.5893,225.42311,5626.09,237.57822,5934.20
201819,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kirklees,382,E08000034,Yearly totals,Yearly totals,257,15.0348,77.4537,229.72739,5367.34,241.13222,5625.50
201718,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kirklees,382,E08000034,Yearly totals,Yearly totals,250.038,13.5896,84.8368,231.54404,5335.64,243.90310,5620.91
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kirklees,382,E08000034,Yearly totals,Yearly totals,249.739,14.8495,89.3451,241.59829,5346.67,253.43493,5601.86
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kirklees,382,E08000034,Yearly totals,Yearly totals,245.053,15.4047,79.6271,250.18288,5407.51,262.85661,5681.10
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kirklees,382,E08000034,Yearly totals,Yearly totals,263.005,24.9445,81.0158,255.79541,5288.48,268.32190,5539.13
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Leeds,383,E08000035,Yearly totals,Yearly totals,444.507,30.5652,156.351,405.90571,5441.08,440.57627,5904.76
201819,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Leeds,383,E08000035,Yearly totals,Yearly totals,439.252,29.4043,147.693,402.04790,4999.17,435.56980,5415.99
201718,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Leeds,383,E08000035,Yearly totals,Yearly totals,439.772,31.6603,141.223,411.02400,5034.49,445.71422,5454.66
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Leeds,383,E08000035,Yearly totals,Yearly totals,449.519,29.9886,140.397,416.15060,5015.58,456.25801,5484.09
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Leeds,383,E08000035,Yearly totals,Yearly totals,463.916,31.1918,127.664,436.15053,5081.23,466.98766,5440.70
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Leeds,383,E08000035,Yearly totals,Yearly totals,486.709,40.9818,155.622,427.12212,4982.22,459.55109,5359.43
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Wakefield,384,E08000036,Yearly totals,Yearly totals,122.73,13.2056,72.1525,94.54665,5826.14,99.58840,6136.83
201819,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Wakefield,384,E08000036,Yearly totals,Yearly totals,116.974,12.7729,64.9212,91.45635,5632.34,96.41268,5936.16
201718,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Wakefield,384,E08000036,Yearly totals,Yearly totals,114.418,11.329,53.7109,88.00836,5382.94,92.52054,5655.96
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Wakefield,384,E08000036,Yearly totals,Yearly totals,116.897,13.8838,55.3636,97.10471,5328.49,102.28518,5607.47
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Wakefield,384,E08000036,Yearly totals,Yearly totals,119.032,16.4041,55.7934,98.87664,5152.17,104.48509,5450.86
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Wakefield,384,E08000036,Yearly totals,Yearly totals,121.975,18.2921,61.7773,105.16466,5002.41,111.33675,5300.91
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Yorkshire,815,E10000023,Yearly totals,Yearly totals,296.095,55.4496,53.7842,252.42907,5829.33,275.09730,6352.92
201819,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Yorkshire,815,E10000023,Yearly totals,Yearly totals,320.839,52.7344,56.3511,272.68945,5466.69,296.75742,5948.83
201718,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Yorkshire,815,E10000023,Yearly totals,Yearly totals,348.083,43.1419,56.0266,299.57005,5447.26,323.72420,5897.20
201617,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Yorkshire,815,E10000023,Yearly totals,Yearly totals,358.883,39.2931,54.5854,334.17113,5295.68,360.53858,5714.34
201516,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Yorkshire,815,E10000023,Yearly totals,Yearly totals,371.967,39.5788,56.8105,334.92004,5045.59,359.92378,5420.83
201415,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Yorkshire,815,E10000023,Yearly totals,Yearly totals,371.453,45.398,67.832,346.10268,4807.51,371.87972,5166.71
201920,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Yearly totals,Yearly totals,1786.2,242.538,795.91,1345.59613,5385.11,1426.09154,5708.63
201819,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Yearly totals,Yearly totals,1873.99,227.744,748.789,1429.45107,5149.66,1517.34419,5464.63
201718,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Yearly totals,Yearly totals,1937,212.018,722.234,1556.72069,5001.16,1652.37500,5310.70
201617,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Yearly totals,Yearly totals,1982.07,224.779,695.45,1683.13564,5051.52,1784.46798,5352.15
201516,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Yearly totals,Yearly totals,2029.44,224.005,709.12,1732.11109,4978.79,1834.78549,5271.01
201415,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Yearly totals,Yearly totals,2096.68,235.522,677.014,1796.54379,4919.85,1897.19745,5196.74
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,Yearly totals,Yearly totals,113.862,15.9873,68.9991,84.34784,5759.09,90.04102,6145.77
201819,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,Yearly totals,Yearly totals,139.959,16.4272,66.4656,108.65194,5530.35,116.29524,5930.78
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,Yearly totals,Yearly totals,152.008,12.4519,59.9427,119.33515,5165.43,128.42586,5564.11
201617,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,Yearly totals,Yearly totals,161.438,12.8958,58.0091,130.36898,5138.00,137.60808,5423.30
201516,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,Yearly totals,Yearly totals,158.544,12.9577,54.2188,139.59367,5025.83,149.12039,5368.89
201415,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,Yearly totals,Yearly totals,156.302,12.5906,51.0169,144.21501,5044.08,153.81730,5381.43
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,Yearly totals,Yearly totals,221.881,17.9772,73.5695,199.45414,6034.47,208.49283,6308.10
201819,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,Yearly totals,Yearly totals,242.853,17.6728,70.2168,209.19344,5629.71,218.87959,5876.95
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,Yearly totals,Yearly totals,251.289,17.5684,74.4068,231.62890,5405.24,242.94934,5675.47
201617,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,Yearly totals,Yearly totals,256.886,18.6363,70.7998,245.64234,5392.08,259.07670,5683.87
201516,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,Yearly totals,Yearly totals,264.784,19.2007,65.8503,253.73765,5328.23,266.92484,5598.61
201415,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,Yearly totals,Yearly totals,256.57,21.5853,60.2205,253.91819,5424.36,264.94988,5660.55
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,Yearly totals,Yearly totals,7.79256,3.82678,6.61054,2.57710,5302.67,2.90353,5974.33
201819,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,Yearly totals,Yearly totals,8.76356,2.90787,5.23365,2.39305,5091.60,2.73355,5816.07
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,Yearly totals,Yearly totals,8.73676,2.91195,5.71255,4.19321,5055.10,4.76828,5748.38
201617,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,Yearly totals,Yearly totals,9.00855,3.11831,5.64492,4.35758,5144.72,5.11337,6037.04
201516,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,Yearly totals,Yearly totals,9.44135,3.09887,4.46797,5.32948,4922.57,6.00021,5584.57
201415,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,Yearly totals,Yearly totals,10.2146,2.85169,4.46439,6.55290,4911.00,7.50758,5637.15
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,Yearly totals,Yearly totals,109.944,9.14333,74.9629,74.19609,5982.83,77.61234,6258.30
201819,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,Yearly totals,Yearly totals,114.086,7.83868,71.1147,75.19525,5658.58,78.71842,5918.78
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,Yearly totals,Yearly totals,117.293,8.48981,66.8663,79.03736,5669.95,82.44611,5912.98
201617,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,Yearly totals,Yearly totals,121.612,9.77231,70.4868,95.56472,5782.73,99.09695,5997.13
201516,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,Yearly totals,Yearly totals,118.905,10.6803,70.2769,95.41930,6026.60,99.42907,6281.28
201415,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,Yearly totals,Yearly totals,126.936,11.4553,78.8323,107.90077,5802.29,112.56496,6058.76
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,Yearly totals,Yearly totals,371.936,44.5006,112.64,331.25941,5357.76,350.68746,5678.55
201819,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,Yearly totals,Yearly totals,392.955,43.3482,106.467,358.13735,5191.90,380.40324,5517.31
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,Yearly totals,Yearly totals,417.695,42.1788,99.8001,395.06909,5217.79,416.47499,5501.15
201617,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,Yearly totals,Yearly totals,435.504,42.0647,93.2238,425.53967,5236.22,448.21166,5512.27
201516,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,Yearly totals,Yearly totals,456.501,41.5549,92.6795,432.94751,5155.69,455.55133,5423.47
201415,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,Yearly totals,Yearly totals,480.515,39.133,86.2188,434.72848,5006.16,456.05754,5253.67
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,Yearly totals,Yearly totals,181.791,35.876,88.8112,104.12063,5341.99,111.61112,5726.19
201819,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,Yearly totals,Yearly totals,179.934,29.111,82.2275,105.58635,5040.99,112.95486,5386.73
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,Yearly totals,Yearly totals,183.494,28.8674,77.6955,116.12604,4550.10,124.19121,4866.21
201617,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,Yearly totals,Yearly totals,184.842,30.5904,68.7637,128.54374,4739.71,137.47835,5059.46
201516,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,Yearly totals,Yearly totals,184.466,29.1733,71.5721,126.01165,4560.05,134.04265,4851.38
201415,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,Yearly totals,Yearly totals,196.229,30.1317,68.8704,135.93556,4471.85,147.11149,4837.10
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Yearly totals,Yearly totals,262.45,56.2589,104.383,178.63387,5124.32,190.27602,5458.29
201819,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Yearly totals,Yearly totals,262.104,53.5087,98.3706,185.54282,4943.06,197.18066,5253.11
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Yearly totals,Yearly totals,261.904,48.2733,94.6496,189.14743,4806.06,201.91141,5130.38
201617,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Yearly totals,Yearly totals,260.505,51.7901,89.8379,199.83900,4925.18,214.30913,5281.80
201516,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Yearly totals,Yearly totals,265.917,47.5733,95.2389,207.44023,4915.35,220.74431,5230.60
201415,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Yearly totals,Yearly totals,275.603,50.9281,98.5158,220.01237,5059.03,232.91221,5355.66
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,Yearly totals,Yearly totals,221.809,28.2524,122.136,138.92433,5006.68,147.89331,5329.63
201819,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,Yearly totals,Yearly totals,234.606,27.4544,117.567,146.90997,4739.85,156.90673,5060.18
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,Yearly totals,Yearly totals,235.48,25.2815,122.679,161.76695,4509.87,173.79891,4845.39
201617,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,Yearly totals,Yearly totals,232.112,27.048,129.527,174.42198,4524.68,185.88467,4807.73
201516,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,Yearly totals,Yearly totals,240.472,28.9304,128.568,184.95097,4466.73,198.36086,4773.24
201415,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,Yearly totals,Yearly totals,264.999,34.4667,101.427,200.64675,4319.97,213.11446,4589.53
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,Yearly totals,Yearly totals,294.732,30.7157,143.798,232.08272,5129.51,246.57391,5449.61
201819,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,Yearly totals,Yearly totals,298.734,29.4748,131.125,237.84090,4921.86,253.27189,5239.00
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,Yearly totals,Yearly totals,309.103,25.9951,120.481,260.41656,4807.46,277.40890,5126.67
201617,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,Yearly totals,Yearly totals,320.158,28.8628,109.156,278.85763,4825.61,297.68907,5153.27
201516,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,Yearly totals,Yearly totals,330.406,30.8357,126.248,286.68064,4745.70,304.61184,5044.41
201415,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,Yearly totals,Yearly totals,329.314,32.3799,127.448,292.63375,4671.76,309.16203,4939.09
201920,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Yearly totals,Yearly totals,2690.5,318.042,1130.02,2254.11284,5689.96,2419.39834,6106.74
201819,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Yearly totals,Yearly totals,2786.06,299.846,1060.75,2322.85998,5428.59,2492.52979,5825.79
201718,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Yearly totals,Yearly totals,2838.84,291.3,1018.53,2482.28079,5328.87,2660.78890,5709.47
201617,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Yearly totals,Yearly totals,2979.94,300.537,1008.71,2707.25336,5322.27,2902.57462,5698.68
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Yearly totals,Yearly totals,3073.78,310.597,999.527,2794.95373,5197.61,2981.77883,5544.46
