time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,ReportGroup,Description,school_expenditure,OtherEdComm,cyps_spend,NetExpend,NetExpendpPupil,GrossExpend,GrossExpendpPupil
201617,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,Yearly totals,Yearly totals,154.289,13.337,45.025,146.77072,5467.44,156.39844,5841.67
201516,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,Yearly totals,Yearly totals,161.867,18.1147,45.6677,147.70093,5452.00,157.53214,5808.47
201415,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,Yearly totals,Yearly totals,192.815,18.4377,44.1387,151.27440,5521.41,158.46067,5785.66
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,Yearly totals,Yearly totals,46.229,21.7657,40.8268,25.67822,4493.52,27.88006,4878.83
201819,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,Yearly totals,Yearly totals,48.7808,8.69499,35.8039,28.88323,4381.78,31.07559,4689.68
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,Yearly totals,Yearly totals,56.5749,8.32586,31.6329,41.22382,4586.63,44.27273,4903.07
201617,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,Yearly totals,Yearly totals,67.473,7.30738,28.5887,57.62397,5203.08,62.23429,5628.67
201516,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,Yearly totals,Yearly totals,89.414,8.72357,26.7567,72.95865,5093.88,78.64966,5504.10
201415,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,Yearly totals,Yearly totals,99.3674,9.86917,28.0053,84.05320,5212.60,89.15835,5529.20
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,Yearly totals,Yearly totals,42.6838,9.46438,43.9781,9.49919,5386.79,10.23645,5793.64
201819,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,Yearly totals,Yearly totals,49.4955,10.2507,38.0906,13.41164,4643.92,14.35020,4968.91
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,Yearly totals,Yearly totals,50.8043,5.57857,39.8698,19.49819,4473.72,20.68893,4744.64
201617,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,Yearly totals,Yearly totals,52.0345,3.95924,34.6403,28.67173,5448.15,30.29685,5752.22
201516,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,Yearly totals,Yearly totals,52.015,7.56855,37.0271,29.42049,5225.20,30.96221,5499.02
201415,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,Yearly totals,Yearly totals,54.6449,16.6543,39.7685,35.99197,5208.73,37.80832,5469.81
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford Borough,822,E06000055,Yearly totals,Yearly totals,78.4966,10.1147,32.0819,56.83069,5320.73,60.39462,5654.40
201819,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford Borough,822,E06000055,Yearly totals,Yearly totals,73.739,9.7521,31.7333,53.16441,4694.26,56.37593,4979.30
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford Borough,822,E06000055,Yearly totals,Yearly totals,71.3063,13.3626,31.5946,51.74690,4653.63,55.32119,4981.49
201617,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford Borough,822,E06000055,Yearly totals,Yearly totals,75.413,13.9354,30.6438,58.46074,4788.08,62.16039,5091.08
201516,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford Borough,822,E06000055,Yearly totals,Yearly totals,77.1714,14.0716,30.4973,59.46116,4709.69,62.97944,5002.14
201415,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford Borough,822,E06000055,Yearly totals,Yearly totals,75.8973,11.4181,30.324,61.79393,4811.80,65.52617,5110.90
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,Yearly totals,Yearly totals,107.428,19.3707,43.2262,88.59638,5239.05,94.88787,5607.70
201819,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,Yearly totals,Yearly totals,105.695,18.091,40.8921,86.43095,5132.09,92.20864,5478.37
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,Yearly totals,Yearly totals,103.712,19.1358,40.0674,86.00756,5057.65,91.76195,5399.82
201617,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,Yearly totals,Yearly totals,106.812,19.798,42.0691,93.10905,5031.52,99.84130,5400.85
201516,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,Yearly totals,Yearly totals,107.1,18.068,41.8163,91.53033,5006.03,97.50464,5334.38
201415,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,Yearly totals,Yearly totals,104.716,16.4466,32.7928,88.92507,4899.69,94.76565,5220.28
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,Yearly totals,Yearly totals,233.928,35.1083,104.045,154.32918,5026.69,169.82907,5534.39
201819,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,Yearly totals,Yearly totals,235.666,29.0581,100.949,158.22264,4809.32,174.47410,5305.55
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,Yearly totals,Yearly totals,237.39,31.0943,101.884,168.93840,4574.72,185.36252,5028.36
201617,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,Yearly totals,Yearly totals,242.252,31.4094,96.5194,191.45043,4711.97,209.15945,5152.14
201516,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,Yearly totals,Yearly totals,249.864,31.4789,92.3541,198.13860,4617.10,215.93850,5038.34
201415,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,Yearly totals,Yearly totals,240.653,32.2484,93.2621,194.91090,4594.53,213.17207,5027.01
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Yearly totals,Yearly totals,472.685,61.9345,181.028,327.95509,5027.61,355.37739,5444.02
201819,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Yearly totals,Yearly totals,482.945,67.0604,170.611,338.99216,4784.74,368.94578,5207.54
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Yearly totals,Yearly totals,516.487,59.8475,171.058,387.96500,4715.50,420.88184,5121.86
201617,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Yearly totals,Yearly totals,518.77,74.0642,157.076,427.71546,4802.40,463.71307,5192.05
201516,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Yearly totals,Yearly totals,534.878,71.1124,167.362,445.38666,4759.73,482.47807,5157.02
201415,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Yearly totals,Yearly totals,563.186,72.6178,169.462,478.57627,4727.23,515.38678,5087.49
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Yearly totals,Yearly totals,600.313,58.8972,175.684,533.18048,5325.92,582.80081,5819.58
201819,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Yearly totals,Yearly totals,601.131,52.181,172.757,531.78025,5133.11,583.95851,5639.04
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Yearly totals,Yearly totals,597.002,54.1854,166.07,545.00841,5007.13,597.61215,5492.67
201617,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Yearly totals,Yearly totals,588.148,62.3215,167.684,564.22959,5005.04,616.97553,5474.37
201516,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Yearly totals,Yearly totals,589.111,55.9502,167.03,556.88933,4910.71,607.31847,5354.77
201415,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Yearly totals,Yearly totals,581.82,57.2281,160.442,548.11169,4859.06,600.43636,5323.43
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Yearly totals,Yearly totals,275.324,82.348,160.851,199.00673,5765.16,214.87618,6226.01
201819,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Yearly totals,Yearly totals,282.668,74.008,155.241,212.67950,5295.72,230.99242,5752.77
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Yearly totals,Yearly totals,311.408,68.2122,137.531,260.71061,5310.54,280.37335,5713.01
201617,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Yearly totals,Yearly totals,345.491,68.8954,132.814,309.83484,5397.51,332.74253,5792.26
201516,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Yearly totals,Yearly totals,368.106,66.422,126.16,336.98124,5275.89,357.32593,5596.41
201415,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Yearly totals,Yearly totals,416.208,58.6617,134.046,359.50456,5034.66,383.37217,5379.82
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Yearly totals,Yearly totals,224.505,42.7614,90.8666,144.15633,4924.86,155.11837,5295.44
201819,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Yearly totals,Yearly totals,237.155,41.6098,85.8752,160.63330,4775.87,172.26836,5127.87
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Yearly totals,Yearly totals,254.926,42.8784,86.5965,198.36667,4719.90,211.65210,5044.20
201617,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Yearly totals,Yearly totals,275.253,41.6054,84.0108,236.82207,4755.58,252.37477,5070.28
201516,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Yearly totals,Yearly totals,295.976,39.4757,88.7469,265.55414,4654.72,285.09557,4948.19
201415,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Yearly totals,Yearly totals,331.839,45.5591,91.9999,298.62798,4514.55,317.23576,4803.14
201920,Financial year,Regional,England,E92000001,South East,E12000008,,,,Yearly totals,Yearly totals,4367.44,452.685,1473.72,3541.06315,5337.23,3817.46560,5753.75
201819,Financial year,Regional,England,E92000001,South East,E12000008,,,,Yearly totals,Yearly totals,4305.45,420.688,1422.38,3441.99148,5067.46,3718.40329,5471.87
201718,Financial year,Regional,England,E92000001,South East,E12000008,,,,Yearly totals,Yearly totals,4283.26,392.494,1343.98,3512.73620,4983.07,3788.04351,5368.83
201617,Financial year,Regional,England,E92000001,South East,E12000008,,,,Yearly totals,Yearly totals,4395.92,450.162,1316.81,3743.42268,4995.07,4029.62640,5378.25
201516,Financial year,Regional,England,E92000001,South East,E12000008,,,,Yearly totals,Yearly totals,4469.59,450.614,1306.7,3813.09290,4920.80,4098.17514,5285.26
201415,Financial year,Regional,England,E92000001,South East,E12000008,,,,Yearly totals,Yearly totals,4532.4,496.747,1256.94,3870.61489,4853.36,4146.13903,5200.29
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Medway,887,E06000035,Yearly totals,Yearly totals,89.0386,18.5138,54.137,50.58809,5366.57,52.61440,5578.67
201819,Financial year,Local authority,England,E92000001,South East,E12000008,Medway,887,E06000035,Yearly totals,Yearly totals,82.7093,12.0784,47.1035,50.57343,4813.31,52.66884,5012.74
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Medway,887,E06000035,Yearly totals,Yearly totals,91.666,13.7377,66.638,56.05857,4743.55,58.32239,4920.47
201617,Financial year,Local authority,England,E92000001,South East,E12000008,Medway,887,E06000035,Yearly totals,Yearly totals,106.765,36.4416,65.8144,74.22814,4857.94,77.76812,5089.36
201516,Financial year,Local authority,England,E92000001,South East,E12000008,Medway,887,E06000035,Yearly totals,Yearly totals,98.2285,19.6387,69.9059,86.90368,4845.94,90.42385,5044.73
201415,Financial year,Local authority,England,E92000001,South East,E12000008,Medway,887,E06000035,Yearly totals,Yearly totals,137.039,41.5472,65.7433,95.89062,4840.11,99.64364,5029.41
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,Yearly totals,Yearly totals,76.3765,5.87623,25.0868,64.95114,5216.92,69.25721,5561.49
201819,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,Yearly totals,Yearly totals,73.2104,6.08232,22.9908,63.41266,5046.37,66.97061,5329.51
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,Yearly totals,Yearly totals,78.1467,5.96546,21.5579,67.25025,4884.18,71.30332,5178.54
201617,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,Yearly totals,Yearly totals,80.44,6.97354,18.8421,72.89816,4769.11,77.20750,5051.03
201516,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,Yearly totals,Yearly totals,83.955,6.90242,17.7353,70.91618,4679.08,74.68481,4926.22
201415,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,Yearly totals,Yearly totals,81.6764,6.98169,17.5328,73.99946,4656.10,78.04264,4910.50
201920,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,Yearly totals,Yearly totals,98.0215,7.08805,23.8816,89.66455,5538.44,95.98473,5928.83
201819,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,Yearly totals,Yearly totals,96.8758,6.80676,23.1282,86.81507,5023.00,93.09539,5386.37
201718,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,Yearly totals,Yearly totals,94.9578,6.55616,23.3673,86.03958,4969.47,91.65902,5294.92
201617,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,Yearly totals,Yearly totals,96.5727,9.08581,21.1125,88.49091,4984.81,94.48711,5320.32
201516,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,Yearly totals,Yearly totals,96.8979,8.19105,22.7157,88.48932,5004.77,93.73607,5301.51
201415,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,Yearly totals,Yearly totals,98.3103,9.3422,23.2857,85.71569,4913.48,89.66222,5139.71
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,Yearly totals,Yearly totals,76.9846,4.77606,40.5116,59.30860,5217.15,63.50459,5586.26
201819,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,Yearly totals,Yearly totals,76.9401,4.57045,40.4377,59.68525,5152.39,63.40349,5473.37
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,Yearly totals,Yearly totals,78.096,4.53339,40.4819,60.55793,4956.89,64.45728,5279.41
201617,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,Yearly totals,Yearly totals,77.1299,5.12378,39.2009,64.05022,5118.69,68.06908,5439.87
201516,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,Yearly totals,Yearly totals,78.7881,4.7151,31.5126,65.70622,4972.37,69.86568,5287.82
201415,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,Yearly totals,Yearly totals,74.6055,7.09982,28.5923,63.33172,4891.24,67.20199,5190.14
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,Yearly totals,Yearly totals,73.8706,6.33562,37.6903,46.82232,5319.51,49.42416,5615.11
201819,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,Yearly totals,Yearly totals,71.8941,5.55057,33.8155,45.66041,5084.63,52.63549,5757.08
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,Yearly totals,Yearly totals,73.6844,6.81895,36.1778,44.85288,5187.10,47.42461,5484.52
201617,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,Yearly totals,Yearly totals,77.7616,3.40501,29.8907,43.75465,5090.71,46.00190,5352.17
201516,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,Yearly totals,Yearly totals,82.6757,6.90366,26.6821,64.59034,5726.60,67.65984,5998.74
201415,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,Yearly totals,Yearly totals,83.3638,8.00315,33.7886,43.50329,4813.91,46.16424,5108.36
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,Yearly totals,Yearly totals,64.5839,5.87014,21.3888,49.40719,5560.74,53.95040,6072.08
201819,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,Yearly totals,Yearly totals,63.7047,5.85266,20.1764,47.83417,5362.27,52.52781,5888.44
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,Yearly totals,Yearly totals,62.8978,5.97563,20.4628,47.24570,5234.40,51.74176,5691.02
201617,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,Yearly totals,Yearly totals,62.4869,5.51312,20.5597,49.80750,5131.95,54.09493,5577.30
201516,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,Yearly totals,Yearly totals,68.7659,5.41939,19.8029,57.23588,5025.91,60.96476,5341.43
201415,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,Yearly totals,Yearly totals,79.5258,4.85845,18.9002,69.11914,4928.68,72.96664,5202.50
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,Yearly totals,Yearly totals,84.5658,8.24234,21.6258,72.31113,5133.46,77.51811,5505.45
201819,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,Yearly totals,Yearly totals,84.6238,6.89791,22.3272,69.28247,4787.18,74.39144,5140.19
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,Yearly totals,Yearly totals,90.177,8.97433,18.1139,77.68049,4691.52,83.18544,5037.42
201617,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,Yearly totals,Yearly totals,88.7376,11.2458,16.9362,83.76025,4628.69,89.52458,4953.96
201516,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,Yearly totals,Yearly totals,80.9698,10.4585,17.2555,84.90995,4729.71,90.33155,5031.55
201415,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,Yearly totals,Yearly totals,97.088,9.82829,17.0896,88.50671,4705.05,93.90369,4991.96
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Yearly totals,Yearly totals,146.173,12.3832,49.332,125.37799,5884.33,132.48397,6215.09
201819,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Yearly totals,Yearly totals,146.55,11.9611,45.6694,123.46751,5620.40,131.03863,5963.61
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Yearly totals,Yearly totals,148.783,11.5693,43.0776,129.97051,5384.04,136.35656,5650.44
201617,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Yearly totals,Yearly totals,158.847,13.27,42.549,143.00057,5412.68,150.59820,5700.88
201516,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Yearly totals,Yearly totals,165.086,13.2565,41.0516,147.29234,5290.39,154.58910,5552.47
201415,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Yearly totals,Yearly totals,161.497,13.954,42.253,143.27450,5262.98,150.84609,5541.19
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Yearly totals,Yearly totals,167.029,7.1282,57.9024,154.51929,5344.95,166.03440,5743.12
201819,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Yearly totals,Yearly totals,165.333,6.71086,57.6717,147.69340,5036.59,158.16725,5395.82
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Yearly totals,Yearly totals,164.119,6.46753,59.5801,147.40968,5019.31,157.06530,5348.09
201617,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Yearly totals,Yearly totals,161.808,7.38344,59.616,148.88309,5003.80,158.02625,5311.09
201516,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Yearly totals,Yearly totals,162.591,8.12857,60.5609,146.54096,4897.39,155.21163,5188.49
201415,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Yearly totals,Yearly totals,160.82,8.52423,61.0776,145.26910,4909.15,152.80401,5163.78
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Portsmouth,851,E06000044,Yearly totals,Yearly totals,71.0323,9.58706,49.5537,51.38197,5722.77,55.54319,6191.05
201819,Financial year,Local authority,England,E92000001,South East,E12000008,Portsmouth,851,E06000044,Yearly totals,Yearly totals,72.8223,8.74618,47.1024,52.33733,5592.59,56.61714,6046.35
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Portsmouth,851,E06000044,Yearly totals,Yearly totals,77.2648,8.19401,39.1106,61.76793,5281.53,67.25279,5776.59
201617,Financial year,Local authority,England,E92000001,South East,E12000008,Portsmouth,851,E06000044,Yearly totals,Yearly totals,94.8152,8.18429,34.4378,80.07409,5085.76,86.65388,5508.01
201516,Financial year,Local authority,England,E92000001,South East,E12000008,Portsmouth,851,E06000044,Yearly totals,Yearly totals,92.95,9.02094,34.9621,81.30763,5090.73,87.59217,5486.33
201415,Financial year,Local authority,England,E92000001,South East,E12000008,Portsmouth,851,E06000044,Yearly totals,Yearly totals,102.333,9.1054,37.7715,91.63596,5021.83,98.98846,5451.45
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Southampton,852,E06000045,Yearly totals,Yearly totals,133.827,9.67871,51.2411,119.70394,6060.00,126.43626,6401.06
201819,Financial year,Local authority,England,E92000001,South East,E12000008,Southampton,852,E06000045,Yearly totals,Yearly totals,126.174,10.0916,55.1658,110.16633,5637.56,116.70597,5972.21
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Southampton,852,E06000045,Yearly totals,Yearly totals,127.668,7.2836,48.063,116.64495,5521.64,123.72470,5860.64
201617,Financial year,Local authority,England,E92000001,South East,E12000008,Southampton,852,E06000045,Yearly totals,Yearly totals,127.37,7.93229,48.2199,120.81171,5646.46,128.46939,6004.37
201516,Financial year,Local authority,England,E92000001,South East,E12000008,Southampton,852,E06000045,Yearly totals,Yearly totals,124.532,8.70485,50.9556,116.72328,5595.69,123.23828,5908.02
201415,Financial year,Local authority,England,E92000001,South East,E12000008,Southampton,852,E06000045,Yearly totals,Yearly totals,123.966,9.64939,46.8299,115.86570,5571.51,122.25623,5879.52
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Yearly totals,Yearly totals,79.245,8.10393,25.1337,73.09422,5720.32,77.51477,6066.27
201819,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Yearly totals,Yearly totals,75.9017,8.42962,23.5636,67.69863,5293.30,72.13212,5639.95
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Yearly totals,Yearly totals,72.2396,7.51291,22.2521,65.16972,5350.05,69.80149,5731.36
201617,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Yearly totals,Yearly totals,74.0703,9.12602,22.2292,68.10270,5499.92,72.66464,5868.33
201516,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Yearly totals,Yearly totals,73.7324,9.23584,23.1614,68.66180,5472.80,72.57003,5784.32
201415,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Yearly totals,Yearly totals,78.9276,10.4738,23.1347,69.24537,5508.33,73.83649,5874.02
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E10000002,Yearly totals,Yearly totals,288.607,36.1776,83.8342,232.28698,5332.91,250.89879,5760.52
201819,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E10000002,Yearly totals,Yearly totals,285.957,31.105,79.8985,225.27886,5040.96,243.66396,5452.56
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E10000002,Yearly totals,Yearly totals,279.051,28.1831,76.446,230.10542,4947.69,249.34495,5367.23
201617,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E10000002,Yearly totals,Yearly totals,281.87,29.9508,72.2166,232.90948,4922.00,251.86838,5324.58
201516,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E10000002,Yearly totals,Yearly totals,289.347,35.2746,91.9402,230.72922,4849.53,248.39038,5216.35
201415,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E10000002,Yearly totals,Yearly totals,283.71,35.6567,87.8523,221.33595,4669.12,238.80460,5037.27
201920,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,Yearly totals,Yearly totals,227.298,35.5492,81.8509,183.34359,4963.20,193.44188,5238.65
201819,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,Yearly totals,Yearly totals,226.505,29.8424,76.3757,179.55764,4713.91,189.60749,4978.93
201718,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,Yearly totals,Yearly totals,231.819,28.3653,71.9387,183.65910,4614.66,193.61446,4860.52
201617,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,Yearly totals,Yearly totals,245.441,28.4856,72.5896,196.45402,4699.60,206.43609,4937.76
201516,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,Yearly totals,Yearly totals,249.713,30.4869,74.6153,208.85920,4724.85,219.26465,4953.58
201415,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,Yearly totals,Yearly totals,254.38,27.8068,75.731,218.85506,4765.01,229.01409,4984.53
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,Yearly totals,Yearly totals,780.501,53.0615,194.838,712.47182,5106.14,776.57228,5565.53
201819,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,Yearly totals,Yearly totals,759.845,49.1876,183.911,682.43977,4914.47,745.84403,5371.34
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,Yearly totals,Yearly totals,734.39,43.6033,162.508,669.85292,4864.58,733.80946,5329.04
201617,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,Yearly totals,Yearly totals,722.367,52.1737,155.198,674.03294,4856.62,737.62899,5316.06
201516,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,Yearly totals,Yearly totals,727.218,61.6738,140.591,654.14725,4798.28,715.62682,5249.24
201415,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,Yearly totals,Yearly totals,704.661,66.8562,136.448,640.76688,4740.31,698.99305,5170.83
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Kent,886,E10000016,Yearly totals,Yearly totals,723.42,80.892,220.226,564.15253,5634.06,613.56434,6130.65
