
"Population estimates - local authority based by single year of age"
"ONS Crown Copyright Reserved [from Nomis on 30 March 2023]"
"Gender     :","Total"
"Age        :","Age 16"

"local authority: county / unitary (as of April 2021)","mnemonic","2021"

"Darlington","E06000005",1284
"County Durham","E06000047",5580
"Hartlepool","E06000001",1120
"Middlesbrough","E06000002",1772
"Northumberland","E06000057",3347
"Redcar and Cleveland","E06000003",1463
"Stockton-on-Tees","E06000004",2339
"Gateshead","E08000037",2064
"Newcastle upon Tyne","E08000021",2886
"North Tyneside","E08000022",2302
"South Tyneside","E08000023",1572
"Sunderland","E08000024",3019
"Blackburn with Darwen","E06000008",2267
"Blackpool","E06000009",1626
"Cheshire East","E06000049",4530
"Cheshire West and Chester","E06000050",3943
"Halton","E06000006",1515
"Warrington","E06000007",2452
"Cumbria","E10000006",5322
"Bolton","E08000001",3898
"Bury","E08000002",2492
"Manchester","E08000003",6665
"Oldham","E08000004",3593
"Rochdale","E08000005",2973
"Salford","E08000006",2903
"Stockport","E08000007",3395
"Tameside","E08000008",2666
"Trafford","E08000009",2985
"Wigan","E08000010",3815
"Lancashire","E10000017",14508
"Knowsley","E08000011",1889
"Liverpool","E08000012",4803
"Sefton","E08000014",2970
"St. Helens","E08000013",2022
"Wirral","E08000015",3753
"East Riding of Yorkshire","E06000011",3705
"Kingston upon Hull, City of","E06000010",3090
"North East Lincolnshire","E06000012",1862
"North Lincolnshire","E06000013",2029
"York","E06000014",2002
"North Yorkshire","E10000023",7014
"Barnsley","E08000016",2692
"Doncaster","E08000017",3520
"Rotherham","E08000018",3076
"Sheffield","E08000019",6168
"Bradford","E08000032",8033
"Calderdale","E08000033",2619
"Kirklees","E08000034",5576
"Leeds","E08000035",8648
"Wakefield","E08000036",3870
"Derby","E06000015",3198
"Leicester","E06000016",4936
"Nottingham","E06000018",3408
"Rutland","E06000017",619
"Derbyshire","E10000007",8526
"Leicestershire","E10000018",7915
"Lincolnshire","E10000019",8064
"Nottinghamshire","E10000024",8860
"North Northamptonshire","E06000061",4347
"West Northamptonshire","E06000062",4950
"Herefordshire, County of","E06000019",1988
"Shropshire","E06000051",3564
"Stoke-on-Trent","E06000021",3186
"Telford and Wrekin","E06000020",2311
"Staffordshire","E10000028",9573
"Warwickshire","E10000031",6703
"Birmingham","E08000025",16038
"Coventry","E08000026",4015
"Dudley","E08000027",3768
