time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,school_phase,number_schools,number_schools_with_surplus,number_schools_with_deficit,PC_schools_with_surplus,PC_schools_with_deficit,total_revenue_balance,average_revenue_balance,revenue_balance_as_pc_total_income,total_revenue_reserve_schools_surplus,total_revenue_reserve_schools_deficit,number_schools_with_surplus_over_threshold,pc_schools_with_surplus_over_threshold,school_surplus_over_threshold,school_over_threshold_av_per_school,committed_revenue_balances(B01),uncommitted_revenue_balances(B02),devolved_formula_capital_balance(B03),other_capital_balances(B05),community_focussed_school_revenue_balance(B06),outstanding_balance_of_capital_loans_to_school(B07),opening_pupil_focussed_revenue_balance(OB01),opening_community_focussed_revenue_balance(OB02),opening_capital_balance(OB03),total_income
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Special,2,2,0,100,0,511452,255726,8.2,511452,0,1,50,324752,324752,0,558945,0,0,-47493,x,565414,0,0,6232589
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,All LA maintained schools,31,31,0,100,0,5402764,174283,8.5,5402764,0,15,48.4,3604140,240276,469442,4869149,147517,0,64174,x,4930379,167525,135763,63293716
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Nursery,3,3,0,100,0,510089,170030,19.9,510089,0,3,100,510089,170030,0,434799,49906,0,75290,x,309973,80712,34969,2558088
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Primary,25,25,0,100,0,4386269,175451,8.6,4386269,0,11,44,2680249,243659,469442,3927944,90101,0,-11117,x,4174792,86813,93520,50781297
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Secondary,2,2,0,100,0,494153,247076,6,494153,0,1,50,413802,413802,0,494153,0,0,0,x,439439,0,0,8201953
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Special,1,1,0,100,0,12253,12253,0.7,12253,0,0,0,0,0,0,12253,7510,0,0,x,6175,0,7274,1752378
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,All LA maintained schools,76,55,21,72.4,27.6,11600676,152640,5.1,14935544,-3334869,32,58.2,13121576,410049,13633432,-2259426,130918,1381857,226669,x,13028536,193404,2238336,225818773
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Nursery,5,3,2,60,40,240061,48012,4.2,418833,-178772,2,66.7,375907,187954,295688,273938,5622,80369,-329565,x,1130641,-241538,206291,5691100
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Primary,57,41,16,71.9,28.1,8547858,149962,5.5,10749194,-2201337,23,56.1,9407779,409034,9870457,-1565201,112245,1010992,242601,x,9098649,132220,1673039,155400108
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Secondary,9,8,1,88.9,11.1,3241299,360144,6.4,3259946,-18647,5,62.5,2850339,570068,2959716,-18647,13051,188850,300230,x,2781907,289320,245053,50354059
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Special,5,3,2,60,40,-428543,-85709,-3,507571,-936113,2,66.7,487552,243776,507571,-949515,0,101646,13402,x,17339,13402,113953,14373506
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,All LA maintained schools,82,73,9,89,11,18507805,225705,7,20054330,-1546525,46,63,17245922,374911,7848001,10318264,873993,403483,341539,x,12663071,336398,779809,265513127
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Nursery,2,1,1,50,50,131014,65507,5.8,175913,-44899,1,100,175913,175913,73832,-44899,10389,0,102082,x,110166,232009,9269,2255911
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Primary,63,60,3,95.2,4.8,15958976,253317,10.4,16023136,-64160,41,68.3,14231332,347106,6649549,9024927,499513,171042,284499,x,12296020,432318,661884,153648072
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,PRU,1,1,0,100,0,16037,16037,0.4,16037,0,0,0,0,0,16037,0,0,15691,0,x,-96742,0,7506,4463897
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Secondary,11,7,4,63.6,36.4,267106,24282,0.3,1424683,-1157578,1,14.3,714561,714561,761944,-512122,309380,178696,17283,x,-2785494,17450,428339,84388557
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Special,5,4,1,80,20,2134672,426934,10.3,2414560,-279888,3,75,2124115,708038,346638,1850358,54711,38055,-62324,x,3139122,-345379,-327189,20756690
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,All LA maintained schools,79,57,22,72.2,27.8,13731597,173818,7.2,15406198,-1674602,36,63.2,13239176,367755,3883974,9844349,650535,718436,3274,x,15731603,45688,1596993,189892629
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Nursery,5,3,2,60,40,591220,118244,9.8,753119,-161899,3,100,753119,251040,7809,504819,47810,43794,78591,x,489653,123487,112512,6043823
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Primary,62,43,19,69.4,30.6,9755566,157348,6.7,11265603,-1510038,26,60.5,9701402,373131,2750217,7084696,415553,570855,-79348,x,11642926,-81829,1209801,146694704
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,PRU,1,1,0,100,0,219224,219224,8.8,219224,0,1,100,219224,219224,0,219224,0,0,0,x,316928,0,0,2488477
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Secondary,3,2,1,66.7,33.3,1505022,501674,8.1,1507687,-2665,2,100,1507687,753844,140385,1364177,19497,25088,460,x,1827174,460,5842,18524702
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Special,8,8,0,100,0,1660565,207571,10.3,1660565,0,4,50,1057744,264436,985563,671432,167675,78698,3570,x,1454923,3570,268837,16140923
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,All LA maintained schools,90,81,9,90,10,27364488,304050,9,28390325,-1025836,41,50.6,23661758,577116,1701381,26029741,1813498,1249740,-366633,x,25207786,-120449,3011272,303734763
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,Nursery,6,5,1,83.3,16.7,425014,70836,8.6,467284,-42270,3,60,416116,138705,0,431055,53918,51371,-6041,x,309281,-2351,94664,4928936
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,Primary,64,58,6,90.6,9.4,11488349,179505,6.9,11842619,-354270,24,41.4,7876021,328168,913555,11035137,583910,815188,-460343,x,10833109,-465560,1376420,165573824
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,PRU,1,1,0,100,0,787826,787826,15.2,787826,0,1,100,787826,787826,787826,0,24667,0,0,x,596885,0,47065,5179250
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,Secondary,13,11,2,84.6,15.4,10795546,830427,10,11424843,-629296,8,72.7,10744122,1343015,0,10695896,404672,345208,99650,x,9525218,347362,602435,108237274
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,Special,6,6,0,100,0,3867754,644626,19.5,3867754,0,5,83.3,3837673,767535,0,3867653,746331,37974,100,x,3943293,100,890688,19815479
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Wandsworth,212,E09000032,All LA maintained schools,67,62,5,92.5,7.5,15941467,237932,9.8,17193511,-1252044,44,71,15335473,348533,5861101,9966895,301677,76391,113470,x,15025589,69710,352983,162903124
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Wandsworth,212,E09000032,Nursery,3,3,0,100,0,392950,130983,12,392950,0,1,33.3,251581,251581,33275,359675,0,0,0,x,592916,0,0,3267991
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Wandsworth,212,E09000032,Primary,53,51,2,96.2,3.8,12485399,235574,11.3,12629199,-143800,36,70.6,11065583,307377,4787202,7595826,237015,76391,102371,x,11613855,58611,291187,110392793
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Wandsworth,212,E09000032,PRU,3,2,1,66.7,33.3,412803,137601,9.8,501388,-88585,2,100,501388,250694,0,412803,0,0,0,x,372189,0,0,4229219
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Wandsworth,212,E09000032,Secondary,2,0,2,0,100,-1019659,-509830,-8.8,0,-1019659,0,0,0,0,32371,-1052030,38023,0,0,x,-373714,0,29916,11522162
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Wandsworth,212,E09000032,Special,6,6,0,100,0,3669973,611662,11,3669973,0,5,83.3,3516920,703384,1008253,2650621,26639,0,11100,x,2820343,11100,31880,33490959
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Westminster,213,E09000033,All LA maintained schools,40,31,9,77.5,22.5,5101268,127532,6.8,5675986,-574718,17,54.8,4923692,289629,4388871,1301975,202743,11047,-589578,x,3996334,578306,244338,74903747
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Westminster,213,E09000033,Nursery,4,3,1,75,25,433141,108285,11.1,466339,-33199,2,66.7,431721,215861,119581,160689,39965,11047,152871,x,-850779,1203943,33012,3917670
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Westminster,213,E09000033,Primary,33,25,8,75.8,24.2,3193839,96783,5.6,3735358,-541519,12,48,3017683,251474,2753698,983005,162777,0,-542864,x,3890031,-433351,194471,56955845
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Westminster,213,E09000033,Secondary,1,1,0,100,0,498878,498878,6.4,498878,0,1,100,498878,498878,498878,0,0,0,0,x,259794,0,0,7843552
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Westminster,213,E09000033,Special,2,2,0,100,0,975410,487705,15.8,975410,0,2,100,975410,487705,1016714,158281,0,0,-199585,x,697289,-192286,16855,6186680
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Haringey,309,E09000014,All LA maintained schools,66,57,9,86.4,13.6,7777294,117838,3.9,9231564,-1454270,13,22.8,4395219,338094,2736200,4545409,37563,310772,495684,x,6872093,356969,810508,198319355
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Haringey,309,E09000014,Nursery,3,3,0,100,0,207472,69157,4.5,207472,0,0,0,0,0,0,-373088,-21221,0,580561,x,-118864,314955,22548,4593232
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Haringey,309,E09000014,Primary,52,48,4,92.3,7.7,6946976,133596,5.6,7201852,-254875,12,25,3337212,278101,1975497,4598431,-98901,272222,373048,x,4906340,494878,530319,124013038
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Haringey,309,E09000014,PRU,1,0,1,0,100,-276370,-276370,-50.1,0,-276370,0,0,0,0,0,-276370,0,0,0,x,-68455,0,0,551792
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Haringey,309,E09000014,Secondary,6,2,4,33.3,66.7,381343,63557,0.7,1304368,-923025,1,50,1058007,1058007,246361,592907,102848,38550,-457925,x,1746697,-445874,215164,55750453
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Haringey,309,E09000014,Special,4,4,0,100,0,517872,129468,3.9,517872,0,0,0,0,0,514342,3530,54837,0,0,x,406375,-6990,42477,13410840
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Newham,316,E09000025,All LA maintained schools,73,71,2,97.3,2.7,35027207,479825,12.1,35235727,-208520,41,57.7,31360774,764897,21991433,12634404,109085,401075,401370,x,28787568,315996,187101,290002273
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Newham,316,E09000025,Nursery,7,6,1,85.7,14.3,1229105,175586,13,1311015,-81911,4,66.7,1137631,284408,674876,272945,0,0,281284,x,991323,147339,24790,9480870
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Newham,316,E09000025,Primary,53,52,1,98.1,1.9,20448786,385826,11.9,20575395,-126609,28,53.8,17464721,623740,13627579,6701121,9085,176433,120086,x,15958357,168658,13501,171959214
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Newham,316,E09000025,PRU,2,2,0,100,0,294889,147445,5.3,294889,0,0,0,0,0,0,294889,0,0,0,x,561618,0,0,5545658
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Newham,316,E09000025,Secondary,11,11,0,100,0,13054427,1186766,12.7,13054427,0,9,81.8,12758422,1417602,7688979,5365449,100000,224642,0,x,11276270,0,148811,103016531
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,All LA maintained schools,73,65,8,89,11,14106098,193234,7.3,15885088,-1778990,37,56.9,12055075,325813,6184603,7727767,655793,46411,193728,x,11104204,110230,553406,191930226
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,Nursery,4,1,3,25,75,-11845,-2961,-0.2,335417,-347262,1,100,335417,335417,27725,-39570,35886,0,0,x,13745,0,34211,4927909
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,Primary,59,55,4,93.2,6.8,12089569,204908,9.5,12155083,-65514,31,56.4,9107472,293789,4821059,7066172,447014,41533,202338,x,10594458,110230,431218,127098336
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,PRU,1,1,0,100,0,648367,648367,15.5,648367,0,1,100,648367,648367,326177,322190,989,0,0,x,370687,0,3695,4179051
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,Secondary,6,5,1,83.3,16.7,549183,91531,1.1,1915397,-1366214,2,40,1169549,584775,973088,-415295,155527,0,-8610,x,-470598,0,81735,50989492
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,Special,3,3,0,100,0,830824,276941,17.5,830824,0,2,66.7,794270,397135,36554,794270,16377,4878,0,x,595911,0,2547,4735438
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barking and Dagenham,301,E09000002,All LA maintained schools,47,38,9,80.9,19.1,9313869,198167,4.3,11504158,-2190288,11,28.9,7184044,653095,7483428,1309004,497309,213899,521437,x,11145477,508173,641063,215903927
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barking and Dagenham,301,E09000002,Primary,38,31,7,81.6,18.4,3494740,91967,2.7,5236306,-1741566,6,19.4,1746048,291008,2039424,1446007,158534,183700,9309,x,5135007,9309,361197,129303953
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barking and Dagenham,301,E09000002,PRU,1,1,0,100,0,187290,187290,8.4,187290,0,1,100,187290,187290,187290,0,27694,0,0,x,67774,0,17619,2223972
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barking and Dagenham,301,E09000002,Secondary,7,5,2,71.4,28.6,4851391,693056,6.4,5300113,-448722,3,60,4470257,1490086,4476265,-137003,311081,30198,512128,x,5236218,498864,262248,75767592
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barking and Dagenham,301,E09000002,Special,1,1,0,100,0,780449,780449,9.1,780449,0,1,100,780449,780449,780449,0,0,0,0,x,706479,0,0,8608410
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barnet,302,E09000003,All LA maintained schools,92,84,8,91.3,8.7,12285598,133539,5.8,13255236,-969638,33,39.3,8368244,253583,1545820,10447951,332343,29666,291827,x,11185547,277270,320002,212341365
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barnet,302,E09000003,Nursery,4,4,0,100,0,643942,160986,21.7,643942,0,3,75,629811,209937,5999,597237,23554,0,40706,x,581094,34808,19117,2968203
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barnet,302,E09000003,Primary,76,70,6,92.1,7.9,10415999,137053,6.7,10692389,-276390,27,38.6,6785017,251297,1392287,8763324,290097,4,260388,x,8785205,248114,232368,154483874
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barnet,302,E09000003,PRU,2,2,0,100,0,214440,107220,6.8,214440,0,1,50,100275,100275,12500,201940,18692,0,0,x,189937,0,24316,3130629
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barnet,302,E09000003,Secondary,7,5,2,71.4,28.6,461267,65895,1.1,1154515,-693248,2,40,853141,426571,88790,376092,0,29661,-3615,x,1160410,0,35947,42599073
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barnet,302,E09000003,Special,3,3,0,100,0,549950,183317,6,549950,0,0,0,0,0,46244,509358,0,1,-5652,x,468901,-5652,8254,9159586
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Bexley,303,E09000004,All LA maintained schools,32,30,2,93.8,6.3,4671279,145977,8.8,4828342,-157063,14,46.7,3600022,257144,1121563,3506938,224531,1089,42778,x,4415669,32942,282139,52873805
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Bexley,303,E09000004,Primary,26,24,2,92.3,7.7,3141542,120829,7.6,3298606,-157063,10,41.7,2174156,217416,1031402,2067362,176413,1089,42778,x,3127674,32942,232311,41487777
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Bexley,303,E09000004,PRU,1,1,0,100,0,374316,374316,16,374316,0,1,100,374316,374316,0,374316,4915,0,0,x,176787,0,8909,2345161
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Bexley,303,E09000004,Special,5,5,0,100,0,1155421,231084,12.8,1155421,0,3,60,1051549,350516,90161,1065260,43204,0,0,x,1111209,0,40919,9040867
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Brent,304,E09000005,All LA maintained schools,61,55,6,90.2,9.8,17110772,280504,9.8,17332843,-222071,35,63.6,14434009,412400,9641866,8576769,24439,437846,-1107863,x,19247913,-271712,314679,175088698
201718,Financial year,Local authority,England,E92000001,Outer London,E13000002,Brent,304,E09000005,Nursery,4,4,0,100,0,656712,164178,14.7,656712,0,3,75,656524,218841,88000,1679590,0,0,-1110878,x,1006636,-399435,0,4480132
