time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,characteristic_age,Total_new_st,Total_new_st_pc,Total_new_ehc,Total_new_ehc_pc,Total_new_all,Total_new_all_pc
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Age 11 to 15,z,z,219,23.7013,219,23.7013
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Age 11 to 15,z,z,29,17.7914,29,17.79141
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Age 11 to 15,z,z,201,18.5424,201,18.54244
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Age 11 to 15,z,z,11,10.7843,11,10.78431
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Age 11 to 15,z,z,46,22.8856,46,22.88557
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Age 11 to 15,z,z,303,25.8974,303,25.89744
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Age 11 to 15,z,z,336,26.8156,336,26.81564
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Age 11 to 15,z,z,173,25.8595,173,25.85949
2020,Calendar year,Local authority,E92000001,England,E12000007,London,201,E09000001,City of London,Age 11 to 15,z,z,0,0,0,0
2020,Calendar year,Local authority,E92000001,England,E12000007,London,202,E09000007,Camden,Age 11 to 15,z,z,24,18.4615,24,18.46154
2020,Calendar year,Local authority,E92000001,England,E12000007,London,203,E09000011,Greenwich,Age 11 to 15,z,z,66,23.4043,66,23.40426
2020,Calendar year,Local authority,E92000001,England,E12000007,London,204,E09000012,Hackney,Age 11 to 15,z,z,89,19.9105,89,19.91051
2020,Calendar year,Local authority,E92000001,England,E12000007,London,205,E09000013,Hammersmith and Fulham,Age 11 to 15,z,z,39,23.9264,39,23.92638
2020,Calendar year,Local authority,E92000001,England,E12000007,London,206,E09000019,Islington,Age 11 to 15,z,z,36,18.1818,36,18.18182
2020,Calendar year,Local authority,E92000001,England,E12000007,London,207,E09000020,Kensington and Chelsea,Age 11 to 15,z,z,13,15.1163,13,15.11628
2020,Calendar year,Local authority,E92000001,England,E12000007,London,208,E09000022,Lambeth,Age 11 to 15,z,z,62,17.2702,62,17.27019
2020,Calendar year,Local authority,E92000001,England,E12000007,London,209,E09000023,Lewisham,Age 11 to 15,z,z,98,24.4389,98,24.4389
2020,Calendar year,Local authority,E92000001,England,E12000007,London,210,E09000028,Southwark,Age 11 to 15,z,z,69,20.597,69,20.59701
2020,Calendar year,Local authority,E92000001,England,E12000007,London,211,E09000030,Tower Hamlets,Age 11 to 15,z,z,44,17.0543,44,17.05426
2020,Calendar year,Local authority,E92000001,England,E12000007,London,212,E09000032,Wandsworth,Age 11 to 15,z,z,92,21.1982,92,21.19816
2020,Calendar year,Local authority,E92000001,England,E12000007,London,213,E09000033,Westminster,Age 11 to 15,z,z,31,20.946,31,20.94595
2020,Calendar year,Local authority,E92000001,England,E12000007,London,301,E09000002,Barking and Dagenham,Age 11 to 15,z,z,52,19.697,52,19.69697
2020,Calendar year,Local authority,E92000001,England,E12000007,London,302,E09000003,Barnet,Age 11 to 15,z,z,49,13.4247,49,13.42466
2020,Calendar year,Local authority,E92000001,England,E12000007,London,303,E09000004,Bexley,Age 11 to 15,z,z,58,20.4225,58,20.42254
2020,Calendar year,Local authority,E92000001,England,E12000007,London,304,E09000005,Brent,Age 11 to 15,z,z,57,14.8052,57,14.80519
2020,Calendar year,Local authority,E92000001,England,E12000007,London,305,E09000006,Bromley,Age 11 to 15,z,z,113,24.9448,113,24.94481
2020,Calendar year,Local authority,E92000001,England,E12000007,London,306,E09000008,Croydon,Age 11 to 15,z,z,97,25.7294,97,25.72944
2020,Calendar year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Age 11 to 15,z,z,80,16.8421,80,16.84211
2020,Calendar year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Age 11 to 15,z,z,123,20.1639,123,20.16393
2020,Calendar year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Age 11 to 15,z,z,61,19.7411,61,19.7411
2020,Calendar year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Age 11 to 15,z,z,46,22.0096,46,22.00957
2020,Calendar year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Age 11 to 15,z,z,32,14.0969,32,14.09692
2020,Calendar year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Age 11 to 15,z,z,65,17.6152,65,17.61518
2020,Calendar year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Age 11 to 15,z,z,52,16.7742,52,16.77419
2020,Calendar year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Age 11 to 15,z,z,45,21.4286,45,21.42857
2020,Calendar year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Age 11 to 15,z,z,129,32.0099,129,32.00993
2020,Calendar year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Age 11 to 15,z,z,142,31.4856,142,31.48559
2020,Calendar year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Age 11 to 15,z,z,53,16.2577,53,16.25767
2020,Calendar year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Age 11 to 15,z,z,45,22.7273,45,22.72727
2020,Calendar year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Age 11 to 15,z,z,44,23.0367,44,23.03665
2020,Calendar year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Age 11 to 15,z,z,63,20.7921,63,20.79208
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Age 11 to 15,z,z,142,23.9865,142,23.98649
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Age 11 to 15,z,z,66,22,66,22
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Age 11 to 15,z,z,107,29.6399,107,29.63989
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Age 11 to 15,z,z,73,27.6515,73,27.65152
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Age 11 to 15,z,z,465,29.4864,465,29.48637
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Age 11 to 15,z,z,35,18.5185,35,18.51852
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Age 11 to 15,z,z,56,22.2222,56,22.22222
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Age 11 to 15,z,z,53,28.0423,53,28.04233
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Age 11 to 15,z,z,28,29.4737,28,29.47368
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Age 11 to 15,z,z,33,31.4286,33,31.42857
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Age 11 to 15,z,z,44,23.1579,44,23.15789
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Age 11 to 15,z,z,40,21.6216,40,21.62162
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Age 11 to 15,z,z,51,24.7573,51,24.75728
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Age 11 to 15,z,z,574,28.0273,574,28.02734
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Age 11 to 15,z,z,80,25.3968,80,25.39683
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Age 11 to 15,z,z,38,29.4574,38,29.45736
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Age 11 to 15,z,z,194,23.43,194,23.42995
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Age 11 to 15,z,z,311,21.4927,311,21.49274
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Age 11 to 15,z,z,157,24.1911,157,24.19106
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Age 11 to 15,z,z,1,100,1,100
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Age 11 to 15,z,z,70,28.2258,70,28.22581
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Age 11 to 15,z,z,234,31.8367,234,31.83673
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Age 11 to 15,z,z,104,34.8993,104,34.89933
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Age 11 to 15,z,z,66,23.913,66,23.91304
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Age 11 to 15,z,z,135,28.9079,135,28.90792
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Age 11 to 15,z,z,75,27.0758,75,27.07581
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Age 11 to 15,z,z,95,21.0177,95,21.0177
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Age 11 to 15,z,z,54,19.2857,54,19.28571
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Age 11 to 15,z,z,383,28.6677,383,28.66766
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Age 11 to 15,z,z,77,29.7297,77,29.72973
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Age 11 to 15,z,z,40,25.1572,40,25.15723
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Age 11 to 15,z,z,97,24.1895,97,24.18953
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Age 11 to 15,z,z,124,22.2222,124,22.22222
2020,Calendar year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Age 11 to 15,z,z,347,33.174,347,33.174
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Age 16 to 19,z,z,5,2.95858,5,2.95858
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Age 16 to 19,z,z,10,3.62319,10,3.62319
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Age 16 to 19,z,z,15,5.15464,15,5.15464
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Age 16 to 19,z,z,7,4.69799,7,4.69799
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Age 16 to 19,z,z,6,2.35294,6,2.35294
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Age 16 to 19,z,z,3,3.22581,3,3.22581
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Age 16 to 19,z,z,3,2.65487,3,2.65487
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Age 16 to 19,z,z,9,5.29412,9,5.29412
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Age 16 to 19,z,z,7,3.13901,7,3.13901
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Age 16 to 19,z,z,11,2.75689,11,2.75689
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Age 16 to 19,z,z,4,5.97015,4,5.97015
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Age 16 to 19,z,z,12,3.28767,12,3.28767
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Age 16 to 19,z,z,1,0.42918,1,0.42918
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Age 16 to 19,z,z,15,2.67857,15,2.67857
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Age 16 to 19,z,z,8,4.65116,8,4.65116
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Age 16 to 19,z,z,28,9.45946,28,9.45946
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Age 16 to 19,z,z,39,10.3723,39,10.37234
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Age 16 to 19,z,z,13,4.22078,13,4.22078
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Age 16 to 19,z,z,9,2.98013,9,2.98013
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Age 16 to 19,z,z,36,4.5977,36,4.5977
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Age 16 to 19,z,z,6,2.6087,6,2.6087
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Age 16 to 19,z,z,9,3.91304,9,3.91304
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Age 16 to 19,z,z,11,3.7931,11,3.7931
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Age 16 to 19,z,z,12,3.85852,12,3.85852
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Age 16 to 19,z,z,16,5.31561,16,5.31561
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Age 16 to 19,z,z,16,5.67376,16,5.67376
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Age 16 to 19,z,z,15,5.79151,15,5.79151
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Age 16 to 19,z,z,6,3.37079,6,3.37079
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Age 16 to 19,z,z,7,4.375,7,4.375
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Age 16 to 19,z,z,36,3.50536,36,3.50536
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Age 16 to 19,z,z,5,3.04878,5,3.04878
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Age 16 to 19,z,z,4,2.31214,4,2.31214
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Age 16 to 19,z,z,34,5.32081,34,5.32081
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Age 16 to 19,z,z,16,6.17761,16,6.17761
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Age 16 to 19,z,z,17,3.37972,17,3.37972
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Age 16 to 19,z,z,13,4.30464,13,4.30464
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Age 16 to 19,z,z,13,4.7619,13,4.7619
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Age 16 to 19,z,z,30,9.06344,30,9.06344
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Age 16 to 19,z,z,52,11.0638,52,11.06383
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Age 16 to 19,z,z,62,7.57021,62,7.57021
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Age 16 to 19,z,z,9,4.28571,9,4.28571
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Age 16 to 19,z,z,29,6.4877,29,6.4877
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Age 16 to 19,z,z,75,13.3215,75,13.32149
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Age 16 to 19,z,z,16,4.89297,16,4.89297
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Age 16 to 19,z,z,9,2.99003,9,2.99003
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Age 16 to 19,z,z,21,5.84958,21,5.84958
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Age 16 to 19,z,z,23,11.1651,23,11.16505
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Age 16 to 19,z,z,3,2.05479,3,2.05479
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Age 16 to 19,z,z,24,5.13919,24,5.13919
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Age 16 to 19,z,z,15,9.74026,15,9.74026
2020,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Age 16 to 19,z,z,32,4.66472,32,4.66472
2020,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Age 16 to 19,z,z,9,2.77778,9,2.77778
2020,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Age 16 to 19,z,z,40,5.22876,40,5.22876
2020,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Age 16 to 19,z,z,24,5.52995,24,5.52995
2020,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Age 16 to 19,z,z,3,6.81818,3,6.81818
2020,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Age 16 to 19,z,z,47,10.1075,47,10.10753
2020,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Age 16 to 19,z,z,7,4.375,7,4.375
2020,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Age 16 to 19,z,z,53,3.86579,53,3.86579
2020,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Age 16 to 19,z,z,15,1.9305,15,1.9305
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Age 16 to 19,z,z,55,6.85786,55,6.85786
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Age 16 to 19,z,z,14,3.66492,14,3.66492
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Age 16 to 19,z,z,35,7.95455,35,7.95455
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Age 16 to 19,z,z,17,5.2795,17,5.2795
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Age 16 to 19,z,z,9,3.2967,9,3.2967
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Age 16 to 19,z,z,42,8.07692,42,8.07692
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Age 16 to 19,z,z,32,9.1954,32,9.1954
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Age 16 to 19,z,z,66,5.60748,66,5.60748
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Age 16 to 19,z,z,14,4.947,14,4.947
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Age 16 to 19,z,z,9,6.76692,9,6.76692
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Age 16 to 19,z,z,34,6.66667,34,6.66667
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Age 16 to 19,z,z,3,1.62162,3,1.62162
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Age 16 to 19,z,z,10,6.17284,10,6.17284
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Age 16 to 19,z,z,32,5.48885,32,5.48885
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Age 16 to 19,z,z,13,5.41667,13,5.41667
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Age 16 to 19,z,z,6,3.68098,6,3.68098
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Age 16 to 19,z,z,11,3.39506,11,3.39506
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Age 16 to 19,z,z,35,3.78788,35,3.78788
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Age 16 to 19,z,z,3,1.84049,3,1.84049
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Age 16 to 19,z,z,26,2.39852,26,2.39852
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Age 16 to 19,z,z,2,1.96078,2,1.96078
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Age 16 to 19,z,z,3,1.49254,3,1.49254
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Age 16 to 19,z,z,44,3.76068,44,3.76068
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Age 16 to 19,z,z,68,5.42698,68,5.42698
2020,Calendar year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Age 16 to 19,z,z,34,5.08221,34,5.08221
2020,Calendar year,Local authority,E92000001,England,E12000007,London,201,E09000001,City of London,Age 16 to 19,z,z,1,33.3333,1,33.33333
2020,Calendar year,Local authority,E92000001,England,E12000007,London,202,E09000007,Camden,Age 16 to 19,z,z,11,8.46154,11,8.46154
2020,Calendar year,Local authority,E92000001,England,E12000007,London,203,E09000011,Greenwich,Age 16 to 19,z,z,14,4.96454,14,4.96454
2020,Calendar year,Local authority,E92000001,England,E12000007,London,204,E09000012,Hackney,Age 16 to 19,z,z,18,4.02685,18,4.02685
2020,Calendar year,Local authority,E92000001,England,E12000007,London,205,E09000013,Hammersmith and Fulham,Age 16 to 19,z,z,12,7.36196,12,7.36196
2020,Calendar year,Local authority,E92000001,England,E12000007,London,206,E09000019,Islington,Age 16 to 19,z,z,9,4.54545,9,4.54545
2020,Calendar year,Local authority,E92000001,England,E12000007,London,207,E09000020,Kensington and Chelsea,Age 16 to 19,z,z,4,4.65116,4,4.65116
2020,Calendar year,Local authority,E92000001,England,E12000007,London,208,E09000022,Lambeth,Age 16 to 19,z,z,18,5.01393,18,5.01393
2020,Calendar year,Local authority,E92000001,England,E12000007,London,209,E09000023,Lewisham,Age 16 to 19,z,z,29,7.23192,29,7.23192
2020,Calendar year,Local authority,E92000001,England,E12000007,London,210,E09000028,Southwark,Age 16 to 19,z,z,12,3.58209,12,3.58209
2020,Calendar year,Local authority,E92000001,England,E12000007,London,211,E09000030,Tower Hamlets,Age 16 to 19,z,z,9,3.48837,9,3.48837
2020,Calendar year,Local authority,E92000001,England,E12000007,London,212,E09000032,Wandsworth,Age 16 to 19,z,z,23,5.29954,23,5.29954
2020,Calendar year,Local authority,E92000001,England,E12000007,London,213,E09000033,Westminster,Age 16 to 19,z,z,7,4.72973,7,4.72973
2020,Calendar year,Local authority,E92000001,England,E12000007,London,301,E09000002,Barking and Dagenham,Age 16 to 19,z,z,7,2.65152,7,2.65152
2020,Calendar year,Local authority,E92000001,England,E12000007,London,302,E09000003,Barnet,Age 16 to 19,z,z,15,4.10959,15,4.10959
2020,Calendar year,Local authority,E92000001,England,E12000007,London,303,E09000004,Bexley,Age 16 to 19,z,z,11,3.87324,11,3.87324
2020,Calendar year,Local authority,E92000001,England,E12000007,London,304,E09000005,Brent,Age 16 to 19,z,z,17,4.41558,17,4.41558
2020,Calendar year,Local authority,E92000001,England,E12000007,London,305,E09000006,Bromley,Age 16 to 19,z,z,10,2.20751,10,2.20751
2020,Calendar year,Local authority,E92000001,England,E12000007,London,306,E09000008,Croydon,Age 16 to 19,z,z,19,5.03979,19,5.03979
2020,Calendar year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Age 16 to 19,z,z,22,4.63158,22,4.63158
2020,Calendar year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Age 16 to 19,z,z,38,6.22951,38,6.22951
2020,Calendar year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Age 16 to 19,z,z,15,4.85437,15,4.85437
2020,Calendar year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Age 16 to 19,z,z,12,5.74163,12,5.74163
2020,Calendar year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Age 16 to 19,z,z,2,0.88106,2,0.88106
2020,Calendar year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Age 16 to 19,z,z,14,3.79404,14,3.79404
2020,Calendar year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Age 16 to 19,z,z,8,2.58065,8,2.58065
2020,Calendar year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Age 16 to 19,z,z,8,3.80952,8,3.80952
2020,Calendar year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Age 16 to 19,z,z,18,4.4665,18,4.4665
2020,Calendar year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Age 16 to 19,z,z,38,8.42572,38,8.42572
2020,Calendar year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Age 16 to 19,z,z,3,0.92025,3,0.92025
2020,Calendar year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Age 16 to 19,z,z,8,4.0404,8,4.0404
2020,Calendar year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Age 16 to 19,z,z,3,1.57068,3,1.57068
2020,Calendar year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Age 16 to 19,z,z,20,6.60066,20,6.60066
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Age 16 to 19,z,z,26,4.39189,26,4.39189
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Age 16 to 19,z,z,15,5,15,5
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Age 16 to 19,z,z,8,2.21607,8,2.21607
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Age 16 to 19,z,z,18,6.81818,18,6.81818
2020,Calendar year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Age 16 to 19,z,z,106,6.72162,106,6.72162
