time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,MApprenEHC,MTrainEHC,MSuppIntEHC,WorkbasedEHC,Mres38week05EHC,Mres38week510EHC,Mres38week1115EHC,Mres38week1619EHC,Mres38week2025EHC,TotMres38weekEHC,Mres52week05EHC,Mres52week510EHC,Mres52week1115EHC,Mres52week1619EHC,Mres52week2025EHC,TotMres52weekEHC,Mres38week05,Mres38week510,Mres38week1115,Mres38week1619,TotMres38week,Mres52week05,Mres52week510,Mres52week1115,Mres52week1619,TotMres52week,DMO,DCO,DMODCOFunction
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,2,1,13,16,0,0,1,0,0,1,0,1,3,0,0,4,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,4,9,28,41,0,0,1,0,0,1,0,0,3,2,0,5,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,7,5,0,12,0,0,1,0,0,1,0,0,2,4,0,6,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,6,0,17,23,0,0,0,0,0,0,0,0,1,0,0,1,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,1,0,8,9,0,0,1,1,0,2,0,0,2,1,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,4,0,20,24,0,0,1,1,1,3,0,0,1,0,0,1,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,0,0,8,8,0,0,0,0,0,0,0,0,3,0,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,Y
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,1,0,6,7,0,0,0,0,0,0,0,2,0,1,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",18,5,26,49,0,0,13,1,0,14,0,0,0,1,0,1,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,21,5,22,48,0,0,4,3,7,14,1,0,5,3,4,13,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,5,3,1,9,0,3,5,1,0,9,0,0,4,8,0,12,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,2,1,10,13,0,0,2,2,0,4,0,0,0,2,0,2,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,0,0,9,9,0,0,4,4,6,14,0,0,3,0,0,3,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,13,3,14,30,0,1,2,7,0,10,0,0,3,6,0,9,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,7,48,0,55,0,0,0,0,0,0,0,0,12,4,2,18,z,z,z,z,z,z,z,z,z,z,N,N,Y
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,2,0,5,7,0,0,1,1,0,2,0,0,5,4,0,9,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",3,0,2,5,0,0,3,3,4,10,0,0,3,3,1,7,z,z,z,z,z,z,z,z,z,z,Y,N,N
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,0,0,26,26,0,0,1,3,0,4,0,0,2,0,1,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,5,3,4,12,0,0,0,0,3,3,0,1,3,1,2,7,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,2,0,0,2,0,1,3,5,1,10,0,0,2,6,0,8,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",2,4,34,40,0,3,2,9,3,17,0,1,19,6,2,28,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,2,1,14,17,0,1,8,8,18,35,0,0,1,2,2,5,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,6,11,0,17,0,7,0,5,7,19,0,1,8,9,1,19,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,12,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,13,1,0,14,0,0,2,1,0,3,0,0,6,0,0,6,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,5,1,7,13,0,3,12,4,2,21,0,1,4,1,2,8,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,6,0,26,32,0,1,10,1,0,12,0,0,2,2,0,4,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,16,42,14,72,0,1,0,1,1,3,0,0,7,2,0,9,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,4,3,22,29,0,1,3,1,0,5,0,0,0,4,2,6,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,0,0,21,21,0,0,0,3,0,3,0,2,9,9,1,21,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,0,6,22,28,0,0,2,6,6,14,0,2,7,3,0,12,z,z,z,z,z,z,z,z,z,z,N,Y,Y
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,24,0,7,31,0,4,5,16,5,30,0,3,3,7,4,17,z,z,z,z,z,z,z,z,z,z,Y,Y,Y
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,4,0,4,8,0,9,28,19,5,61,0,2,7,14,1,24,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,1,0,8,9,0,0,2,1,0,3,0,0,1,1,0,2,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,4,5,16,25,0,1,6,2,6,15,0,0,3,4,1,8,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,0,1,15,16,0,0,1,0,0,1,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",13,10,12,35,0,4,9,9,5,27,0,1,3,6,1,11,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,0,0,0,0,0,4,13,10,2,29,0,1,3,3,1,8,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,10,1,14,25,0,1,31,39,20,91,0,2,14,18,9,43,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,1,0,17,18,0,0,3,0,1,4,0,0,4,0,0,4,z,z,z,z,z,z,z,z,z,z,N,Y,N
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,3,0,32,35,0,1,6,4,1,12,0,0,1,1,0,2,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,National,E92000001,England,"","","","","",932,667,2243,3842,0,189,872,724,413,2198,0,84,572,532,107,1295,z,z,z,z,z,z,z,z,z,z,z,z,z
2021,Calendar year,Regional,E92000001,England,E12000001,North East,"","","",35,103,242,380,0,1,9,5,2,17,0,5,32,22,2,61,z,z,z,z,z,z,z,z,z,z,z,z,z
2021,Calendar year,Regional,E92000001,England,E12000002,North West,"","","",138,97,386,621,0,3,36,24,16,79,0,11,67,55,9,142,z,z,z,z,z,z,z,z,z,z,z,z,z
2021,Calendar year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,"","","",88,85,216,389,0,31,114,66,29,240,0,6,44,37,8,95,z,z,z,z,z,z,z,z,z,z,z,z,z
2021,Calendar year,Regional,E92000001,England,E12000004,East Midlands,"","","",33,98,85,216,0,8,40,33,9,90,0,4,32,29,3,68,z,z,z,z,z,z,z,z,z,z,z,z,z
2021,Calendar year,Regional,E92000001,England,E12000005,West Midlands,"","","",67,46,191,304,0,5,18,36,41,100,0,8,37,53,13,111,z,z,z,z,z,z,z,z,z,z,z,z,z
2021,Calendar year,Regional,E92000001,England,E12000006,East of England,"","","",89,64,192,345,0,83,196,67,17,363,0,15,79,58,3,155,z,z,z,z,z,z,z,z,z,z,z,z,z
2021,Calendar year,Regional,E92000001,England,E12000007,London,"","","",106,73,467,646,0,9,119,139,99,366,0,8,63,95,26,192,z,z,z,z,z,z,z,z,z,z,z,z,z
2021,Calendar year,Regional,E92000001,England,E12000008,South East,"","","",258,87,241,586,0,20,235,233,122,610,0,17,120,117,23,277,z,z,z,z,z,z,z,z,z,z,z,z,z
2021,Calendar year,Regional,E92000001,England,E12000009,South West,"","","",118,14,223,355,0,29,105,121,78,333,0,10,98,66,20,194,z,z,z,z,z,z,z,z,z,z,z,z,z
2021,Calendar year,Local authority,E92000001,England,E12000007,London,306,E09000008,Croydon,0,12,1,13,0,1,1,10,7,19,0,0,1,5,1,7,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,9,1,23,33,0,0,1,2,2,5,0,2,2,0,0,4,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,4,1,10,15,0,0,4,6,3,13,0,1,2,1,1,5,z,z,z,z,z,z,z,z,z,z,N,Y,Y
2021,Calendar year,Local authority,E92000001,England,E12000007,London,203,E09000011,Greenwich,3,3,0,6,0,0,4,6,6,16,0,0,1,2,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,204,E09000012,Hackney,0,0,41,41,0,0,2,4,1,7,0,0,3,2,0,5,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,205,E09000013,Hammersmith and Fulham,1,0,13,14,0,0,2,3,3,8,0,0,4,5,1,10,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,4,0,21,25,0,0,5,3,1,9,0,0,1,4,2,7,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,1,0,15,16,0,0,5,3,6,14,0,0,2,2,4,8,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,10,2,25,37,0,0,4,0,0,4,0,0,0,1,0,1,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,3,0,10,13,0,1,4,5,0,10,0,1,4,7,0,12,z,z,z,z,z,z,z,z,z,z,R,N,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,9,2,12,23,0,1,5,8,5,19,0,1,1,6,1,9,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,206,E09000019,Islington,0,0,31,31,0,0,0,2,0,2,0,0,0,1,0,1,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,207,E09000020,Kensington and Chelsea,0,0,13,13,0,0,1,4,3,8,0,0,2,1,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,5,1,10,16,0,1,5,4,4,14,0,0,2,5,1,8,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,208,E09000022,Lambeth,0,0,20,20,0,0,2,3,4,9,0,0,1,0,0,1,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,209,E09000023,Lewisham,0,0,20,20,0,0,0,5,7,12,0,0,5,5,1,11,z,z,z,z,z,z,z,z,z,z,Y,N,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,1,1,11,13,0,0,3,4,5,12,0,0,5,3,4,12,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,1,6,5,12,0,0,6,2,0,8,0,0,1,0,0,1,z,z,z,z,z,z,z,z,z,z,Y,N,Y
2021,Calendar year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,2,1,22,25,0,0,2,2,3,7,0,0,0,2,1,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,9,1,2,12,0,1,11,12,8,32,0,0,4,1,3,8,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,210,E09000028,Southwark,0,1,0,1,0,1,5,3,0,9,0,0,0,1,0,1,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,4,5,1,10,0,0,4,1,6,11,0,0,2,5,0,7,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,211,E09000030,Tower Hamlets,1,10,31,42,0,0,7,8,1,16,0,0,1,5,2,8,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,14,2,26,42,0,0,0,1,3,4,0,1,0,0,1,2,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,212,E09000032,Wandsworth,5,10,6,21,0,0,13,11,12,36,0,0,1,4,1,6,z,z,z,z,z,z,z,z,z,z,Y,R,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,213,E09000033,Westminster,0,0,9,9,0,0,1,3,1,5,0,1,2,2,1,6,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,1,10,0,11,0,0,1,0,0,1,0,1,2,0,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,16,15,2,33,0,0,0,0,1,1,0,0,2,2,0,4,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,23,11,51,85,0,1,3,0,0,4,0,0,7,3,0,10,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,0,0,43,43,0,0,1,0,0,1,0,2,4,3,0,9,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,8,1,10,19,0,0,0,2,1,3,0,1,2,0,0,3,z,z,z,z,z,z,z,z,z,z,Y,N,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,0,9,13,22,0,0,0,1,0,1,0,0,3,1,0,4,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,12,3,18,33,0,0,2,0,2,4,0,0,2,3,3,8,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,6,7,13,26,0,0,0,1,0,1,0,0,0,2,0,2,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,17,2,10,29,0,0,2,0,3,5,0,0,2,1,0,3,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,9,4,35,48,0,0,0,0,0,0,0,0,2,0,0,2,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,3,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,0,0,33,33,0,1,3,1,0,5,0,0,3,0,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,3,13,7,23,0,0,1,0,0,1,0,1,1,4,1,7,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,7,8,21,36,0,0,0,0,0,0,0,1,2,0,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,4,1,0,5,0,0,0,0,0,0,0,1,6,4,1,12,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,31,0,16,47,0,1,2,4,0,7,0,0,1,0,0,1,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,9,2,12,23,0,18,58,10,0,86,0,0,4,2,1,7,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,3,27,8,38,0,0,0,0,0,0,0,0,2,4,0,6,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,6,0,4,10,0,0,0,0,0,0,0,0,4,8,0,12,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,4,4,25,33,0,0,0,0,0,0,0,0,0,1,0,1,z,z,z,z,z,z,z,z,z,z,Y,N,N
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,4,25,40,69,0,0,0,0,1,1,0,0,0,1,1,2,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,1,9,23,33,0,0,1,0,0,1,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,0,15,38,53,0,0,1,1,0,2,0,3,8,5,0,16,z,z,z,z,z,z,z,z,z,z,N,R,N
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,0,0,0,0,0,0,3,2,0,5,0,0,2,6,2,10,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,2,0,23,25,0,0,0,0,0,0,0,1,2,0,0,3,z,z,z,z,z,z,z,z,z,z,Y,N,N
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,0,0,0,0,0,1,1,5,4,11,0,0,1,3,1,5,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,1,0,4,5,0,0,0,0,0,0,0,0,3,0,0,3,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,4,0,0,4,0,0,0,1,0,1,0,0,1,2,2,5,z,z,z,z,z,z,z,z,z,z,R,Y,Y
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,3,7,0,10,0,0,3,2,3,8,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,0,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,8,0,17,25,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,1,0,10,11,0,0,0,0,0,0,0,0,2,0,0,2,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,1,0,0,1,0,0,1,1,1,3,0,0,2,4,1,7,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,6,2,17,25,0,4,9,8,0,21,0,1,8,5,0,14,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,4,19,13,36,0,0,0,3,0,3,0,1,4,1,0,6,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,19,3,2,24,0,3,18,7,0,28,0,3,10,11,0,24,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,4,0,0,4,0,0,9,8,1,18,0,1,7,6,0,14,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,2,1,1,4,0,1,4,0,1,6,0,1,5,2,1,9,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,32,3,59,94,0,2,5,7,17,31,0,1,17,9,2,29,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,9,15,4,28,0,0,8,5,6,19,0,2,3,5,0,10,z,z,z,z,z,z,z,z,z,z,Y,N,N
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,22,34,59,115,0,40,84,19,0,143,0,1,24,16,0,41,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,0,0,35,35,0,2,6,0,0,8,0,0,21,10,0,31,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,2,5,47,54,0,8,40,28,21,97,0,7,17,18,3,45,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,2,20,0,22,0,4,21,13,0,38,0,5,14,4,0,23,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,88,10,12,110,0,1,19,23,23,66,0,1,9,10,4,24,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,8,2,51,61,0,0,10,6,5,21,0,0,8,13,3,24,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,6,0,17,23,0,0,10,3,0,13,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,6,3,5,14,0,3,9,11,4,27,0,1,4,11,2,18,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,21,0,31,52,0,30,43,6,1,80,0,3,12,11,0,26,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,2,0,38,40,0,2,8,9,2,21,0,0,5,0,0,5,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,0,0,52,52,0,5,34,30,16,85,0,3,6,3,2,14,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,0,52,1,53,0,1,2,1,0,4,0,0,3,3,0,6,z,z,z,z,z,z,z,z,z,z,Y,Y,N
