time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,MApprenEHC,MTrainEHC,MSuppIntEHC,WorkbasedEHC,Mres38week05EHC,Mres38week510EHC,Mres38week1115EHC,Mres38week1619EHC,Mres38week2025EHC,TotMres38weekEHC,Mres52week05EHC,Mres52week510EHC,Mres52week1115EHC,Mres52week1619EHC,Mres52week2025EHC,TotMres52weekEHC,Mres38week05,Mres38week510,Mres38week1115,Mres38week1619,TotMres38week,Mres52week05,Mres52week510,Mres52week1115,Mres52week1619,TotMres52week,DMO,DCO,DMODCOFunction
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,2,13,48,63,0,0,8,4,0,12,0,1,9,8,0,18,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,7,0,5,12,0,2,10,18,13,43,0,0,16,0,0,16,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,21,2,33,56,0,0,0,4,0,4,0,1,2,5,0,8,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,2,1,32,35,0,2,15,10,7,34,0,0,2,4,2,8,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,54,2,35,91,0,4,30,45,27,106,0,2,18,16,1,37,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,18,4,19,41,0,1,3,3,3,10,0,1,7,4,0,12,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,40,0,14,54,0,2,41,29,4,76,0,0,16,12,0,28,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,4,4,26,34,0,0,3,6,13,22,0,0,8,15,2,25,z,z,z,z,z,z,z,z,z,z,Y,N,N
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,1,0,26,27,0,0,0,4,0,4,0,0,6,6,1,13,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,2,0,2,4,0,0,1,0,1,2,0,1,3,2,0,6,z,z,z,z,z,z,z,z,z,z,Y,N,N
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,14,5,23,42,0,1,1,2,1,5,0,2,6,0,0,8,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,4,11,1,16,0,2,8,11,4,25,0,1,4,4,1,10,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,3,1,1,5,0,0,3,0,0,3,0,0,1,7,0,8,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,2,13,0,15,0,0,4,4,2,10,0,0,3,4,1,8,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,1,0,0,1,0,1,0,0,3,4,0,0,4,0,2,6,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,4,2,4,10,0,0,0,2,2,4,0,2,1,2,1,6,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,4,0,0,4,0,0,4,7,8,19,0,0,4,0,2,6,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,2,1,0,3,0,1,7,9,1,18,0,0,4,1,0,5,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,7,6,2,15,0,0,4,4,4,12,0,0,2,5,0,7,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,9,0,25,34,0,0,7,3,0,10,0,1,7,4,0,12,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,7,0,16,23,0,0,5,3,0,8,0,0,7,1,0,8,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,3,1,1,5,0,0,1,3,0,4,0,0,1,1,1,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,3,0,10,13,0,0,9,4,1,14,0,0,2,0,0,2,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,201,E09000001,City of London,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,301,E09000002,Barking and Dagenham,0,0,0,0,0,0,4,0,0,4,0,0,5,1,0,6,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,302,E09000003,Barnet,1,9,18,28,0,3,9,9,0,21,0,1,1,5,1,8,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,303,E09000004,Bexley,11,1,12,24,0,0,5,3,5,13,0,0,3,5,0,8,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,304,E09000005,Brent,0,2,31,33,0,0,0,4,0,4,0,0,1,8,0,9,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000007,London,305,E09000006,Bromley,5,2,19,26,0,0,3,2,2,7,0,0,2,1,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,Y
2021,Calendar year,Local authority,E92000001,England,E12000007,London,202,E09000007,Camden,3,0,9,12,0,0,1,5,1,7,0,0,3,5,0,8,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,0,1,21,22,0,0,1,0,0,1,0,0,3,0,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,Y
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,3,11,34,48,0,0,2,2,0,4,0,2,6,3,0,11,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,2,4,0,6,0,0,1,0,0,1,0,0,2,4,0,6,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,0,0,19,19,0,0,0,0,0,0,0,0,3,0,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,1,0,10,11,0,0,2,0,0,2,0,0,1,2,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,2,0,10,12,0,0,1,0,0,1,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,10,5,12,27,0,0,0,1,1,2,0,0,2,0,0,2,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,0,2,4,6,0,0,1,0,0,1,0,2,1,0,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,Y
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",5,20,26,51,0,0,1,0,2,3,0,0,1,0,0,1,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,12,2,19,33,0,1,1,3,5,10,0,0,3,6,4,13,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,1,12,1,14,0,2,2,6,0,10,0,0,2,2,0,4,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,0,1,4,5,0,0,4,1,0,5,0,0,1,1,0,2,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,1,0,17,18,0,0,2,0,5,7,0,1,4,1,0,6,z,z,z,z,z,z,z,z,z,z,Y,R,N
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,12,3,14,29,0,1,5,8,0,14,0,0,3,6,0,9,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,4,38,0,42,0,0,0,0,0,0,0,0,6,5,0,11,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,2,z,z,z,z,z,z,z,z,z,z,Y,N,N
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,0,1,9,10,0,0,2,1,1,4,0,2,5,1,0,8,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",2,1,0,3,0,3,1,3,7,14,0,0,2,2,2,6,z,z,z,z,z,z,z,z,z,z,Y,N,N
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,2,1,31,34,0,0,2,0,1,3,0,2,3,2,0,7,z,z,z,z,z,z,z,z,z,z,N,R,Y
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,9,5,23,37,0,0,0,2,2,4,0,0,2,4,3,9,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,1,0,0,1,0,0,7,7,0,14,0,0,0,6,0,6,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",8,1,23,32,0,2,6,1,7,16,0,1,12,10,1,24,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,0,1,17,18,0,1,12,12,13,38,0,0,1,3,2,6,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,9,0,29,38,0,0,3,14,9,26,0,0,8,6,4,18,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,14,0,8,22,0,0,0,0,1,1,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,13,3,0,16,0,2,1,0,0,3,0,2,6,0,1,9,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,6,0,23,29,0,1,9,4,1,15,0,0,4,4,3,11,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,0,0,14,14,0,2,2,0,1,5,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,19,31,9,59,0,1,1,2,1,5,0,0,7,5,1,13,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,5,3,22,30,0,1,1,1,0,3,0,0,1,6,0,7,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,0,0,26,26,0,0,1,3,2,6,0,1,7,7,1,16,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,1,15,24,40,0,0,2,8,8,18,0,3,4,10,1,18,z,z,z,z,z,z,z,z,z,z,N,Y,Y
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,17,1,10,28,0,4,5,16,5,30,0,3,3,7,4,17,z,z,z,z,z,z,z,z,z,z,Y,R,N
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,Y,R,Y
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,3,0,3,6,0,11,25,22,5,63,0,0,5,3,0,8,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,2,0,3,5,0,1,1,1,0,3,0,0,1,2,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,4,1,0,5,0,0,10,5,6,21,0,0,1,2,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,1,0,2,3,0,0,0,0,0,0,0,0,1,0,0,1,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,0,3,21,24,0,0,0,0,0,0,0,0,1,1,0,2,z,z,z,z,z,z,z,z,z,z,Y,N,N
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",8,5,11,24,0,1,10,8,3,22,0,2,1,6,1,10,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,0,0,0,0,0,1,6,10,4,21,0,1,4,2,2,9,z,z,z,z,z,z,z,z,z,z,N,Y,N
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,14,7,21,42,0,1,37,49,16,103,0,0,8,19,7,34,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,National,E92000001,England,"","","","","",876,504,2231,3611,0,147,870,787,405,2209,0,88,577,520,125,1310,z,z,z,z,z,z,z,z,z,z,z,z,z
2020,Calendar year,Regional,E92000001,England,E12000001,North East,"","","",48,79,208,335,0,0,7,7,5,19,0,12,46,19,2,79,z,z,z,z,z,z,z,z,z,z,z,z,z
2020,Calendar year,Regional,E92000001,England,E12000002,North West,"","","",157,106,405,668,0,5,34,25,10,74,0,9,79,57,9,154,z,z,z,z,z,z,z,z,z,z,z,z,z
2020,Calendar year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,"","","",68,83,194,345,0,19,65,52,17,153,0,6,42,29,4,81,z,z,z,z,z,z,z,z,z,z,z,z,z
2020,Calendar year,Regional,E92000001,England,E12000004,East Midlands,"","","",43,23,95,161,0,6,40,48,6,100,0,4,34,25,1,64,z,z,z,z,z,z,z,z,z,z,z,z,z
2020,Calendar year,Regional,E92000001,England,E12000005,West Midlands,"","","",87,36,227,350,0,5,29,36,42,112,0,8,44,54,16,122,z,z,z,z,z,z,z,z,z,z,z,z,z
2020,Calendar year,Regional,E92000001,England,E12000006,East of England,"","","",82,16,191,289,0,42,181,67,45,335,0,14,71,58,19,162,z,z,z,z,z,z,z,z,z,z,z,z,z
2020,Calendar year,Regional,E92000001,England,E12000007,London,"","","",133,82,439,654,0,10,135,150,101,396,0,10,80,99,29,218,z,z,z,z,z,z,z,z,z,z,z,z,z
2020,Calendar year,Regional,E92000001,England,E12000008,South East,"","","",171,65,235,471,0,28,253,303,127,711,0,19,100,124,37,280,z,z,z,z,z,z,z,z,z,z,z,z,z
2020,Calendar year,Regional,E92000001,England,E12000009,South West,"","","",87,14,237,338,0,32,126,99,52,309,0,6,81,55,8,150,z,z,z,z,z,z,z,z,z,z,z,z,z
2020,Calendar year,Local authority,E92000001,England,E12000007,London,306,E09000008,Croydon,2,11,3,16,0,1,3,7,10,21,0,0,2,4,1,7,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,4,4,11,19,0,0,2,2,3,7,0,0,1,2,0,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,3,0,22,25,0,0,4,4,5,13,0,0,2,4,0,6,z,z,z,z,z,z,z,z,z,z,N,Y,Y
2020,Calendar year,Local authority,E92000001,England,E12000007,London,203,E09000011,Greenwich,2,3,0,5,0,0,3,10,6,19,0,0,1,1,0,2,z,z,z,z,z,z,z,z,z,z,N,N,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,204,E09000012,Hackney,0,0,40,40,0,0,3,0,1,4,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,Y,N,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,205,E09000013,Hammersmith and Fulham,1,0,11,12,0,0,2,4,2,8,0,0,5,6,0,11,z,z,z,z,z,z,z,z,z,z,Y,Y,Y
2020,Calendar year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,3,0,17,20,0,0,3,5,1,9,0,0,0,7,0,7,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,1,1,10,12,0,0,5,3,6,14,0,0,0,2,1,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,0,0,14,14,0,0,3,1,2,6,0,0,4,4,1,9,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,1,0,15,16,0,0,1,3,0,4,0,2,2,2,0,6,z,z,z,z,z,z,z,z,z,z,N,N,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,10,1,17,28,0,1,11,8,3,23,0,0,3,6,2,11,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,206,E09000019,Islington,0,0,11,11,0,0,1,2,0,3,0,0,2,2,0,4,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,207,E09000020,Kensington and Chelsea,0,0,9,9,0,0,1,4,4,9,0,0,1,0,0,1,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,10,7,14,31,0,0,8,7,6,21,0,0,4,3,0,7,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,208,E09000022,Lambeth,1,6,30,37,0,0,2,2,4,8,0,0,0,4,1,5,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,209,E09000023,Lewisham,1,0,6,7,0,0,1,5,2,8,0,1,7,2,2,12,z,z,z,z,z,z,z,z,z,z,Y,N,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,4,7,11,22,0,0,4,6,3,13,0,1,4,4,2,11,z,z,z,z,z,z,z,z,z,z,Y,N,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,7,4,7,18,0,1,4,2,1,8,0,0,4,1,0,5,z,z,z,z,z,z,z,z,z,z,Y,N,Y
2020,Calendar year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,2,1,19,22,0,0,2,3,3,8,0,0,1,3,1,5,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,21,9,5,35,0,2,15,15,11,43,0,0,3,2,0,5,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,210,E09000028,Southwark,3,1,7,11,0,0,6,3,0,9,0,0,1,0,1,2,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,0,6,1,7,0,0,5,2,7,14,0,0,1,4,1,6,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,211,E09000030,Tower Hamlets,34,1,40,75,0,0,10,7,1,18,0,0,2,5,2,9,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,3,1,34,38,0,2,1,2,1,6,0,0,1,3,4,8,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,212,E09000032,Wandsworth,15,13,5,33,0,0,11,10,12,33,0,0,2,3,2,7,z,z,z,z,z,z,z,z,z,z,Y,N,N
2020,Calendar year,Local authority,E92000001,England,E12000007,London,213,E09000033,Westminster,0,0,7,7,0,1,1,4,1,7,0,0,2,0,1,3,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,3,5,0,8,0,0,0,0,0,0,0,0,5,1,0,6,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,16,14,13,43,0,0,0,0,1,1,0,0,1,2,0,3,z,z,z,z,z,z,z,z,z,z,N,R,Y
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,17,4,18,39,0,1,4,0,0,5,0,0,6,4,0,10,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,0,2,40,42,0,0,1,1,0,2,0,0,2,3,1,6,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,7,4,14,25,0,0,0,3,2,5,0,1,2,0,2,5,z,z,z,z,z,z,z,z,z,z,Y,N,N
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,0,9,23,32,0,0,0,0,0,0,0,0,5,0,0,5,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,23,8,8,39,0,0,2,0,0,2,0,0,2,4,0,6,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,11,3,14,28,0,0,0,1,0,1,0,0,1,1,0,2,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,16,2,5,23,0,1,3,1,2,7,0,0,3,1,0,4,z,z,z,z,z,z,z,z,z,z,N,N,Y
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,6,0,26,32,0,0,0,0,1,1,0,0,3,0,0,3,z,z,z,z,z,z,z,z,z,z,Y,N,N
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,9,2,6,17,0,0,0,0,0,0,0,1,4,6,0,11,z,z,z,z,z,z,z,z,z,z,Y,N,N
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,0,0,39,39,0,1,2,1,0,4,0,0,2,0,0,2,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,0,11,17,28,0,0,0,0,0,0,0,0,5,2,1,8,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,8,11,17,36,0,0,0,0,0,0,0,1,0,0,0,1,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,6,1,19,26,0,0,0,0,0,0,0,1,3,1,0,5,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,22,0,28,50,0,0,2,0,0,2,0,0,1,2,0,3,z,z,z,z,z,z,z,z,z,z,N,R,N
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,0,6,9,15,0,0,0,2,0,2,0,0,5,2,0,7,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,3,32,0,35,0,0,1,0,0,1,0,0,4,3,0,7,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,5,5,11,21,0,0,1,0,0,1,0,1,8,4,0,13,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,7,0,20,27,0,0,0,0,0,0,0,0,2,0,0,2,z,z,z,z,z,z,z,z,z,z,Y,N,N
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,3,11,35,49,0,0,0,1,0,1,0,0,1,0,1,2,z,z,z,z,z,z,z,z,z,z,N,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,0,6,10,16,0,0,1,0,0,1,0,1,0,0,0,1,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,2,10,27,39,0,0,0,1,0,1,0,6,4,5,0,15,z,z,z,z,z,z,z,z,z,z,Y,N,N
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,1,0,41,42,0,0,4,5,1,10,0,0,3,8,2,13,z,z,z,z,z,z,z,z,z,z,Y,Y,N
2020,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,2,0,22,24,0,0,0,0,0,0,0,1,1,1,0,3,z,z,z,z,z,z,z,z,z,z,Y,Y,N
