time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,characteristic_age,Total_st,Total_st_pc,Total_ehc,Total_ehc_pc,Total_all,Total_all_pc
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Under 5,z,z,59,4.85197,59,4.85197
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Under 5,z,z,190,4.10633,190,4.10633
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Under 5,z,z,496,4.61095,496,4.61095
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Under 5,z,z,238,3.96468,238,3.96468
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Under 5,z,z,0,0,0,0
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Under 5,z,z,53,3.39962,53,3.39962
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Under 5,z,z,99,3.16901,99,3.16901
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Under 5,z,z,42,3.2634,42,3.2634
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Under 5,z,z,98,4.40054,98,4.40054
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Under 5,z,z,139,4.70071,139,4.70071
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Under 5,z,z,91,3.46403,91,3.46403
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Under 5,z,z,148,3.63905,148,3.63905
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Under 5,z,z,96,4.68521,96,4.68521
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Under 5,z,z,250,3.427,250,3.427
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Under 5,z,z,59,2.52568,59,2.52568
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Under 5,z,z,40,2.65428,40,2.65428
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Under 5,z,z,112,3.36943,112,3.36943
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Under 5,z,z,162,3.73961,162,3.73961
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Under 5,z,z,152,4.39688,152,4.39688
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Under 5,z,z,52,3.73295,52,3.73295
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Under 5,z,z,106,5.62633,106,5.62633
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Under 5,z,z,55,2.97137,55,2.97137
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Under 5,z,z,54,3.65112,54,3.65112
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Under 5,z,z,46,2.41978,46,2.41978
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Under 5,z,z,11,1.5493,11,1.5493
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Under 5,z,z,58,4.55975,58,4.55975
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Under 5,z,z,47,3.50746,47,3.50746
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Under 5,z,z,75,4.54545,75,4.54545
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Under 5,z,z,89,2.45314,89,2.45314
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Under 5,z,z,22,2.7673,22,2.7673
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Under 5,z,z,98,4.09699,98,4.09699
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Under 5,z,z,92,5.35506,92,5.35506
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Under 5,z,z,84,2.53241,84,2.53241
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Under 5,z,z,37,3.07054,37,3.07054
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Under 5,z,z,74,3.66155,74,3.66155
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Under 5,z,z,75,2.4566,75,2.4566
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Under 5,z,z,77,2.94906,77,2.94906
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Under 5,z,z,148,7.64858,148,7.64858
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Under 5,z,z,180,3.5545,180,3.5545
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Under 5,z,z,111,4.57355,111,4.57355
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Under 5,z,z,98,4.68451,98,4.68451
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Under 5,z,z,90,3.72055,90,3.72055
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Under 5,z,z,90,3.77675,90,3.77675
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Under 5,z,z,110,6.26424,110,6.26424
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Under 5,z,z,82,3.63475,82,3.63475
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Under 5,z,z,20,0.94742,20,0.94742
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Under 5,z,z,21,2.03095,21,2.03095
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Under 5,z,z,46,2.77108,46,2.77108
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Under 5,z,z,364,4.50216,364,4.50216
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Under 5,z,z,64,6.45161,64,6.45161
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Under 5,z,z,69,5.72139,69,5.72139
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Under 5,z,z,161,5.48739,161,5.48739
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Under 5,z,z,67,2.92704,67,2.92704
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Under 5,z,z,223,5.73707,223,5.73707
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Under 5,z,z,69,3.10811,69,3.10811
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Under 5,z,z,53,2.3608,53,2.3608
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Under 5,z,z,54,2.26986,54,2.26986
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Under 5,z,z,153,4.29896,153,4.29896
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Under 5,z,z,223,4.78643,223,4.78643
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Under 5,z,z,103,6.75853,103,6.75853
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Under 5,z,z,111,3.19977,111,3.19977
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Under 5,z,z,112,2.38857,112,2.38857
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Under 5,z,z,142,6.02716,142,6.02716
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Under 5,z,z,94,4.47619,94,4.47619
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Under 5,z,z,116,4.64,116,4.64
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Under 5,z,z,57,4.96084,57,4.96084
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Under 5,z,z,43,4.06043,43,4.06043
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Under 5,z,z,125,3.53107,125,3.53107
2021,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Under 5,z,z,21,1.98488,21,1.98488
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Under 5,z,z,153,3.82404,153,3.82404
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Under 5,z,z,57,2.1814,57,2.1814
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Under 5,z,z,259,4.89788,259,4.89788
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Under 5,z,z,102,3.41137,102,3.41137
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Under 5,z,z,9,3.44828,9,3.44828
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Under 5,z,z,72,2.37389,72,2.37389
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Under 5,z,z,39,3.16816,39,3.16816
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Under 5,z,z,355,5.69275,355,5.69275
2021,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Under 5,z,z,250,5.15783,250,5.15783
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Under 5,z,z,307,3.08884,307,3.08884
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Under 5,z,z,107,4.56485,107,4.56485
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Under 5,z,z,97,3.55311,97,3.55311
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Under 5,z,z,52,2.07751,52,2.07751
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Under 5,z,z,65,3.7292,65,3.7292
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Under 5,z,z,87,3.35131,87,3.35131
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Under 5,z,z,52,2.3919,52,2.3919
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Under 5,z,z,194,3.20343,194,3.20343
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Under 5,z,z,96,3.93281,96,3.93281
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Under 5,z,z,31,2.93839,31,2.93839
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Under 5,z,z,118,2.82162,118,2.82162
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Under 5,z,z,82,4.06746,82,4.06746
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Under 5,z,z,88,4.92997,88,4.92997
2021,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Under 5,z,z,166,3.63796,166,3.63796
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Under 5,z,z,71,3.77258,71,3.77258
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Under 5,z,z,59,4.53497,59,4.53497
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Under 5,z,z,106,5.03563,106,5.03563
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Under 5,z,z,255,4.81859,255,4.81859
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Under 5,z,z,86,4.20127,86,4.20127
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Under 5,z,z,354,3.45231,354,3.45231
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Under 5,z,z,47,3.35954,47,3.35954
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Under 5,z,z,92,5.2243,92,5.2243
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Under 5,z,z,329,3.94579,329,3.94579
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Under 5,z,z,259,3.34064,259,3.34064
2021,Calendar year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Under 5,z,z,176,2.98761,176,2.98761
2021,Calendar year,Local authority,E92000001,England,E12000007,London,201,E09000001,City of London,Under 5,z,z,1,5,1,5
2021,Calendar year,Local authority,E92000001,England,E12000007,London,202,E09000007,Camden,Under 5,z,z,79,5.59887,79,5.59887
2021,Calendar year,Local authority,E92000001,England,E12000007,London,203,E09000011,Greenwich,Under 5,z,z,58,2.9029,58,2.9029
2021,Calendar year,Local authority,E92000001,England,E12000007,London,204,E09000012,Hackney,Under 5,z,z,187,7.06994,187,7.06994
2021,Calendar year,Local authority,E92000001,England,E12000007,London,205,E09000013,Hammersmith and Fulham,Under 5,z,z,59,4.82026,59,4.82026
2021,Calendar year,Local authority,E92000001,England,E12000007,London,206,E09000019,Islington,Under 5,z,z,72,4.77137,72,4.77137
2021,Calendar year,Local authority,E92000001,England,E12000007,London,207,E09000020,Kensington and Chelsea,Under 5,z,z,32,4.41379,32,4.41379
2021,Calendar year,Local authority,E92000001,England,E12000007,London,208,E09000022,Lambeth,Under 5,z,z,101,3.68479,101,3.68479
2021,Calendar year,Local authority,E92000001,England,E12000007,London,209,E09000023,Lewisham,Under 5,z,z,82,2.81207,82,2.81207
2021,Calendar year,Local authority,E92000001,England,E12000007,London,210,E09000028,Southwark,Under 5,z,z,112,4.47463,112,4.47463
2021,Calendar year,Local authority,E92000001,England,E12000007,London,211,E09000030,Tower Hamlets,Under 5,z,z,76,2.33344,76,2.33344
2021,Calendar year,Local authority,E92000001,England,E12000007,London,212,E09000032,Wandsworth,Under 5,z,z,116,4.66613,116,4.66613
2021,Calendar year,Local authority,E92000001,England,E12000007,London,213,E09000033,Westminster,Under 5,z,z,64,5.07534,64,5.07534
2021,Calendar year,Local authority,E92000001,England,E12000007,London,301,E09000002,Barking and Dagenham,Under 5,z,z,71,4.09694,71,4.09694
2021,Calendar year,Local authority,E92000001,England,E12000007,London,302,E09000003,Barnet,Under 5,z,z,128,4.41532,128,4.41532
2021,Calendar year,Local authority,E92000001,England,E12000007,London,303,E09000004,Bexley,Under 5,z,z,103,4.41492,103,4.41492
2021,Calendar year,Local authority,E92000001,England,E12000007,London,304,E09000005,Brent,Under 5,z,z,134,4.81322,134,4.81322
2021,Calendar year,Local authority,E92000001,England,E12000007,London,305,E09000006,Bromley,Under 5,z,z,129,4.48072,129,4.48072
2021,Calendar year,Local authority,E92000001,England,E12000007,London,306,E09000008,Croydon,Under 5,z,z,81,2.38656,81,2.38656
2021,Calendar year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Under 5,z,z,192,6.49526,192,6.49526
2021,Calendar year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,Under 5,z,z,76,2.21252,76,2.21252
2021,Calendar year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,Under 5,z,z,116,4.83736,116,4.83736
2021,Calendar year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Under 5,z,z,77,4.06118,77,4.06118
2021,Calendar year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,Under 5,z,z,104,5.56447,104,5.56447
2021,Calendar year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,Under 5,z,z,86,3.05073,86,3.05073
2021,Calendar year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,Under 5,z,z,125,4.71165,125,4.71165
2021,Calendar year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Under 5,z,z,38,2.66854,38,2.66854
2021,Calendar year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,Under 5,z,z,93,4.12966,93,4.12966
2021,Calendar year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Under 5,z,z,77,4.79452,77,4.79452
2021,Calendar year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,Under 5,z,z,72,2.9975,72,2.9975
2021,Calendar year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,Under 5,z,z,51,3.28397,51,3.28397
2021,Calendar year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,Under 5,z,z,65,3.37312,65,3.37312
2021,Calendar year,Local authority,E92000001,England,E12000007,London,320,E09000031,Waltham Forest,Under 5,z,z,152,6.65208,152,6.65208
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Under 5,z,z,181,3.68635,181,3.68635
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Under 5,z,z,68,2.9877,68,2.9877
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Age 5 to 10,z,z,1039,28.544,1039,28.54396
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Age 5 to 10,z,z,552,29.7895,552,29.78953
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Age 5 to 10,z,z,3336,31.7503,3336,31.75026
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Age 5 to 10,z,z,565,33.9952,565,33.99519
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Age 5 to 10,z,z,751,41.1281,751,41.12815
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Age 5 to 10,z,z,357,34.6266,357,34.62658
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Age 5 to 10,z,z,292,29.2,292,29.2
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Age 5 to 10,z,z,345,32.1229,345,32.12291
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Age 5 to 10,z,z,487,33.9136,487,33.91365
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Age 5 to 10,z,z,590,37.7721,590,37.77209
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Age 5 to 10,z,z,418,32.9134,418,32.91339
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Age 5 to 10,z,z,4616,30.2075,4616,30.20745
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Age 5 to 10,z,z,792,31.5915,792,31.59154
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Age 5 to 10,z,z,362,29.7697,362,29.76974
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Age 5 to 10,z,z,1533,33.1316,1533,33.13162
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Age 5 to 10,z,z,3911,36.3577,3911,36.35772
2021,Calendar year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Age 5 to 10,z,z,2165,36.0653,2165,36.0653
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Age 5 to 10,z,z,2,16.6667,2,16.66667
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Age 5 to 10,z,z,560,35.9205,560,35.92046
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Age 5 to 10,z,z,913,29.2253,913,29.22535
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Age 5 to 10,z,z,367,28.5159,367,28.51593
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Age 5 to 10,z,z,763,34.2613,763,34.26134
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Age 5 to 10,z,z,950,32.1272,950,32.12716
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Age 5 to 10,z,z,838,31.8995,838,31.89951
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Age 5 to 10,z,z,1576,38.7509,1576,38.75092
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Age 5 to 10,z,z,725,35.3831,725,35.38311
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Age 5 to 10,z,z,2516,34.4894,2516,34.48938
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Age 5 to 10,z,z,581,24.8716,581,24.87158
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Age 5 to 10,z,z,494,32.7804,494,32.78036
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Age 5 to 10,z,z,917,27.5872,917,27.58724
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Age 5 to 10,z,z,1601,36.9575,1601,36.95753
2021,Calendar year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Age 5 to 10,z,z,1115,32.2534,1115,32.2534
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Age 5 to 10,z,z,541,38.837,541,38.83704
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Age 5 to 10,z,z,714,37.8981,714,37.89809
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Age 5 to 10,z,z,591,31.9287,591,31.92869
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Age 5 to 10,z,z,413,27.9243,413,27.92427
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Age 5 to 10,z,z,608,31.9832,608,31.98317
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Age 5 to 10,z,z,164,23.0986,164,23.09859
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Age 5 to 10,z,z,406,31.9182,406,31.91824
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Age 5 to 10,z,z,382,28.5075,382,28.50746
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Age 5 to 10,z,z,575,34.8485,575,34.84848
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Age 5 to 10,z,z,1009,27.8115,1009,27.81147
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Age 5 to 10,z,z,272,34.2138,272,34.21384
2021,Calendar year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Age 5 to 10,z,z,816,34.1137,816,34.11371
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Age 5 to 10,z,z,476,27.7066,476,27.70664
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Age 5 to 10,z,z,1030,31.0522,1030,31.05216
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Age 5 to 10,z,z,372,30.8714,372,30.87137
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Age 5 to 10,z,z,493,24.3939,493,24.39386
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Age 5 to 10,z,z,815,26.695,815,26.69505
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Age 5 to 10,z,z,905,34.6611,905,34.66105
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Age 5 to 10,z,z,528,27.2868,528,27.28682
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Age 5 to 10,z,z,1856,36.6509,1856,36.65087
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Age 5 to 10,z,z,802,33.0449,802,33.04491
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Age 5 to 10,z,z,684,32.696,684,32.69598
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Age 5 to 10,z,z,845,34.9318,845,34.93179
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Age 5 to 10,z,z,740,31.0533,740,31.05329
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Age 5 to 10,z,z,678,38.6105,678,38.61048
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Age 5 to 10,z,z,696,30.8511,696,30.85106
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Age 5 to 10,z,z,758,35.9072,758,35.90715
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Age 5 to 10,z,z,412,39.8453,412,39.84526
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Age 5 to 10,z,z,468,28.1928,468,28.19277
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Age 5 to 10,z,z,2674,33.0736,2674,33.07359
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Age 5 to 10,z,z,473,47.6814,473,47.68145
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Age 5 to 10,z,z,394,32.67,394,32.66998
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Age 5 to 10,z,z,1020,34.7648,1020,34.76483
2021,Calendar year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Age 5 to 10,z,z,749,32.7217,749,32.72171
